A	B	nOverlap
regulation of transforming growth factor beta receptor signaling pathway	regulation of pathway-restricted SMAD protein phosphorylation	2
regulation of transforming growth factor beta receptor signaling pathway	blood vessel morphogenesis	2
regulation of transforming growth factor beta receptor signaling pathway	regulation of miRNA metabolic process	3
regulation of transforming growth factor beta receptor signaling pathway	protein kinase B signaling	2
regulation of transforming growth factor beta receptor signaling pathway	atrioventricular valve morphogenesis	2
regulation of transforming growth factor beta receptor signaling pathway	cardiac septum development	2
regulation of transforming growth factor beta receptor signaling pathway	pathway-restricted SMAD protein phosphorylation	2
regulation of transforming growth factor beta receptor signaling pathway	regulation of binding	2
regulation of transforming growth factor beta receptor signaling pathway	muscle cell development	2
regulation of transforming growth factor beta receptor signaling pathway	outflow tract septum morphogenesis	2
regulation of transforming growth factor beta receptor signaling pathway	morphogenesis of a branching epithelium	2
regulation of transforming growth factor beta receptor signaling pathway	atrioventricular valve development	2
regulation of transforming growth factor beta receptor signaling pathway	DNA-binding transcription factor binding	2
regulation of transforming growth factor beta receptor signaling pathway	DNA-binding transcription activator activity, RNA polymerase II-specific	2
regulation of transforming growth factor beta receptor signaling pathway	I-SMAD binding	2
regulation of transforming growth factor beta receptor signaling pathway	DNA-binding transcription activator activity	2
regulation of transforming growth factor beta receptor signaling pathway	R-SMAD binding	2
regulation of synapse assembly	positive regulation of phosphatidylinositol 3-kinase signaling	2
regulation of synapse assembly	cell morphogenesis involved in neuron differentiation	2
regulation of synapse assembly	axonogenesis	2
regulation of synapse assembly	protein kinase B signaling	2
regulation of synapse assembly	regulation of nervous system development	3
regulation of synapse assembly	circadian rhythm	2
regulation of synapse assembly	mechanoreceptor differentiation	2
regulation of synapse assembly	dendrite	3
regulation of synapse assembly	dendritic tree	3
regulation of synapse assembly	transmembrane receptor protein kinase activity	2
viral gene expression	DNA-binding transcription factor binding	2
heart process	vascular process in circulatory system	2
heart process	regulation of systemic arterial blood pressure mediated by a chemical signal	2
heart process	regulation of systemic arterial blood pressure	2
heart process	G protein-coupled amine receptor activity	2
positive regulation of I-kappaB kinase/NF-kappaB signaling	regulation of tumor necrosis factor-mediated signaling pathway	3
positive regulation of I-kappaB kinase/NF-kappaB signaling	pattern recognition receptor signaling pathway	3
positive regulation of I-kappaB kinase/NF-kappaB signaling	JNK cascade	3
positive regulation of I-kappaB kinase/NF-kappaB signaling	cellular response to external stimulus	2
positive regulation of phosphatidylinositol 3-kinase signaling	cell morphogenesis involved in neuron differentiation	3
positive regulation of phosphatidylinositol 3-kinase signaling	axonogenesis	3
positive regulation of phosphatidylinositol 3-kinase signaling	blood vessel morphogenesis	2
positive regulation of phosphatidylinositol 3-kinase signaling	protein kinase B signaling	2
positive regulation of phosphatidylinositol 3-kinase signaling	regulation of nervous system development	2
positive regulation of phosphatidylinositol 3-kinase signaling	circadian rhythm	2
positive regulation of phosphatidylinositol 3-kinase signaling	mechanoreceptor differentiation	2
positive regulation of phosphatidylinositol 3-kinase signaling	dendrite	2
positive regulation of phosphatidylinositol 3-kinase signaling	dendritic tree	2
positive regulation of phosphatidylinositol 3-kinase signaling	transmembrane receptor protein kinase activity	2
regulation of steroid biosynthetic process	regulation of alcohol biosynthetic process	3
regulation of steroid biosynthetic process	DNA-binding transcription factor binding	2
cardiac septum morphogenesis	cell morphogenesis involved in neuron differentiation	2
cardiac septum morphogenesis	regulation of striated muscle cell apoptotic process	2
cardiac septum morphogenesis	regulation of muscle cell apoptotic process	2
cardiac septum morphogenesis	regulation of cellular response to transforming growth factor beta stimulus	2
cardiac septum morphogenesis	axonogenesis	2
cardiac septum morphogenesis	regulation of pathway-restricted SMAD protein phosphorylation	3
cardiac septum morphogenesis	nephron development	2
cardiac septum morphogenesis	embryonic organ morphogenesis	2
cardiac septum morphogenesis	regulation of miRNA metabolic process	2
cardiac septum morphogenesis	striated muscle cell apoptotic process	2
cardiac septum morphogenesis	atrioventricular valve morphogenesis	2
cardiac septum morphogenesis	cardiac septum development	4
cardiac septum morphogenesis	pathway-restricted SMAD protein phosphorylation	3
cardiac septum morphogenesis	regulation of binding	2
cardiac septum morphogenesis	outflow tract septum morphogenesis	2
cardiac septum morphogenesis	ventricular cardiac muscle tissue development	2
cardiac septum morphogenesis	positive regulation of cell death	2
cardiac septum morphogenesis	odontogenesis of dentin-containing tooth	2
cardiac septum morphogenesis	positive regulation of apoptotic process	2
cardiac septum morphogenesis	morphogenesis of a branching epithelium	2
cardiac septum morphogenesis	atrioventricular valve development	2
cardiac septum morphogenesis	neural crest cell differentiation	2
cardiac septum morphogenesis	receptor serine/threonine kinase binding	2
cardiac septum morphogenesis	DNA-binding transcription factor binding	2
cardiac septum morphogenesis	DNA-binding transcription activator activity, RNA polymerase II-specific	2
cardiac septum morphogenesis	I-SMAD binding	2
cardiac septum morphogenesis	transmembrane receptor protein serine/threonine kinase binding	2
cardiac septum morphogenesis	DNA-binding transcription activator activity	2
cardiac septum morphogenesis	R-SMAD binding	2
cell morphogenesis involved in neuron differentiation	regulation of striated muscle cell apoptotic process	2
cell morphogenesis involved in neuron differentiation	response to pain	2
cell morphogenesis involved in neuron differentiation	regulation of muscle cell apoptotic process	2
cell morphogenesis involved in neuron differentiation	axonogenesis	13
cell morphogenesis involved in neuron differentiation	regulation of pathway-restricted SMAD protein phosphorylation	2
cell morphogenesis involved in neuron differentiation	primary neural tube formation	2
cell morphogenesis involved in neuron differentiation	nephron development	3
cell morphogenesis involved in neuron differentiation	blood vessel morphogenesis	4
cell morphogenesis involved in neuron differentiation	positive regulation of cell development	4
cell morphogenesis involved in neuron differentiation	embryonic organ morphogenesis	3
cell morphogenesis involved in neuron differentiation	camera-type eye development	4
cell morphogenesis involved in neuron differentiation	neural crest cell migration	3
cell morphogenesis involved in neuron differentiation	striated muscle cell apoptotic process	2
cell morphogenesis involved in neuron differentiation	protein kinase B signaling	3
cell morphogenesis involved in neuron differentiation	cardiac septum development	2
cell morphogenesis involved in neuron differentiation	regulation of nervous system development	8
cell morphogenesis involved in neuron differentiation	pathway-restricted SMAD protein phosphorylation	2
cell morphogenesis involved in neuron differentiation	regulation of extrinsic apoptotic signaling pathway in absence of ligand	2
cell morphogenesis involved in neuron differentiation	stem cell development	3
cell morphogenesis involved in neuron differentiation	regulation of binding	3
cell morphogenesis involved in neuron differentiation	circadian rhythm	2
cell morphogenesis involved in neuron differentiation	mesenchymal cell migration	3
cell morphogenesis involved in neuron differentiation	positive regulation of cell death	4
cell morphogenesis involved in neuron differentiation	mechanoreceptor differentiation	3
cell morphogenesis involved in neuron differentiation	positive regulation of apoptotic process	3
cell morphogenesis involved in neuron differentiation	morphogenesis of a branching epithelium	2
cell morphogenesis involved in neuron differentiation	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	2
cell morphogenesis involved in neuron differentiation	neural crest cell differentiation	4
cell morphogenesis involved in neuron differentiation	dendrite	6
cell morphogenesis involved in neuron differentiation	dendritic tree	6
cell morphogenesis involved in neuron differentiation	DNA-binding transcription activator activity, RNA polymerase II-specific	4
cell morphogenesis involved in neuron differentiation	DNA-binding transcription activator activity	4
cell morphogenesis involved in neuron differentiation	transmembrane receptor protein kinase activity	3
regulation of striated muscle cell apoptotic process	regulation of muscle cell apoptotic process	3
regulation of striated muscle cell apoptotic process	axonogenesis	2
regulation of striated muscle cell apoptotic process	regulation of pathway-restricted SMAD protein phosphorylation	2
regulation of striated muscle cell apoptotic process	nephron development	2
regulation of striated muscle cell apoptotic process	striated muscle cell apoptotic process	3
regulation of striated muscle cell apoptotic process	cardiac septum development	2
regulation of striated muscle cell apoptotic process	regulation of nervous system development	2
regulation of striated muscle cell apoptotic process	pathway-restricted SMAD protein phosphorylation	2
regulation of striated muscle cell apoptotic process	positive regulation of cell death	2
regulation of striated muscle cell apoptotic process	positive regulation of apoptotic process	2
regulation of striated muscle cell apoptotic process	morphogenesis of a branching epithelium	3
regulation of striated muscle cell apoptotic process	neural crest cell differentiation	2
regulation of striated muscle cell apoptotic process	glycosaminoglycan binding	2
regulation of striated muscle cell apoptotic process	heparin binding	2
positive regulation of myoblast differentiation	regulation of muscle cell differentiation	2
positive regulation of myoblast differentiation	muscle cell fate commitment	2
positive regulation of myoblast differentiation	positive regulation of skeletal muscle tissue development	2
positive regulation of myoblast differentiation	positive regulation of cell development	3
positive regulation of myoblast differentiation	regulation of binding	2
positive regulation of myoblast differentiation	muscle cell development	2
positive regulation of myoblast differentiation	positive regulation of muscle tissue development	2
positive regulation of myoblast differentiation	DNA-binding transcription factor binding	2
positive regulation of myoblast differentiation	DNA-binding transcription activator activity, RNA polymerase II-specific	2
positive regulation of myoblast differentiation	DNA-binding transcription activator activity	2
positive regulation of biomineral tissue development	positive regulation of biomineralization	3
positive regulation of biomineral tissue development	camera-type eye development	2
positive regulation of biomineral tissue development	regulation of biomineral tissue development	3
positive regulation of biomineral tissue development	regulation of biomineralization	3
positive regulation of biomineral tissue development	positive regulation of ossification	3
positive regulation of biomineral tissue development	positive regulation of cell death	2
positive regulation of biomineral tissue development	odontogenesis of dentin-containing tooth	2
positive regulation of biomineral tissue development	positive regulation of apoptotic process	2
positive regulation of biomineral tissue development	morphogenesis of a branching epithelium	2
regulation of muscle cell differentiation	muscle cell fate commitment	2
regulation of muscle cell differentiation	regulation of cellular response to transforming growth factor beta stimulus	2
regulation of muscle cell differentiation	positive regulation of skeletal muscle tissue development	2
regulation of muscle cell differentiation	positive regulation of cell development	2
regulation of muscle cell differentiation	regulation of miRNA metabolic process	2
regulation of muscle cell differentiation	cellular response to external stimulus	2
regulation of muscle cell differentiation	regulation of binding	3
regulation of muscle cell differentiation	muscle cell development	4
regulation of muscle cell differentiation	positive regulation of muscle tissue development	2
regulation of muscle cell differentiation	DNA-binding transcription factor binding	3
regulation of muscle cell differentiation	DNA-binding transcription activator activity, RNA polymerase II-specific	4
regulation of muscle cell differentiation	DNA-binding transcription activator activity	4
response to superoxide	response to oxygen radical	2
cardiac right ventricle morphogenesis	regulation of binding	2
cardiac right ventricle morphogenesis	DNA-binding transcription factor binding	2
pyrimidine nucleotide catabolic process	pyrimidine deoxyribonucleotide metabolic process	2
pyrimidine nucleotide catabolic process	deoxyribonucleotide catabolic process	2
pyrimidine nucleotide catabolic process	deoxyribose phosphate catabolic process	2
pyrimidine nucleotide catabolic process	magnesium ion binding	2
nucleotide-sugar metabolic process	amino sugar metabolic process	2
translesion synthesis	negative regulation of protein ubiquitination	2
translesion synthesis	DNA-binding transcription factor binding	2
muscle cell fate commitment	positive regulation of skeletal muscle tissue development	2
muscle cell fate commitment	positive regulation of cell development	2
muscle cell fate commitment	muscle cell development	2
muscle cell fate commitment	positive regulation of muscle tissue development	2
muscle cell fate commitment	DNA-binding transcription activator activity, RNA polymerase II-specific	2
muscle cell fate commitment	DNA-binding transcription activator activity	2
response to pain	axonogenesis	2
response to pain	protein kinase B signaling	2
response to pain	positive regulation of cell death	2
response to pain	dendrite	2
response to pain	dendritic tree	2
response to pain	transmembrane receptor protein kinase activity	2
neurotransmitter reuptake	vascular process in circulatory system	2
neurotransmitter reuptake	neurotransmitter uptake	2
regulation of muscle cell apoptotic process	axonogenesis	2
regulation of muscle cell apoptotic process	regulation of pathway-restricted SMAD protein phosphorylation	2
regulation of muscle cell apoptotic process	nephron development	2
regulation of muscle cell apoptotic process	striated muscle cell apoptotic process	3
regulation of muscle cell apoptotic process	cardiac septum development	2
regulation of muscle cell apoptotic process	regulation of nervous system development	2
regulation of muscle cell apoptotic process	pathway-restricted SMAD protein phosphorylation	2
regulation of muscle cell apoptotic process	positive regulation of cell death	2
regulation of muscle cell apoptotic process	positive regulation of apoptotic process	2
regulation of muscle cell apoptotic process	morphogenesis of a branching epithelium	3
regulation of muscle cell apoptotic process	neural crest cell differentiation	2
regulation of muscle cell apoptotic process	glycosaminoglycan binding	2
regulation of muscle cell apoptotic process	heparin binding	2
nephron tubule morphogenesis	animal organ formation	2
nephron tubule morphogenesis	nephron epithelium morphogenesis	4
nephron tubule morphogenesis	nephron development	4
nephron tubule morphogenesis	renal tubule morphogenesis	4
nephron tubule morphogenesis	ventricular cardiac muscle tissue development	2
nephron tubule morphogenesis	embryonic digit morphogenesis	2
nephron tubule morphogenesis	morphogenesis of a branching epithelium	3
nephron tubule morphogenesis	DNA-binding transcription activator activity, RNA polymerase II-specific	2
nephron tubule morphogenesis	DNA-binding transcription activator activity	2
regulation of cellular response to transforming growth factor beta stimulus	regulation of pathway-restricted SMAD protein phosphorylation	2
regulation of cellular response to transforming growth factor beta stimulus	blood vessel morphogenesis	2
regulation of cellular response to transforming growth factor beta stimulus	regulation of miRNA metabolic process	3
regulation of cellular response to transforming growth factor beta stimulus	protein kinase B signaling	2
regulation of cellular response to transforming growth factor beta stimulus	atrioventricular valve morphogenesis	2
regulation of cellular response to transforming growth factor beta stimulus	cardiac septum development	2
regulation of cellular response to transforming growth factor beta stimulus	pathway-restricted SMAD protein phosphorylation	2
regulation of cellular response to transforming growth factor beta stimulus	regulation of binding	2
regulation of cellular response to transforming growth factor beta stimulus	muscle cell development	2
regulation of cellular response to transforming growth factor beta stimulus	outflow tract septum morphogenesis	2
regulation of cellular response to transforming growth factor beta stimulus	morphogenesis of a branching epithelium	2
regulation of cellular response to transforming growth factor beta stimulus	atrioventricular valve development	2
regulation of cellular response to transforming growth factor beta stimulus	DNA-binding transcription factor binding	2
regulation of cellular response to transforming growth factor beta stimulus	DNA-binding transcription activator activity, RNA polymerase II-specific	2
regulation of cellular response to transforming growth factor beta stimulus	I-SMAD binding	2
regulation of cellular response to transforming growth factor beta stimulus	DNA-binding transcription activator activity	2
regulation of cellular response to transforming growth factor beta stimulus	R-SMAD binding	2
axonogenesis	regulation of pathway-restricted SMAD protein phosphorylation	2
axonogenesis	primary neural tube formation	2
axonogenesis	nephron development	3
axonogenesis	blood vessel morphogenesis	3
axonogenesis	positive regulation of cell development	3
axonogenesis	embryonic organ morphogenesis	2
axonogenesis	camera-type eye development	4
axonogenesis	neural crest cell migration	3
axonogenesis	striated muscle cell apoptotic process	2
axonogenesis	protein kinase B signaling	3
axonogenesis	cardiac septum development	2
axonogenesis	regulation of nervous system development	7
axonogenesis	pathway-restricted SMAD protein phosphorylation	2
axonogenesis	regulation of extrinsic apoptotic signaling pathway in absence of ligand	2
axonogenesis	stem cell development	3
axonogenesis	regulation of binding	3
axonogenesis	circadian rhythm	2
axonogenesis	mesenchymal cell migration	3
axonogenesis	positive regulation of cell death	4
axonogenesis	mechanoreceptor differentiation	2
axonogenesis	positive regulation of apoptotic process	3
axonogenesis	morphogenesis of a branching epithelium	2
axonogenesis	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	2
axonogenesis	neural crest cell differentiation	4
axonogenesis	dendrite	5
axonogenesis	dendritic tree	5
axonogenesis	DNA-binding transcription activator activity, RNA polymerase II-specific	4
axonogenesis	DNA-binding transcription activator activity	4
axonogenesis	transmembrane receptor protein kinase activity	3
positive regulation of immunoglobulin production	somatic recombination of immunoglobulin genes involved in immune response	3
positive regulation of immunoglobulin production	somatic diversification of immunoglobulins involved in immune response	3
positive regulation of immunoglobulin production	isotype switching	3
porphyrin-containing compound metabolic process	tetrapyrrole metabolic process	3
regulation of filopodium assembly	dendrite	2
regulation of filopodium assembly	dendritic tree	2
regulation of filopodium assembly	GTPase binding	2
regulation of pathway-restricted SMAD protein phosphorylation	nephron development	2
regulation of pathway-restricted SMAD protein phosphorylation	regulation of miRNA metabolic process	2
regulation of pathway-restricted SMAD protein phosphorylation	striated muscle cell apoptotic process	2
regulation of pathway-restricted SMAD protein phosphorylation	atrioventricular valve morphogenesis	2
regulation of pathway-restricted SMAD protein phosphorylation	cardiac septum development	3
regulation of pathway-restricted SMAD protein phosphorylation	pathway-restricted SMAD protein phosphorylation	3
regulation of pathway-restricted SMAD protein phosphorylation	outflow tract septum morphogenesis	2
regulation of pathway-restricted SMAD protein phosphorylation	positive regulation of cell death	2
regulation of pathway-restricted SMAD protein phosphorylation	positive regulation of apoptotic process	2
regulation of pathway-restricted SMAD protein phosphorylation	morphogenesis of a branching epithelium	2
regulation of pathway-restricted SMAD protein phosphorylation	atrioventricular valve development	2
regulation of pathway-restricted SMAD protein phosphorylation	neural crest cell differentiation	2
regulation of pathway-restricted SMAD protein phosphorylation	receptor serine/threonine kinase binding	2
regulation of pathway-restricted SMAD protein phosphorylation	I-SMAD binding	2
regulation of pathway-restricted SMAD protein phosphorylation	transmembrane receptor protein serine/threonine kinase binding	2
regulation of pathway-restricted SMAD protein phosphorylation	R-SMAD binding	2
positive regulation of biomineralization	camera-type eye development	2
positive regulation of biomineralization	regulation of biomineral tissue development	3
positive regulation of biomineralization	regulation of biomineralization	3
positive regulation of biomineralization	positive regulation of ossification	3
positive regulation of biomineralization	positive regulation of cell death	2
positive regulation of biomineralization	odontogenesis of dentin-containing tooth	2
positive regulation of biomineralization	positive regulation of apoptotic process	2
positive regulation of biomineralization	morphogenesis of a branching epithelium	2
negative regulation of cold-induced thermogenesis	protein serine/threonine/tyrosine kinase activity	2
primary neural tube formation	embryonic organ morphogenesis	3
primary neural tube formation	camera-type eye development	2
primary neural tube formation	cardiac septum development	2
primary neural tube formation	regulation of nervous system development	2
dicarboxylic acid metabolic process	serine family amino acid metabolic process	2
dicarboxylic acid metabolic process	glutamate metabolic process	2
dicarboxylic acid metabolic process	cellular modified amino acid biosynthetic process	2
animal organ formation	nephron epithelium morphogenesis	2
animal organ formation	nephron development	3
animal organ formation	positive regulation of cell development	2
animal organ formation	embryonic organ morphogenesis	2
animal organ formation	camera-type eye development	2
animal organ formation	renal tubule morphogenesis	2
animal organ formation	regulation of nervous system development	2
animal organ formation	morphogenesis of a branching epithelium	3
animal organ formation	glycosaminoglycan binding	2
animal organ formation	heparin binding	2
nephron epithelium morphogenesis	nephron development	4
nephron epithelium morphogenesis	renal tubule morphogenesis	4
nephron epithelium morphogenesis	ventricular cardiac muscle tissue development	2
nephron epithelium morphogenesis	embryonic digit morphogenesis	2
nephron epithelium morphogenesis	morphogenesis of a branching epithelium	3
nephron epithelium morphogenesis	DNA-binding transcription activator activity, RNA polymerase II-specific	2
nephron epithelium morphogenesis	DNA-binding transcription activator activity	2
nephron development	positive regulation of cell development	2
nephron development	embryonic organ morphogenesis	2
nephron development	camera-type eye development	2
nephron development	renal tubule morphogenesis	4
nephron development	neural crest cell migration	2
nephron development	striated muscle cell apoptotic process	2
nephron development	cardiac septum development	2
nephron development	pathway-restricted SMAD protein phosphorylation	2
nephron development	stem cell development	2
nephron development	ventricular cardiac muscle tissue development	2
nephron development	mesenchymal cell migration	2
nephron development	positive regulation of cell death	3
nephron development	embryonic digit morphogenesis	2
nephron development	positive regulation of apoptotic process	3
nephron development	morphogenesis of a branching epithelium	4
nephron development	neural crest cell differentiation	3
nephron development	glycosaminoglycan binding	2
nephron development	DNA-binding transcription activator activity, RNA polymerase II-specific	2
nephron development	DNA-binding transcription activator activity	2
nephron development	heparin binding	2
pyrimidine deoxyribonucleotide metabolic process	deoxyribonucleotide catabolic process	2
pyrimidine deoxyribonucleotide metabolic process	deoxyribose phosphate catabolic process	2
pyrimidine deoxyribonucleotide metabolic process	magnesium ion binding	2
positive regulation of skeletal muscle tissue development	positive regulation of cell development	2
positive regulation of skeletal muscle tissue development	muscle cell development	2
positive regulation of skeletal muscle tissue development	positive regulation of muscle tissue development	2
positive regulation of skeletal muscle tissue development	DNA-binding transcription activator activity, RNA polymerase II-specific	2
positive regulation of skeletal muscle tissue development	DNA-binding transcription activator activity	2
negative regulation of miRNA transcription	negative regulation of miRNA metabolic process	2
negative regulation of miRNA transcription	regulation of miRNA metabolic process	2
negative regulation of miRNA transcription	DNA-binding transcription repressor activity, RNA polymerase II-specific	2
negative regulation of miRNA transcription	DNA-binding transcription repressor activity	2
negative regulation of miRNA transcription	DNA-binding transcription factor binding	2
negative regulation of miRNA metabolic process	regulation of miRNA metabolic process	2
negative regulation of miRNA metabolic process	DNA-binding transcription repressor activity, RNA polymerase II-specific	2
negative regulation of miRNA metabolic process	DNA-binding transcription repressor activity	2
negative regulation of miRNA metabolic process	DNA-binding transcription factor binding	2
regulation of CD8-positive, alpha-beta T cell activation	alpha-beta T cell proliferation	2
blood vessel morphogenesis	positive regulation of cell development	3
blood vessel morphogenesis	embryonic organ morphogenesis	2
blood vessel morphogenesis	camera-type eye development	2
blood vessel morphogenesis	protein kinase B signaling	3
blood vessel morphogenesis	regulation of nervous system development	4
blood vessel morphogenesis	morphogenesis of a branching epithelium	3
blood vessel morphogenesis	hepatocyte proliferation	2
blood vessel morphogenesis	epithelial cell proliferation involved in liver morphogenesis	2
blood vessel morphogenesis	dendrite	2
blood vessel morphogenesis	dendritic tree	2
blood vessel morphogenesis	DNA-binding transcription repressor activity, RNA polymerase II-specific	2
blood vessel morphogenesis	DNA-binding transcription repressor activity	2
blood vessel morphogenesis	glycosaminoglycan binding	2
blood vessel morphogenesis	DNA-binding transcription activator activity, RNA polymerase II-specific	2
blood vessel morphogenesis	DNA-binding transcription activator activity	2
blood vessel morphogenesis	heparin binding	2
regulation of tumor necrosis factor-mediated signaling pathway	pattern recognition receptor signaling pathway	2
regulation of tumor necrosis factor-mediated signaling pathway	cellular response to external stimulus	2
myofibril assembly	striated muscle cell development	3
myofibril assembly	muscle cell development	3
alpha-beta T cell proliferation	cellular response to external stimulus	2
positive regulation of cell development	camera-type eye development	3
positive regulation of cell development	protein kinase B signaling	2
positive regulation of cell development	regulation of nervous system development	6
positive regulation of cell development	regulation of binding	2
positive regulation of cell development	muscle cell development	2
positive regulation of cell development	morphogenesis of a branching epithelium	2
positive regulation of cell development	positive regulation of muscle tissue development	2
positive regulation of cell development	dendrite	3
positive regulation of cell development	dendritic tree	3
positive regulation of cell development	DNA-binding transcription factor binding	2
positive regulation of cell development	DNA-binding transcription activator activity, RNA polymerase II-specific	2
positive regulation of cell development	DNA-binding transcription activator activity	2
positive regulation of cell development	transmembrane receptor protein kinase activity	2
embryonic organ morphogenesis	camera-type eye development	2
embryonic organ morphogenesis	cardiac septum development	2
embryonic organ morphogenesis	positive regulation of cell death	2
embryonic organ morphogenesis	peptidyl-threonine phosphorylation	2
embryonic organ morphogenesis	odontogenesis of dentin-containing tooth	2
embryonic organ morphogenesis	embryonic digit morphogenesis	2
embryonic organ morphogenesis	positive regulation of apoptotic process	2
embryonic organ morphogenesis	morphogenesis of a branching epithelium	3
embryonic organ morphogenesis	intraciliary transport particle	2
embryonic organ morphogenesis	intraciliary transport particle B	2
embryonic organ morphogenesis	DNA-binding transcription activator activity, RNA polymerase II-specific	2
embryonic organ morphogenesis	DNA-binding transcription activator activity	2
pattern recognition receptor signaling pathway	JNK cascade	2
pattern recognition receptor signaling pathway	cellular response to external stimulus	2
vascular process in circulatory system	regulation of systemic arterial blood pressure mediated by a chemical signal	3
vascular process in circulatory system	feeding behavior	2
vascular process in circulatory system	neurotransmitter uptake	2
vascular process in circulatory system	regulation of systemic arterial blood pressure by renin-angiotensin	2
vascular process in circulatory system	regulation of systemic arterial blood pressure	3
camera-type eye development	regulation of biomineral tissue development	2
camera-type eye development	neural crest cell migration	2
camera-type eye development	protein kinase B signaling	3
camera-type eye development	regulation of biomineralization	2
camera-type eye development	regulation of nervous system development	4
camera-type eye development	positive regulation of ossification	2
camera-type eye development	stem cell development	2
camera-type eye development	regulation of binding	2
camera-type eye development	circadian rhythm	2
camera-type eye development	mesenchymal cell migration	2
camera-type eye development	positive regulation of cell death	2
camera-type eye development	peptidyl-threonine phosphorylation	2
camera-type eye development	odontogenesis of dentin-containing tooth	2
camera-type eye development	positive regulation of apoptotic process	2
camera-type eye development	morphogenesis of a branching epithelium	2
camera-type eye development	neural crest cell differentiation	2
camera-type eye development	dendrite	2
camera-type eye development	dendritic tree	2
camera-type eye development	transmembrane receptor protein kinase activity	3
renal tubule morphogenesis	ventricular cardiac muscle tissue development	2
renal tubule morphogenesis	embryonic digit morphogenesis	2
renal tubule morphogenesis	morphogenesis of a branching epithelium	3
renal tubule morphogenesis	DNA-binding transcription activator activity, RNA polymerase II-specific	2
renal tubule morphogenesis	DNA-binding transcription activator activity	2
regulation of biomineral tissue development	regulation of biomineralization	4
regulation of biomineral tissue development	positive regulation of ossification	3
regulation of biomineral tissue development	positive regulation of cell death	2
regulation of biomineral tissue development	odontogenesis of dentin-containing tooth	2
regulation of biomineral tissue development	positive regulation of apoptotic process	2
regulation of biomineral tissue development	morphogenesis of a branching epithelium	2
regulation of miRNA metabolic process	atrioventricular valve morphogenesis	2
regulation of miRNA metabolic process	cardiac septum development	2
regulation of miRNA metabolic process	pathway-restricted SMAD protein phosphorylation	2
regulation of miRNA metabolic process	regulation of binding	2
regulation of miRNA metabolic process	muscle cell development	2
regulation of miRNA metabolic process	outflow tract septum morphogenesis	2
regulation of miRNA metabolic process	positive regulation of cell death	2
regulation of miRNA metabolic process	positive regulation of apoptotic process	2
regulation of miRNA metabolic process	atrioventricular valve development	2
regulation of miRNA metabolic process	DNA-binding transcription repressor activity, RNA polymerase II-specific	2
regulation of miRNA metabolic process	DNA-binding transcription repressor activity	2
regulation of miRNA metabolic process	DNA-binding transcription factor binding	3
regulation of miRNA metabolic process	DNA-binding transcription activator activity, RNA polymerase II-specific	2
regulation of miRNA metabolic process	I-SMAD binding	2
regulation of miRNA metabolic process	DNA-binding transcription activator activity	2
regulation of miRNA metabolic process	R-SMAD binding	2
neural crest cell migration	regulation of nervous system development	2
neural crest cell migration	stem cell development	3
neural crest cell migration	mesenchymal cell migration	3
neural crest cell migration	positive regulation of cell death	2
neural crest cell migration	positive regulation of apoptotic process	2
neural crest cell migration	neural crest cell differentiation	3
somatic recombination of immunoglobulin genes involved in immune response	somatic diversification of immunoglobulins involved in immune response	3
somatic recombination of immunoglobulin genes involved in immune response	isotype switching	3
somatic diversification of immunoglobulins involved in immune response	isotype switching	3
regulation of systemic arterial blood pressure mediated by a chemical signal	regulation of systemic arterial blood pressure by renin-angiotensin	2
regulation of systemic arterial blood pressure mediated by a chemical signal	regulation of systemic arterial blood pressure	3
striated muscle cell apoptotic process	cardiac septum development	2
striated muscle cell apoptotic process	regulation of nervous system development	2
striated muscle cell apoptotic process	pathway-restricted SMAD protein phosphorylation	2
striated muscle cell apoptotic process	positive regulation of cell death	2
striated muscle cell apoptotic process	positive regulation of apoptotic process	2
striated muscle cell apoptotic process	morphogenesis of a branching epithelium	3
striated muscle cell apoptotic process	neural crest cell differentiation	2
striated muscle cell apoptotic process	glycosaminoglycan binding	2
striated muscle cell apoptotic process	heparin binding	2
striated muscle cell development	muscle cell development	3
cellular response to glucocorticoid stimulus	DNA-binding transcription factor binding	2
protein kinase B signaling	regulation of nervous system development	2
protein kinase B signaling	circadian rhythm	3
protein kinase B signaling	positive regulation of cell death	3
protein kinase B signaling	mechanoreceptor differentiation	2
protein kinase B signaling	positive regulation of apoptotic process	2
protein kinase B signaling	dendrite	3
protein kinase B signaling	dendritic tree	3
protein kinase B signaling	transmembrane receptor protein kinase activity	3
atrioventricular valve morphogenesis	cardiac septum development	2
atrioventricular valve morphogenesis	pathway-restricted SMAD protein phosphorylation	2
atrioventricular valve morphogenesis	outflow tract septum morphogenesis	2
atrioventricular valve morphogenesis	atrioventricular valve development	2
atrioventricular valve morphogenesis	I-SMAD binding	2
atrioventricular valve morphogenesis	R-SMAD binding	2
serine family amino acid metabolic process	cellular modified amino acid biosynthetic process	2
deoxyribonucleotide catabolic process	deoxyribose phosphate catabolic process	2
deoxyribonucleotide catabolic process	magnesium ion binding	2
regulation of chromatin binding	regulation of binding	2
regulation of chromatin binding	DNA-binding transcription factor binding	2
deoxyribose phosphate catabolic process	magnesium ion binding	2
cardiac septum development	pathway-restricted SMAD protein phosphorylation	3
