"K562_111_S31"	"K562_119_S32"	"K562_S30"	"MOLM13_108_S28"	"MOLM13_115_S29"	"MOLM13_S27"	"TUH162_S40"	"TUH167_S35"	"TUH215_S34"	"TUH219_S33"	"TUH90_S41"	"TUH93_S37"	"TUH96.METAML_S39"	"TUH96.VDM_S38"	"TUH99_S36"
"ENSG00000011243"	2890	1972	2367	803	1237	207	1758	890	676	1196	1233	1415	1107	956	919
"ENSG00000011258"	1904	2396	2418	2499	2238	267	2556	915	229	1924	1468	1781	2318	1464	1767
"ENSG00000011260"	3427	4395	4222	2386	3064	394	813	280	389	1685	678	536	506	489	515
"ENSG00000011275"	4242	4384	4129	3248	4030	218	2243	1631	1032	4806	1805	2091	2290	1574	1513
"ENSG00000011295"	1574	1291	1397.54	1461	1737	439	2301.74	633.33	554	2607.44	1499	1181.65	1353	1249.09	815
"ENSG00000011304"	31175	45577	46029	29618	41756	2539	13571	4846	4876	21887	10275	7814	9973	7090	5842
"ENSG00000011332"	271	251	238	1	10	0	35	24	41	2	19	24	208	41	1
"ENSG00000011347"	366	27	47	0	0	0	0	0	0	3	0	0	0	0	0
"ENSG00000011376"	5368	7065	6793	2808	3683	249	1008	777	670	2324	1162	983	947	976	830
"ENSG00000011405"	3894	3246	3713	3902	5493	193	2782	712	386	1541	1813	1682	2377	1746	1025
"ENSG00000011422"	367	272	359	2965	5671	160	792	172	544	438	975	613	494	398	329
"ENSG00000011426"	6174	6577	6413	2849	4280	393	269	466	1835	1106	500	265	113	228	381
"ENSG00000011451"	5669	4997	5064	2821	3455	245	1643	1490	974	2971	1188	1282	2100	1455	943
"ENSG00000011454"	607	973	1079	1163	1625	53	1824.53	894.35	360	3045.21	1797.25	1609.65	2095.49	1707.01	1351.17
"ENSG00000011465"	6	3	0	0	0	0	0	0	0	0	0	16	0	0	0
"ENSG00000011478"	476	620	883	654	1040	137	296	158	81	479	286	175	288	232	57
"ENSG00000011485"	4156	4202	4540	4823	6975	258	762	655	592	2646	910	517	846	1185	1037
"ENSG00000011523"	1377	1261	1153	890	1020	110	1342	1372	438	1474	1521	1375	1728	1182	1534
"ENSG00000011566"	1088	1411	1290	375	410	62	1532	622	230	1194	773	781	1038	1197	714
"ENSG00000011590"	0	1	1	0	1	0	1	0	0	8	4	1	2	2	0
"ENSG00000011600"	6	0	12	2268	2400	87	3067	258	622	511	2535	5161	2218	724	1166
"ENSG00000011638"	428	481	581	592	760	19	881	313	59	1029	531	412	392	137	394
"ENSG00000011677"	215	90	100	0	2	0	0	0	0	0	0	0	0	0	0
"ENSG00000012048"	6798	7666	8271	3945	4956	381	451	592	696	3562	1523	610	474	1234	1326
"ENSG00000012061"	5654	3745	4490	5484	7070	384	3102	972	1602	3113	2607	2369	1790	1832	1482
"ENSG00000012124"	42	17	49	637	1138	23	39	300	89	296	164	130	71	39	55
"ENSG00000012171"	42	14	37	1	1	0	22	5	15	6	8	26	4	8	9
"ENSG00000012174"	2123.89	2755.64	2888.12	1210.93	1704.46	129	653.98	399.64	418.89	1012.65	733.88	471.53	783	582	530
"ENSG00000012211"	2198	2555	3243	573	759	29	261	178	65	473	240	243	248	134	162
"ENSG00000012223"	39	0	4	0	0	0	17	301	0	1138	8	415	56	64	5945
"ENSG00000012232"	3602	3754	2456	2060	3000	117	1346	411	570	1739	519	962	446	278	710
"ENSG00000012504"	3	23	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000012660"	10777	12508	14087	4992	8190	701	1858	1291	1052	4006	539	1280	1112	776	1616
"ENSG00000012779"	144	55	95	28	0	0	723	126	292	1188	1068	507	189	269	463
"ENSG00000012817"	0	2	0	1731	2236	105	0	0	1381	3246	3418	0	0	0	5439
"ENSG00000012822"	1184	549	723	450	582	52	2749	1083	313	1117	2096	2356	2447	1359	2076
"ENSG00000012963"	3511	4357	4573	4020	4894	360	1345	829	449	4028	1542	914	1339	877	1293
"ENSG00000012983"	1508	1458	1545	1164	1616	123	1233	1283	518	1260	810	1475	901	1111	2426
"ENSG00000013016"	133	24	12	0	0	0	990	52	1	193	156	1090	298	165	627
"ENSG00000013275"	7682	9815	10640	3936	6768	249	1163	308	298	1852	1178	860	792	538	665
"ENSG00000013288"	2345	1445	1571	2316	2841	218	3041	1335	1388	4406	2448	2324	3227	1781	1464
"ENSG00000013293"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000013297"	4	5	4	0	2	0	0	0	0	0	0	0	0	0	0
"ENSG00000013306"	12489	13678	14612	3302	4371	434	1471	788	1009	2851	1409	1490	1236	1166	2416
"ENSG00000013364"	51	29	48	1488	1428	130	2390	896	1860	3652	2565	3380	3187	1107	1615
"ENSG00000013374"	2968	3252	3736	943	1185	296	1937	1119	705	3081	2333	1776	2256	1033	2065
"ENSG00000013375"	2998	2661	3009	1848	2522	245	251	190	40	436	116	242	123	114	379
"ENSG00000013392"	187	128	136	91	139	35	21	9	0	45	3	17	6	6	32
"ENSG00000013441"	877	848	870	899	1094	149	6609	1252	3349	2045	3679	6923	4523	3210	4833
"ENSG00000013503"	2256	1961	1913	1309	1860	211	287	150	79	424	227	246	258	244	192
"ENSG00000013523"	1714.67	2201.19	2400.89	759.01	1027.36	131	812.63	856.19	207	1795.24	1119.77	1298.46	1001.12	928.57	1035.8
"ENSG00000013561"	4305	4598	4528	1144	1460	70	688	269	312	1060	619	478	828	461	638
"ENSG00000013563"	466	317	421	402	447	10	962	419	380	1237	1194	1021	852	429	573
"ENSG00000013573"	2257	1948.41	2449.49	1489.89	1935.8	135	511.43	1009.33	917.86	2005.21	475.72	977.88	323.14	785.89	969.73
"ENSG00000013583"	182	429	411	515	955	87	938	568	280	2381	1049	633	955	424	497
"ENSG00000013588"	143	50	17	0	0	0	2	1	4	0	2	2	1	0	3
"ENSG00000013619"	114	11	14	0	0	0	16	61	0	2	7	6	29	20	7
"ENSG00000013725"	18	0	3	1	6	0	72	79	34	54	89	74	48	51	48
"ENSG00000013810"	6429.77	7033.27	6647	3245	4325.29	543	2064	2470	4566	5080	2602	2148	4267.27	2993	2326
"ENSG00000014123"	1854	2639	2645	3196	4196	226	1287	608	489	1611	1033	917	1604	769	1232
"ENSG00000014138"	2620.63	3433.29	3857.62	2095.54	2684.43	307	308.08	453.84	1014.12	2353.73	831.2	458.13	337.61	556.97	495.28
"ENSG00000014164"	3535	3959	3764	1663	2001	68	1607	825	489	1610	1203	791	1371	838	795
"ENSG00000014216"	10746	14697	15317	6160	8031	339	8933	2215	3490	11667	7308	7903	7909	3092	4161
"ENSG00000014257"	4	0	1	270	244	170	484	273	127	310	774	410	464	180	168
"ENSG00000014641"	4498	6773	7023	7024	9455	914	1512	701	768	3042	2047	1478	1494	1047	1548
"ENSG00000014824"	3419	3508	3613	3445	4383	337	2604	1266	848	2884	2303	1596	3726	2213	1221
"ENSG00000014914"	55	18	17	623	643	10	3	21	86	23	24	17	0	4	70
"ENSG00000014919"	3063.11	3470.51	3713.68	2257.47	2968.08	207.63	1144.45	498.88	400	3182.77	1658.18	899.74	1542.17	891.13	830.95
"ENSG00000015133"	1459	1336	1515	3019	3837	179	1456	1787	728	3552	1494	2713	1417	1327	2690
"ENSG00000015153"	1572	1476	1486	1186	1365	390	2538	1944	1301	2302	1928	2436	1426	3076	1448
"ENSG00000015171"	1300	1133	1058	2392	3200	207	1373	1140	339	2910	1167	1326	1546	1204	1217
"ENSG00000015285"	80	12	66	2841	3544	518	2708	1352	1405	4298	3313	1646	2862	1369	1090
"ENSG00000015413"	27	0	3	0	0	0	0	0	0	29	4	0	3	70	20
"ENSG00000015475"	2364	2406	2651	3694	4708	325	1926	331	511	1439	1375	1810	1042	898	725
"ENSG00000015479"	23868.33	32023.14	28602.72	16815.77	22470.52	1667.79	21424.36	6087.93	4227	22156.87	17166.44	16069.58	13338.85	10911.42	11505.65
"ENSG00000015520"	13	0	6	0	1	0	0	11	0	3	0	0	5	1	3
"ENSG00000015532"	603	552	815	892	1462	71	403	197	290	1204	472	694	575	518	774
"ENSG00000015568"	85.78	37.35	62.38	5.51	31.1	19.01	3261.49	1973.02	933.49	759.12	1006.18	2816.86	490.2	459.94	2318.11
"ENSG00000015592"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000015676"	3718	4116	4307	2998	3834	207	1587	1082	604	3307	1381	2003	1821	1333	1796
"ENSG00000016082"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000016391"	378	715	700	0	1	0	0	1	0	2	0	1	0	0	7
"ENSG00000016402"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000016490"	175	49	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000016602"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000016864"	871	1270	1266	1057	1650	147	770	384	146	937	951	511	851	420	270
"ENSG00000017260"	3990	4026	3731	1639	2655	383	5811	4351	2045	6462	4098	5771	6552	3738	2881
"ENSG00000017427"	29	25	596	0	1	0	25	2	0	4	5	77	6	0	0
"ENSG00000017483"	10961	15610	14887	3271	5510	268	371	477	399	2346	663	489	438	631	563
"ENSG00000017797"	5330	6722	7326	4446	6102	516	4327	858	1710	6741	3574	2212	4229	2106	2653
"ENSG00000018189"	999	992	1044	75	86	12	1734	615	708	687	642	1679	955	878	754
"ENSG00000018236"	1	0	2	0	0	0	2210	1	0	137	27	13	20	6	0
"ENSG00000018280"	91	190	230	8	35	0	52	70	495	191	620	442	16	39	405
"ENSG00000018408"	27	3	84	0	0	0	1	0	0	15	0	3	0	3	220
"ENSG00000018510"	5242	12614	11779	6097	7313	567	3069	933	1171	6395	3681	2159	4310	4824	2404
"ENSG00000018607"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000018610"	686	698	739	448	745	1319	414	160	329	592	409	351	322	215	275
"ENSG00000018625"	3	0	5	0	3	0	2	0	0	0	0	0	0	1	0
"ENSG00000018699"	3082	7030	6849	1508	2221	167	833	388	155	1332	981	1591	851	620	623
"ENSG00000018869"	193	85	32	0	0	0	118	68	46	154	55	78	150	91	88
"ENSG00000019102"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000019144"	2121	3240	4215	311	226	16	94	8	31	73	71	87	88	26	58
"ENSG00000019169"	0	0	0	3	4	0	2	0	30	10	13	0	0	0	5
"ENSG00000019186"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000019485"	412	106	61	39	1	100	704	369	75	1381	418	1066	994	727	687
"ENSG00000019505"	116	15	6	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000019549"	1	1	0	0	0	0	0	1	0	0	0	0	0	2	0
"ENSG00000019582"	9	43	2	22523	21379	539	14500	12616	2301	139869	78478	10228	50955	16135	34878
"ENSG00000019991"	0	0	0	0	0	11	973	4276	443	11631	126	782	794	305	4611
"ENSG00000019995"	165.09	101.69	112.02	1295.03	1785.06	158.5	2127.36	833.2	477.34	1866.56	1196.77	1114.24	1652.95	1007.69	994.57
"ENSG00000020129"	5017	4087	3593	1465	2543	109	683	602	631	1582	820	524	759	698	620
"ENSG00000020181"	194	47	49	4802	3007	533	54	465	46	4670	587	274	516	236	553
"ENSG00000020219"	0	0	0	0	0	0	2	4	0	0	0	2	1	3	2
"ENSG00000020256"	942	1012	877	1268	1479	83	527	265	198	936	354	341	502	378	313
"ENSG00000020426"	1002	987	1005	622	929	46	230	266	122	378	234	245	217	284	298
"ENSG00000020577"	1061	1053	1317	0	0	0	6	33	6	14	28	3	8	5	33
"ENSG00000020633"	289	607	191	1598	1678	244	2509	1832	774	7168	1194	289	1621	859	1646
"ENSG00000020922"	3440	3476	3714	2706	3279	295	2357	2662	1063	3287	2298	2154	1911	1957	1872
"ENSG00000021300"	6	3	6	0	0	0	123	7	2	18	68	71	42	26	33
"ENSG00000021355"	5565	4778	7072	2782	6494	252	21263	9689	3249	21174	18017	12317	19908	6333	7473
"ENSG00000021461"	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
"ENSG00000021488"	1	0	1	6	3	0	11	0	0	4	0	4	6	4	1
"ENSG00000021574"	2498	3814	3509	2808	3569	178	2136	696	624	3159	2078	1350	2541	1276	925
"ENSG00000021645"	5	0	8	230	200	11	49	1	0	4	2	0	2	0	0
"ENSG00000021762"	696	94	178	1125	1766	120	1356	386	685	1068	1059	2755	1986	1573	677
"ENSG00000021776"	6545	9418	9925	4639	5840	401	2664	1800	658	5024	2551	2113	3132	2180	2258
"ENSG00000021826"	223	110	136	1457	924	9	0	26	0	7	1	0	3	5	8
"ENSG00000021852"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
"ENSG00000022267"	379	570	391	0	1	5	496	183	99	7104	1691	202	656	262	2327
"ENSG00000022277"	2381	2872.73	2887	2040	2889	411	2663	1036	659.62	3512	2255	1773.72	1803	991	1408
"ENSG00000022355"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000022556"	2275.97	2600	2281	1	2	11	696	5	22	2	25	43	27	39	4
"ENSG00000022567"	3848	2960	2958	2287	4277	121	393	207	106	523	266	293	454	278	156
"ENSG00000022840"	14001	9720	9222	3970	5819	438	6196	3509	1927	6064	4253	5514	3598	2066	2080
"ENSG00000022976"	464	421	443	308	382	19	345	393	89	320	324	467	390	426	469
"ENSG00000023041"	1341	1274	1253	1223	2047	175	912	525	652	1702	961	603	812	753	626
"ENSG00000023171"	32	6	0	1083	1267	109	129	1538	21	1109	39	281	3	0	650
"ENSG00000023191"	9777	8879	8584	8282	11063	1090	2852	518	2649	4574	2816	2578	1628	1089	1832
"ENSG00000023228"	7566.44	7586.79	7875.94	8980.3	11699.16	4458	3905.47	990	2221	6773	3108.69	2525.4	3304	2417	2070.02
"ENSG00000023287"	11671	7505	7698	2766	3878	453	4198	2266	914	2865	1911	2820	3262	2293	2691
"ENSG00000023318"	2839	3301	4149	2173	3145	318	1916	1073	820	3486	2183	995	1897	1013	1150
"ENSG00000023330"	2862	2354	2638	2875	4637	214	1464	480	644	1594	1303	767	1048	547	555
"ENSG00000023445"	99	13	11	7	5	41	1861	1593	125	837	1207	1347	540	380	505
"ENSG00000023516"	4615	6982	7854	11330	9186	393	5114	3549	1075	5613	3218	3622	5866	3646	3703
"ENSG00000023572"	1679	1853	1881	1023	1248	104	312	329	99	496	229	326	390	432	393
"ENSG00000023608"	246.36	316.63	323.82	280.97	380.37	70.59	256.21	88.69	145	285.94	91.24	108	148.57	107	98
"ENSG00000023697"	324	403	467	1804	1994	193	849	413	218	1948	778	605	737	477	671
"ENSG00000023734"	7416	9393	9121	4843	6711	540	3089	1229	1069	4335	2197	1335	1986	1118	1151
"ENSG00000023839"	32	4	12	80	70	0	196	44	3	39	20	76	141	146	60
"ENSG00000023892"	899	983	1253	3143	4689	344	963	1016	704	1786	1693	1884	2105	1268	1500
"ENSG00000023902"	246	129	289	2138	1682	325	2221	991	440	1260	1900	1366	1941	1148	2186
"ENSG00000023909"	3876	3912	3634	772	1276	178	267	558	130	1181	154	288	476	315	477
"ENSG00000024048"	7790	8831	8924	4865	6346	273	4023	2134	1275	5044	3038	2753	5206	2772	3404
"ENSG00000024422"	4368	3425	3716	112	271	0	622	651	0	2739	1501	127	922	179	718
"ENSG00000024526"	1710	2031	2101	2010	3232	150	24	71	473	249	187	38	3	42	175
"ENSG00000024862"	347	262	329	430	526	33	486	112	98	493	392	190	547	250	246
"ENSG00000025039"	1497	563	34	0	2	32	829	2308	673	5604	1256	608	1329	999	1494
"ENSG00000025156"	1076	1252	1367	950	1236	174	413	288	92	452	183	396	182	167	474
"ENSG00000025293"	1552	1721	1597	2811	3445	209	2118	1341	784	3955	1712	1640	3325	1876	1490
"ENSG00000025423"	95	14	23	7	17	0	8	11	0	37	10	10	8	12	3
"ENSG00000025434"	631	410	548	72	97	0	494	323	72	768	533	885	522	340	280
"ENSG00000025708"	71.77	52.88	78.95	357.18	617.19	214.99	1015.99	113	1091.02	232.27	472.37	1771.51	42.39	26.54	520.9
"ENSG00000025770"	2466	2813	2683	1923	2512	462.36	621.07	487.45	1236	2221.02	531	735.06	483.65	511.47	906
"ENSG00000025772"	1840	1904	2511	1254	1535	154	645	279	172	1293	666	517	440	327	296
"ENSG00000025796"	3473	4228	4580	6426	8920	806	2387	1543	871	3546	2380	1687	2249	1730	1841
"ENSG00000025800"	7689.93	8331.02	8391.07	5986.74	8281.37	281.37	5476.17	2057.32	1482	8497.26	3859.32	3774.35	4296	2601	2885.45
"ENSG00000026025"	38519	71448	75440	50890	55376	1464	290065	12609	58416	146992	193116	134450	206369	49915	20074
"ENSG00000026036"	477.98	457.1	523.42	199.92	287.83	23.26	256.56	295.6	436.71	212.7	209.4	381.42	153.8	251.09	265.73
"ENSG00000026103"	30	66	96	70	187	67.51	251	494.12	313.4	873	461	278	418	305	190
"ENSG00000026297"	970	4285.62	7114.58	1692.28	2015.34	936	3502.52	332	1022	2655.39	2599	3455	1733	1629	1361.5
"ENSG00000026508"	4435	3057	4552	7323	9215	456	45979	10295	3827	39159	26891	21118	37320	8504	21841
"ENSG00000026559"	731	602	383	0	0	28	2	0	0	1	1	7	0	0	0
"ENSG00000026652"	1051	466	716	59	103	0	1040	833	23	655	1101	703	61	82	652
"ENSG00000026751"	160	29	35	0	9	19	18	16	46	72	100	18	16	9	89
"ENSG00000026950"	212.9	127.85	136.49	515.95	726.98	35	430.08	741.92	103.06	1222.88	479.45	1044.52	913.44	749.56	1556.53
"ENSG00000027001"	701	1331	1267	1596	1570	172	372	147	80	517	391	331	281	227	141
"ENSG00000027075"	112	385	342	0	4	31	988	1280	253	5051	775	612	1863.38	1177.45	3027
"ENSG00000027644"	149	41	44	0	0	0	50	0	0	8	2	8	6	13	0
"ENSG00000027697"	471	530	729	3103	3843	136	2304	893	1555	3408	1368	1216	2264	2035	1635
"ENSG00000027847"	705	724	729	692	960	56	378	353	142	597	362	624	462	357	430
"ENSG00000027869"	2490	2185	3079	189	123	4	137	47	29	64	184	70	560	154	19
"ENSG00000028116"	1033	2057	2135	1287	2161	65	669	365	135	1403	828	598	588	489	814
"ENSG00000028137"	3287	4050	4947	5007	8662	166	2060	507	2664	13028	2760	2238	1398	729	1986
"ENSG00000028203"	1346	1560	1414	1308	1959	131	2953	1688	363	1554	1288	1370	2495	1473	1379
"ENSG00000028277"	154	31	46	2218	2237	86	199	151	267	681	694	561	355	153	751
"ENSG00000028310"	2570.95	2177.42	2379	1364	1738	269	922.22	749.87	520	1069	708.06	992	888.73	923	745
"ENSG00000028528"	3603	3496	3520	2899	3313	218	2536	2449	936	5399	2750	3133	3183	2319	3115
"ENSG00000028839"	4146	4700	5313	675	1033	67	274	175	96	689	228	208	189	111	315
"ENSG00000029153"	933	1575	1559	131	10	420	825	626	509	2272	1016	588	795	705	383
"ENSG00000029363"	11791.96	21339.3	19952.42	17049.63	22557.89	2207.08	20011.78	7755.46	2419.9	13195.79	14287.28	16712.72	13449.24	10789.36	12123.79
"ENSG00000029364"	6011	7183	8222	6764	9423	119	3575	1450	829	4064	3458	2251	3612	2129	1759
"ENSG00000029534"	26397	24998	24673	5	4	2	66	28	10	70	54	316	17	76	456
"ENSG00000029559"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000029639"	653.82	974.72	1076.91	1085.06	1253.94	63	229.29	193.55	75	247.93	240.08	214.42	282.75	324.35	190.9
"ENSG00000029725"	3382	1581	3057	2890	3520	469	1172	578	663	2552	1096	973	1622	1291	923
"ENSG00000029993"	798	893	853	1602	2900	344	1131	277	554	30	438	546	205	186	78
"ENSG00000030066"	9154	15670	15968	6644	8337	496	1670	1400	890	5641	1932	1460	2837	1973	1667
"ENSG00000030110"	1853	1881	1885	1535	2290	73	860	317	283	1427	946	785	795	508	481
"ENSG00000030304"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000030419"	199	205	233	1	4	43	585	1556	95	1016	155	77	743	542	3346
"ENSG00000030582"	4216	3865	4361	13822	14868	596	6227	4170	2613	17637	9633	3767	5082	2294	3668
"ENSG00000031003"	2010	1782	1481	2430	2314	341	5021	1028	442	2198	3270	3716	3946	2757	2261
"ENSG00000031081"	13	0	0	14	9	66	28	65	31	345	157	90	38	17	287
"ENSG00000031691"	668	796	1007	578	776	113	49	51	129	299	83	69	139	97	179
"ENSG00000031698"	12127	13803	14239	2021	2317	238	1006	374	654	2130	975	911	990	581	857
"ENSG00000031823"	3172	3723	3783	3178	4249	222	1120	698	558	2173	874	1066	1144	932	808
"ENSG00000032219"	888	496	618	880	1061	164	2171	970	660	1011	1634	1516	1690	1157	1394
"ENSG00000032389"	1336	1837	2063	1255	1701	87	572	307	269	1625	758	581	552	460	413
"ENSG00000032444"	3431	2242	2391	2474.07	4122	239	2733	1041	1605	2906	2222	3213	2658	1505.71	1391
"ENSG00000032742"	785	921	1109	348	317	43	455	173	124	275	423	297	456	312	296
"ENSG00000033011"	1053.45	2278.12	1893.48	1100	1685	133	382.14	128.42	275	814	478.8	536.69	453.41	391.23	512.49
"ENSG00000033030"	1250	1425	1381	1365	1804	182	928	638	482	1491	674	898	745	649	1016
"ENSG00000033050"	9684.67	11838.11	11651.63	1521.72	2357.16	302.67	714.05	601.16	527	2284.43	826.79	758.71	744.57	776.34	700.38
"ENSG00000033100"	2137	2052	1857	1149	1699	144	5371	2222	2193	5791	3359	4624	4661	2563	3185
"ENSG00000033122"	5	1	16	0	0	0	0	7	0	3	2	1	3	4	0
"ENSG00000033170"	443	845	988	576	828	50	432	450	245	691	328	435	578	431	462
"ENSG00000033178"	5315	10325	11313	4803	6459	270	3336	1743	1703	4044	3129	2121	4918	3479	2353
"ENSG00000033327"	3822	5439	5872	5053	5795	130	11875	6543	579	16417	3276	4016	4445	3101	4325
"ENSG00000033627"	9298	9353	10147	1705	2843	62	1489	712	232	110	1650	689	453	198	413
"ENSG00000033800"	2691	2932	3323	2795	3495	274	4547	2804	1103	6066	3736	3161	4607	2906	3839
"ENSG00000033867"	964	1105	1525	4688	5779	67	1107	300	779	2159	254	2381	89	147	1539
"ENSG00000034053"	2387	2339	2625	476	229	160	53	38	14	17	15	223	6	23	19
"ENSG00000034152"	533	687	609	1387	2189	120	2286	565	1548	3468	2458	2053	2585	1321	1748
"ENSG00000034239"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
"ENSG00000034510"	5650	10188	17581	8558	10449	1218	19116	3115	9972	8807	13878	9939	6182	4550	7615
"ENSG00000034533"	357	495	465	171	274	25	296	151	63	408	253	252	296	223	250
"ENSG00000034677"	1991	1635	1818	1182	1273	64	3700	1563	531	2064	2645	2423	1973	1446	2028
"ENSG00000034693"	798	1107	965	922	1188	113	330	454	68	446.97	357	265	358	283	300
"ENSG00000034713"	3433	3667	3749	1195	1968	166	1299	703	383	1472	1414	1161	1393	758	1175
"ENSG00000034971"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000035115"	247	74	54	410	484	76	580	744	141	507	414	532	546	757	416
"ENSG00000035141"	2903	5659	5347	2121	3185	293	1391	821	281	1730	1379	1426	1144	1328	811
"ENSG00000035403"	14729	18498	23359	2420	3948	376	4927	3169	690	17429	6415	3899	5826	2267	5782
"ENSG00000035499"	1927	2478	2533	1449	2593	214	56	126	401	523	436	99	167	181	195
"ENSG00000035664"	54	20	52	0	1	0	6	52	0	15	25	26	5	38	92
"ENSG00000035681"	2232	4303	4245	2767	3703	219	3094	1815	787	4949	2542	2285	3000	2044	2032
"ENSG00000035687"	2112	3356	3084	2506	3800	368	1487	1134	599	2239	1071	1067	1283	888	998
"ENSG00000035720"	4	42	69	13	74	0	195	163	71	289	390	256	342	252	189
"ENSG00000035862"	97	2	6	966.99	1686	47	4135	112	921	7892	5512.99	3285	5884	2237.97	1845.99
"ENSG00000035928"	3362	3089	3210	3402	4671	344	1416	1076	1418	3936	1518	1094	2752	1982	1942
"ENSG00000036054"	2981	3950	4421	1961	2652	185	1214	772	418	1625	955	820	1840	845	1034
"ENSG00000036257"	3753	4344	4496	4563	6098	511	2821	1514	1038	3185	1580	1792	2161	1656	1736
"ENSG00000036448"	38	4	10	3	19	5	26	32	49	165	86	24	54	34	27
"ENSG00000036473"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000036530"	2	2	0	0	6	0	0	0	0	3	0	0	1	1	3
"ENSG00000036549"	2490	2889	2578	3793	4449	359	2235	2085	484	2725	2130	2020	2405	2329	2130
"ENSG00000036565"	0	0	0	3	6	0	0	4	0	2	5	0	1	2	1
"ENSG00000036672"	2195	1651	1859	399	570	89	9	27	29	22	8	26	7	4	25
"ENSG00000036828"	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0
"ENSG00000037042"	10.53	15.41	8.86	10.68	20.38	0	82.21	17.89	68.85	143.57	172.2	97.5	112.26	112.18	131.1
"ENSG00000037241"	650	830.99	902	303	523	68	97.99	36	31	146.9	124.99	107	62	52	90
"ENSG00000037280"	258	59	7	1	0	0	4	2	0	119	3	2	0	6	917
"ENSG00000037474"	9906	13412	13578	3770	4867	631	1182	1244	734	2526	1343	1169	1535	1307	1119
"ENSG00000037637"	1998	1680	1741	1706	1898	34	2732	1158	410	2715	1481	1442	2083	1516	958
"ENSG00000037749"	1721	1991	1882	1331	1781	108	528	191	121	919	392	364	1074	586	307
"ENSG00000037757"	2020	2662	2726	735	945	836	1336	1028	2167	1208	905	1162	706	991	900
"ENSG00000037897"	1003	1395	1292	487	856	141	104	164	22	413	192	196	122	226	141
"ENSG00000037965"	73	40	49	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000038002"	327	377	365	575	681	53	693	164	517	390	549	594	457	234	354
"ENSG00000038210"	982	941	1278	2950	3314	221	872	510	1439	2288	1136	657	1170	979	886
"ENSG00000038219"	2306	1642	1972	1942	2317	352	2702	1869	1423	2300	1864	3013	4256	3497	2528
"ENSG00000038274"	2619	3575	4062	4278	5412	345	2553	1045	316	4623	2045	1922	2899	1393	2376
"ENSG00000038295"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000038358"	9089.79	9599	10521.49	3939.35	5123.16	386.38	2474.78	1544.68	1153.7	4871.58	1973.93	2241.15	3161.4	1848.35	1927.28
"ENSG00000038382"	3501	69	254	14	26	39	4651	4841	1095	6001	3503	4449	5347	4048	3824
"ENSG00000038427"	55	39	34	218	27	0	10	60	2813	15647	13313	2470	144	57	3355
"ENSG00000038532"	2653	3610	3810	2728	3020	87	2305	1544	555	3051	1937	2004	2416	1738	1918
"ENSG00000038945"	15	7	2	14	8	0	0	6	39	31	224	0	1	1	85
"ENSG00000039068"	36	3	0	0	0	0	4	1	0	4	0	11	1	2	20
"ENSG00000039123"	10139	13255	13230	6564	8279	744	2920	1833	925	3995	2900	2293	2650	2159	2138
"ENSG00000039139"	133	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000039319"	1563	2373	2381	1522	1910	143	1817	1326	722	1603	614	1218	2020	1182	1097
"ENSG00000039523"	1382	2330	2203	617	285	21	1018	816	956	1848	1178	689	1788	762	797
"ENSG00000039537"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000039560"	4825	4518	5770	0	0	16	0	2	0	14	2	1	0	1	0
"ENSG00000039600"	39	5	2	0	0	0	2	0	0	0	1	0	5	0	0
"ENSG00000039650"	1366	1292	1079	615	856	147	841	499	901	603	658	973	697	495	493
"ENSG00000039987"	4	1	2	1	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000040199"	1019	709	729	233	531	0	152	224	172	621	182	197	244	213	354
"ENSG00000040275"	2230	1708	1993	1259	1621	158	148	134	230	276	191	108	175	172	126
