Gene1	Gene2	Annotation	Direction	Score	weight	Scaled_weight
EIF3F	EIF4E	complex; input	-	1	2059.56688135238	0.791821292764426
NEK9	NUP133	catalyze	->	1	2059.56121890836	0.791821007454442
LSM3	PRPF6	complex	-	1	2059.49761852461	0.791817802808248
RAN	SPI1	expression regulated by	<-	1	2059.48426171728	0.791817129783354
PSMA1	PSME3	complex	-	1	2059.23294283132	0.791804465474291
MAGOH	NUP62	activated by; catalyzed by; complex; input	<-	1	2059.10110776384	0.791797821503365
MAU2	PDS5A	complex; input	-	1	2059.07154615045	0.791796331655474
SFPQ	SRRM2	predicted	-	0.64	2059.0318734888	0.791794332196777
NUP85	SRSF7	activate; input	->	1	2058.88980046535	0.791787171555969
NUP205	NUP214	catalyze; catalyzed by; complex; input	<->	1	2058.83757166257	0.79178453904112
PSMC5	RAD23A	predicted	-	0.99	2058.80233792378	0.791782763099383
CBX1	RBBP4	complex; input	-	1	2058.78711920023	0.791781995996645
AAAS	SUMO2	catalyze	->	1	2058.75801698907	0.791780529078209
CSTF3	FUS	complex; input	-	1	2058.75292207581	0.791780272263212
EIF3L	RPL13A	complex; input	-	1	2058.75277608931	0.791780264904584
RPL13	SRP72	complex; input	-	1	2058.72851332121	0.791779041902883
SEC24C	TRAPPC4	complex; input	-	1	2058.6504415949	0.791775106481055
RPA2	SUPT16H	predicted	-	0.64	2058.53225271479	0.791769148558865
NRAS	TFG	PPrel: indirect effect	-	1	2058.52523247695	0.791768794656681
HNRNPK	PTEN	predicted	-	0.56	2058.46391698642	0.791765703586734
CLUH	HSP90AA1	predicted	-	0.66	2058.45550725949	0.791765279623814
NUP43	RNPS1	activate; catalyze; complex; input	->	1	2058.40032275953	0.791762497542616
NUP98	THOC5	activate; input	->	1	2058.33199474907	0.791759052738791
NUP37	THOC7	activate; input	->	1	2058.19527871876	0.791752159762404
PRPF38A	SRRT	complex; input	-	1	2058.10976476547	0.791747848069897
DDOST	RPS14	complex; input	-	1	2057.96988684281	0.791740794909639
MDC1	TRIM28	activate	->	1	2057.9358802733	0.791739080100661
MATR3	SSB	predicted	-	0.59	2057.80993654392	0.791732729038667
RPS17	UPF2	complex; input	-	1	2057.73837325022	0.791729120087839
PRDX1	PRDX3	predicted	-	0.98	2057.69203769916	0.79172678331004
HNRNPA3	SNRNP40	complex; input	-	1	2057.53061950766	0.79171864231505
ACTC1	CLTA	complex; input	-	1	2057.47344249096	0.791715758485608
CPSF3	CSTF2	activated by; complex; input	<-	1	2057.36748841566	0.791710414282411
HNRNPL	ISY1	complex; input	-	1	2057.10225099335	0.79169703480118
FBXO22	UBB	catalyze; catalyzed by; complex; input	<->	1	2057.05382716396	0.791694591951659
POLD1	POLR2C	complex; input	-	1	2056.99017716702	0.791691380896229
MAF1	RBBP4	activate; inhibited by	|->	1	2056.82585567116	0.791683090641757
RPL23	RPS3	catalyze; catalyzed by; complex; input	<->	1	2056.75101475727	0.791679314591092
AKT1	MAP2K4	PPrel: inhibition, phosphorylation; catalyze	-	1	2056.6349768453	0.791673459700436
AP2S1	EPS15	complex; inhibited by; input	|-	1	2056.40034146015	0.791661619762715
DDX39B	SRSF2	complex; input	-	1	2056.34201031761	0.791658676104876
RPL7	SRP72	complex; input	-	1	2056.31295847522	0.791657209984088
DHX15	HNRNPA0	complex; input	-	1	2056.27529729491	0.791655309356434
MAGOH	NUP214	activated by; catalyzed by; complex; input	<-	1	2056.1664055703	0.791649813777252
PLRG1	XPO1	predicted	-	0.99	2056.16600399749	0.79164979351002
VPS11	VPS33A	predicted	-	0.78	2056.09458884266	0.791646189150511
AAAS	XPO1	activate; complex; input	->	1	2056.07318899845	0.791645109065016
CDC5L	SMARCA5	predicted	-	0.98	2055.91693631338	0.791637222393107
ARFGAP2	YKT6	complex; input	-	1	2055.84445326107	0.791633563692121
HECTD3	STX8	predicted	-	0.77	2055.8268517824	0.791632675209141
COG4	SPTBN1	complex; input	-	1	2055.80132122614	0.791631386470673
SF1	U2AF2	complex; input	-	1	2055.76791606206	0.791629700211407
CDC40	POLR2L	complex; input	-	1	2055.7090352998	0.791626727902713
NDUFB1	NDUFS5	complex; input	-	1	2055.65772954672	0.791624137912078
SRSF3	UPF3B	complex; input	-	1	2055.60889164622	0.791621672442253
CTNNBL1	GTF2F2	complex; input	-	1	2055.52541438998	0.791617458148064
CSTF3	POLR2A	complex; input	-	1	2055.51841836342	0.791617104950508
PPIL1	PQBP1	complex; input	-	1	2055.50925453161	0.791616642308507
GBF1	USO1	complex; input	-	1	2055.44704662463	0.791613501647394
CFL1	CSRP1	predicted	-	0.64	2055.36941920217	0.791609582375197
EIF3G	RPS11	complex; input	-	1	2055.22213134356	0.791602145663057
MCFD2	SEC13	complex; input	-	1	2055.05158024803	0.791593533700791
ARPC2	FNBP1	complex; input	-	1	2054.95482828402	0.791588647901313
NBN	SRP72	predicted	-	0.59	2054.91955084539	0.791586866397134
COPS5	RPS3	predicted	-	0.64	2054.91299983987	0.79158653556919
AP2B1	ARPC5	complex; input	-	1	2054.8630083389	0.791584010947135
ARPC2	GAPVD1	complex; input	-	1	2054.79118091603	0.791580383481113
RPL17	SMG1	complex; input	-	1	2054.46638068095	0.791563978666728
ARPC1B	CAPZA2	predicted	-	0.78	2054.42449071592	0.791561862724827
PHB	SET	predicted	-	0.64	2054.24430484753	0.791552760701552
POLR2C	RBM17	complex; input	-	1	2054.17700562747	0.791549360901267
EXOSC10	RPS2	activate; catalyze	->	1	2054.14708592217	0.79154784939148
NUP93	PML	catalyze	->	1	2054.08497219926	0.791544711405918
APPL1	MTA2	predicted	-	0.64	2054.05624452394	0.791543260051538
NDUFB10	NDUFS5	complex; input	-	1	2054.01668213798	0.791541261282199
CD2BP2	RBMX	complex; input	-	1	2054.01097564265	0.791540972975684
CCNT1	SUPT16H	complex; input	-	1	2053.97737157211	0.791539275197172
NCBP1	SF1	complex; input	-	1	2053.92348251495	0.791536552502258
NBN	UBE2I	catalyze; input	->	1	2053.89262975628	0.791534993662922
HDAC3	RBBP7	activate; complex; reaction	->	1	2053.87376941048	0.791534040730155
CHMP4B	IST1	predicted	-	0.99	2053.75760094742	0.791528171040633
RBMX	WBP11	complex; input	-	1	2053.65167122212	0.791522818398417
HDAC1	WDR77	input	-	1	2053.63769552555	0.791522112184113
DHX38	RBMX	complex; input	-	1	2053.53361975248	0.791516852917646
PNO1	RPS3	complex	-	1	2053.30282354845	0.791505189130035
SRPK1	SRSF2	PPrel: activation, phosphorylation	->	1	2053.0791250935	0.791493882791349
ATP6V1A	MIOS	activated by; inhibited by	-	1	2053.04315787197	0.791492064793525
PSIP1	RANBP2	complex; input	-	1	2053.00342306172	0.791490056322275
RPL30	RPS8	catalyze; catalyzed by; complex; input	<->	1	2052.9318933314	0.791486440618585
POLR2E	RPA1	complex; input	-	1	2052.92163689934	0.791485922163423
SNRNP200	SRSF3	complex; input	-	1	2052.80470954739	0.791480011387945
GTF2F2	SRSF7	complex; input	-	1	2052.07512711975	0.791443122779768
MDC1	RAD50	complex; input	-	1	2052.02140841354	0.791440406175837
COPB1	GOLGA2	complex; input	-	1	2051.95876114997	0.791437237956792
CWC15	PLRG1	complex	-	1	2051.93235636418	0.791435902575872
APOOL	IMMT	complex; input	-	1	2051.89221835213	0.791433872625506
REL	TBK1	PPrel: activated by	<-	1	2051.84993532399	0.791431734149584
RPL13	RPL27	catalyze; catalyzed by; complex; input	<->	1	2051.82355204391	0.791430399785519
DCTN3	HAUS5	complex	-	1	2051.70379167307	0.791424342554348
NUP153	UPF3B	activate; catalyze; complex; input	->	1	2051.69816788337	0.791424058106038
IPO8	NUP93	catalyzed by	<-	1	2051.37137247576	0.791407527627877
GPS1	PSMB2	predicted	-	0.66	2051.26845459949	0.791402321129081
PAPOLA	SRRT	complex; input	-	1	2051.26335158614	0.791402062966618
RTF1	UBB	complex; input	-	1	2051.22043943416	0.791399892006884
RPL18	SRP68	complex; input	-	1	2051.20648622641	0.791399186093275
HNRNPH2	XAB2	complex; input	-	1	2051.13852375466	0.791395747701719
SNRNP40	YBX1	complex; input	-	1	2050.98509291875	0.791387984832749
GRB2	WIPF1	complex; input	-	1	2050.85688988994	0.791381497925209
CCAR1	CWC27	complex; input	-	1	2050.79522217601	0.791378377474154
RAB5C	VPS45	predicted	-	0.56	2050.79060657907	0.79137814391633
MPHOSPH10	SART3	predicted	-	0.64	2050.57434638302	0.791367200157223
IDH3A	RPN1	predicted	-	0.78	2050.56773420856	0.791366865532645
NXF1	THOC6	catalyzed by; complex; input	<-	1	2050.43916276034	0.791360358658837
PCK2	PRKAA1	PPrel: inhibited, indirect effect	|-	1	2050.31588416275	0.791354119267791
NUP205	NUP88	catalyze; catalyzed by; complex; input	<->	1	2050.21331628904	0.791348927804451
PRPF31	PRPF8	complex	-	1	2050.18004526781	0.791347243739033
DPY30	PRMT1	complex; input	-	1	2050.0833684694	0.791342350134726
PRKACB	RAP1GAP2	catalyze	->	1	2050.00283647092	0.791338273574744
PSMA4	PSMD12	complex	-	1	2049.95707107515	0.791335956841874
RPL21	SPCS2	catalyzed by	<-	1	2049.72054183262	0.791323982449549
PRKDC	SMARCA5	predicted	-	0.64	2049.55152499692	0.791315425054693
RPL27	RPL7	catalyze; catalyzed by; complex; input	<->	1	2049.41609895226	0.791308567866724
PSMB10	PSMD12	complex	-	1	2049.3633883287	0.791305898784531
PSME3	RDX	predicted	-	0.74	2049.18720203101	0.791296976826465
ELAVL1	GTF2F2	complex; input	-	1	2049.18329844451	0.791296779142729
PRPF40A	SRRM2	complex; input	-	1	2049.16394334839	0.79129579896478
U2AF2	UPF3B	complex; input	-	1	2049.13319883617	0.791294241986652
STAT5A	YY1	expression regulated by	<-	1	2049.12748752952	0.791293952749386
GPKOW	POLR2J	complex; input	-	1	2049.10185369567	0.791292654567172
CIAPIN1	GLRX3	predicted	-	1	2049.07768346471	0.791291430491778
UBA3	UBE2M	complex; input	-	1	2048.86530848097	0.791280674367919
PRPF31	SF3A1	complex; input	-	1	2048.45153049471	0.791259714613847
EBNA1BP2	RPL5	predicted	-	0.64	2048.44677578183	0.791259473741213
GRB2	PTPN11	PPrel: binding/association; activate; activated by; catalyzed by; complex; inhibited by; input; reaction	->	1	2048.4077359217	0.791257495969963
NBN	RPA3	complex; input	-	1	2048.3391618458	0.791254021895056
GOLGA2	SEC13	complex; input	-	1	2048.32693290082	0.791253402344471
CAPZA1	GALNT2	complex; input	-	1	2048.28398849617	0.791251226638438
CDC37	GRB2	complex; input	-	1	2048.00149477301	0.791236913432011
NDUFA7	NDUFS3	complex; input	-	1	2047.96664871103	0.791235147737843
EIF4H	RPS10	complex; input	-	1	2047.95223971363	0.791234417606884
GTF2F2	SF3B1	complex; input	-	1	2047.6269017363	0.791217930753011
MAGOH	NUP88	activated by; catalyzed by; complex; input	<-	1	2047.55333943231	0.791214202540583
RPL23A	RPS28	catalyze; catalyzed by; complex; input	<->	1	2047.52604617405	0.791212819256411
NCBP1	UPF3B	complex; input	-	1	2047.29471795275	0.791201094277502
LUC7L2	PNN	predicted	-	0.84	2047.26711325514	0.791199695032036
HDAC2	SUMO2	predicted	-	0.98	2047.16480475189	0.791194508985314
RBM4	RBM7	predicted	-	0.98	2047.12333481924	0.791192406788978
NCBP2	POLR2E	complex; input	-	1	2047.09429606036	0.791190934729105
CPSF2	SSU72	PPrel: binding/association	-	1	2046.97378494701	0.791184825444092
PSMC2	PSME4	complex	-	1	2046.88281127758	0.79118021331521
NPM1	NUP93	complex; input	-	1	2046.84349583286	0.791178220060785
PNN	SFPQ	predicted	-	0.65	2046.69035074038	0.791170455389995
HMGA1	RANBP2	complex; input	-	1	2046.52907463631	0.791162277837412
DNAJC8	PLRG1	complex; input	-	1	2046.4590976186	0.791158729431549
RAD21	RPS27	complex; input	-	1	2046.39136468927	0.791155294703718
SNRNP200	U2AF2	complex; input	-	1	2046.33785062687	0.791152580932344
CDK11B	KAT7	predicted	-	0.64	2046.31528664104	0.791151436660458
RPL27A	SRPRB	complex; input	-	1	2046.2789445602	0.791149593642994
CPSF7	SRRM2	complex; input	-	1	2046.25552502356	0.791148405949711
FUS	SFPQ	predicted	-	1	2046.18976226871	0.791145070799
ARPC3	ARPC5	complex	-	1	2045.94037473168	0.791132422164067
PSMA6	PSMB6	complex	-	1	2045.80507545048	0.791125559302648
SF3B3	TRA2B	complex; input	-	1	2045.71201610007	0.791120838737506
DYNC1I2	TUBB	PPrel: binding/association; complex	-	1	2045.64258159318	0.791117316435565
UPF3B	ZC3H11A	complex; input	-	1	2045.42295422652	0.791106174301846
RPS11	SSR1	complex; input	-	1	2045.34242430566	0.791102088558815
LSM1	XPO1	predicted	-	0.73	2045.28594679098	0.791099223035812
EIF3I	RPS14	complex; input	-	1	2045.10724718198	0.791090155758602
DSN1	DYNC1H1	complex; input	-	1	2044.91179127487	0.791080237354033
ALYREF	NUP155	activated by; catalyzed by; complex; input	<-	1	2044.85268461222	0.791077237801391
AAAS	KPNA3	catalyze	->	1	2044.7826933353	0.791073685762798
EIF2S1	RPS26	catalyzed by; complex; input	<-	1	2044.72184082139	0.791070597415176
MRPL19	MRPL24	complex	-	1	2044.70322447037	0.79106965259175
MBD1	UBE2I	input	-	1	2044.68655302888	0.791068806469737
RPS3	RPS3A	catalyze; catalyzed by; complex; input	<->	1	2044.52201057905	0.791060455112802
NCBP1	SNRNP200	complex; input	-	1	2044.50187772792	0.791059433223195
PHF5A	POLR2E	complex; input	-	1	2044.35452968337	0.791051953924706
CDK9	TAF6	complex; input	-	1	2044.19870965553	0.791044044006939
NDUFB3	NDUFC2	complex	-	1	2044.13577851658	0.791040849252227
HNRNPU	SF3B4	complex; input	-	1	2043.95896479801	0.791031872621622
DNAJC3	RPS13	activate	->	1	2043.94326381579	0.791031075463144
CUL3	PSME1	catalyzed by	<-	1	2043.48852668822	0.791007985233853
RAB7A	RAB8A	predicted	-	0.98	2043.45148078857	0.791006103924428
RAB10	RAB8A	predicted	-	1	2043.28875328543	0.79099783969671
ARRB2	RAB5A	activated by; complex; input	<-	1	2043.24544301151	0.790995640043883
CKAP5	SMC3	complex; input	-	1	2043.20673787788	0.7909936742386
DCP1A	RPL30	input	-	1	2043.19301534012	0.790992977272054
RPL30	RPL32	catalyze; catalyzed by; complex; input	<->	1	2043.11609444886	0.790989070379749
PRPF40A	SRSF9	complex; input	-	1	2042.74451423282	0.790970195361259
RPS5	UTP6	activate	->	1	2042.54980566232	0.790960303453306
SRSF10	SRSF4	predicted	-	0.64	2042.43094719046	0.790954264544437
C1QBP	YBX1	predicted	-	0.64	2042.40570398187	0.790952981953373
ISY1	SRSF3	complex; input	-	1	2042.38374179222	0.790951866055859
CAPZB	HSP90AB1	activate; predicted	->	1	2042.23093330041	0.790944101533512
CUL4B	POLR2H	complex; input	-	1	2041.97742419876	0.790931218918893
INTS7	POLR2C	catalyzed by; complex; input	<-	1	2041.91230120071	0.790927909294359
EEF1G	RPL4	predicted	-	0.58	2041.90476786094	0.790927526434687
DEK	NAP1L1	predicted	-	0.59	2041.63047310263	0.790913585254217
EIF5A	HINT2	predicted	-	0.56	2041.50954699427	0.790907438524007
LEO1	UBE2A	complex; input	-	1	2041.23866435907	0.790893668112548
GTF2F1	SART1	complex; input	-	1	2041.17934897215	0.790890652550673
C1QBP	PPP2R1A	predicted	-	0.64	2041.04424759473	0.790883783743316
PCBP2	SNRPD1	complex; input	-	1	2040.79424398539	0.790871071891824
MRPL19	MRPL20	complex	-	1	2040.60611180811	0.79086150496985
DYNC1I2	NUP160	complex; input	-	1	2040.59739582009	0.790861061721914
INTS4	POLR2B	catalyzed by; complex; input	<-	1	2040.10718468676	0.790836129191067
CLTC	FASN	predicted	-	0.56	2040.04550331364	0.790832991602704
PSMB6	PSMD13	complex	-	1	2039.98836706894	0.790830085129841
POLR2H	RNMT	complex; input	-	1	2039.96773429726	0.790829035538038
CPSF7	SRSF9	catalyze; complex; input	->	1	2039.84520712885	0.79082280234619
BTK	IKZF1	predicted	-	0.64	2039.72236158568	0.790816552582127
DDB1	RPA3	complex; input	-	1	2039.65385323048	0.79081306705771
GTF2F2	PABPN1	complex; input	-	1	2039.64843514864	0.790812791395001
RPL28	RPS28	catalyze; catalyzed by; complex; input	<->	1	2039.62637515097	0.790811669012604
DLD	GRB2	predicted	-	0.56	2039.44893131276	0.790802640472156
MAGOH	U2SURP	complex; input	-	1	2039.42572650128	0.79080145972738
SMU1	SRSF3	predicted	-	0.64	2039.34361458198	0.790797281467918
EIF4A3	NUP133	activated by; catalyzed by; complex; input	<-	1	2039.17679753195	0.790788792475513
NUP93	THOC5	activate; input	->	1	2039.08882704577	0.790784315550383
RAD21	TPR	predicted	-	0.98	2039.07368073162	0.790783544716528
NUP85	SRSF6	activate; input	->	1	2038.966861346	0.790778108247917
NUP85	SYMPK	activate	->	1	2038.77940821227	0.790768567314736
KPNA4	NUP98	catalyzed by	<-	1	2038.63065530121	0.790760995509555
ARPC1B	ARPC2	complex; predicted	-	1	2038.62895112372	0.790760908760489
CCT8	XPO1	predicted	-	0.59	2038.44661845845	0.790751626920711
CDKN1B	PSMC4	catalyzed by	<-	1	2038.3934884807	0.790748922126033
MRPL24	RPS11	predicted	-	0.64	2038.29522167229	0.790743919274113
STAG1	SYNE1	complex; input	-	1	2038.11811441077	0.790734901974448
PSIP1	SEC13	complex; input	-	1	2038.05259155508	0.790731565722798
CPSF3	SRSF4	complex; input	-	1	2038.03372191493	0.790730604910409
MSH2	TRIM28	predicted	-	0.54	2038.00046487491	0.790728911492599
MED1	SNW1	complex	-	1	2037.81303376549	0.790719367156578
COPS5	GPS1	complex; predicted	-	1	2037.8061722432	0.790719017738616
TMED10	TRAM1	predicted	-	0.59	2037.63198486832	0.790710146980953
PCM1	USP9X	predicted	-	0.65	2037.61763434024	0.790709416124619
EEF1D	RPS9	predicted	-	0.59	2037.61105240679	0.790709080912393
CWC27	SNRPB2	complex; input	-	1	2037.59199754651	0.790708110458595
CDC5L	SRSF5	complex; input	-	1	2037.49616826423	0.790703229787135
NDUFA12	NDUFA7	complex; input	-	1	2037.45272216904	0.790701016962838
RAN	XPO5	PPrel: binding/association; complex	-	1	2037.28190425483	0.790692316298128
DHX9	PRPF31	complex; input	-	1	2037.15166709688	0.790685682136973
MARK2	TAOK1	predicted	-	0.98	2037.05436768321	0.790680725517446
ACTR1A	NDE1	complex	-	1	2037.01466266406	0.790678702799281
AQR	POLR2B	complex; input	-	1	2036.91613052403	0.790673683043178
SMC3	UBE2I	complex; input	-	1	2036.88731561267	0.790672215011035
PRKDC	RAD21	predicted	-	0.98	2036.65772734547	0.790660517444722
POLR2C	RTF1	complex; input	-	1	2036.53073412315	0.790654046549221
NUB1	PSMA1	complex; input	-	1	2036.48946400009	0.790651943557571
COX4I1	VDAC2	predicted	-	0.99	2036.46394268668	0.790650643052869
IDH3A	IDH3B	complex; predicted	-	1	2036.41170055478	0.790647980868744
FUS	PRPF40A	complex; input	-	1	2036.38337807036	0.790646537567003
NUP133	PHAX	activate	->	1	2036.28302851376	0.790641423634783
MIOS	MLST8	activate; inhibite	-	1	2036.27976396816	0.790641257265441
FEN1	RPA3	complex; input	-	1	2036.24186443785	0.790639325791842
TBCB	TPT1	predicted	-	0.58	2036.14316772234	0.790634295742842
PRMT1	SIN3A	activate; inhibite; inhibited by	|-	1	2036.10452828097	0.790632326428695
ISY1	U2AF2	complex; input	-	1	2035.94971158062	0.790624435600258
NCBP2	PHF5A	complex; input	-	1	2035.92340919524	0.790623094938418
HNRNPF	PRPF31	complex; input	-	1	2035.73124737046	0.790613299710924
HNRNPK	VAV1	predicted	-	0.77	2035.72171822927	0.790612813949875
PAFAH1B1	RHOA	activate	->	1	2035.70114241077	0.790611765061535
GTF2F2	NELFA	complex; input	-	1	2035.58944105921	0.790606070704742
DDX39A	THOC6	complex; input	-	1	2035.4709942155	0.790600032132157
ARPC1A	CAPZA1	predicted	-	0.56	2035.46333556855	0.790599641672381
CCAR2	HSPD1	predicted	-	0.64	2035.46071170307	0.790599507899859
NCOR1	ZMYND11	predicted	-	0.64	2035.40552514439	0.790596694283833
PSMA5	PSMB9	complex	-	1	2035.13882767227	0.790583095979495
CALR	PSMC6	predicted	-	0.7	2035.06868792397	0.790579519415509
MTOR	SEH1L	activated by; inhibited by	-	1	2034.91917205627	0.790571894895298
CHERP	CWC27	complex; input	-	1	2034.87741234863	0.790569765270503
PPP2R1A	RPL37A	complex; input	-	1	2034.83657681405	0.790567682733608
RFC2	RPA3	complex; input	-	1	2034.69465934732	0.790560444879712
PCBP2	SF1	complex; input	-	1	2034.66779274675	0.790559074614307
PLRG1	SRRT	complex; input	-	1	2034.54740221075	0.79055293416658
RPN2	STT3A	complex	-	1	2034.47850838056	0.790549420114263
AGFG1	AP2M1	complex; input	-	1	2034.42949968658	0.790546920266244
NUP188	NUP98	catalyze; catalyzed by; complex; input	<->	1	2034.42555527525	0.790546719066082
NCBP2	SEH1L	activated by; catalyzed by; complex; input	<-	1	2034.16721549137	0.790533540583181
ISY1	NCBP1	complex; input	-	1	2034.12305891281	0.790531287891109
SEC24B	STX7	predicted	-	0.99	2034.05359013156	0.790527743772684
GTF2A1	SMARCC2	complex; reaction	-	1	2033.97517449431	0.790523743063262
COPS4	COPS7B	complex	-	1	2033.97186748507	0.790523574338639
EIF2AK4	RPLP2	complex	-	1	2033.75672456722	0.790512597091682
SRSF5	TPR	activated by; input	<-	1	2033.59725502506	0.790504459720527
RPL21	SRP14	complex; input	-	1	2033.59189535849	0.790504186217744
CSTF3	LSM3	input	-	1	2033.56918206724	0.790503027154736
AHCTF1	STAG1	complex; input	-	1	2033.55507924637	0.790502307478941
CPSF7	FUS	complex; input	-	1	2033.49309945093	0.790499144551935
CWC22	HNRNPH2	complex; input	-	1	2033.25932649002	0.790487213880335
NDUFA2	NDUFA4	predicted	-	0.98	2033.24525990609	0.790486495944347
POLR2A	PRPF40A	complex; input	-	1	2033.18401911592	0.7904833702543
TLE3	UBB	catalyze; input	->	1	2033.12376299244	0.790480294729108
EIF3G	RPS10	complex; input	-	1	2033.10053216981	0.790479108983277
POLR2H	PRPF8	complex; input	-	1	2033.04361067015	0.790476203543276
GRB2	WAS	complex; input	-	1	2032.99841441701	0.790473896536249
APPL1	RBBP4	predicted	-	0.98	2032.97595753573	0.790472750223417
STX18	STX7	predicted	-	0.56	2032.94987477008	0.790471418811207
EIF4E	RPS16	complex; input	-	1	2032.91469735806	0.79046962312964
POLR2E	WDR33	complex; input	-	1	2032.79618037313	0.790463573031062
EML4	NUP98	complex; input	-	1	2032.68748179154	0.790458023835823
NBN	XRCC6	input	-	1	2032.6178984291	0.79045447136447
NUP210	UBE2I	catalyze; complex; input	->	1	2032.59110673873	0.790453103523574
NUP107	SRSF9	activate; input	->	1	2032.53009847797	0.790449988699711
EEF1A1	RPL37	catalyzed by; complex; input	<-	1	2032.4129503518	0.790444007349531
MAT2A	MAT2B	complex	-	1	2032.38591854484	0.790442627110309
LSM7	USP39	complex	-	1	2032.26153207666	0.790436275722926
GTF2F2	SRSF6	complex; input	-	1	2032.21813049142	0.790434059471717
GTF2F2	SYMPK	complex; input	-	1	2032.03129780463	0.790424518538535
LEO1	POLR2A	complex; input	-	1	2031.99603754498	0.790422717814201
PDIA3	PDIA6	predicted	-	0.92	2031.97956462894	0.79042187653967
FIP1L1	USP39	input	-	1	2031.82356510742	0.790413909280329
NCL	RPS2	activate	->	1	2031.78361041925	0.790411868602834
HMGA1	SEC13	complex; input	-	1	2031.62539204883	0.790403787237935
RELA	SQSTM1	activated by; catalyzed by	<-	1	2031.56521577987	0.790400713432252
DDOST	SRP19	input	-	1	2031.40942221815	0.790392755069278
CSNK2A1	NCAPG	catalyze	->	1	2031.3750687636	0.790391000118347
POLR2H	SF3A1	complex; input	-	1	2031.32954369174	0.790388674418091
EFTUD2	PRCC	complex; input	-	1	2031.24496583374	0.790384353523309
DYNLL1	NUMA1	complex; input	-	1	2031.23446389098	0.790383816989838
NCBP2	THOC2	complex; input	-	1	2031.03388368164	0.790373569020443
CUL1	RPA1	predicted	-	0.58	2030.93366684453	0.790368448399944
RPL37	RPS23	catalyze; catalyzed by; complex; input	<->	1	2030.80429029581	0.790361837478321
NDUFB3	NDUFS4	complex; input	-	1	2030.79721831821	0.790361476100153
EIF4A2	EIF4B	PPrel: activated by; catalyze; complex; input	<->	1	2030.75091372191	0.790359109903444
TOP2B	XPO1	predicted	-	0.59	2030.68546471212	0.790355765322016
CCT8	XRCC5	predicted	-	0.97	2030.67398112467	0.790355178475538
COPS6	PRKRA	predicted	-	0.64	2030.43345514186	0.790342886098646
PRPF8	RNPS1	complex; input	-	1	2030.40845175206	0.790341608186031
GTF2F1	HNRNPK	complex; input	-	1	2030.34171543331	0.790338197244115
HNRNPA0	PRPF6	complex; input	-	1	2030.32656059622	0.79033742265372
CPSF7	POLR2A	complex; input	-	1	2030.29828140902	0.790335977239231
LSM6	LSM8	complex	-	1	2030.20385535656	0.790331150760032
NDUFA7	NDUFA9	complex; input	-	1	2030.19552486185	0.790330724945589
GNAI2	NRAS	PPrel: activation	->	1	2030.15411909764	0.790328608458032
CUL5	PSMC4	catalyzed by	<-	1	2030.03400209328	0.790322468340497
UBA1	UBE2N	predicted	-	0.64	2029.83863700566	0.79031248093012
COPA	GOSR1	complex; input	-	1	2029.80947199093	0.79031098988029
CSNK2A1	FKBP1A	predicted	-	0.92	2029.67574348912	0.790304152789244
CDC5L	DDX42	complex; input	-	1	2029.67145857089	0.790303933708258
CUL3	PSMA4	catalyzed by	<-	1	2029.65950715105	0.790303322648914
IMP3	XRN2	activated by; catalyzed by	<-	1	2029.63778469391	0.790302212000916
DHX38	DHX8	predicted	-	0.96	2029.4342797527	0.790291806414863
GSPT1	RPS4Y1	complex; input	-	1	2029.43234915425	0.790291707694778
MAGOH	SF3A3	complex; input	-	1	2029.3816857401	0.790289117015522
CCAR1	SNRNP70	complex; input	-	1	2029.32942694069	0.790286444688301
RPL3	RPL30	catalyze; catalyzed by; complex; input	<->	1	2029.28213306371	0.790284026190051
EIF3E	EIF4H	complex; input	-	1	2029.2210209824	0.790280900977678
RPL13A	UPF3B	complex; input	-	1	2029.1722975611	0.79027840924189
NUP205	NUP37	catalyze; catalyzed by; complex; input	<->	1	2029.16957096864	0.790278269801062
BAZ1B	SNW1	reaction	-	1	2029.0745668138	0.79027341107094
CUL3	PSMB10	catalyzed by	<-	1	2029.0717027294	0.79027326459157
PTEN	RPS9	predicted	-	0.64	2028.98585630612	0.79026887400696
PCBP1	SMNDC1	complex; input	-	1	2028.86388568592	0.790262635543743
GRB2	STAM	complex; input	-	1	2028.84054164302	0.790261441517116
PPP2R2A	YWHAE	activate	->	1	2028.79381846594	0.790259051627706
MAGOH	SNW1	complex; input	-	1	2028.7667686517	0.790257668005188
COPS6	FBXL20	catalyze	->	1	2028.75712294089	0.790257174613874
RNPS1	SF3A1	complex; input	-	1	2028.69660648638	0.790254079060845
CKAP5	TAOK1	complex; input	-	1	2028.66647618958	0.790252537793829
CUL4B	TCEA1	complex; input	-	1	2028.6324726077	0.790250798367631
CTNNBL1	POLR2E	complex; input	-	1	2028.61542357703	0.790249926227047
RAB1B	USE1	complex; input	-	1	2028.35660090177	0.790236685291928
KIF2A	RPS27	complex; input	-	1	2028.33918094606	0.790235794055449
PCBP2	UPF3B	complex; input	-	1	2028.10117335941	0.790223616389552
CAPRIN1	FMR1	predicted	-	0.56	2028.06205976071	0.79022161500428
PTBP1	SF3B4	complex; input	-	1	2027.89714583658	0.790213176177045
RAD21	RCC2	complex; input	-	1	2027.85920681348	0.790211234698324
RPL24	SPCS2	catalyzed by	<-	1	2027.85880493337	0.790211214132453
