	Gene1	Gene2	Annotation	Direction	Score
8053	MRPL9	MRPS16	catalyzed by; complex; input	<-	1
8054	MRPL9	MRPS2	catalyzed by; complex; input	<-	1
8055	MRPL9	MRPS27	catalyzed by; complex; input	<-	1
8056	MRPL9	MRPS34	catalyzed by; complex; input	<-	1
8057	MRPL9	MRPS6	catalyzed by; complex; input	<-	1
8058	MRPL9	RPL13	predicted	-	0.64
8059	MRPS10	MRPS11	complex	-	1
8060	MRPS10	MRPS12	complex	-	1
8061	MRPS10	MRPS14	complex	-	1
8062	MRPS10	MRPS15	complex	-	1
8063	MRPS10	MRPS16	complex	-	1
8064	MRPS10	MRPS17	complex	-	1
8065	MRPS10	MRPS18A	complex	-	1
8066	MRPS10	MRPS18B	complex	-	1
8067	MRPS10	MRPS18C	complex	-	1
8068	MRPS10	MRPS2	complex	-	1
8069	MRPS10	MRPS21	complex	-	1
8070	MRPS10	MRPS22	complex	-	1
8071	MRPS10	MRPS23	complex	-	1
8072	MRPS10	MRPS24	complex	-	1
8073	MRPS10	MRPS25	complex	-	1
8074	MRPS10	MRPS26	complex	-	1
8075	MRPS10	MRPS27	complex	-	1
8076	MRPS10	MRPS28	complex	-	1
8077	MRPS10	MRPS30	complex	-	1
8078	MRPS10	MRPS31	complex	-	1
8079	MRPS10	MRPS33	complex	-	1
8080	MRPS10	MRPS34	complex	-	1
8081	MRPS10	MRPS35	complex	-	1
8082	MRPS10	MRPS36	complex	-	1
8083	MRPS10	MRPS5	complex	-	1
8084	MRPS10	MRPS6	complex	-	1
8085	MRPS10	MRPS7	complex	-	1
8086	MRPS10	MRPS9	complex	-	1
8087	MRPS10	MRRF	complex; input	-	1
8088	MRPS10	MTIF2	complex; input	-	1
8089	MRPS10	MTIF3	complex; input	-	1
8090	MRPS10	MTRF1L	complex; input	-	1
8091	MRPS10	OXA1L	catalyze; complex; input	->	1
8092	MRPS10	PTCD3	complex	-	1
8093	MRPS10	TUFM	complex; input	-	1
8094	MRPS11	MRPS15	complex	-	1
8095	MRPS11	MRPS16	complex	-	1
8096	MRPS11	MRPS2	complex	-	1
8097	MRPS11	MRPS27	complex	-	1
8098	MRPS11	MRPS34	complex	-	1
8099	MRPS11	MRPS6	complex	-	1
8100	MRPS12	MRPS15	complex	-	1
8101	MRPS12	MRPS16	complex	-	1
8102	MRPS12	MRPS2	complex	-	1
8103	MRPS12	MRPS27	complex	-	1
8104	MRPS12	MRPS34	complex	-	1
8105	MRPS12	MRPS6	complex	-	1
8106	MRPS14	MRPS15	complex	-	1
8107	MRPS14	MRPS16	complex	-	1
8108	MRPS14	MRPS2	complex	-	1
8109	MRPS14	MRPS27	complex	-	1
8110	MRPS14	MRPS34	complex	-	1
8111	MRPS14	MRPS6	complex	-	1
8112	MRPS15	MRPS16	complex	-	1
8113	MRPS15	MRPS17	complex	-	1
8114	MRPS15	MRPS18A	complex	-	1
8115	MRPS15	MRPS18B	complex	-	1
8116	MRPS15	MRPS18C	complex	-	1
8117	MRPS15	MRPS2	complex	-	1
8118	MRPS15	MRPS21	complex	-	1
8119	MRPS15	MRPS22	complex	-	1
8120	MRPS15	MRPS23	complex	-	1
8121	MRPS15	MRPS24	complex	-	1
8122	MRPS15	MRPS25	complex	-	1
8123	MRPS15	MRPS26	complex	-	1
8124	MRPS15	MRPS27	complex	-	1
8125	MRPS15	MRPS28	complex	-	1
8126	MRPS15	MRPS30	complex	-	1
8127	MRPS15	MRPS31	complex	-	1
8128	MRPS15	MRPS33	complex	-	1
8129	MRPS15	MRPS34	complex	-	1
8130	MRPS15	MRPS35	complex	-	1
8131	MRPS15	MRPS36	complex	-	1
8132	MRPS15	MRPS5	complex	-	1
8133	MRPS15	MRPS6	complex	-	1
8134	MRPS15	MRPS7	complex	-	1
8135	MRPS15	MRPS9	complex	-	1
8136	MRPS15	MRRF	complex; input	-	1
8137	MRPS15	MTIF2	complex; input	-	1
8138	MRPS15	MTIF3	complex; input	-	1
8139	MRPS15	MTRF1L	complex; input	-	1
8140	MRPS15	NOA1	predicted	-	0.64
8141	MRPS15	OXA1L	catalyze; complex; input	->	1
8142	MRPS15	PTCD3	complex	-	1
8143	MRPS15	TUFM	complex; input	-	1
8144	MRPS16	MRPS17	complex	-	1
8145	MRPS16	MRPS18A	complex	-	1
8146	MRPS16	MRPS18B	complex	-	1
8147	MRPS16	MRPS18C	complex	-	1
8148	MRPS16	MRPS2	complex	-	1
8149	MRPS16	MRPS21	complex	-	1
8150	MRPS16	MRPS22	complex	-	1
8151	MRPS16	MRPS23	complex	-	1
8152	MRPS16	MRPS24	complex	-	1
8153	MRPS16	MRPS25	complex	-	1
8154	MRPS16	MRPS26	complex	-	1
8155	MRPS16	MRPS27	complex	-	1
8156	MRPS16	MRPS28	complex	-	1
8157	MRPS16	MRPS30	complex	-	1
8158	MRPS16	MRPS31	complex	-	1
8159	MRPS16	MRPS33	complex	-	1
8160	MRPS16	MRPS34	complex	-	1
8161	MRPS16	MRPS35	complex	-	1
8162	MRPS16	MRPS36	complex	-	1
8163	MRPS16	MRPS5	complex	-	1
8164	MRPS16	MRPS6	complex	-	1
8165	MRPS16	MRPS7	complex	-	1
8166	MRPS16	MRPS9	complex	-	1
8167	MRPS16	MRRF	complex; input	-	1
8168	MRPS16	MTIF2	complex; input	-	1
8169	MRPS16	MTIF3	complex; input	-	1
8170	MRPS16	MTRF1L	complex; input	-	1
8171	MRPS16	OXA1L	catalyze; complex; input	->	1
8172	MRPS16	PTCD3	complex	-	1
8173	MRPS16	TUFM	complex; input	-	1
8174	MRPS17	MRPS2	complex	-	1
8175	MRPS17	MRPS27	complex	-	1
8176	MRPS17	MRPS34	complex	-	1
8177	MRPS17	MRPS6	complex	-	1
8178	MRPS18A	MRPS2	complex	-	1
8179	MRPS18A	MRPS27	complex	-	1
8180	MRPS18A	MRPS34	complex	-	1
8181	MRPS18A	MRPS6	complex	-	1
8182	MRPS18B	MRPS2	complex	-	1
8183	MRPS18B	MRPS27	complex	-	1
8184	MRPS18B	MRPS34	complex	-	1
8185	MRPS18B	MRPS6	complex	-	1
8186	MRPS18C	MRPS2	complex	-	1
8187	MRPS18C	MRPS27	complex	-	1
8188	MRPS18C	MRPS34	complex	-	1
8189	MRPS18C	MRPS6	complex	-	1
8190	MRPS2	MRPS21	complex	-	1
8191	MRPS2	MRPS22	complex	-	1
8192	MRPS2	MRPS23	complex	-	1
8193	MRPS2	MRPS24	complex	-	1
8194	MRPS2	MRPS25	complex	-	1
8195	MRPS2	MRPS26	complex	-	1
8196	MRPS2	MRPS27	complex	-	1
8197	MRPS2	MRPS28	complex	-	1
8198	MRPS2	MRPS30	complex	-	1
8199	MRPS2	MRPS31	complex	-	1
8200	MRPS2	MRPS33	complex	-	1
8201	MRPS2	MRPS34	complex	-	1
8202	MRPS2	MRPS35	complex	-	1
8203	MRPS2	MRPS36	complex	-	1
8204	MRPS2	MRPS5	complex	-	1
8205	MRPS2	MRPS6	complex	-	1
8206	MRPS2	MRPS7	complex	-	1
8207	MRPS2	MRPS9	complex	-	1
8208	MRPS2	MRRF	complex; input	-	1
8209	MRPS2	MTIF2	complex; input	-	1
8210	MRPS2	MTIF3	complex; input	-	1
8211	MRPS2	MTRF1L	complex; input	-	1
8212	MRPS2	OXA1L	catalyze; complex; input	->	1
8213	MRPS2	PTCD3	complex	-	1
8214	MRPS2	TUFM	complex; input	-	1
8215	MRPS21	MRPS27	complex	-	1
8216	MRPS21	MRPS34	complex	-	1
8217	MRPS21	MRPS6	complex	-	1
8218	MRPS22	MRPS27	complex	-	1
8219	MRPS22	MRPS34	complex	-	1
8220	MRPS22	MRPS6	complex	-	1
8221	MRPS23	MRPS27	complex	-	1
8222	MRPS23	MRPS34	complex	-	1
8223	MRPS23	MRPS6	complex	-	1
8224	MRPS24	MRPS27	complex	-	1
8225	MRPS24	MRPS34	complex	-	1
8226	MRPS24	MRPS6	complex	-	1
8227	MRPS25	MRPS27	complex	-	1
8228	MRPS25	MRPS34	complex	-	1
8229	MRPS25	MRPS6	complex	-	1
8230	MRPS26	MRPS27	complex	-	1
8231	MRPS26	MRPS34	complex	-	1
8232	MRPS26	MRPS6	complex	-	1
8233	MRPS27	MRPS28	complex	-	1
8234	MRPS27	MRPS30	complex	-	1
8235	MRPS27	MRPS31	complex	-	1
8236	MRPS27	MRPS33	complex	-	1
8237	MRPS27	MRPS34	complex	-	1
8238	MRPS27	MRPS35	complex	-	1
8239	MRPS27	MRPS36	complex	-	1
8240	MRPS27	MRPS5	complex	-	1
8241	MRPS27	MRPS6	complex	-	1
8242	MRPS27	MRPS7	complex	-	1
8243	MRPS27	MRPS9	complex	-	1
8244	MRPS27	MRRF	complex; input	-	1
8245	MRPS27	MTIF2	complex; input	-	1
8246	MRPS27	MTIF3	complex; input	-	1
8247	MRPS27	MTRF1L	complex; input	-	1
8248	MRPS27	OXA1L	catalyze; complex; input	->	1
8249	MRPS27	PTCD3	complex	-	1
8250	MRPS27	TUFM	complex; input	-	1
8251	MRPS28	MRPS34	complex	-	1
8252	MRPS28	MRPS6	complex	-	1
8253	MRPS30	MRPS34	complex	-	1
8254	MRPS30	MRPS6	complex	-	1
8255	MRPS31	MRPS34	complex	-	1
8256	MRPS31	MRPS6	complex	-	1
8257	MRPS33	MRPS34	complex	-	1
8258	MRPS33	MRPS6	complex	-	1
8259	MRPS33	RPL13	predicted	-	0.64
8260	MRPS34	MRPS35	complex	-	1
8261	MRPS34	MRPS36	complex	-	1
8262	MRPS34	MRPS5	complex	-	1
8263	MRPS34	MRPS6	complex	-	1
8264	MRPS34	MRPS7	complex	-	1
8265	MRPS34	MRPS9	complex	-	1
8266	MRPS34	MRRF	complex; input	-	1
8267	MRPS34	MTIF2	complex; input	-	1
8268	MRPS34	MTIF3	complex; input	-	1
8269	MRPS34	MTRF1L	complex; input	-	1
8270	MRPS34	OXA1L	catalyze; complex; input	->	1
8271	MRPS34	PTCD3	complex	-	1
8272	MRPS34	TUFM	complex; input	-	1
8273	MRPS35	MRPS6	complex	-	1
8274	MRPS36	MRPS6	complex	-	1
8275	MRPS5	MRPS6	complex	-	1
8276	MRPS6	MRPS7	complex	-	1
8277	MRPS6	MRPS9	complex	-	1
8278	MRPS6	MRRF	complex; input	-	1
8279	MRPS6	MTIF2	complex; input	-	1
8280	MRPS6	MTIF3	complex; input	-	1
8281	MRPS6	MTRF1L	complex; input	-	1
8282	MRPS6	OXA1L	catalyze; complex; input	->	1
8283	MRPS6	PTCD3	complex	-	1
8284	MRPS6	TUFM	complex; input	-	1
8285	MS4A2	PTPN11	activate; activated by	<->	1
8286	MSL3	RNF20	predicted	-	0.5
8287	MSN	RCN1	predicted	-	0.78
8288	MSN	SELPLG	predicted	-	0.64
8289	MSN	SLC9A1	PPrel: activated by	<-	1
8290	MT-CO2	TSPO	predicted	-	0.56
8291	MT-ND1	NDUFAF4	complex; input	-	1
8292	MT-ND2	NDUFAF4	complex; input	-	1
8293	MT-ND3	NDUFAF4	complex; input	-	1
8294	MT-ND4	NDUFAF4	complex; input	-	1
8295	MT-ND5	NDUFAF4	complex; input	-	1
8296	MT-ND6	NDUFAF4	complex; input	-	1
8297	MT3	SNCA	predicted	-	0.64
8298	MTA1	MTA2	predicted	-	0.97
8299	MTA1	MTA3	predicted	-	0.97
8300	MTA1	MYD88	predicted	-	0.54
8301	MTA1	NACC2	predicted	-	0.64
8302	MTA1	NR2E1	reaction	-	1
8303	MTA1	NR4A1	predicted	-	0.54
8304	MTA1	NR4A2	predicted	-	0.54
8305	MTA1	NR4A3	predicted	-	0.54
8306	MTA1	NY-CO-41	predicted	-	0.7
8307	MTA1	PIAS1	catalyzed by	<-	1
8308	MTA1	PIAS3	catalyzed by	<-	1
8309	MTA1	PIAS4	catalyzed by	<-	1
8310	MTA1	POU5F1	predicted	-	0.54
8311	MTA1	PPARG	activated by; inhibite	<-|	1
8312	MTA1	PSMA3	predicted	-	0.5
8313	MTA1	RAD21	predicted	-	0.54
8314	MTA1	RBBP4	complex; predicted	-	1
8315	MTA1	RBBP7	complex; predicted	-	1
8316	MTA1	SALL1	predicted	-	0.54
8317	MTA1	SALL4	complex; input	-	1
8318	MTA1	SATB1	predicted	-	0.54
8319	MTA1	SATB2	predicted	-	0.54
8320	MTA1	SH3GL1	predicted	-	0.64
8321	MTA1	SH3GL3	predicted	-	0.54
8322	MTA1	SNAI1	reaction	-	1
8323	MTA1	SNAI2	reaction	-	1
8324	MTA1	SUMO2	input	-	1
8325	MTA1	SUMO3	input	-	1
8326	MTA1	TAF1A	activate	->	1
8327	MTA1	TAF1B	activate	->	1
8328	MTA1	TAF1C	activate	->	1
8329	MTA1	TAF1D	activate	->	1
8330	MTA1	TBP	activate	->	1
8331	MTA1	TFAP2C	predicted	-	0.64
8332	MTA1	TFCP2L1	predicted	-	0.54
8333	MTA1	TP53	activated by; inhibite	<-|	1
8334	MTA1	TPR	predicted	-	0.64
8335	MTA1	TTF1	complex; input	-	1
8336	MTA1	UBE2I	input	-	1
8337	MTA1	UBTF	activate	->	1
8338	MTA1	ZBTB7A	predicted	-	0.54
8339	MTA1	ZEB2	predicted	-	0.64
8340	MTA1	ZFPM1	predicted	-	0.54
8341	MTA1	ZFPM2	predicted	-	0.54
8342	MTA2	SATB1	predicted	-	0.99
8343	MTA2	SUMO2	predicted	-	0.64
8344	MTA2	WDR77	input	-	1
8345	MTA3	RCOR1	predicted	-	0.64
8346	MTA3	SATB1	predicted	-	0.54
8347	MTM1	PIK3C3	ECrel: compound	-	1
8348	MTM1	PIP4K2B	ECrel: compound	-	1
8349	MTMR1	PIK3C3	ECrel: compound	-	1
8350	MTMR1	PIP4K2B	ECrel: compound	-	1
8351	MTMR14	PIK3C3	ECrel: compound	-	1
8352	MTMR14	PIP4K2B	ECrel: compound	-	1
8353	MTMR2	PIK3C3	ECrel: compound	-	1
8354	MTMR2	PIP4K2B	ECrel: compound	-	1
8355	MTMR3	PIK3C3	ECrel: compound	-	1
8356	MTMR3	PIP4K2B	ECrel: compound	-	1
8357	MTMR4	PIK3C3	ECrel: compound	-	1
8358	MTMR4	PIP4K2B	ECrel: compound	-	1
8359	MTMR6	PIK3C3	ECrel: compound	-	1
8360	MTMR6	PIP4K2B	ECrel: compound	-	1
8361	MTMR7	PIK3C3	ECrel: compound	-	1
8362	MTMR7	PIP4K2B	ECrel: compound	-	1
8363	MTMR8	PIK3C3	ECrel: compound	-	1
8364	MTMR8	PIP4K2B	ECrel: compound	-	1
8365	MTOR	STAT3	activate	->	1
8366	MTREX	PPIE	complex	-	1
8367	MTREX	RBM7	predicted	-	0.64
8368	MUC1	STAT3	expression regulated by	<-	1
8369	MUC1	STAT5B	expression regulated by	<-	1
8370	MVP	PTPN11	predicted	-	0.64
8371	MYB	PPID	complex; input	-	1
8372	MYB	SUMO2	predicted	-	0.64
8373	MYBBP1A	POLR1D	complex; input	-	1
8374	MYC	PPAT	expression regulates	->	1
8375	MYC	SMARCC1	predicted	-	0.64
8376	MYC	STAT3	GErel: expression by; expression regulated by	<-	1
8377	MYC	STAT5B	GErel: expression by	<-	1
8378	MYD88	PTPN11	activate	->	1
8379	MYD88	SRC	activate	->	1
8380	MYD88	STAT3	predicted	-	0.54
8381	MYD88	TAB1	PPrel: activation	->	1
8382	MYH10	PPP1CB	catalyzed by; inhibited by	-	1
8383	MYH11	PPP1CB	catalyzed by; inhibited by	-	1
8384	MYH14	PPP1CB	catalyzed by; inhibited by	-	1
8385	MYH9	PPP1CB	catalyzed by; inhibited by	-	1
8386	MYL10	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1
8387	MYL12A	PPP1CB	PPrel: activated by, dephosphorylation; PPrel: inhibited by, dephosphorylation	-	1
8388	MYL12A	SRC	catalyzed by	<-	1
8389	MYL12B	PPP1CB	PPrel: activated by, dephosphorylation; PPrel: inhibited by, dephosphorylation; catalyzed by; inhibited by	-	1
8390	MYL2	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1
8391	MYL5	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1
8392	MYL6	PPP1CB	PPrel: activated by, dephosphorylation; PPrel: inhibited by, dephosphorylation; catalyzed by; inhibited by	-	1
8393	MYL6B	PPP1CB	PPrel: activated by, dephosphorylation; PPrel: inhibited by, dephosphorylation	-	1
8394	MYL7	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1
8395	MYL9	PPP1CB	PPrel: activated by, dephosphorylation; PPrel: inhibited by, dephosphorylation; PPrel: inhibited by, phosphorylated by; catalyzed by; inhibited by	-	1
8396	MYLK	PPP1CB	inhibited by	|-	1
8397	MYLPF	PPP1CB	PPrel: inhibited by, dephosphorylation	|-	1
8398	MYO16	STAT3	expression regulated by	<-	1
8399	MYO18A	PPP1CB	predicted	-	0.78
8400	MYO1C	POLR1D	complex; input	-	1
8401	MYO1F	NCF1	predicted	-	0.59
8402	MYO1F	RHOG	predicted	-	0.59
8403	MYO1F	TYROBP	predicted	-	0.59
8404	MYO5A	RAB27A	complex	-	1
8405	MYRIP	RAB27A	complex	-	1
8406	NABP1	SSU72	activated by	<-	1
8407	NABP2	SSU72	activated by	<-	1
8408	NAMPT	STAT3	expression regulated by	<-	1
8409	NANOG	STAT3	PPrel: binding/association	-	1
8410	NAPA	STX7	predicted	-	1
8411	NAPB	STX7	predicted	-	1
8412	NAPG	STX7	predicted	-	1
8413	NAT10	RRP12	predicted	-	0.66
8414	NAT10	THUMPD1	complex	-	1
8415	NBLA04300	STX7	predicted	-	0.64
8416	NBN	SUMO2	catalyze; complex; input	->	1
8417	NCAM1	SRC	catalyzed by	<-	1
8418	NCBP1	NELFA	complex; input	-	1
8419	NCBP1	PARN	predicted	-	0.64
8420	NCBP1	PPIE	complex; input	-	1
8421	NCBP1	RPL13	complex; input	-	1
8422	NCBP1	SMG1	complex; input	-	1
8423	NCBP1	SSU72	activated by	<-	1
8424	NCBP1	THOC3	complex; input	-	1
8425	NCBP2	NELFA	complex; input	-	1
8426	NCBP2	PPIE	complex; input	-	1
8427	NCBP2	RPL13	complex; input	-	1
8428	NCBP2	SMG1	complex; input	-	1
8429	NCBP2	SSU72	activated by	<-	1
8430	NCBP2	THOC3	complex; input	-	1
8431	NCF1	TYROBP	predicted	-	0.65
8432	NCF2	PRDX6	predicted	-	0.77
8433	NCK1	NCK2	predicted	-	0.98
8434	NCK1	NCKAP1	predicted	-	0.64
8435	NCK1	NEDD9	predicted	-	0.99
8436	NCK1	NKX2-1	predicted	-	0.64
8437	NCK1	NPHS1	complex; input	-	1
8438	NCK1	NPHS2	complex; input	-	1
8439	NCK1	NR5A1	predicted	-	0.64
8440	NCK1	NTN1	complex; input	-	1
8441	NCK1	PAK1	PPrel: activation; PPrel: activation, phosphorylation; PPrel: binding/association; complex; input	->	1
8442	NCK1	PAK2	PPrel: activation; PPrel: activation, phosphorylation; PPrel: binding/association; complex; input	->	1
8443	NCK1	PAK3	PPrel: activation; PPrel: activation, phosphorylation; PPrel: binding/association; complex; input	->	1
8444	NCK1	PAK4	PPrel: activation; PPrel: activation, phosphorylation; PPrel: binding/association	->	1
8445	NCK1	PAK5	PPrel: activation; PPrel: activation, phosphorylation; PPrel: binding/association	->	1
8446	NCK1	PAK6	PPrel: activation; PPrel: activation, phosphorylation; PPrel: binding/association	->	1
8447	NCK1	PAX7	predicted	-	0.64
8448	NCK1	PDGFA	complex; input	-	1
8449	NCK1	PDGFB	activated by; complex; input	<-	1
8450	NCK1	PDGFRA	complex; input	-	1
8451	NCK1	PDGFRB	activated by; complex; input	<-	1
8452	NCK1	PFN1	predicted	-	0.64
8453	NCK1	PIK3CD	predicted	-	0.64
8454	NCK1	PIK3R1	predicted	-	0.98
8455	NCK1	PIR	complex; reaction	-	1
8456	NCK1	PLAGL2	predicted	-	0.54
8457	NCK1	PLCG2	catalyze; catalyzed by; complex; input	<->	1
8458	NCK1	PPP1R12A	predicted	-	0.92
8459	NCK1	PTK2	activated by; catalyzed by; complex; input	<-	1
8460	NCK1	PXN	complex; input	-	1
8461	NCK1	RAC1	activate; activated by; catalyze; complex; input	<->	1
8462	NCK1	RAC2	catalyze	->	1
8463	NCK1	RAC3	catalyze	->	1
8464	NCK1	RAPGEF1	predicted	-	0.64
8465	NCK1	RASA1	complex; input	-	1
8466	NCK1	RET	activated by; complex; input	<-	1
8467	NCK1	RHOU	predicted	-	0.64
8468	NCK1	ROBO1	complex; input	-	1
8469	NCK1	SH3KBP1	catalyze; catalyzed by; complex; input	<->	1
8470	NCK1	SHROOM2	predicted	-	0.64
8471	NCK1	SLIT2	complex; input	-	1
8472	NCK1	SNX3	predicted	-	0.64
8473	NCK1	SOCS1	predicted	-	0.98
8474	NCK1	SOCS3	predicted	-	0.97
8475	NCK1	SOS1	catalyze; catalyzed by; complex; input	<->	1
8476	NCK1	SOS2	complex; input	-	1
8477	NCK1	SP1	predicted	-	0.64
8478	NCK1	SRC	activated by; complex; input	<-	1
8479	NCK1	SYK	catalyze; catalyzed by; complex; input	<->	1
8480	NCK1	TBK1	predicted	-	0.64
8481	NCK1	TEK	activated by	<-	1
8482	NCK1	TLR9	predicted	-	0.64
8483	NCK1	TNIK	predicted	-	0.77
8484	NCK1	TNK2	predicted	-	0.99
8485	NCK1	TRIO	activate; complex; input	->	1
8486	NCK1	UBASH3B	predicted	-	0.98
8487	NCK1	VAV1	catalyze; catalyzed by; complex; input	<->	1
8488	NCK1	VAV2	complex; input	-	1
8489	NCK1	VAV3	complex; input	-	1
8490	NCK1	VEGFA	complex; input	-	1
8491	NCK1	WAS	activate; complex; input	->	1
8492	NCK1	WASF2	reaction	-	1
8493	NCK1	WASL	complex; input	-	1
8494	NCK1	WIPF1	PPrel: activation; complex; input	->	1
8495	NCK1	WIPF2	PPrel: activation; complex; input	->	1
8496	NCK1	WIPF3	PPrel: activation; complex; input	->	1
8497	NCK1	YES1	activated by; complex; input	<-	1
8498	NCK2	SRC	activated by; complex; input	<-	1
8499	NCL	STAT3	expression regulated by	<-	1
8500	NCOA1	SMARCC1	reaction	-	1
8501	NCOA1	STAT3	predicted	-	0.54
8502	NCOA1	STAT5B	predicted	-	0.54
8503	NCOA2	SRC	activate; inhibited by	|->	1
8504	NCOA2	STAT3	predicted	-	0.54
8505	NCOA2	STAT5B	predicted	-	0.54
8506	NCOA3	SRC	PPrel: activated by, phosphorylation; PPrel: binding/association	<-	1
8507	NCOA3	STAT3	predicted	-	0.54
8508	NCOA3	STAT5B	predicted	-	0.54
8509	NCOR1	SNCA	predicted	-	0.65
8510	NCR2	TYROBP	PPrel: binding/association; complex; input	-	1
8511	NCSTN	NECTIN1	catalyze	->	1
8512	NCSTN	NGF	catalyze	->	1
8513	NCSTN	NGFR	catalyze	->	1
8514	NCSTN	NOTCH1	PPrel: activation; activate; catalyze	->	1
8515	NCSTN	NOTCH2	PPrel: activation; activate; catalyze	->	1
8516	NCSTN	NOTCH3	PPrel: activation; activate; catalyze	->	1
8517	NCSTN	NOTCH4	PPrel: activation; activate; catalyze	->	1
8518	NCSTN	PSEN1	complex; input	-	1
8519	NCSTN	PSEN2	complex; input	-	1
8520	NCSTN	PSENEN	complex; input; predicted	-	1
8521	NCSTN	SDC3	activate	->	1
8522	NCSTN	SORT1	activate	->	1
8523	NCSTN	TRAF6	activate; catalyze	->	1
8524	NCSTN	YBX1	catalyze	->	1
8525	NCSTN	ZNF274	activate	->	1
8526	NDC1	PSIP1	complex; input	-	1
8527	NDC1	SUMO2	catalyze	->	1
8528	NDC1	THOC3	activate; input	->	1
8529	NDOR1	NUBP2	catalyze	->	1
8530	NDRG1	STAT3	expression regulated by	<-	1
8531	NDUFA1	NDUFAF4	complex; input	-	1
8532	NDUFA10	NDUFAF4	complex; input	-	1
8533	NDUFA11	NDUFAF4	complex; input	-	1
8534	NDUFA12	NDUFAF4	complex; input	-	1
8535	NDUFA13	NDUFAF4	complex; input	-	1
8536	NDUFA13	STAT3	predicted	-	0.77
8537	NDUFA2	NDUFAF4	complex; input	-	1
8538	NDUFA3	NDUFAF4	complex; input	-	1
8539	NDUFA5	NDUFAF4	complex; input	-	1
8540	NDUFA6	NDUFAF4	complex; input	-	1
8541	NDUFA7	NDUFAF4	complex; input	-	1
8542	NDUFA8	NDUFAF4	complex; input	-	1
8543	NDUFA9	NDUFAF4	complex; input	-	1
8544	NDUFAB1	NDUFAF4	complex; input	-	1
8545	NDUFAF1	NDUFAF4	complex; input	-	1
8546	NDUFAF2	NDUFAF4	complex; input	-	1
8547	NDUFAF3	NDUFAF4	complex; input	-	1
8548	NDUFAF4	NDUFAF5	complex; input	-	1
8549	NDUFAF4	NDUFAF6	complex; input	-	1
8550	NDUFAF4	NDUFAF7	complex; input	-	1
8551	NDUFAF4	NDUFB1	complex; input	-	1
8552	NDUFAF4	NDUFB10	complex; input	-	1
8553	NDUFAF4	NDUFB11	complex; input	-	1
8554	NDUFAF4	NDUFB2	complex; input	-	1
8555	NDUFAF4	NDUFB3	complex; input	-	1
8556	NDUFAF4	NDUFB4	complex; input	-	1
8557	NDUFAF4	NDUFB5	complex; input	-	1
8558	NDUFAF4	NDUFB6	complex; input	-	1
8559	NDUFAF4	NDUFB7	complex; input	-	1
8560	NDUFAF4	NDUFB8	complex; input	-	1
8561	NDUFAF4	NDUFB9	complex; input	-	1
8562	NDUFAF4	NDUFC1	complex; input	-	1
8563	NDUFAF4	NDUFC2	complex; input	-	1
8564	NDUFAF4	NDUFS1	complex; input	-	1
8565	NDUFAF4	NDUFS2	complex; input	-	1
8566	NDUFAF4	NDUFS3	complex; input	-	1
8567	NDUFAF4	NDUFS4	complex; input	-	1
8568	NDUFAF4	NDUFS5	complex; input	-	1
8569	NDUFAF4	NDUFS6	complex; input	-	1
8570	NDUFAF4	NDUFS7	complex; input	-	1
8571	NDUFAF4	NDUFS8	complex; input	-	1
8572	NDUFAF4	NDUFV1	complex; input	-	1
8573	NDUFAF4	NDUFV2	complex; input	-	1
8574	NDUFAF4	NDUFV3	complex; input	-	1
8575	NDUFAF4	TIMMDC1	complex; input	-	1
8576	NDUFAF4	TMEM126B	complex; input	-	1
8577	NDUFB4	PRDX6	predicted	-	0.65
8578	NECAP1	VAMP8	complex; input	-	1
8579	NECTIN1	SRC	PPrel: indirect effect	-	1
8580	NECTIN2	SRC	PPrel: indirect effect	-	1
8581	NECTIN3	SRC	PPrel: indirect effect; activate	->	1
8582	NECTIN4	SRC	PPrel: indirect effect	-	1
8583	NEDD9	SRC	predicted	-	0.97
8584	NEDD9	STAT3	predicted	-	0.97
8585	NEFL	SRC	catalyzed by	<-	1
8586	NEK4	STK24	predicted	-	0.92
8587	NELFA	NELFB	complex; input	-	1
8588	NELFA	NELFCD	complex; input; predicted	-	1
8589	NELFA	NELFE	complex; input	-	1
8590	NELFA	PAF1	complex; input	-	1
8591	NELFA	POLR2A	complex; input	-	1
8592	NELFA	POLR2B	complex; input	-	1
8593	NELFA	POLR2C	complex; input	-	1
8594	NELFA	POLR2D	complex; input	-	1
8595	NELFA	POLR2E	complex; input	-	1
8596	NELFA	POLR2F	complex; input	-	1
8597	NELFA	POLR2G	complex; input	-	1
8598	NELFA	POLR2H	complex; input	-	1
8599	NELFA	POLR2I	complex; input	-	1
8600	NELFA	POLR2J	complex; input	-	1
8601	NELFA	POLR2K	complex; input	-	1
8602	NELFA	POLR2L	complex; input	-	1
8603	NELFA	RTF1	complex; input	-	1
8604	NELFA	SSRP1	complex; input	-	1
8605	NELFA	SUPT16H	complex; input	-	1
8606	NELFA	SUPT4H1	complex; input	-	1
8607	NELFA	SUPT5H	complex; input	-	1
8608	NELFA	SUPT6H	complex; input	-	1
8609	NELFA	TCEA1	complex; input	-	1
8610	NELFA	WDR61	complex; input	-	1
8611	NF1	PIK3C3	complex; input	-	1
