	Gene1	Gene2	Annotation	Direction	Score	edge
214092	NUP188	SRSF4	activate; input	->	1	NUP188_SRSF4
214094	NUP188	SRSF6	activate; input	->	1	NUP188_SRSF6
214148	NUP205	SARNP	activate; input	->	1	NUP205_SARNP
214168	NUP205	SRSF4	activate; input	->	1	NUP205_SRSF4
214170	NUP205	SRSF6	activate; input	->	1	NUP205_SRSF6
214225	NUP210	SARNP	activate; input	->	1	NUP210_SARNP
214245	NUP210	SRSF4	activate; input	->	1	NUP210_SRSF4
214247	NUP210	SRSF6	activate; input	->	1	NUP210_SRSF6
214300	NUP214	SARNP	activate; input	->	1	NUP214_SARNP
214329	NUP214	SRSF4	activate; input	->	1	NUP214_SRSF4
214331	NUP214	SRSF6	activate; input	->	1	NUP214_SRSF6
214385	NUP35	SARNP	activate; input	->	1	NUP35_SARNP
214405	NUP35	SRSF4	activate; input	->	1	NUP35_SRSF4
214407	NUP35	SRSF6	activate; input	->	1	NUP35_SRSF6
214466	NUP37	SARNP	activate; input	->	1	NUP37_SARNP
214495	NUP37	SRSF4	activate; input	->	1	NUP37_SRSF4
214497	NUP37	SRSF6	activate; input	->	1	NUP37_SRSF6
214555	NUP42	SARNP	activate; input	->	1	NUP42_SARNP
214575	NUP42	SRSF4	activate; input	->	1	NUP42_SRSF4
214577	NUP42	SRSF6	activate; input	->	1	NUP42_SRSF6
214634	NUP43	SARNP	activate; input	->	1	NUP43_SARNP
214663	NUP43	SRSF4	activate; input	->	1	NUP43_SRSF4
214665	NUP43	SRSF6	activate; input	->	1	NUP43_SRSF6
214722	NUP50	SARNP	activate; input	->	1	NUP50_SARNP
214743	NUP50	SRSF4	activate; input	->	1	NUP50_SRSF4
214745	NUP50	SRSF6	activate; input	->	1	NUP50_SRSF6
214793	NUP54	SARNP	activate; input	->	1	NUP54_SARNP
214813	NUP54	SRSF4	activate; input	->	1	NUP54_SRSF4
214815	NUP54	SRSF6	activate; input	->	1	NUP54_SRSF6
214860	NUP58	SARNP	activate; input	->	1	NUP58_SARNP
214880	NUP58	SRSF4	activate; input	->	1	NUP58_SRSF4
214882	NUP58	SRSF6	activate; input	->	1	NUP58_SRSF6
214930	NUP62	SARNP	activate; input	->	1	NUP62_SARNP
214950	NUP62	SRSF4	activate; input	->	1	NUP62_SRSF4
214952	NUP62	SRSF6	activate; input	->	1	NUP62_SRSF6
215007	NUP85	SARNP	activate; input	->	1	NUP85_SARNP
215036	NUP85	SRSF4	activate; input	->	1	NUP85_SRSF4
215038	NUP85	SRSF6	activate; input	->	1	NUP85_SRSF6
215087	NUP88	SARNP	activate; input	->	1	NUP88_SARNP
215107	NUP88	SRSF4	activate; input	->	1	NUP88_SRSF4
215109	NUP88	SRSF6	activate; input	->	1	NUP88_SRSF6
215152	NUP93	SARNP	activate; input	->	1	NUP93_SARNP
215174	NUP93	SRSF4	activate; input	->	1	NUP93_SRSF4
215176	NUP93	SRSF6	activate; input	->	1	NUP93_SRSF6
215228	NUP98	SARNP	activate; input	->	1	NUP98_SARNP
215257	NUP98	SRSF4	activate; input	->	1	NUP98_SRSF4
215259	NUP98	SRSF6	activate; input	->	1	NUP98_SRSF6
215319	NXF1	SARNP	catalyzed by; complex; input	<-	1	NXF1_SARNP
215329	NXF1	SRSF4	catalyzed by; complex; input	<-	1	NXF1_SRSF4
215331	NXF1	SRSF6	catalyzed by; complex; input	<-	1	NXF1_SRSF6
215363	NXF2	SARNP	catalyzed by; complex; input	<-	1	NXF2_SARNP
215372	NXF2	SRSF4	catalyzed by; complex; input	<-	1	NXF2_SRSF4
215374	NXF2	SRSF6	catalyzed by; complex; input	<-	1	NXF2_SRSF6
215414	NXT1	SARNP	catalyzed by; complex; input	<-	1	NXT1_SARNP
215423	NXT1	SRSF4	catalyzed by; complex; input	<-	1	NXT1_SRSF4
215425	NXT1	SRSF6	catalyzed by; complex; input	<-	1	NXT1_SRSF6
215718	OCRL	SH3KBP1	complex; input	-	1	OCRL_SH3KBP1
215744	ODAM	TOLLIP	predicted	-	0.64	ODAM_TOLLIP
215920	OLFM4	SDF2L1	predicted	-	0.64	OLFM4_SDF2L1
216011	OPRM1	SP3	expression regulated by	<-	1	OPRM1_SP3
216014	OPTN	PADI4	predicted	-	0.54	OPTN_PADI4
216031	OPTN	TBK1	PPrel: activated by, phosphorylation; predicted	<-	1	OPTN_TBK1
218564	OSBPL8	SP3	predicted	-	0.59	OSBPL8_SP3
218614	OTOF	STX5	catalyze; catalyzed by; input	<->	1	OTOF_STX5
218712	P4HA2	P4HB	catalyze; complex	->	1	P4HA2_P4HB
218713	P4HA3	P4HB	catalyze; complex	->	1	P4HA3_P4HB
218714	P4HB	PDIA2	predicted	-	0.98	P4HB_PDIA2
218715	P4HB	PDIA3	predicted	-	1	P4HB_PDIA3
218716	P4HB	PDIA4	predicted	-	0.98	P4HB_PDIA4
218717	P4HB	PDIA6	predicted	-	0.92	P4HB_PDIA6
218718	P4HB	PFDN2	predicted	-	0.64	P4HB_PFDN2
218719	P4HB	PGD	predicted	-	0.98	P4HB_PGD
218721	P4HB	PRDX4	predicted	-	0.98	P4HB_PRDX4
218722	P4HB	PRNP	predicted	-	0.77	P4HB_PRNP
218723	P4HB	PTN	predicted	-	0.64	P4HB_PTN
218724	P4HB	SHH	complex; input	-	1	P4HB_SHH
218726	P4HB	TMED9	predicted	-	0.58	P4HB_TMED9
218727	P4HB	TXN	predicted	-	0.92	P4HB_TXN
218728	P4HB	TXNL1	predicted	-	0.98	P4HB_TXNL1
218729	P4HB	UBQLN1	predicted	-	0.64	P4HB_UBQLN1
218730	P4HB	UQCRC2	predicted	-	0.58	P4HB_UQCRC2
218769	PABPC1	RPL18	complex; input	-	1	PABPC1_RPL18
218772	PABPC1	RPL21	complex; input	-	1	PABPC1_RPL21
218812	PABPC1	RPS15A	complex; input	-	1	PABPC1_RPS15A
218837	PABPC1	RPSA	complex; input	-	1	PABPC1_RPSA
218884	PABPC4	RPL18	predicted	-	0.64	PABPC4_RPL18
218930	PABPN1	PRPF4	input	-	1	PABPN1_PRPF4
218943	PABPN1	SARNP	complex; input	-	1	PABPN1_SARNP
218956	PABPN1	SMNDC1	complex; input	-	1	PABPN1_SMNDC1
218959	PABPN1	SNRNP40	complex; input	-	1	PABPN1_SNRNP40
218974	PABPN1	SNW1	complex; input	-	1	PABPN1_SNW1
218982	PABPN1	SRSF4	complex; input	-	1	PABPN1_SRSF4
218984	PABPN1	SRSF6	complex; input	-	1	PABPN1_SRSF6
218988	PABPN1	SYF2	complex; input	-	1	PABPN1_SYF2
219046	PACSIN2	SH3KBP1	complex; input	-	1	PACSIN2_SH3KBP1
219081	PADI3	PADI4	predicted	-	0.98	PADI3_PADI4
219102	PAF1	RTF1	complex	-	1	PAF1_RTF1
219308	PAK1	SH3KBP1	predicted	-	0.64	PAK1_SH3KBP1
219477	PAK5	S100A9	predicted	-	0.64	PAK5_S100A9
219563	PAPOLA	PRPF4	input	-	1	PAPOLA_PRPF4
219576	PAPOLA	SARNP	catalyze; complex; input	->	1	PAPOLA_SARNP
219588	PAPOLA	SMNDC1	complex; input	-	1	PAPOLA_SMNDC1
219591	PAPOLA	SNRNP40	complex; input	-	1	PAPOLA_SNRNP40
219606	PAPOLA	SNW1	complex; input	-	1	PAPOLA_SNW1
219607	PAPOLA	SP3	predicted	-	0.59	PAPOLA_SP3
219616	PAPOLA	SRSF4	catalyze; complex; input	->	1	PAPOLA_SRSF4
219618	PAPOLA	SRSF6	catalyze; complex; input	->	1	PAPOLA_SRSF6
219625	PAPOLA	SYF2	complex; input	-	1	PAPOLA_SYF2
219662	PARD3	PDK1	PPrel: activated, indirect effect	<-	1	PARD3_PDK1
219714	PARD6A	PDK1	PPrel: activated, indirect effect	<-	1	PARD6A_PDK1
219743	PARD6B	PDK1	PPrel: activated, indirect effect	<-	1	PARD6B_PDK1
219755	PARD6G	PDK1	PPrel: activated, indirect effect	<-	1	PARD6G_PDK1
219806	PARL	YME1L1	complex	-	1	PARL_YME1L1
220070	PAXBP1	SNW1	predicted	-	0.56	PAXBP1_SNW1
220214	PBXIP1	TBK1	predicted	-	0.77	PBXIP1_TBK1
220246	PCBP1	PRPF4	complex; input	-	1	PCBP1_PRPF4
220270	PCBP1	SMNDC1	complex; input	-	1	PCBP1_SMNDC1
220273	PCBP1	SNRNP40	complex; input	-	1	PCBP1_SNRNP40
220288	PCBP1	SNW1	complex; input	-	1	PCBP1_SNW1
220297	PCBP1	SRSF4	complex; input	-	1	PCBP1_SRSF4
220299	PCBP1	SRSF6	complex; input	-	1	PCBP1_SRSF6
220303	PCBP1	SYF2	complex; input	-	1	PCBP1_SYF2
220347	PCBP2	PRPF4	complex; input	-	1	PCBP2_PRPF4
220373	PCBP2	SMNDC1	complex; input	-	1	PCBP2_SMNDC1
220376	PCBP2	SNRNP40	complex; input	-	1	PCBP2_SNRNP40
220391	PCBP2	SNW1	complex; input	-	1	PCBP2_SNW1
220400	PCBP2	SRSF4	complex; input	-	1	PCBP2_SRSF4
220402	PCBP2	SRSF6	complex; input	-	1	PCBP2_SRSF6
220406	PCBP2	SYF2	complex; input	-	1	PCBP2_SYF2
221653	PCF11	PRPF4	input	-	1	PCF11_PRPF4
221668	PCF11	SARNP	catalyze; complex; input	->	1	PCF11_SARNP
221680	PCF11	SMNDC1	complex; input	-	1	PCF11_SMNDC1
221688	PCF11	SNRNP40	complex; input	-	1	PCF11_SNRNP40
221703	PCF11	SNW1	complex; input	-	1	PCF11_SNW1
221712	PCF11	SRSF4	catalyze; complex; input	->	1	PCF11_SRSF4
221714	PCF11	SRSF6	catalyze; complex; input	->	1	PCF11_SRSF6
221719	PCF11	SYF2	complex; input	-	1	PCF11_SYF2
222090	PDAP1	PDGFRB	predicted	-	0.64	PDAP1_PDGFRB
222115	PDCD11	RPL18	predicted	-	0.73	PDCD11_RPL18
222120	PDCD11	RPS15A	activated by	<-	1	PDCD11_RPS15A
222168	PDCD4	SP3	predicted	-	0.65	PDCD4_SP3
222170	PDCD4	TLR2	GErel: expression, indirect effect	<-	1	PDCD4_TLR2
222173	PDCD4	YME1L1	predicted	-	0.65	PDCD4_YME1L1
222179	PDCD6	RAB1B	predicted	-	0.64	PDCD6_RAB1B
222184	PDCD6	TIMM22	predicted	-	0.77	PDCD6_TIMM22
222193	PDCD6IP	SDCBP	predicted	-	0.64	PDCD6IP_SDCBP
222194	PDCD6IP	SH3KBP1	predicted	-	0.64	PDCD6IP_SH3KBP1
222231	PDCD7	SMNDC1	predicted	-	0.64	PDCD7_SMNDC1
222235	PDCD7	SNRNP40	complex; input	-	1	PDCD7_SNRNP40
222248	PDCD7	SRSF6	complex; input	-	1	PDCD7_SRSF6
222369	PDGFB	SP3	expression regulated by	<-	1	PDGFB_SP3
222437	PDGFRA	SH3KBP1	PPrel: binding/association	-	1	PDGFRA_SH3KBP1
222551	PDHA1	PDK1	PPrel: inhibited by; PPrel: inhibited by, phosphorylated by; catalyzed by	-	1	PDHA1_PDK1
222552	PDHA1	PDK2	catalyzed by; inhibited by	-	1	PDHA1_PDK2
222565	PDHA2	PDK1	PPrel: inhibited by; PPrel: inhibited by, phosphorylated by; catalyzed by	-	1	PDHA2_PDK1
222566	PDHA2	PDK2	catalyzed by; inhibited by	-	1	PDHA2_PDK2
222576	PDHB	PDK1	PPrel: inhibited by; PPrel: inhibited by, phosphorylated by; catalyzed by	-	1	PDHB_PDK1
222577	PDHB	PDK2	catalyzed by; inhibited by	-	1	PDHB_PDK2
222586	PDHX	PDK1	catalyzed by	<-	1	PDHX_PDK1
222587	PDHX	PDK2	catalyzed by; inhibited by	-	1	PDHX_PDK2
222618	PDK1	PDK2	inhibited by	|-	1	PDK1_PDK2
222619	PDK1	PDK3	predicted	-	0.96	PDK1_PDK3
222620	PDK1	PDK4	predicted	-	0.96	PDK1_PDK4
222621	PDK1	PIK3CA	PPrel: activated, indirect effect	<-	1	PDK1_PIK3CA
222622	PDK1	PIK3CA VARIANT PROTEIN	PPrel: activated, indirect effect	<-	1	PDK1_PIK3CA VARIANT PROTEIN
222623	PDK1	PIK3CB	PPrel: activated, indirect effect	<-	1	PDK1_PIK3CB
222624	PDK1	PIK3CD	PPrel: activated, indirect effect	<-	1	PDK1_PIK3CD
222625	PDK1	PIK3R1	PPrel: activated, indirect effect	<-	1	PDK1_PIK3R1
222626	PDK1	PIK3R2	PPrel: activated, indirect effect	<-	1	PDK1_PIK3R2
222627	PDK1	PIK3R3	PPrel: activated, indirect effect	<-	1	PDK1_PIK3R3
222628	PDK1	PKN2	predicted	-	0.64	PDK1_PKN2
222629	PDK1	PPARD	activated by	<-	1	PDK1_PPARD
222630	PDK1	PRKCZ	PPrel: activation, indirect effect	->	1	PDK1_PRKCZ
222631	PDK1	RPS6KB1	predicted	-	0.64	PDK1_RPS6KB1
222632	PDK1	RXRA	activated by	<-	1	PDK1_RXRA
222633	PDK1	SGK3	predicted	-	0.64	PDK1_SGK3
222635	PDK1	YWHAQ	predicted	-	0.73	PDK1_YWHAQ
222636	PDK2	PDK3	inhibit	-|	1	PDK2_PDK3
222637	PDK2	PDK4	inhibit	-|	1	PDK2_PDK4
222638	PDK2	PIK3R2	predicted	-	0.54	PDK2_PIK3R2
222639	PDK2	PPARD	activated by; inhibite	<-|	1	PDK2_PPARD
222640	PDK2	PRKCA	activate	->	1	PDK2_PRKCA
222641	PDK2	PRKCB	activate	->	1	PDK2_PRKCB
222642	PDK2	RPS6KB1	activate	->	1	PDK2_RPS6KB1
222643	PDK2	RXRA	activated by; inhibite	<-|	1	PDK2_RXRA
222644	PDK2	SGK1	predicted	-	0.64	PDK2_SGK1
222645	PDK2	USF1	expression regulated by	<-	1	PDK2_USF1
222662	PDLIM4	SDCBP	predicted	-	0.98	PDLIM4_SDCBP
222682	PDPK1	PKN1	PPrel: activation, phosphorylation; complex; input	->	1	PDPK1_PKN1
222949	PELP1	SENP3	complex	-	1	PELP1_SENP3
223013	PES1	SENP3	activate; complex; input	->	1	PES1_SENP3
223361	PFKP	SP3	expression regulated by	<-	1	PFKP_SP3
223375	PFN1	WASF2	predicted	-	0.54	PFN1_WASF2
223387	PFN2	WASF2	predicted	-	0.54	PFN2_WASF2
223391	PFN3	WASF2	predicted	-	0.54	PFN3_WASF2
223446	PGK1	TAGLN2	predicted	-	0.64	PGK1_TAGLN2
223479	PGR	SNW1	predicted	-	0.64	PGR_SNW1
223493	PGR	UBR5	predicted	-	0.64	PGR_UBR5
223575	PHB2	SLC25A5	predicted	-	0.58	PHB2_SLC25A5
223668	PHF21A	SP3	predicted	-	0.64	PHF21A_SP3
223671	PHF3	SENP6	predicted	-	0.59	PHF3_SENP6
223672	PHF3	STAG2	predicted	-	0.59	PHF3_STAG2
223673	PHF3	ZNF638	predicted	-	0.59	PHF3_ZNF638
223697	PHF5A	PRPF4	complex; input	-	1	PHF5A_PRPF4
223722	PHF5A	SMNDC1	complex	-	1	PHF5A_SMNDC1
223725	PHF5A	SNRNP40	complex; input	-	1	PHF5A_SNRNP40
223740	PHF5A	SNW1	complex; input	-	1	PHF5A_SNW1
223748	PHF5A	SRSF4	complex; input	-	1	PHF5A_SRSF4
223750	PHF5A	SRSF6	complex; input	-	1	PHF5A_SRSF6
223754	PHF5A	SYF2	complex; input	-	1	PHF5A_SYF2
224027	PIAS1	PIAS2	reaction	-	1	PIAS1_PIAS2
224028	PIAS1	PIAS4	predicted	-	0.64	PIAS1_PIAS4
224029	PIAS1	PPARG	catalyze; predicted	->	1	PIAS1_PPARG
224030	PIAS1	PRDM1	predicted	-	0.64	PIAS1_PRDM1
224031	PIAS1	PRMT6	predicted	-	0.64	PIAS1_PRMT6
224032	PIAS1	PTK2	predicted	-	0.64	PIAS1_PTK2
224033	PIAS1	PTPN2	input	-	1	PIAS1_PTPN2
224034	PIAS1	PYHIN1	predicted	-	0.54	PIAS1_PYHIN1
224035	PIAS1	RACK1	predicted	-	0.54	PIAS1_RACK1
224036	PIAS1	RELA	predicted	-	0.54	PIAS1_RELA
224037	PIAS1	RNF19A	predicted	-	0.54	PIAS1_RNF19A
224038	PIAS1	SAFB	catalyze	->	1	PIAS1_SAFB
224039	PIAS1	SAP18	predicted	-	0.54	PIAS1_SAP18
224041	PIAS1	SATB2	catalyze	->	1	PIAS1_SATB2
224042	PIAS1	SETX	predicted	-	0.64	PIAS1_SETX
224043	PIAS1	SKIL	predicted	-	0.64	PIAS1_SKIL
224044	PIAS1	SMAD4	predicted	-	0.64	PIAS1_SMAD4
224045	PIAS1	SMAD7	predicted	-	0.64	PIAS1_SMAD7
224046	PIAS1	SMARCA4	predicted	-	0.54	PIAS1_SMARCA4
224047	PIAS1	SNIP1	predicted	-	0.64	PIAS1_SNIP1
224048	PIAS1	SP3	catalyze	->	1	PIAS1_SP3
224049	PIAS1	SPOP	predicted	-	0.64	PIAS1_SPOP
224050	PIAS1	SREBF2	predicted	-	0.64	PIAS1_SREBF2
224051	PIAS1	STAT1	PPrel: inhibition; complex; input; predicted	-|	1	PIAS1_STAT1
224052	PIAS1	STAT2	PPrel: inhibition; predicted	-|	1	PIAS1_STAT2
224054	PIAS1	STAT4	PPrel: inhibition; predicted	-|	1	PIAS1_STAT4
224055	PIAS1	STAT5A	PPrel: inhibition; predicted	-|	1	PIAS1_STAT5A
224057	PIAS1	STAT6	PPrel: inhibition; predicted	-|	1	PIAS1_STAT6
224058	PIAS1	SUFU	complex; input	-	1	PIAS1_SUFU
224059	PIAS1	SUMO1	activate; catalyze; complex; input; predicted	->	1	PIAS1_SUMO1
224060	PIAS1	SUMO1P1	predicted	-	0.99	PIAS1_SUMO1P1
224062	PIAS1	SUMO3	catalyze	->	1	PIAS1_SUMO3
224063	PIAS1	TBP	predicted	-	0.99	PIAS1_TBP
224064	PIAS1	TERF2	predicted	-	0.64	PIAS1_TERF2
224065	PIAS1	TFAP2A	predicted	-	0.64	PIAS1_TFAP2A
224066	PIAS1	THRB	catalyze	->	1	PIAS1_THRB
224067	PIAS1	TP53	predicted	-	0.99	PIAS1_TP53
224068	PIAS1	TP63	predicted	-	0.54	PIAS1_TP63
224069	PIAS1	TP73	predicted	-	0.77	PIAS1_TP73
224070	PIAS1	TRIM32	predicted	-	0.54	PIAS1_TRIM32
224071	PIAS1	UBE2I	catalyze; predicted	->	1	PIAS1_UBE2I
224072	PIAS1	XBP1	predicted	-	0.54	PIAS1_XBP1
224073	PIAS1	XRCC4	catalyze	->	1	PIAS1_XRCC4
224074	PIAS1	YWHAZ	predicted	-	0.64	PIAS1_YWHAZ
224075	PIAS1	ZNF219	predicted	-	0.54	PIAS1_ZNF219
224076	PIAS1	ZNF76	predicted	-	0.64	PIAS1_ZNF76
224236	PICK1	PKN1	predicted	-	0.64	PICK1_PKN1
224246	PICK1	TBK1	predicted	-	0.54	PICK1_TBK1
224286	PIGR	USF2	expression regulated by	<-	1	PIGR_USF2
224336	PIK3C2A	SH3KBP1	complex; input	-	1	PIK3C2A_SH3KBP1
224951	PIK3CG	SIRPA	predicted	-	0.54	PIK3CG_SIRPA
225055	PIK3R1	TLR2	predicted	-	0.64	PIK3R1_TLR2
225108	PIK3R1	WASF2	predicted	-	0.54	PIK3R1_WASF2
225412	PIN1	RUNX2	predicted	-	0.64	PIN1_RUNX2
225653	PIR	WASF2	complex	-	1	PIR_WASF2
225776	PKLR	USF2	expression regulated by	<-	1	PKLR_USF2
225792	PKN1	PPP1CA	complex; input	-	1	PKN1_PPP1CA
225793	PKN1	PPP1R14A	activate; catalyze	->	1	PKN1_PPP1R14A
225794	PKN1	PRKAG1	complex; reaction	-	1	PKN1_PRKAG1
225795	PKN1	PRKAR2B	complex; input	-	1	PKN1_PRKAR2B
225796	PKN1	PRKCB	predicted	-	0.64	PKN1_PRKCB
225797	PKN1	PRKCE	complex; input	-	1	PKN1_PRKCE
225798	PKN1	RELA	PPrel: inhibition, indirect effect	-|	1	PKN1_RELA
225799	PKN1	RHOA	PPrel: activated by; activated by; complex; input; reaction	<-	1	PKN1_RHOA
225800	PKN1	RHOB	complex; input	-	1	PKN1_RHOB
225801	PKN1	RHOC	complex; input	-	1	PKN1_RHOC
225802	PKN1	SMYD3	predicted	-	0.64	PKN1_SMYD3
225803	PKN1	SPI1	expression regulated by	<-	1	PKN1_SPI1
225804	PKN1	SSX2IP	predicted	-	0.64	PKN1_SSX2IP
225805	PKN1	TRAF2	predicted	-	0.64	PKN1_TRAF2
225806	PKN1	TRIM27	predicted	-	0.64	PKN1_TRIM27
225807	PKN1	YWHAE	complex	-	1	PKN1_YWHAE
225808	PKN1	ZFAND6	predicted	-	0.77	PKN1_ZFAND6
226303	PLCG2	SH3KBP1	catalyze; catalyzed by; complex; input	<->	1	PLCG2_SH3KBP1
226375	PLD1	RALA	PPrel: activated by; activated by; catalyzed by	<-	1	PLD1_RALA
226376	PLD1	RALB	PPrel: activated by; catalyzed by	<-	1	PLD1_RALB
226394	PLD2	RALA	PPrel: activated by; activated by; catalyzed by	<-	1	PLD2_RALA
226395	PLD2	RALB	PPrel: activated by; catalyzed by	<-	1	PLD2_RALB
226656	PLK1	TBK1	predicted	-	0.98	PLK1_TBK1
226803	PLRG1	PRPF4	complex; input	-	1	PLRG1_PRPF4
226827	PLRG1	SMNDC1	complex; input	-	1	PLRG1_SMNDC1
226830	PLRG1	SNRNP40	complex; input	-	1	PLRG1_SNRNP40
226845	PLRG1	SNW1	complex; input; predicted	-	1	PLRG1_SNW1
226853	PLRG1	SRSF4	complex; input	-	1	PLRG1_SRSF4
226855	PLRG1	SRSF6	complex; input	-	1	PLRG1_SRSF6
226859	PLRG1	SYF2	complex; input	-	1	PLRG1_SYF2
226879	PLS1	PLS3	predicted	-	0.98	PLS1_PLS3
226881	PLS3	PPA1	predicted	-	0.73	PLS3_PPA1
226882	PLS3	RDX	predicted	-	0.78	PLS3_RDX
227104	PMF1	USF2	expression regulated by	<-	1	PMF1_USF2
227231	PNN	SRSF4	predicted	-	0.78	PNN_SRSF4
227250	PNO1	RPS15A	complex	-	1	PNO1_RPS15A
227275	PNO1	RPSA	complex	-	1	PNO1_RPSA
227301	PNRC2	RPL18	input	-	1	PNRC2_RPL18
227304	PNRC2	RPL21	input	-	1	PNRC2_RPL21
227344	PNRC2	RPS15A	input	-	1	PNRC2_RPS15A
227369	PNRC2	RPSA	input	-	1	PNRC2_RPSA
227394	POGZ	TCIRG1	predicted	-	0.64	POGZ_TCIRG1
227642	POLDIP3	SARNP	complex; input	-	1	POLDIP3_SARNP
227651	POLDIP3	SRSF4	complex; input	-	1	POLDIP3_SRSF4
227653	POLDIP3	SRSF6	complex; input	-	1	POLDIP3_SRSF6
227820	POLR1A	POLR1C	complex; input	-	1	POLR1A_POLR1C
227842	POLR1B	POLR1C	complex; input; predicted	-	1	POLR1B_POLR1C
227872	POLR1C	POLR1E	complex; input	-	1	POLR1C_POLR1E
227873	POLR1C	POLR2B	predicted	-	0.98	POLR1C_POLR2B
227874	POLR1C	POLR2D	predicted	-	0.66	POLR1C_POLR2D
227875	POLR1C	POLR2E	complex; input	-	1	POLR1C_POLR2E
227876	POLR1C	POLR2F	complex; input	-	1	POLR1C_POLR2F
227877	POLR1C	POLR2H	complex; input	-	1	POLR1C_POLR2H
227878	POLR1C	POLR2J	predicted	-	1	POLR1C_POLR2J
227879	POLR1C	POLR2J2	predicted	-	0.98	POLR1C_POLR2J2
227880	POLR1C	POLR2J3	predicted	-	1	POLR1C_POLR2J3
227881	POLR1C	POLR2K	complex; input	-	1	POLR1C_POLR2K
227882	POLR1C	POLR2L	complex; input	-	1	POLR1C_POLR2L
227883	POLR1C	POLR3A	complex	-	1	POLR1C_POLR3A
227884	POLR1C	POLR3B	complex; predicted	-	1	POLR1C_POLR3B
227886	POLR1C	POLR3D	complex	-	1	POLR1C_POLR3D
227887	POLR1C	POLR3E	complex	-	1	POLR1C_POLR3E
227888	POLR1C	POLR3F	complex	-	1	POLR1C_POLR3F
227889	POLR1C	POLR3G	complex	-	1	POLR1C_POLR3G
227890	POLR1C	POLR3GL	complex	-	1	POLR1C_POLR3GL
227891	POLR1C	POLR3H	complex	-	1	POLR1C_POLR3H
227892	POLR1C	POLR3K	complex	-	1	POLR1C_POLR3K
227893	POLR1C	POU2F1	complex; input	-	1	POLR1C_POU2F1
227894	POLR1C	RRN3	complex; input	-	1	POLR1C_RRN3
227895	POLR1C	SF3B1	complex; input	-	1	POLR1C_SF3B1
227896	POLR1C	SMARCA5	complex; input	-	1	POLR1C_SMARCA5
227897	POLR1C	SNAPC1	complex; input	-	1	POLR1C_SNAPC1
227898	POLR1C	SNAPC2	complex; input	-	1	POLR1C_SNAPC2
227899	POLR1C	SNAPC3	complex; input	-	1	POLR1C_SNAPC3
227900	POLR1C	SNAPC4	complex; input	-	1	POLR1C_SNAPC4
227901	POLR1C	SNAPC5	complex; input	-	1	POLR1C_SNAPC5
227902	POLR1C	SSB	activated by	<-	1	POLR1C_SSB
227903	POLR1C	TAF1A	complex; input	-	1	POLR1C_TAF1A
227904	POLR1C	TAF1B	complex; input	-	1	POLR1C_TAF1B
227905	POLR1C	TAF1C	complex; input	-	1	POLR1C_TAF1C
227906	POLR1C	TAF1D	complex; input	-	1	POLR1C_TAF1D
227907	POLR1C	TBP	complex; input	-	1	POLR1C_TBP
227908	POLR1C	TTF1	complex; input	-	1	POLR1C_TTF1
227909	POLR1C	TWISTNB	complex; input	-	1	POLR1C_TWISTNB
227910	POLR1C	UBTF	complex; input	-	1	POLR1C_UBTF
227911	POLR1C	ZNF143	complex; input	-	1	POLR1C_ZNF143
227912	POLR1C	ZNRD1	complex; input	-	1	POLR1C_ZNRD1
228005	POLR2A	PRPF4	complex; input	-	1	POLR2A_PRPF4
228029	POLR2A	RNGTT	complex; input	-	1	POLR2A_RNGTT
228041	POLR2A	RTF1	complex; input	-	1	POLR2A_RTF1
228058	POLR2A	SMNDC1	complex; input	-	1	POLR2A_SMNDC1
228068	POLR2A	SNRNP40	complex; input	-	1	POLR2A_SNRNP40
228084	POLR2A	SNW1	complex; input	-	1	POLR2A_SNW1
228094	POLR2A	SRSF4	complex; input	-	1	POLR2A_SRSF4
228096	POLR2A	SRSF6	complex; input	-	1	POLR2A_SRSF6
228107	POLR2A	SYF2	complex; input	-	1	POLR2A_SYF2
228188	POLR2B	PRPF4	complex; input	-	1	POLR2B_PRPF4
228212	POLR2B	RNGTT	complex; input	-	1	POLR2B_RNGTT
228228	POLR2B	RTF1	complex; input	-	1	POLR2B_RTF1
228242	POLR2B	SMNDC1	complex; input	-	1	POLR2B_SMNDC1
228252	POLR2B	SNRNP40	complex; input	-	1	POLR2B_SNRNP40
228268	POLR2B	SNW1	complex; input	-	1	POLR2B_SNW1
228278	POLR2B	SRSF4	complex; input	-	1	POLR2B_SRSF4
228280	POLR2B	SRSF6	complex; input	-	1	POLR2B_SRSF6
228292	POLR2B	SYF2	complex; input	-	1	POLR2B_SYF2
228373	POLR2C	PRPF4	complex; input	-	1	POLR2C_PRPF4
228397	POLR2C	RNGTT	complex; input	-	1	POLR2C_RNGTT
228411	POLR2C	RTF1	complex; input	-	1	POLR2C_RTF1
228425	POLR2C	SMNDC1	complex; input	-	1	POLR2C_SMNDC1
228435	POLR2C	SNRNP40	complex; input	-	1	POLR2C_SNRNP40
228451	POLR2C	SNW1	complex; input	-	1	POLR2C_SNW1
228461	POLR2C	SRSF4	complex; input	-	1	POLR2C_SRSF4
228463	POLR2C	SRSF6	complex; input	-	1	POLR2C_SRSF6
228474	POLR2C	SYF2	complex; input	-	1	POLR2C_SYF2
228550	POLR2D	PRPF4	complex; input	-	1	POLR2D_PRPF4
228574	POLR2D	RNGTT	complex; input	-	1	POLR2D_RNGTT
228586	POLR2D	RTF1	complex; input	-	1	POLR2D_RTF1
