	Gene1	Gene2	Annotation	Direction	Score
14291	RAN	SSRP1	predicted	-	0.58
14292	RANBP2	SARNP	activate; input	->	1
14293	RANBP2	SRSF4	activate; input	->	1
14294	RANBP2	SRSF6	activate; input	->	1
14295	RANBP2	UPF3B	activate; catalyze; complex; input	->	1
14296	RARA	RPL23	predicted	-	0.54
14297	RARA	RPS6KA5	predicted	-	0.54
14298	RARA	S100A8	expression regulates	->	1
14299	RARA	S100A9	expression regulates	->	1
14300	RARA	TRIP4	predicted	-	0.64
14301	RARB	S100A8	expression regulates	->	1
14302	RARB	S100A9	expression regulates	->	1
14303	RARG	S100A8	expression regulates	->	1
14304	RARG	S100A9	expression regulates	->	1
14305	RASAL3	RRAS	PPrel: activation	->	1
14306	RASAL3	RRAS2	PPrel: activation	->	1
14307	RASGRF2	RHOG	catalyze	->	1
14308	RB1	RUNX2	complex; inhibited by; input; reaction	|-	1
14309	RBBP7	ZGPAT	predicted	-	0.64
14310	RBL2	RUNX2	predicted	-	0.54
14311	RBM10	SRSF6	predicted	-	0.98
14312	RBM14	RUNX2	complex; input	-	1
14313	RBM14	S100A9	predicted	-	0.64
14314	RBM17	SMNDC1	complex	-	1
14315	RBM17	SNRNP40	complex; input	-	1
14316	RBM17	SRSF4	complex; input	-	1
14317	RBM17	SRSF6	complex; input	-	1
14318	RBM17	UPF3B	complex; input	-	1
14319	RBM19	TRAP1	predicted	-	0.66
14320	RBM22	SMNDC1	complex; input	-	1
14321	RBM22	SNRNP40	complex; input	-	1
14322	RBM22	SRSF4	complex; input	-	1
14323	RBM22	SRSF6	complex; input	-	1
14324	RBM22	UPF3B	complex; input	-	1
14325	RBM28	UTP15	activate	->	1
14326	RBM28	WDR3	activate	->	1
14327	RBM5	SMNDC1	complex; input	-	1
14328	RBM5	SNRNP40	complex; input	-	1
14329	RBM5	SRSF4	complex; input	-	1
14330	RBM5	SRSF6	complex; input	-	1
14331	RBM5	UPF3B	complex; input	-	1
14332	RBM8A	RPL23	complex; input	-	1
14333	RBM8A	SARNP	complex; input	-	1
14334	RBM8A	SMNDC1	complex; input	-	1
14335	RBM8A	SNRNP40	complex; input	-	1
14336	RBM8A	SRSF4	complex; input	-	1
14337	RBM8A	SRSF6	complex; input	-	1
14338	RBM8A	UPF3B	complex; input	-	1
14339	RBMX	SMNDC1	complex; input	-	1
14340	RBMX	SNRNP40	complex; input	-	1
14341	RBMX	SRSF4	complex; input	-	1
14342	RBMX	SRSF6	complex; input	-	1
14343	RBMX	UPF3B	complex; input	-	1
14344	RBPJ	RUNX3	GErel: expression; complex; input	->	1
14345	RBPJL	RUNX3	GErel: expression	->	1
14346	RBX1	RUNX2	complex; input	-	1
14347	RCAN1	TOLLIP	predicted	-	0.64
14348	RCL1	UTP15	activated by; complex; input	<-	1
14349	RCL1	WDR3	complex	-	1
14350	RCOR1	REST	complex	-	1
14351	RCOR1	SFMBT1	predicted	-	0.64
14352	RCOR1	SMARCA4	predicted	-	0.64
14353	RCOR1	SMARCC2	predicted	-	0.64
14354	RCOR1	SMARCE1	predicted	-	0.64
14355	RCOR1	SNAI1	predicted	-	0.64
14356	RCOR1	TAL1	predicted	-	0.99
14357	RCOR1	THAP11	predicted	-	0.64
14358	RCOR1	ZNF217	predicted	-	0.64
14359	REEP5	REEP6	predicted	-	0.77
14360	REEP5	SEC62	predicted	-	0.59
14361	REEP5	ZFYVE27	predicted	-	0.77
14362	RELA	RPL23	predicted	-	0.64
14363	RELA	RPS6KA5	catalyzed by	<-	1
14364	RELA	S100A12	activated by	<-	1
14365	RELA	S100A6	expression regulates	->	1
14366	RELA	TRIP4	predicted	-	0.64
14367	REST	TESC	expression regulates	->	1
14368	RGMA	TAB1	activate	->	1
14369	RGMB	TAB1	activate	->	1
14370	RHOA	S100A4	predicted	-	0.64
14371	RHOA	SLC25A5	predicted	-	0.64
14372	RHOG	SMAD4	predicted	-	0.64
14373	RHOG	SOS1	catalyzed by	<-	1
14374	RHOG	SOS2	catalyzed by	<-	1
14375	RHOG	SRGAP1	catalyzed by	<-	1
14376	RHOG	SRGAP2	catalyzed by	<-	1
14377	RHOG	SRGAP3	catalyzed by	<-	1
14378	RHOG	STARD13	catalyzed by	<-	1
14379	RHOG	STARD8	catalyzed by	<-	1
14380	RHOG	SYDE1	catalyzed by	<-	1
14381	RHOG	SYDE2	catalyzed by	<-	1
14382	RHOG	TAGAP	catalyzed by	<-	1
14383	RHOG	TGFBR1	predicted	-	0.98
14384	RHOG	TIAM1	catalyzed by	<-	1
14385	RHOG	TIAM2	catalyzed by	<-	1
14386	RHOG	TNFAIP8	activate	->	1
14387	RHOG	TRAF6	activated by	<-	1
14388	RHOG	TRIO	catalyzed by	<-	1
14389	RHOG	TRIP10	catalyzed by	<-	1
14390	RHOG	TYROBP	predicted	-	0.98
14391	RHOG	VAV1	activated by; catalyzed by; inhibited by	-	1
14392	RHOG	VAV2	activated by; catalyzed by; inhibited by	-	1
14393	RHOG	VAV3	activated by; catalyzed by; inhibited by	-	1
14394	RHOJ	WAS	predicted	-	1
14395	RHOQ	WAS	predicted	-	0.98
14396	RICTOR	TRAP1	predicted	-	0.66
14397	RILP	TUBA4A	PPrel: binding/association	-	1
14398	RIPK1	SLC25A5	PPrel: inhibition, indirect effect	-|	1
14399	RIPK1	TAB1	PPrel: activation; complex; input	->	1
14400	RIPK2	TAB1	PPrel: activation; complex; input	->	1
14401	RNASE6	WAS	predicted	-	0.98
14402	RNF220	UBC	predicted	-	0.54
14403	RNF220	UBE2E1	predicted	-	0.99
14404	RNF220	UBE2E3	predicted	-	0.77
14405	RNPC3	SNRNP40	complex; input	-	1
14406	RNPC3	SRSF6	complex; input	-	1
14407	RNPS1	RPL23	complex; input	-	1
14408	RNPS1	SARNP	complex; input	-	1
14409	RNPS1	SMNDC1	complex; input	-	1
14410	RNPS1	SNRNP40	complex; input	-	1
14411	RNPS1	SRSF4	complex; input	-	1
14412	RNPS1	SRSF6	complex; input	-	1
14413	RNPS1	TUBA4A	predicted	-	0.59
14414	RNPS1	UPF3B	complex; input	-	1
14415	ROCK1	SH3GLB1	predicted	-	0.98
14416	RPA2	SSRP1	predicted	-	0.64
14417	RPA4	SSRP1	predicted	-	0.64
14418	RPF1	RPL7L1	predicted	-	0.66
14419	RPGRIP1L	TUBA4A	complex; input	-	1
14420	RPL10	RPL23	catalyze; catalyzed by; complex; input	<->	1
14421	RPL10	UPF3B	complex; input	-	1
14422	RPL10A	RPL23	catalyze; catalyzed by; complex; input	<->	1
14423	RPL10A	UPF3B	complex; input	-	1
14424	RPL10L	RPL23	predicted	-	0.64
14425	RPL11	RPL23	catalyze; catalyzed by; complex; input	<->	1
14426	RPL11	UPF3B	complex; input	-	1
14427	RPL12	RPL23	catalyze; catalyzed by; complex; input	<->	1
14428	RPL12	UPF3B	complex; input	-	1
14429	RPL13	RPL23	catalyze; catalyzed by; complex; input	<->	1
14430	RPL13	UPF3B	complex; input	-	1
14431	RPL13A	RPL23	catalyze; catalyzed by; complex; input	<->	1
14432	RPL13A	UPF3B	complex; input	-	1
14433	RPL14	RPL23	catalyze; catalyzed by; complex; input	<->	1
14434	RPL14	UPF3B	complex; input	-	1
14435	RPL15	RPL23	catalyze; catalyzed by; complex; input	<->	1
14436	RPL15	SLC25A5	predicted	-	0.58
14437	RPL15	UPF3B	complex; input	-	1
14438	RPL17	RPL23	catalyze; catalyzed by; complex; input	<->	1
14439	RPL17	UPF3B	complex; input	-	1
14440	RPL18	RPL23	catalyze; catalyzed by; complex; input	<->	1
14441	RPL18	UPF3B	complex; input	-	1
14442	RPL18A	RPL23	catalyze; catalyzed by; complex; input	<->	1
14443	RPL18A	SRBD1	predicted	-	0.64
14444	RPL18A	UPF3B	complex; input	-	1
14445	RPL19	RPL23	catalyze; catalyzed by; complex; input	<->	1
14446	RPL19	UPF3B	complex; input	-	1
14447	RPL21	RPL23	catalyze; catalyzed by; complex; input	<->	1
14448	RPL21	UPF3B	complex; input	-	1
14449	RPL22	RPL23	catalyze; catalyzed by; complex; input	<->	1
14450	RPL22	UPF3B	complex; input	-	1
14451	RPL23	RPL23A	catalyze; catalyzed by; complex; input	<->	1
14452	RPL23	RPL24	catalyze; catalyzed by; complex; input	<->	1
14453	RPL23	RPL26	catalyze; catalyzed by; complex; input	<->	1
14454	RPL23	RPL27	catalyze; catalyzed by; complex; input	<->	1
14455	RPL23	RPL27A	catalyze; catalyzed by; complex; input	<->	1
14456	RPL23	RPL28	catalyze; catalyzed by; complex; input	<->	1
14457	RPL23	RPL29	catalyze; catalyzed by; complex; input	<->	1
14458	RPL23	RPL3	catalyze; catalyzed by; complex; input	<->	1
14459	RPL23	RPL30	catalyze; catalyzed by; complex; input	<->	1
14460	RPL23	RPL31	catalyze; catalyzed by; complex; input	<->	1
14461	RPL23	RPL32	catalyze; catalyzed by; complex; input	<->	1
14462	RPL23	RPL34	catalyze; catalyzed by; complex; input	<->	1
14463	RPL23	RPL35	catalyze; catalyzed by; complex; input	<->	1
14464	RPL23	RPL35A	catalyze; catalyzed by; complex; input	<->	1
14465	RPL23	RPL36	catalyze; catalyzed by; complex; input	<->	1
14466	RPL23	RPL36A	catalyze; catalyzed by; complex; input	<->	1
14467	RPL23	RPL37	catalyze; catalyzed by; complex; input	<->	1
14468	RPL23	RPL37A	catalyze; catalyzed by; complex; input	<->	1
14469	RPL23	RPL38	catalyze; catalyzed by; complex; input	<->	1
14470	RPL23	RPL39	catalyze; catalyzed by; complex; input	<->	1
14471	RPL23	RPL3L	predicted	-	0.98
14472	RPL23	RPL4	catalyze; catalyzed by; complex; input	<->	1
14473	RPL23	RPL41	catalyze; catalyzed by; complex; input	<->	1
14474	RPL23	RPL5	catalyze; catalyzed by; complex; input	<->	1
14475	RPL23	RPL6	catalyze; catalyzed by; complex; input	<->	1
14476	RPL23	RPL7	catalyze; catalyzed by; complex; input	<->	1
14477	RPL23	RPL7A	catalyze; catalyzed by; complex; input	<->	1
14478	RPL23	RPL8	catalyze; catalyzed by; complex; input	<->	1
14479	RPL23	RPL9	catalyze; catalyzed by; complex; input	<->	1
14480	RPL23	RPLP0	catalyze; catalyzed by; complex; input	<->	1
14481	RPL23	RPLP1	catalyze; catalyzed by; complex; input	<->	1
14482	RPL23	RPLP2	catalyze; catalyzed by; complex; input	<->	1
14483	RPL23	RPN1	complex; input	-	1
14484	RPL23	RPN2	complex; input	-	1
14485	RPL23	RPS10	catalyze; catalyzed by; complex; input	<->	1
14486	RPL23	RPS11	catalyze; catalyzed by; complex; input	<->	1
14487	RPL23	RPS12	catalyze; catalyzed by; complex; input	<->	1
14488	RPL23	RPS13	catalyze; catalyzed by; complex; input	<->	1
14489	RPL23	RPS14	catalyze; catalyzed by; complex; input	<->	1
14490	RPL23	RPS15	catalyze; catalyzed by; complex; input	<->	1
14491	RPL23	RPS15A	catalyze; catalyzed by; complex; input	<->	1
14492	RPL23	RPS16	catalyze; catalyzed by; complex; input	<->	1
14493	RPL23	RPS17	catalyze; catalyzed by; complex; input	<->	1
14494	RPL23	RPS18	catalyze; catalyzed by; complex; input	<->	1
14495	RPL23	RPS19	catalyze; catalyzed by; complex; input	<->	1
14496	RPL23	RPS2	catalyze; catalyzed by; complex; input	<->	1
14497	RPL23	RPS20	catalyze; catalyzed by; complex; input	<->	1
14498	RPL23	RPS21	catalyze; catalyzed by; complex; input	<->	1
14499	RPL23	RPS23	catalyze; catalyzed by; complex; input	<->	1
14500	RPL23	RPS24	catalyze; catalyzed by; complex; input	<->	1
14501	RPL23	RPS25	catalyze; catalyzed by; complex; input	<->	1
14502	RPL23	RPS26	catalyze; catalyzed by; complex; input	<->	1
14503	RPL23	RPS27	catalyze; catalyzed by; complex; input	<->	1
14504	RPL23	RPS27A	catalyze; catalyzed by; complex; input	<->	1
14505	RPL23	RPS27L	predicted	-	0.64
14506	RPL23	RPS28	catalyze; catalyzed by; complex; input	<->	1
14507	RPL23	RPS29	catalyze; catalyzed by; complex; input	<->	1
14508	RPL23	RPS3	catalyze; catalyzed by; complex; input	<->	1
14509	RPL23	RPS3A	catalyze; catalyzed by; complex; input	<->	1
14510	RPL23	RPS4X	catalyze; catalyzed by; complex; input	<->	1
14511	RPL23	RPS4Y1	catalyze; catalyzed by; complex; input	<->	1
14512	RPL23	RPS5	catalyze; catalyzed by; complex; input	<->	1
14513	RPL23	RPS6	catalyze; catalyzed by; complex; input	<->	1
14514	RPL23	RPS7	catalyze; catalyzed by; complex; input	<->	1
14515	RPL23	RPS8	catalyze; catalyzed by; complex; input	<->	1
14516	RPL23	RPS9	catalyze; catalyzed by; complex; input	<->	1
14517	RPL23	RPSA	catalyze; catalyzed by; complex; input	<->	1
14518	RPL23	SEC11A	catalyzed by	<-	1
14519	RPL23	SEC11C	catalyzed by	<-	1
14520	RPL23	SEC61B	complex; input	-	1
14521	RPL23	SEC61G	complex; input	-	1
14522	RPL23	SECISBP2	complex; input	-	1
14523	RPL23	SINHCAF	predicted	-	0.65
14524	RPL23	SLC25A5	predicted	-	0.64
14525	RPL23	SMG1	complex; input	-	1
14526	RPL23	SMG5	complex; input	-	1
14527	RPL23	SMG6	complex; input	-	1
14528	RPL23	SMG7	complex; input	-	1
14529	RPL23	SMG8	complex; input	-	1
14530	RPL23	SMG9	complex; input	-	1
14531	RPL23	SPCS1	catalyzed by	<-	1
14532	RPL23	SPCS2	catalyzed by	<-	1
14533	RPL23	SPCS3	catalyzed by	<-	1
14534	RPL23	SRP14	complex; input	-	1
14535	RPL23	SRP19	complex; input	-	1
14536	RPL23	SRP54	complex; input	-	1
14537	RPL23	SRP68	complex; input	-	1
14538	RPL23	SRP72	complex; input	-	1
14539	RPL23	SRP9	complex; input	-	1
14540	RPL23	SRPRA	complex; input	-	1
14541	RPL23	SRPRB	complex; input	-	1
14542	RPL23	SSR1	complex; input	-	1
14543	RPL23	SSR2	complex; input	-	1
14544	RPL23	SSR3	complex; input	-	1
14545	RPL23	SSR4	complex; input	-	1
14546	RPL23	TAF1	expression regulated by	<-	1
14547	RPL23	TP53	predicted	-	0.64
14548	RPL23	TPT1	predicted	-	0.59
14549	RPL23	TRAM1	complex; input	-	1
14550	RPL23	TSC1	predicted	-	0.56
14551	RPL23	UBA52	catalyze; catalyzed by; complex; input	<->	1
14552	RPL23	UPF1	complex; input	-	1
14553	RPL23	UPF2	complex; input	-	1
14554	RPL23	UPF3A	complex; input	-	1
14555	RPL23	UPF3B	complex; input	-	1
14556	RPL23A	UPF3B	complex; input	-	1
14557	RPL24	RPL7L1	predicted	-	0.98
14558	RPL24	UPF3B	complex; input	-	1
14559	RPL26	UPF3B	complex; input	-	1
14560	RPL27	UPF3B	complex; input	-	1
14561	RPL27A	UPF3B	complex; input	-	1
14562	RPL28	UPF3B	complex; input	-	1
14563	RPL29	UPF3B	complex; input	-	1
14564	RPL3	UPF3B	complex; input	-	1
14565	RPL30	UPF3B	complex; input	-	1
14566	RPL31	UPF3B	complex; input	-	1
14567	RPL32	UPF3B	complex; input	-	1
14568	RPL34	UPF3B	complex; input	-	1
14569	RPL35	UPF3B	complex; input	-	1
14570	RPL35A	UPF3B	complex; input	-	1
14571	RPL36	UPF3B	complex; input	-	1
14572	RPL36A	UPF3B	complex; input	-	1
14573	RPL37	UPF3B	complex; input	-	1
14574	RPL37A	SLC25A5	predicted	-	0.58
14575	RPL37A	UPF3B	complex; input	-	1
14576	RPL38	UPF3B	complex; input	-	1
14577	RPL39	UPF3B	complex; input	-	1
14578	RPL4	UPF3B	complex; input	-	1
14579	RPL41	UPF3B	complex; input	-	1
14580	RPL5	UPF3B	complex; input	-	1
14581	RPL6	UPF3B	complex; input	-	1
14582	RPL7	UPF3B	complex; input	-	1
14583	RPL7A	UPF3B	complex; input	-	1
14584	RPL7L1	RSL24D1	predicted	-	0.98
14585	RPL7L1	WDR74	predicted	-	0.99
14586	RPL8	UPF3B	complex; input	-	1
14587	RPL9	UPF3B	complex; input	-	1
14588	RPLP0	UPF3B	complex; input	-	1
14589	RPLP1	UPF3B	complex; input	-	1
14590	RPLP2	UPF3B	complex; input	-	1
14591	RPS10	UPF3B	complex; input	-	1
14592	RPS11	UPF3B	complex; input	-	1
14593	RPS11	UTP15	reaction	-	1
14594	RPS11	WDR3	activate	->	1
14595	RPS12	UPF3B	complex; input	-	1
14596	RPS13	UPF3B	complex; input	-	1
14597	RPS13	UTP15	reaction	-	1
14598	RPS13	WDR3	activate	->	1
14599	RPS14	UPF3B	complex; input	-	1
14600	RPS14	UTP15	activated by; complex; input	<-	1
14601	RPS14	WDR3	activate; complex; input	->	1
14602	RPS15	UPF3B	complex; input	-	1
14603	RPS15A	SLC25A5	predicted	-	0.64
14604	RPS15A	TRAP1	predicted	-	0.6
14605	RPS15A	UPF3B	complex; input	-	1
14606	RPS15A	UTP15	reaction	-	1
14607	RPS15A	WDR3	activate	->	1
14608	RPS16	UPF3B	complex; input	-	1
14609	RPS16	UTP15	reaction	-	1
14610	RPS16	WDR3	activate	->	1
14611	RPS17	UPF3B	complex; input	-	1
14612	RPS18	UPF3B	complex; input	-	1
14613	RPS19	UPF3B	complex; input	-	1
14614	RPS2	UPF3B	complex; input	-	1
14615	RPS2	UTP15	activated by; complex; input	<-	1
14616	RPS2	WDR3	activate; complex; input	->	1
14617	RPS20	UPF3B	complex; input	-	1
14618	RPS21	UPF3B	complex; input	-	1
14619	RPS23	UPF3B	complex; input	-	1
14620	RPS23	UTP15	reaction	-	1
14621	RPS23	WDR3	activate	->	1
14622	RPS24	UPF3B	complex; input	-	1
14623	RPS24	UTP15	reaction	-	1
14624	RPS24	WDR3	activate	->	1
14625	RPS25	UPF3B	complex; input	-	1
14626	RPS26	UPF3B	complex; input	-	1
14627	RPS27	UPF3B	complex; input	-	1
14628	RPS27	UTP15	reaction	-	1
14629	RPS27	WDR3	activate	->	1
14630	RPS27A	RUNX2	catalyzed by; input	<-	1
14631	RPS27A	RUNX3	catalyzed by; input	<-	1
14632	RPS27A	TRAP1	predicted	-	0.66
14633	RPS27A	UPF3B	complex; input	-	1
14634	RPS27L	UTP15	reaction	-	1
14635	RPS27L	WDR3	activate	->	1
14636	RPS28	UPF3B	complex; input	-	1
14637	RPS28	UTP15	reaction	-	1
14638	RPS28	WDR3	activate	->	1
14639	RPS29	UPF3B	complex; input	-	1
14640	RPS3	SLC25A5	predicted	-	0.64
14641	RPS3	UPF3B	complex; input	-	1
14642	RPS3A	UPF3B	complex; input	-	1
14643	RPS3A	UTP15	reaction	-	1
14644	RPS3A	WDR3	activate	->	1
14645	RPS4X	SLC25A5	predicted	-	0.64
14646	RPS4X	UPF3B	complex; input	-	1
14647	RPS4Y1	UPF3B	complex; input	-	1
14648	RPS5	UPF3B	complex; input	-	1
14649	RPS5	UTP15	reaction	-	1
14650	RPS5	WDR3	activate	->	1
14651	RPS6	UPF3B	complex; input	-	1
14652	RPS6	UTP15	activated by; complex; input	<-	1
14653	RPS6	WDR3	activate; complex; input	->	1
14654	RPS6KA5	SH3GL2	catalyze; complex; input	->	1
14655	RPS6KA5	SMARCB1	predicted	-	0.64
14656	RPS6KA5	YWHAB	predicted	-	0.54
14657	RPS6KA5	YWHAE	predicted	-	0.54
14658	RPS6KA5	YWHAQ	predicted	-	0.54
14659	RPS6KA5	YWHAZ	predicted	-	0.99
14660	RPS7	UPF3B	complex; input	-	1
14661	RPS7	UTP15	activated by; complex; input	<-	1
14662	RPS7	WDR3	activate; complex; input	->	1
14663	RPS8	UPF3B	complex; input	-	1
14664	RPS8	UTP15	reaction	-	1
14665	RPS8	WDR3	activate	->	1
14666	RPS9	UPF3B	complex; input	-	1
14667	RPS9	UTP15	activated by; complex; input	<-	1
14668	RPS9	WDR3	activate; complex; input	->	1
14669	RPSA	UPF3B	complex; input	-	1
14670	RRP1	UTP15	activate	->	1
14671	RRP1	WDR3	activate	->	1
14672	RRP1B	SMNDC1	predicted	-	0.64
14673	RRP36	UTP15	activated by; complex; input	<-	1
14674	RRP36	WDR3	activate; complex; input	->	1
14675	RRP7A	UTP15	activated by; complex; input	<-	1
14676	RRP7A	WDR3	activate; complex; input	->	1
14677	RRP9	UTP15	activated by; complex; input	<-	1
14678	RRP9	WDR3	complex	-	1
14679	RTF1	SSRP1	complex; input	-	1
14680	RUNX1	RUNX2	reaction	-	1
14681	RUNX2	SATB1	predicted	-	0.54
14682	RUNX2	SATB2	complex; input	-	1
14683	RUNX2	SEM1	catalyzed by	<-	1
14684	RUNX2	SKP1	complex; input	-	1
14685	RUNX2	SKP2	complex; input	-	1
14686	RUNX2	SMAD1	complex; input	-	1
14687	RUNX2	SMAD2	predicted	-	0.54
14688	RUNX2	SMAD3	complex; input	-	1
14689	RUNX2	SMAD4	complex; input	-	1
14690	RUNX2	SMAD5	predicted	-	0.64
14691	RUNX2	SMAD6	predicted	-	0.64
14692	RUNX2	SMURF1	complex; input	-	1
14693	RUNX2	SOX9	complex; input	-	1
14694	RUNX2	SP7	complex; input	-	1
14695	RUNX2	STAT1	complex; input; reaction	-	1
14696	RUNX2	STUB1	complex; input	-	1
14697	RUNX2	TAL1	predicted	-	0.54
14698	RUNX2	TLE1	predicted	-	0.64
14699	RUNX2	TMEM119	predicted	-	0.54
14700	RUNX2	TWIST1	complex; input; reaction	-	1
14701	RUNX2	TWIST2	complex; input	-	1
14702	RUNX2	UBA52	catalyze; input	->	1
14703	RUNX2	UBB	catalyze; input	->	1
14704	RUNX2	UBC	catalyze; input	->	1
14705	RUNX2	UBTF	predicted	-	0.99
14706	RUNX2	WWOX	predicted	-	0.54
14707	RUNX2	WWP1	complex; input	-	1
14708	RUNX2	WWTR1	complex; inhibit; input	-|	1
14709	RUNX2	XRCC5	predicted	-	0.64
14710	RUNX2	XRCC6	predicted	-	0.64
14711	RUNX2	YAP1	activate; complex; input	->	1
14712	RUNX2	ZNF521	activate; complex; input	->	1
14713	RUNX3	RXRA	expression regulated by	<-	1
14714	RUNX3	SEM1	catalyzed by	<-	1
14715	RUNX3	SMAD3	complex; input	-	1
14716	RUNX3	SMAD4	complex; input	-	1
14717	RUNX3	SMURF1	catalyzed by	<-	1
14718	RUNX3	SMURF2	catalyzed by	<-	1
14719	RUNX3	SNW1	complex; input	-	1
14720	RUNX3	SP1	expression regulated by	<-	1
14721	RUNX3	SPI1	expression regulated by	<-	1
14722	RUNX3	SRC	complex; inhibited by; input	|-	1
14723	RUNX3	STAT3	expression regulated by	<-	1
14724	RUNX3	TBP	expression regulated by	<-	1
14725	RUNX3	TBX21	PPrel: binding/association	-	1
14726	RUNX3	TCF12	expression regulated by	<-	1
14727	RUNX3	TCF7	predicted	-	0.64
14728	RUNX3	TCF7L2	complex; input; reaction	-	1
14729	RUNX3	TEAD1	complex; input; reaction	-	1
14730	RUNX3	TEAD2	reaction	-	1
14731	RUNX3	TEAD3	reaction	-	1
14732	RUNX3	TEAD4	complex; input; reaction	-	1
14733	RUNX3	TGFB1	activated by	<-	1
14734	RUNX3	TP53	complex; input	-	1
14735	RUNX3	UBA52	catalyze; input	->	1
14736	RUNX3	UBB	catalyze; input	->	1
14737	RUNX3	UBC	catalyze; input	->	1
14738	RUNX3	USF2	expression regulated by	<-	1
14739	RUNX3	YAP1	complex; input; reaction	-	1
14740	RUNX3	YY1	expression regulated by	<-	1
14741	RUNX3	ZBTB33	expression regulated by	<-	1
14742	RUNX3	ZEB1	expression regulated by	<-	1
14743	RUNX3	ZFHX3	complex; input	-	1
14744	RXRA	ZGPAT	expression regulates	->	1
14745	S100A1	S100A4	predicted	-	0.99
14746	S100A11	S100A6	predicted	-	0.92
14747	S100A11	VHL	predicted	-	0.64
14748	S100A12	S100A8	predicted	-	0.92
14749	S100A12	S100A9	predicted	-	0.92
14750	S100A4	S100B	predicted	-	0.98
14751	S100A6	S100B	predicted	-	0.98
14752	S100A6	USF1	expression regulated by	<-	1
14753	S100A6	YWHAZ	predicted	-	0.64
14754	S100A7	S100A8	predicted	-	0.92
14755	S100A7	S100A9	predicted	-	0.92
14756	S100A8	S100A9	complex	-	1
14757	S100A8	STAT3	expression regulated by	<-	1
14758	S100A8	TIRAP	complex; input	-	1
14759	S100A8	TLR4	complex; input	-	1
14760	S100A8	TP53	predicted	-	0.64
14761	S100A9	STAT3	expression regulated by	<-	1
14762	S100A9	TIRAP	complex; input	-	1
14763	S100A9	TLR4	complex; input	-	1
14764	SAR1B	STX5	complex; input	-	1
14765	SARNP	SEC13	activated by; input	<-	1
14766	SARNP	SEH1L	activated by; input	<-	1
14767	SARNP	SLU7	complex; input	-	1
14768	SARNP	SRRM1	complex; input	-	1
14769	SARNP	SRSF1	complex; input	-	1
14770	SARNP	SRSF11	complex; input	-	1
14771	SARNP	SRSF2	complex; input	-	1
14772	SARNP	SRSF3	complex; input	-	1
14773	SARNP	SRSF4	complex; input	-	1
14774	SARNP	SRSF5	complex; input	-	1
14775	SARNP	SRSF6	complex; input	-	1
14776	SARNP	SRSF7	complex; input	-	1
14777	SARNP	SRSF9	complex; input	-	1
14778	SARNP	SYMPK	complex; input	-	1
14779	SARNP	THOC1	complex; input	-	1
14780	SARNP	THOC2	complex; input	-	1
14781	SARNP	THOC3	complex; input	-	1
14782	SARNP	THOC5	complex; input	-	1
14783	SARNP	THOC6	complex; input	-	1
14784	SARNP	THOC7	complex; input	-	1
14785	SARNP	TPR	activated by; input	<-	1
14786	SARNP	U2AF1L4	complex; input	-	1
14787	SARNP	U2AF1L5	complex; reaction	-	1
14788	SARNP	U2AF2	complex; input	-	1
14789	SARNP	UPF3B	complex; input	-	1
14790	SARNP	VHL	predicted	-	0.64
14791	SARNP	WDR33	complex; input	-	1
14792	SARNP	ZC3H11A	complex; input	-	1
14793	SART1	SMNDC1	complex; input	-	1
14794	SART1	SNRNP40	complex	-	1
14795	SART1	SRSF4	complex; input	-	1
14796	SART1	SRSF6	complex; input	-	1
14797	SCAF11	SRSF4	predicted	-	0.64
14798	SCFD1	STX5	complex; input; predicted	-	1
14799	SCLT1	TUBA4A	complex; input	-	1
14800	SCML2	SFMBT2	predicted	-	0.98
14801	SCML2	USP7	predicted	-	0.77
14802	SDCCAG8	TUBA4A	complex	-	1
14803	SDHA	TRAP1	inhibited by	|-	1
14804	SDHB	TRAP1	inhibited by	|-	1
14805	SDHC	TRAP1	inhibited by	|-	1
14806	SDHD	TRAP1	inhibited by	|-	1
14807	SEC13	SRSF4	activate; input	->	1
14808	SEC13	SRSF6	activate; input	->	1
14809	SEC13	STX5	complex; input	-	1
14810	SEC13	UPF3B	activate; catalyze; complex; input	->	1
14811	SEC16A	STX5	complex; input	-	1
14812	SEC16B	STX5	complex; input	-	1
14813	SEC22B	STX5	complex; input; predicted	-	1
14814	SEC22B	YKT6	predicted	-	0.96
14815	SEC23A	STX5	complex; input	-	1
14816	SEC23IP	STX5	complex; input	-	1
14817	SEC24A	STX5	complex; input; predicted	-	1
14818	SEC24B	STX5	complex; input; predicted	-	1
14819	SEC24C	STX5	complex; input	-	1
14820	SEC24D	STX5	complex; input; predicted	-	1
14821	SEC31A	STX5	complex; input	-	1
14822	SEC61B	STX5	catalyze; catalyzed by; input	<->	1
14823	SEC61G	STX5	catalyze; catalyzed by; input	<->	1
14824	SEH1L	SRSF4	activate; input	->	1
14825	SEH1L	SRSF6	activate; input	->	1
14826	SEH1L	UPF3B	activate; catalyze; complex; input	->	1
14827	SENP3	TEX10	complex	-	1
14828	SENP3	WDR12	activated by; complex; input	<-	1
14829	SENP3	WDR18	complex	-	1
14830	SEPTIN2	TUBA4A	activate	->	1
14831	SEPTIN7	SH3GLB1	predicted	-	0.58
14832	SERP1	STX5	catalyze; catalyzed by; input	<->	1
14833	SERPINA1	STX5	input	-	1
14834	SF1	SMNDC1	input	-	1
14835	SF1	SRSF4	input	-	1
