	Gene1	Gene2	Annotation	Direction	Score	edge
1145	HSP90B1	ZC3H15	predicted	-	0.73	HSP90B1_ZC3H15
1146	HSPA5	NCK1	predicted	-	0.64	HSPA5_NCK1
1147	HSPA5	NCSTN	predicted	-	0.54	HSPA5_NCSTN
1148	HSPA5	PPIB	predicted	-	0.64	HSPA5_PPIB
1149	HSPA5	SEC61A1	predicted	-	0.64	HSPA5_SEC61A1
1150	HSPA5	SERPINH1	predicted	-	0.64	HSPA5_SERPINH1
1151	HSPA5	SNCA	inhibit	-|	1	HSPA5_SNCA
1152	HSPA5	STAT3	predicted	-	0.5	HSPA5_STAT3
1153	HSPA5	STAT5B	predicted	-	0.5	HSPA5_STAT5B
1154	HSPA8	VAMP8	complex; input	-	1	HSPA8_VAMP8
1155	HTT	SNCA	predicted	-	0.64	HTT_SNCA
1156	HUWE1	RPL13	predicted	-	0.73	HUWE1_RPL13
1157	IGBP1	S100A11	predicted	-	0.64	IGBP1_S100A11
1158	IGHM	SH3KBP1	catalyze; catalyzed by; complex; input	<->	1	IGHM_SH3KBP1
1159	IGHV2-26	LYZ	predicted	-	0.97	IGHV2-26_LYZ
1160	IGHV2-5	LYZ	predicted	-	0.97	IGHV2-5_LYZ
1161	IGHV2-70	LYZ	predicted	-	0.97	IGHV2-70_LYZ
1162	IGHV2-70D	LYZ	predicted	-	0.97	IGHV2-70D_LYZ
1163	IGHV4-28	LYZ	predicted	-	0.97	IGHV4-28_LYZ
1164	IGHV4-30-2	LYZ	predicted	-	0.97	IGHV4-30-2_LYZ
1165	IGHV4-30-4	LYZ	predicted	-	0.97	IGHV4-30-4_LYZ
1166	IGHV4-31	LYZ	predicted	-	0.97	IGHV4-31_LYZ
1167	IGHV4-34	LYZ	predicted	-	0.97	IGHV4-34_LYZ
1168	IGHV4-38-2	LYZ	predicted	-	0.97	IGHV4-38-2_LYZ
1169	IGHV4-39	LYZ	predicted	-	0.97	IGHV4-39_LYZ
1170	IGHV4-4	LYZ	predicted	-	0.97	IGHV4-4_LYZ
1171	IGHV4-59	LYZ	predicted	-	0.97	IGHV4-59_LYZ
1172	IGHV4-61	LYZ	predicted	-	0.97	IGHV4-61_LYZ
1173	IGHV6-1	LYZ	predicted	-	0.97	IGHV6-1_LYZ
1174	IGKV3-20	SH3KBP1	catalyze; catalyzed by; complex; input	<->	1	IGKV3-20_SH3KBP1
1175	IKBKB	LYZ	predicted	-	0.64	IKBKB_LYZ
1176	INPP4A	PIK3C3	ECrel: compound	-	1	INPP4A_PIK3C3
1177	INPP4B	PIK3C3	ECrel: compound	-	1	INPP4B_PIK3C3
1178	INPP5F	PIK3C3	ECrel: compound	-	1	INPP5F_PIK3C3
1179	INS	RAB27A	catalyzed by	<-	1	INS_RAB27A
1180	INTS12	INTS3	complex	-	1	INTS12_INTS3
1181	INTS12	SSU72	activated by	<-	1	INTS12_SSU72
1182	IRF8	LYZ	predicted	-	0.54	IRF8_LYZ
1183	ITGAM	ITGB2	complex	-	1	ITGAM_ITGB2
1184	ITGAM	SELPLG	complex; input	-	1	ITGAM_SELPLG
1185	ITGAM	SRC	PPrel: activation	->	1	ITGAM_SRC
1186	ITGB2	MMP9	complex; input	-	1	ITGB2_MMP9
1187	ITSN1	VAMP8	complex; input	-	1	ITSN1_VAMP8
1188	JAGN1	SEC61A1	predicted	-	0.99	JAGN1_SEC61A1
1189	JUND	SSBP2	expression regulates	->	1	JUND_SSBP2
1190	KAT5	SUMO2	catalyze; complex; input	->	1	KAT5_SUMO2
1191	KDM1A	RCOR1	complex; input	-	1	KDM1A_RCOR1
1192	KHDRBS1	RBM7	predicted	-	0.64	KHDRBS1_RBM7
1193	KIAA0226	PIK3C3	PPrel: inhibition, indirect effect	-|	1	KIAA0226_PIK3C3
1194	KRAS	PIK3C3	catalyze; inhibited by	|->	1	KRAS_PIK3C3
1195	LCK	PIK3C3	predicted	-	0.64	LCK_PIK3C3
1196	LCN1	LYZ	predicted	-	0.64	LCN1_LYZ
1197	LDB1	SSBP2	predicted	-	1	LDB1_SSBP2
1198	LDB2	SSBP2	predicted	-	1	LDB2_SSBP2
1199	LGALS3BP	SIGLEC5	predicted	-	0.99	LGALS3BP_SIGLEC5
1200	LHX9	SSBP2	predicted	-	0.54	LHX9_SSBP2
1201	LMO2	SSBP2	predicted	-	0.56	LMO2_SSBP2
1202	LMO4	SSBP2	predicted	-	0.54	LMO4_SSBP2
1203	LRP1	SORL1	predicted	-	0.97	LRP1_SORL1
1204	LRP2	SORL1	predicted	-	0.97	LRP2_SORL1
1205	LRP3	SORL1	predicted	-	0.97	LRP3_SORL1
1206	LRPPRC	METAP2	predicted	-	0.59	LRPPRC_METAP2
1207	LRRK2	RAB5B	predicted	-	1	LRRK2_RAB5B
1208	LSM14A	PUM2	predicted	-	0.65	LSM14A_PUM2
1209	LTF	LYZ	predicted	-	0.64	LTF_LYZ
1210	MADD	RAB27A	catalyze	->	1	MADD_RAB27A
1211	MAP1LC3A	PIK3C3	activated by	<-	1	MAP1LC3A_PIK3C3
1212	MAP1LC3B	PIK3C3	activated by	<-	1	MAP1LC3B_PIK3C3
1213	MAP1LC3C	PIK3C3	activated by	<-	1	MAP1LC3C_PIK3C3
1214	MAP1LC3C	WDR81	predicted	-	0.64	MAP1LC3C_WDR81
1215	MAVS	SRC	predicted	-	0.64	MAVS_SRC
1216	MAVS	TAB1	PPrel: activation	->	1	MAVS_TAB1
1217	MAX	RCOR1	predicted	-	0.64	MAX_RCOR1
1218	MBNL1	PUM2	predicted	-	0.59	MBNL1_PUM2
1219	MBNL1	SP3	predicted	-	0.59	MBNL1_SP3
1220	MCC	STK24	predicted	-	0.64	MCC_STK24
1221	MED14	SSBP2	predicted	-	0.56	MED14_SSBP2
1222	MED17	SSBP2	predicted	-	0.56	MED17_SSBP2
1223	MED6	SSBP2	predicted	-	0.56	MED6_SSBP2
1224	MLPH	RAB27A	predicted	-	0.97	MLPH_RAB27A
1225	MMP9	SRC	PPrel: activated by; activated by	<-	1	MMP9_SRC
1226	MOB4	STK24	predicted	-	0.78	MOB4_STK24
1227	MRPL2	MRPS10	catalyzed by; complex; input	<-	1	MRPL2_MRPS10
1228	MRPL2	MRPS15	catalyzed by; complex; input	<-	1	MRPL2_MRPS15
1229	MRPL2	MRPS16	catalyzed by; complex; input	<-	1	MRPL2_MRPS16
1230	MRPL2	MRPS2	catalyzed by; complex; input	<-	1	MRPL2_MRPS2
1231	MRPL2	MRPS27	catalyzed by; complex; input	<-	1	MRPL2_MRPS27
1232	MRPL2	MRPS34	catalyzed by; complex; input	<-	1	MRPL2_MRPS34
1233	MRPL2	MRPS6	catalyzed by; complex; input	<-	1	MRPL2_MRPS6
1234	MRPL53	MRPS10	catalyzed by; complex; input	<-	1	MRPL53_MRPS10
1235	MRPL53	MRPS15	catalyzed by; complex; input	<-	1	MRPL53_MRPS15
1236	MRPL53	MRPS16	catalyzed by; complex; input	<-	1	MRPL53_MRPS16
1237	MRPL53	MRPS2	catalyzed by; complex; input	<-	1	MRPL53_MRPS2
1238	MRPL53	MRPS27	catalyzed by; complex; input	<-	1	MRPL53_MRPS27
1239	MRPL53	MRPS34	catalyzed by; complex; input	<-	1	MRPL53_MRPS34
1240	MRPL53	MRPS6	catalyzed by; complex; input	<-	1	MRPL53_MRPS6
1241	MRPS10	MRPS14	complex	-	1	MRPS10_MRPS14
1242	MRPS10	MRPS26	complex	-	1	MRPS10_MRPS26
1243	MRPS14	MRPS15	complex	-	1	MRPS14_MRPS15
1244	MRPS14	MRPS16	complex	-	1	MRPS14_MRPS16
1245	MRPS14	MRPS2	complex	-	1	MRPS14_MRPS2
1246	MRPS14	MRPS27	complex	-	1	MRPS14_MRPS27
1247	MRPS14	MRPS34	complex	-	1	MRPS14_MRPS34
1248	MRPS14	MRPS6	complex	-	1	MRPS14_MRPS6
1249	MRPS15	MRPS26	complex	-	1	MRPS15_MRPS26
1250	MRPS16	MRPS26	complex	-	1	MRPS16_MRPS26
1251	MRPS2	MRPS26	complex	-	1	MRPS2_MRPS26
1252	MRPS26	MRPS27	complex	-	1	MRPS26_MRPS27
1253	MRPS26	MRPS34	complex	-	1	MRPS26_MRPS34
1254	MRPS26	MRPS6	complex	-	1	MRPS26_MRPS6
1255	MTA1	PIAS1	catalyzed by	<-	1	MTA1_PIAS1
1256	MTA3	RCOR1	predicted	-	0.64	MTA3_RCOR1
1257	MTM1	PIK3C3	ECrel: compound	-	1	MTM1_PIK3C3
1258	MTMR1	PIK3C3	ECrel: compound	-	1	MTMR1_PIK3C3
1259	MTMR14	PIK3C3	ECrel: compound	-	1	MTMR14_PIK3C3
1260	MTMR2	PIK3C3	ECrel: compound	-	1	MTMR2_PIK3C3
1261	MTMR3	PIK3C3	ECrel: compound	-	1	MTMR3_PIK3C3
1262	MTMR4	PIK3C3	ECrel: compound	-	1	MTMR4_PIK3C3
1263	MTMR6	PIK3C3	ECrel: compound	-	1	MTMR6_PIK3C3
1264	MTMR7	PIK3C3	ECrel: compound	-	1	MTMR7_PIK3C3
1265	MTMR8	PIK3C3	ECrel: compound	-	1	MTMR8_PIK3C3
1266	MTREX	RBM7	predicted	-	0.64	MTREX_RBM7
1267	MVP	PTPN11	predicted	-	0.64	MVP_PTPN11
1268	MYC	PPAT	expression regulates	->	1	MYC_PPAT
1269	MYO1F	NCF1	predicted	-	0.59	MYO1F_NCF1
1270	MYO1F	RHOG	predicted	-	0.59	MYO1F_RHOG
1271	MYO1F	TYROBP	predicted	-	0.59	MYO1F_TYROBP
1272	MYO5A	RAB27A	complex	-	1	MYO5A_RAB27A
1273	MYRIP	RAB27A	complex	-	1	MYRIP_RAB27A
1274	NCF2	PRDX6	predicted	-	0.77	NCF2_PRDX6
1275	NCK1	SH3KBP1	catalyze; catalyzed by; complex; input	<->	1	NCK1_SH3KBP1
1276	NCK1	TBK1	predicted	-	0.64	NCK1_TBK1
1277	NCK1	WASF2	reaction	-	1	NCK1_WASF2
1278	NDC1	PSIP1	complex; input	-	1	NDC1_PSIP1
1279	NDC1	SUMO2	catalyze	->	1	NDC1_SUMO2
1280	NDC1	THOC3	activate; input	->	1	NDC1_THOC3
1281	NDUFAF4	NDUFAF7	complex; input	-	1	NDUFAF4_NDUFAF7
1282	NECAP1	VAMP8	complex; input	-	1	NECAP1_VAMP8
1283	NEK4	STK24	predicted	-	0.92	NEK4_STK24
1284	NELFA	RTF1	complex; input	-	1	NELFA_RTF1
1285	NF1	PIK3C3	complex; input	-	1	NF1_PIK3C3
1286	NFIA	POLR3C	activate	->	1	NFIA_POLR3C
1287	NFIB	POLR3C	activate	->	1	NFIB_POLR3C
1288	NFIC	POLR3C	activate	->	1	NFIC_POLR3C
1289	NFIX	POLR3C	activate	->	1	NFIX_POLR3C
1290	NR2E1	RCOR1	predicted	-	0.64	NR2E1_RCOR1
1291	NR4A2	RCOR1	predicted	-	0.54	NR4A2_RCOR1
1292	NR4A3	RCOR1	predicted	-	0.54	NR4A3_RCOR1
1293	NRAS	PIK3C3	catalyze; inhibited by	|->	1	NRAS_PIK3C3
1294	NRBF2	PIK3C3	PPrel: activation	->	1	NRBF2_PIK3C3
1295	NSF	STX7	predicted	-	0.99	NSF_STX7
1296	OCRL	VAMP8	complex; input	-	1	OCRL_VAMP8
1297	P4HA1	P4HB	catalyze; complex	->	1	P4HA1_P4HB
1298	P4HB	PPIB	predicted	-	0.58	P4HB_PPIB
1299	P4HB	SOD2	predicted	-	0.64	P4HB_SOD2
1300	PACS1	SORL1	predicted	-	0.64	PACS1_SORL1
1301	PACSIN2	VAMP8	complex; input	-	1	PACSIN2_VAMP8
1302	PAK1	PPAT	predicted	-	0.56	PAK1_PPAT
1303	PBX3	SSBP2	expression regulates	->	1	PBX3_SSBP2
1304	PDCD10	STK24	predicted	-	0.64	PDCD10_STK24
1305	PDIA3	VAMP8	input	-	1	PDIA3_VAMP8
1306	PDK1	SRC	predicted	-	0.64	PDK1_SRC
1307	PFAS	PPAT	predicted	-	0.64	PFAS_PPAT
1308	PHF21A	RCOR1	complex; input	-	1	PHF21A_RCOR1
1309	PI4K2A	PIK3C3	ECrel: compound	-	1	PI4K2A_PIK3C3
1310	PI4K2B	PIK3C3	ECrel: compound	-	1	PI4K2B_PIK3C3
1311	PI4KA	PIK3C3	ECrel: compound	-	1	PI4KA_PIK3C3
1312	PI4KB	PIK3C3	ECrel: compound	-	1	PI4KB_PIK3C3
1313	PIAS1	SATB1	catalyze	->	1	PIAS1_SATB1
1314	PIAS1	STAT3	PPrel: inhibition; predicted	-|	1	PIAS1_STAT3
1315	PIAS1	STAT5B	PPrel: inhibition; predicted	-|	1	PIAS1_STAT5B
1316	PIAS1	SUMO2	catalyze	->	1	PIAS1_SUMO2
1317	PICALM	VAMP8	complex; input	-	1	PICALM_VAMP8
1318	PIK3C2A	VAMP8	complex; input	-	1	PIK3C2A_VAMP8
1319	PIK3C3	PIK3R4	PPrel: activated by; complex	<-	1	PIK3C3_PIK3R4
1320	PIK3C3	PIK4CA VARIANT PROTEIN	ECrel: compound	-	1	PIK3C3_PIK4CA VARIANT PROTEIN
1321	PIK3C3	PIKFYVE	ECrel: compound	-	1	PIK3C3_PIKFYVE
1322	PIK3C3	PLCB1	ECrel: compound	-	1	PIK3C3_PLCB1
1323	PIK3C3	PLCB2	ECrel: compound	-	1	PIK3C3_PLCB2
1324	PIK3C3	PLCB3	ECrel: compound	-	1	PIK3C3_PLCB3
1325	PIK3C3	PLCB4	ECrel: compound	-	1	PIK3C3_PLCB4
1326	PIK3C3	PLCD1	ECrel: compound	-	1	PIK3C3_PLCD1
1327	PIK3C3	PLCD3	ECrel: compound	-	1	PIK3C3_PLCD3
1328	PIK3C3	PLCD4	ECrel: compound	-	1	PIK3C3_PLCD4
1329	PIK3C3	PLCE1	ECrel: compound	-	1	PIK3C3_PLCE1
1330	PIK3C3	PLCG1	ECrel: compound; complex; input	-	1	PIK3C3_PLCG1
1331	PIK3C3	PLCG1 VARIANT PROTEIN	ECrel: compound	-	1	PIK3C3_PLCG1 VARIANT PROTEIN
1332	PIK3C3	PLCG2	ECrel: compound; complex; input	-	1	PIK3C3_PLCG2
1333	PIK3C3	PLCZ1	ECrel: compound	-	1	PIK3C3_PLCZ1
1334	PIK3C3	PRKAA1	catalyzed by	<-	1	PIK3C3_PRKAA1
1335	PIK3C3	PRKAA2	catalyzed by	<-	1	PIK3C3_PRKAA2
1336	PIK3C3	PRKAB1	catalyzed by	<-	1	PIK3C3_PRKAB1
1337	PIK3C3	PRKAB2	catalyzed by	<-	1	PIK3C3_PRKAB2
1338	PIK3C3	PRKAG1	catalyzed by	<-	1	PIK3C3_PRKAG1
1339	PIK3C3	PRKAG2	catalyzed by	<-	1	PIK3C3_PRKAG2
1340	PIK3C3	PRKAG3	catalyzed by	<-	1	PIK3C3_PRKAG3
1341	PIK3C3	PRKCA	catalyze	->	1	PIK3C3_PRKCA
1342	PIK3C3	PRKCB	catalyze	->	1	PIK3C3_PRKCB
1343	PIK3C3	PRKCE	catalyze	->	1	PIK3C3_PRKCE
1344	PIK3C3	PRKCG	catalyze	->	1	PIK3C3_PRKCG
1345	PIK3C3	PRKCH	catalyze	->	1	PIK3C3_PRKCH
1346	PIK3C3	PRKCI	catalyze	->	1	PIK3C3_PRKCI
1347	PIK3C3	PRKCQ	catalyze	->	1	PIK3C3_PRKCQ
1348	PIK3C3	PRKCZ	catalyze	->	1	PIK3C3_PRKCZ
1349	PIK3C3	PRKD1	catalyze	->	1	PIK3C3_PRKD1
1350	PIK3C3	PRKD2	catalyze	->	1	PIK3C3_PRKD2
1351	PIK3C3	PRKD3	catalyze	->	1	PIK3C3_PRKD3
1352	PIK3C3	PTEN	ECrel: compound; inhibited by	|-	1	PIK3C3_PTEN
1353	PIK3C3	PTK2	catalyzed by	<-	1	PIK3C3_PTK2
1354	PIK3C3	PTK2B	catalyzed by	<-	1	PIK3C3_PTK2B
1355	PIK3C3	PTPN11	complex; input	-	1	PIK3C3_PTPN11
1356	PIK3C3	RAB39A	predicted	-	0.64	PIK3C3_RAB39A
1357	PIK3C3	RAB5A	PPrel: binding/association; complex	-	1	PIK3C3_RAB5A
1358	PIK3C3	RAB5B	PPrel: binding/association; complex	-	1	PIK3C3_RAB5B
1359	PIK3C3	RAB5C	PPrel: binding/association; complex	-	1	PIK3C3_RAB5C
1360	PIK3C3	RAB7A	predicted	-	0.64	PIK3C3_RAB7A
1361	PIK3C3	RASA1	complex; input	-	1	PIK3C3_RASA1
1362	PIK3C3	RASAL2	complex; input	-	1	PIK3C3_RASAL2
1363	PIK3C3	RB1CC1	catalyzed by	<-	1	PIK3C3_RB1CC1
1364	PIK3C3	RBSN	activated by	<-	1	PIK3C3_RBSN
1365	PIK3C3	RUBCN	PPrel: inhibited, indirect effect	|-	1	PIK3C3_RUBCN
1366	PIK3C3	SACM1L	ECrel: compound	-	1	PIK3C3_SACM1L
1367	PIK3C3	SH3GLB1	predicted	-	0.64	PIK3C3_SH3GLB1
1368	PIK3C3	SHC1	complex; input	-	1	PIK3C3_SHC1
1369	PIK3C3	SHC3	complex; input	-	1	PIK3C3_SHC3
1370	PIK3C3	SOS1	complex; input; reaction	-	1	PIK3C3_SOS1
1371	PIK3C3	SOS2	complex; input; reaction	-	1	PIK3C3_SOS2
1372	PIK3C3	SPRY2	inhibite	-|	1	PIK3C3_SPRY2
1373	PIK3C3	SPRY4	inhibit	-|	1	PIK3C3_SPRY4
1374	PIK3C3	STAT1	complex; input	-	1	PIK3C3_STAT1
1375	PIK3C3	STAT3	complex; input	-	1	PIK3C3_STAT3
1376	PIK3C3	STAT4	complex; input	-	1	PIK3C3_STAT4
1377	PIK3C3	STAT5A	complex; input	-	1	PIK3C3_STAT5A
1378	PIK3C3	STAT5B	complex; input	-	1	PIK3C3_STAT5B
1379	PIK3C3	STAT6	complex; input	-	1	PIK3C3_STAT6
1380	PIK3C3	TLR9	complex; input	-	1	PIK3C3_TLR9
1381	PIK3C3	TPTE	inhibited by	|-	1	PIK3C3_TPTE
1382	PIK3C3	ULK1	catalyzed by	<-	1	PIK3C3_ULK1
1383	PIK3C3	UVRAG	complex	-	1	PIK3C3_UVRAG
1384	PIN1	SSBP2	predicted	-	0.64	PIN1_SSBP2
1385	PLP2	S100A11	predicted	-	0.58	PLP2_S100A11
1386	PLS3	TRAP1	predicted	-	0.78	PLS3_TRAP1
1387	PML	SSBP2	predicted	-	0.64	PML_SSBP2
1388	POLR1C	POLR1D	complex; input; predicted	-	1	POLR1C_POLR1D
1389	POLR1C	POLR3C	complex	-	1	POLR1C_POLR3C
1390	POLR1D	POLR3C	complex	-	1	POLR1D_POLR3C
1391	POLR2E	POLR3C	complex	-	1	POLR2E_POLR3C
1392	POLR2F	POLR3C	complex	-	1	POLR2F_POLR3C
1393	POLR2H	POLR3C	complex	-	1	POLR2H_POLR3C
1394	POLR2K	POLR3C	complex	-	1	POLR2K_POLR3C
1395	POLR2L	POLR3C	complex	-	1	POLR2L_POLR3C
1396	POLR3A	POLR3C	complex	-	1	POLR3A_POLR3C
1397	POLR3B	POLR3C	complex	-	1	POLR3B_POLR3C
1398	POLR3C	POLR3D	complex	-	1	POLR3C_POLR3D
1399	POLR3C	POLR3E	complex	-	1	POLR3C_POLR3E
1400	POLR3C	POLR3F	complex	-	1	POLR3C_POLR3F
1401	POLR3C	POLR3G	complex	-	1	POLR3C_POLR3G
1402	POLR3C	POLR3GL	complex	-	1	POLR3C_POLR3GL
1403	POLR3C	POLR3H	complex	-	1	POLR3C_POLR3H
1404	POLR3C	POLR3K	complex	-	1	POLR3C_POLR3K
1405	POLR3C	POU2F1	complex; input	-	1	POLR3C_POU2F1
1406	POLR3C	SNAPC1	complex; input	-	1	POLR3C_SNAPC1
1407	POLR3C	SNAPC2	complex; input	-	1	POLR3C_SNAPC2
1408	POLR3C	SNAPC3	complex; input	-	1	POLR3C_SNAPC3
1409	POLR3C	SNAPC4	complex; input	-	1	POLR3C_SNAPC4
1410	POLR3C	SNAPC5	complex; input	-	1	POLR3C_SNAPC5
1411	POLR3C	SSB	activated by	<-	1	POLR3C_SSB
1412	POLR3C	TBP	complex; input	-	1	POLR3C_TBP
1413	POLR3C	ZNF143	complex; input	-	1	POLR3C_ZNF143
1414	PPAT	PPP2CA	predicted	-	0.58	PPAT_PPP2CA
1415	PPAT	PRPS1	predicted	-	0.98	PPAT_PRPS1
1416	PPAT	PRPS2	predicted	-	0.98	PPAT_PRPS2
1417	PPAT	UMPS	predicted	-	0.92	PPAT_UMPS
1418	PPID	SLC25A5	PPrel: binding/association; complex	-	1	PPID_SLC25A5
1419	PPIE	PRPF4	complex; input	-	1	PPIE_PRPF4
1420	PPIE	SMNDC1	complex; input	-	1	PPIE_SMNDC1
1421	PPIE	SNRNP40	complex; input	-	1	PPIE_SNRNP40
1422	PPIE	SNW1	complex; input	-	1	PPIE_SNW1
1423	PPIE	SRSF4	complex; input	-	1	PPIE_SRSF4
1424	PPIE	SRSF6	complex; input	-	1	PPIE_SRSF6
1425	PPIE	SYF2	complex; input	-	1	PPIE_SYF2
1426	PPP1CA	SORL1	predicted	-	0.64	PPP1CA_SORL1
1427	PPP2CB	STK24	predicted	-	0.64	PPP2CB_STK24
1428	PRKAR1A	SRP9	predicted	-	0.59	PRKAR1A_SRP9
1429	PTPN11	SIRPA	complex; input	-	1	PTPN11_SIRPA
1430	PTPN11	TBK1	inhibit	-|	1	PTPN11_TBK1
1431	RAB27A	RAB27B	predicted	-	0.97	RAB27A_RAB27B
1432	RAB27A	RAB7A	predicted	-	0.92	RAB27A_RAB7A
1433	RAB27A	RAD21	expression regulated by	<-	1	RAB27A_RAD21
1434	RAB27A	RIMS1	predicted	-	0.64	RAB27A_RIMS1
1435	RAB27A	RPH3A	predicted	-	1	RAB27A_RPH3A
1436	RAB27A	RPH3AL	predicted	-	1	RAB27A_RPH3AL
1437	RAB27A	STX1A	predicted	-	0.64	RAB27A_STX1A
1438	RAB27A	SYTL1	predicted	-	0.99	RAB27A_SYTL1
1439	RAB27A	SYTL2	predicted	-	0.99	RAB27A_SYTL2
1440	RAB27A	SYTL3	predicted	-	1	RAB27A_SYTL3
1441	RAB27A	SYTL4	predicted	-	1	RAB27A_SYTL4
1442	RAB27A	SYTL5	predicted	-	1	RAB27A_SYTL5
1443	RAB27A	UNC13D	predicted	-	0.99	RAB27A_UNC13D
1444	RAB34	RAB5B	predicted	-	0.97	RAB34_RAB5B
1445	RAB5A	RAB5B	predicted	-	0.97	RAB5A_RAB5B
1446	RAB5A	VAMP8	complex; input	-	1	RAB5A_VAMP8
1447	RAB5B	RAB5C	predicted	-	0.97	RAB5B_RAB5C
1448	RAB5B	RAB7A	PPrel: activation, indirect effect	->	1	RAB5B_RAB7A
1449	RAB5B	RABEP1	complex	-	1	RAB5B_RABEP1
1450	RAB5B	RABGEF1	complex	-	1	RAB5B_RABGEF1
1451	RAB5B	RIN1	PPrel: activated by	<-	1	RAB5B_RIN1
1452	RAB5B	RIN2	predicted	-	0.98	RAB5B_RIN2
1453	RAB5B	RIN3	predicted	-	0.98	RAB5B_RIN3
1454	RAB5B	SGSM3	predicted	-	0.98	RAB5B_SGSM3
1455	RAB5B	TBC1D3	complex; input	-	1	RAB5B_TBC1D3
1456	RALA	SRC	activate	->	1	RALA_SRC
1457	RALB	SRC	activate	->	1	RALB_SRC
1458	RAP2A	STK24	predicted	-	0.92	RAP2A_STK24
1459	RBM4	RBM7	predicted	-	0.98	RBM4_RBM7
1460	RBM7	RBMX	predicted	-	0.98	RBM7_RBMX
1461	RBM7	SRSF3	predicted	-	0.98	RBM7_SRSF3
1462	RBM7	ZCCHC8	predicted	-	1	RBM7_ZCCHC8
1463	RCOR1	REST	complex	-	1	RCOR1_REST
1464	RCOR1	SFMBT1	predicted	-	0.64	RCOR1_SFMBT1
1465	RCOR1	SMARCA4	predicted	-	0.64	RCOR1_SMARCA4
1466	RCOR1	SMARCC2	predicted	-	0.64	RCOR1_SMARCC2
1467	RCOR1	SMARCE1	predicted	-	0.64	RCOR1_SMARCE1
1468	RCOR1	SNAI1	predicted	-	0.64	RCOR1_SNAI1
1469	RCOR1	TAL1	predicted	-	0.99	RCOR1_TAL1
1470	RCOR1	THAP11	predicted	-	0.64	RCOR1_THAP11
1471	RCOR1	ZNF217	predicted	-	0.64	RCOR1_ZNF217
1472	REPS1	VAMP8	complex; input	-	1	REPS1_VAMP8
1473	RIPOR1	STK24	predicted	-	0.64	RIPOR1_STK24
1474	RNASE2	SPI1	expression regulated by	<-	1	RNASE2_SPI1
1475	RNF20	RTF1	complex; input	-	1	RNF20_RTF1
1476	RPL13	RPL18	catalyze; catalyzed by; complex; input	<->	1	RPL13_RPL18
1477	RPL13	RPL21	catalyze; catalyzed by; complex; input	<->	1	RPL13_RPL21
1478	RPL13	RPS15A	catalyze; catalyzed by; complex; input	<->	1	RPL13_RPS15A
1479	RPL13	RPSA	catalyze; catalyzed by; complex; input	<->	1	RPL13_RPSA
1480	RPL13	SRP9	complex; input	-	1	RPL13_SRP9
1481	RPL18	SMG1	complex; input	-	1	RPL18_SMG1
1482	RPL18	SPCS3	catalyzed by	<-	1	RPL18_SPCS3
1483	RPL21	SMG1	complex; input	-	1	RPL21_SMG1
1484	RPL21	SPCS3	catalyzed by	<-	1	RPL21_SPCS3
1485	RPS15A	SMG1	complex; input	-	1	RPS15A_SMG1
1486	RPS15A	SPCS3	catalyzed by	<-	1	RPS15A_SPCS3
1487	RPS15A	TRAP1	predicted	-	0.6	RPS15A_TRAP1
1488	RPSA	SMG1	complex; input	-	1	RPSA_SMG1
1489	RPSA	SPCS3	catalyzed by	<-	1	RPSA_SPCS3
1490	RUNX2	SATB1	predicted	-	0.54	RUNX2_SATB1
1491	S100A11	S100A6	predicted	-	0.92	S100A11_S100A6
1492	S100A11	VHL	predicted	-	0.64	S100A11_VHL
1493	S100A8	STAT3	expression regulated by	<-	1	S100A8_STAT3
1494	S100A9	STAT3	expression regulated by	<-	1	S100A9_STAT3
1495	SARNP	THOC3	complex; input	-	1	SARNP_THOC3
1496	SDCBP	SRC	predicted	-	0.64	SDCBP_SRC
1497	SELPLG	SIGLEC5	predicted	-	0.54	SELPLG_SIGLEC5
1498	SGIP1	VAMP8	complex; input	-	1	SGIP1_VAMP8
1499	SGTA	STX5	catalyzed by; complex; input	<-	1	SGTA_STX5
1500	SH3GL2	VAMP8	complex; input	-	1	SH3GL2_VAMP8
1501	SIGLEC5	TYROBP	predicted	-	0.77	SIGLEC5_TYROBP
1502	SIRPA	SRC	catalyzed by	<-	1	SIRPA_SRC
1503	SIRPA	TYROBP	complex	-	1	SIRPA_TYROBP
1504	SNAP23	VAMP8	catalyze; catalyzed by; complex; input	<->	1	SNAP23_VAMP8
1505	SNAP29	VAMP8	PPrel: binding/association	-	1	SNAP29_VAMP8
1506	SNAP47	VAMP8	predicted	-	0.64	SNAP47_VAMP8
1507	SNW1	TTC37	predicted	-	0.73	SNW1_TTC37
1508	SNX9	VAMP8	complex; input	-	1	SNX9_VAMP8
1509	SORL1	VPS35	predicted	-	0.99	SORL1_VPS35
1510	SP3	SUMO2	input	-	1	SP3_SUMO2
1511	SQSTM1	WDR81	predicted	-	0.64	SQSTM1_WDR81
1512	SRC	TBK1	predicted	-	0.64	SRC_TBK1
1513	SRSF4	THOC3	complex; input	-	1	SRSF4_THOC3
1514	SRSF6	THOC3	complex; input	-	1	SRSF6_THOC3
1515	SSBP2	TAL1	predicted	-	0.99	SSBP2_TAL1
1516	SSBP2	TBL1X	predicted	-	0.56	SSBP2_TBL1X
1517	SSBP2	TBL1XR1	predicted	-	0.56	SSBP2_TBL1XR1
1518	STAT3	USF2	predicted	-	0.54	STAT3_USF2
