nodeLabel	Cluster_R_filtered_25k	Cluster_NR_filtered_25k	distance
ZBTB1	0.0323783746982496	0	-0.0161
ZNF827	0.356783889602798	0.330975261030079	-0.0161
ABHD11	0.0326126846882829	0	-0.0162
CENPI	0.500736732398975	0.47757569888907	-0.0162
CNTN1	0.0325669978612774	0	-0.0162
DOCK1	0.0325170100329227	0	-0.0162
FBXO24	0.0325598578857566	0	-0.0162
LRFN4	0.0326262449637731	0	-0.0162
PPP2R2B	0.23163273423827	0.203062838426104	-0.0162
RHOT1	0.259564931171114	0.231564675524432	-0.0162
ARL9	0.0327485821712164	0	-0.0163
CDC45	0.305602205231284	0.278347283347282	-0.0163
CXorf38	0.032735034284025	0	-0.0163
DENND3	0.0326918858221504	0	-0.0163
DUSP18	0.0326547884226889	0	-0.0163
HBB	0.0327517906805118	0	-0.0163
INA	0.0326530046348137	0	-0.0163
LCK	0.502619970733623	0.479353429306372	-0.0163
MLKL	0.032736816979104	0	-0.0163
MPP3	0.032736816979104	0	-0.0163
PIH1D2	0.0327307557189663	0	-0.0163
SNIP1	0.0327325384710276	0	-0.0163
TOP2B	0.562555394373048	0.540489885938326	-0.0163
C18orf54	0.0328291281317597	0	-0.0164
GRIN3B	0.0327856535890624	0	-0.0164
LIN54	0.375773770197341	0.349850370452298	-0.0164
ME3	0.0328024036505205	0	-0.0164
NIPAL2	0.0328928890053665	0	-0.0164
POU2F2	0.620673777379405	0.59973229741252	-0.0164
RASGRP1	0.404381583489994	0.379086454959865	-0.0164
SEL1L2	0.0328480102148937	0	-0.0164
AK1	0.0329121181675131	0	-0.0165
CCDC140	0.032935260718066	0	-0.0165
DAPL1	0.0329502122384542	0	-0.0165
IFT46	0.0330249447997665	0	-0.0165
LOXL1	0.0330103574342743	0	-0.0165
OR1C1	0.0329142545705782	0	-0.0165
RBMS3	0.0329797543803134	0	-0.0165
SERPINA11	0.299468299116742	0.271819523582076	-0.0165
SULF1	0.0330388191113391	0	-0.0165
XKR7	0.0330274351667148	0	-0.0165
ALG14	0.0995897790435707	0.0678751685138902	-0.0166
ARSB	0.0331700203205192	0	-0.0166
ARVCF	0.0330658521002556	0	-0.0166
CLVS2	0.0331117245478066	0	-0.0166
CORO2A	0.0331358990468793	0	-0.0166
DERL3	0.352647979901301	0.325998252816557	-0.0166
FTMT	0.0331366099954687	0	-0.0166
GAGE2E	0.0331117245478066	0	-0.0166
HULC	0.0331366099954687	0	-0.0166
LRRC31	0.0331366099954687	0	-0.0166
PECR	0.033140875607712	0	-0.0166
PPM1H	0.0330832783699444	0	-0.0166
PTK7	0.0330658521002556	0	-0.0166
PWWP2A	0.0331366099954687	0	-0.0166
SLC43A2	0.0330480678535172	0	-0.0166
SYP	0.0331270118708893	0	-0.0166
TMEM40	0.0330889680891514	0	-0.0166
ABLIM3	0.464562867761338	0.439994566053279	-0.0167
ARG2	0.0332471165800545	0	-0.0167
ATXN1L	0.0332350399150491	0	-0.0167
CD300LF	0.0331973821407862	0	-0.0167
DNAL1	0.0333142287743766	0	-0.0167
ERMP1	0.0332147912965801	0	-0.0167
FBXO40	0.0332279354854558	0	-0.0167
GRHL1	0.299843504727056	0.271935608775164	-0.0167
OSGEPL1	0.0333255883554986	0	-0.0167
PCDHGA2	0.033308548622288	0	-0.0167
PRKD3	0.361188433567275	0.334572846854435	-0.0167
RLBP1	0.0332670051828298	0	-0.0167
SNX9	0.033297187594953	0	-0.0167
UNC13C	0.0332854705254909	0	-0.0167
USP4	0.0331995139958031	0	-0.0167
ATF7	0.0333777590489875	0	-0.0168
CXorf58	0.033427071824258	0	-0.0168
MAPKAPK5	0.303749426501591	0.275849261469949	-0.0168
MGC2889	0.0334440964772596	0	-0.0168
NDUFA4L2	0.0334331016365031	0	-0.0168
NR2E3	0.0333862747826757	0	-0.0168
PAGE2	0.0333475948009883	0	-0.0168
PCDHA5	0.0333880488256727	0	-0.0168
PWRN1	0.0334249435903772	0	-0.0168
SNORA11	0.0333525634976834	0	-0.0168
SNORD114-16	0.033427071824258	0	-0.0168
SNORD78	0.0334440964772596	0	-0.0168
TOP1P2	0.0333451103834754	0	-0.0168
ZNF577	0.0333848555313492	0	-0.0168
ADAMTS1	0.179918353843433	0.149329975052204	-0.0169
CLUL1	0.0335380477930972	0	-0.0169
FCGR3A	0.188842199390235	0.158506692683493	-0.0169
FCGRT	0.514441632052215	0.49055830696055	-0.0169
HTR1D	0.033512527921468	0	-0.0169
MED20	0.460930794927678	0.435999115900158	-0.0169
POLB	0.0334710477502932	0	-0.0169
PRPF39	0.0335295417098089	0	-0.0169
SASS6	0.0335632084584635	0	-0.0169
SCT	0.0334898395058812	0	-0.0169
SEC14L3	0.0335320227066046	0	-0.0169
SERPINB7	0.0334685656230726	0	-0.0169
TUB	0.0335164271056391	0	-0.0169
VN1R1	0.0334859395471353	0	-0.0169
WIPF3	0.0335617910818992	0	-0.0169
ARHGEF19	0.321409372069472	0.293565306901202	-0.017
BIN2	0.0336553057572133	0	-0.017
BTLA	0.0337462781640154	0	-0.017
CST9L	0.0336418493359393	0	-0.017
DLL4	0.0336347664655641	0	-0.017
HERPUD2	0.0336347664655641	0	-0.017
HSPG2	0.0336414952013216	0	-0.017
KIR2DL4	0.452898246087443	0.427666835814031	-0.017
OR2L1P	0.0336761959415005	0	-0.017
PSPH	0.0336418493359393	0	-0.017
SNORD115-3	0.0336418493359393	0	-0.017
ARSI	0.0338028834700262	0	-0.0171
CLUAP1	0.0914383663580124	0.0587492638921815	-0.0171
EPB41L1	0.0338265798331627	0	-0.0171
MEFV	0.464791209510098	0.439680263956491	-0.0171
NLRP8	0.0338028834700262	0	-0.0171
NUDCD1	0.0337943941999776	0	-0.0171
OR8H2	0.0338322380457029	0	-0.0171
PDPR	0.0337989926214192	0	-0.0171
PRUNE2	0.0337827205744914	0	-0.0171
ROM1	0.0338021760514188	0	-0.0171
CDHR3	0.033940758702159	0	-0.0172
GAGE2A	0.0340177655888801	0	-0.0172
IL17C	0.0339584247477702	0	-0.0172
KRT10	0.0340117620570852	0	-0.0172
KRT26	0.0339965754511298	0	-0.0172
NPHP3	0.0340036392031094	0	-0.0172
CAMK1D	0.0340880222089457	0	-0.0173
CCL28	0.0341247245702355	0	-0.0173
DHX35	0.0340453077539208	0	-0.0173
DTNB	0.0341247245702355	0	-0.0173
FLVCR1	0.0341130797186313	0	-0.0173
KDM5D	0.0340311842746376	0	-0.0173
LRIT1	0.0341494224175552	0	-0.0173
OR8H3	0.0341211959343032	0	-0.0173
RWDD1	0.190904476538728	0.15994872039526	-0.0173
SETD3	0.0340438954730496	0	-0.0173
UBASH3B	0.034132840079888	0	-0.0173
USP53	0.0341610641080875	0	-0.0173
VANGL1	0.0341211959343032	0	-0.0173
VMO1	0.0341346042560106	0	-0.0173
ZFY	0.0340311842746376	0	-0.0173
ATG4B	0.0341688246726495	0	-0.0174
CAMK2A	0.0342301878366595	0	-0.0174
CHML	0.0342541612004554	0	-0.0174
CLSTN1	0.0342301878366595	0	-0.0174
CNNM4	0.0342583913484025	0	-0.0174
CNR2	0.0342640313377242	0	-0.0174
DDX31	0.0342199625959617	0	-0.0174
DOK5	0.0342901131976186	0	-0.0174
ELP2	0.36304189908239	0.335514920310891	-0.0174
FKBPL	0.0341808173875053	0	-0.0174
NAA38	0.0342199625959617	0	-0.0174
PCDHA4	0.0341804646759335	0	-0.0174
ZFAND2A	0.0342199625959617	0	-0.0174
ACAN	0.034315485265445	0	-0.0175
EPM2A	0.0344348808328368	0	-0.0175
FGF14	0.0343943898464702	0	-0.0175
IMPDH2	0.300677027597524	0.271645204829015	-0.0175
NSDHL	0.0344165733821104	0	-0.0175
OCRL	0.301779423001107	0.272833959381856	-0.0175
PSMG4	0.0344197421585374	0	-0.0175
SHQ1	0.0343810075234189	0	-0.0175
SNORD125	0.0343461367656792	0	-0.0175
XRCC4	0.0344218546344816	0	-0.0175
C1QTNF9	0.0345699968536496	0	-0.0176
CLCN7	0.0345056226356975	0	-0.0176
CPZ	0.0344662089298841	0	-0.0176
DCXR	0.034579843730518	0	-0.0176
IQCF2	0.0344806385080907	0	-0.0176
MAGEA4	0.0344806385080907	0	-0.0176
NRG3	0.0345372859559775	0	-0.0176
RAPGEF1	0.034485565324903	0	-0.0176
TOP3A	0.0344806385080907	0	-0.0176
APLNR	0.0346694873226239	0	-0.0177
EPS15	0.422533981792961	0.395659521413323	-0.0177
HAVCR1	0.0346476971488898	0	-0.0177
MAPK11	0.0346308249004853	0	-0.0177
NECAB1	0.0347014632518202	0	-0.0177
NR5A1	0.0346304733726945	0	-0.0177
PCDHGB8P	0.0346304733726945	0	-0.0177
PFDN4	0.307975429595955	0.278819486304345	-0.0177
PGBD1	0.350916059195329	0.322684718585983	-0.0177
PITRM1	0.0346484001130896	0	-0.0177
PM20D1	0.0347000578769587	0	-0.0177
PPM1K	0.0346308249004853	0	-0.0177
SOX9	0.0346733529507197	0	-0.0177
EIF2AK1	0.034803313635929	0	-0.0178
ITGB7	0.0347692550633643	0	-0.0178
LDB3	0.0348085796519273	0	-0.0178
ADORA1	0.034954190667715	0	-0.0179
AQP12B	0.0349552427010184	0	-0.0179
BAHCC1	0.0349317453206416	0	-0.0179
C12orf4	0.0349671651672914	0	-0.0179
DCLRE1A	0.0349990700739498	0	-0.0179
FAF1	0.446529211206604	0.419885477904882	-0.0179
GTF2H3	0.54659722232965	0.522017729279401	-0.0179
HSPE1	0.492949993971031	0.467221023936886	-0.0179
NUDT16L1	0.0349587494189813	0	-0.0179
PAQR3	0.0348924569046078	0	-0.0179
TTC8	0.0349598014164563	0	-0.0179
COQ7	0.03507512033091	0	-0.018
EHMT1	0.597616567054784	0.573836247563541	-0.018
ETV6	0.374147142964321	0.345943636358399	-0.018
KIR2DL3	0.0350607546985818	0	-0.018
OR2L2	0.495913272446968	0.470147913277054	-0.018
PATL2	0.0350463875243503	0	-0.018
PDSS2	0.0350162464897614	0	-0.018
PRAMEF1	0.0350968410419851	0	-0.018
SNORA63	0.0350880831148106	0	-0.018
TTTY8	0.0350968410419851	0	-0.018
UBE2E3	0.0350323692827352	0	-0.018
ACO1	0.0352389896225557	0	-0.0181
CD8A	0.407563038983338	0.379852857416241	-0.0181
CDH2	0.0351906900427448	0	-0.0181
CTXN3	0.0352529862434664	0	-0.0181
GABRG2	0.0352008414009308	0	-0.0181
HABP4	0.600362974291514	0.576526124253251	-0.0181
IFI6	0.0351948906981246	0	-0.0181
ISG15	0.0351948906981246	0	-0.0181
MARCKSL1	0.0351791375606861	0	-0.0181
RNF7	0.0352225417226247	0	-0.0181
RPL13AP3	0.035153228369608	0	-0.0181
STEAP4	0.0352487874108638	0	-0.0181
ZNF583	0.0352263914122787	0	-0.0181
COG7	0.0353659553644378	0	-0.0182
GLTP	0.0353278433152527	0	-0.0182
INPP5A	0.0354047555686042	0	-0.0182
ITLN1	0.371966514324362	0.343460380283881	-0.0182
SDC1	0.0353879784820972	0	-0.0182
SIPA1L2	0.0353428796398862	0	-0.0182
CHD5	0.299391964395206	0.269295027579281	-0.0183
ECHS1	0.194993392064601	0.162689872326683	-0.0183
FAM172A	0.0355088662887973	0	-0.0183
FAM180A	0.0354784799167744	0	-0.0183
FAM47B	0.0354756854212825	0	-0.0183
L3MBTL3	0.0354410987106011	0	-0.0183
LAPTM4A	0.0355018815264911	0	-0.0183
LY6D	0.0354756854212825	0	-0.0183
MAR01116	0.215433458830906	0.183640770391819	-0.0183
MOV10L1	0.0354498335719196	0	-0.0183
NXF2B	0.0355099139717082	0	-0.0183
PKNOX2	0.0354851166097596	0	-0.0183
RPL23AP64	0.0354634588175071	0	-0.0183
SCGB2A2	0.0354756854212825	0	-0.0183
SLC39A1	0.0354362069392763	0	-0.0183
TTLL4	0.0354334115611104	0	-0.0183
ARID5B	0.181701684568753	0.149065435833205	-0.0184
CD53	0.0356847620868337	0	-0.0184
CD6	0.0356749961595083	0	-0.0184
GANC	0.0356638342271825	0	-0.0184
LCN9	0.0356087085388629	0	-0.0184
MACC1	0.51474271867789	0.488723717400468	-0.0184
PGM2L1	0.0356882497453553	0	-0.0184
SAMD5	0.0355853255994994	0	-0.0184
WDFY2	0.0356087085388629	0	-0.0184
CDC6	0.367934174234561	0.33892623723593	-0.0185
CYP4F8	0.0358161839890473	0	-0.0185
HAAO	0.0357764572869057	0	-0.0185
SNAP47	0.0357443885422023	0	-0.0185
THBS1	0.0357440399266783	0	-0.0185
BBS10	0.0359432998823126	0	-0.0186
ERI1	0.0358673931283723	0	-0.0186
FAM47A	0.0359586152921831	0	-0.0186
GOLGA7	0.0359043072935527	0	-0.0186
LYRM1	0.0358917715488105	0	-0.0186
METTL2B	0.0359345971641443	0	-0.0186
CDH19	0.036055340345426	0	-0.0187
HOXA6	0.443078199278502	0.415212631739908	-0.0187
KCNC3	0.036055340345426	0	-0.0187
MYBL2	0.407277255913529	0.378766216259371	-0.0187
PPAN	0.036110977767863	0	-0.0187
PRRG4	0.036110977767863	0	-0.0187
SPIN3	0.0360598617492483	0	-0.0187
SPPL2A	0.0360887255738964	0	-0.0187
USP49	0.0359899368100185	0	-0.0187
WEE2	0.0360285565910371	0	-0.0187
ZDHHC11	0.33363263245146	0.303651322384661	-0.0187
ZNF703	0.476442450480889	0.449308050093484	-0.0187
AKR7A2	0.0361495626473652	0	-0.0188
ARL8B	0.0361836193347938	0	-0.0188
IQCG	0.0362055083448342	0	-0.0188
LINGO2	0.0362398981303442	0	-0.0188
OR4C16	0.0361429588172719	0	-0.0188
PRAMEF12	0.0361294025662713	0	-0.0188
RAB3IL1	0.0361582514011442	0	-0.0188
RPAP1	0.0362520540216925	0	-0.0188
RPL13P5	0.0361857041566393	0	-0.0188
TPI1P2	0.0362489283264934	0	-0.0188
UBTD2	0.0361495626473652	0	-0.0188
XCL2	0.0362235727681035	0	-0.0188
BCL2L14	0.0363256604075149	0	-0.0189
HDAC2	0.611270252741489	0.58656059536248	-0.0189
HEATR6	0.0363089983550362	0	-0.0189
KRTAP1-1	0.0363784098949267	0	-0.0189
LCE3C	0.0363659184737751	0	-0.0189
MAGEB2	0.0363784098949267	0	-0.0189
MBD3L2	0.0363430145069896	0	-0.0189
MYO6	0.424920873791621	0.396400239847636	-0.0189
NEU2	0.0363784098949267	0	-0.0189
PDP1	0.036326354614694	0	-0.0189
PRKCI	0.569307491048732	0.54373512083917	-0.0189
PRLR	0.0363659184737751	0	-0.0189
RFESD	0.0363322552303574	0	-0.0189
TCF12	0.298351035519767	0.267335592195493	-0.0189
TTYH3	0.0363659184737751	0	-0.0189
EPB41L3	0.0364370346017676	0	-0.019
HAPLN1	0.0364588822143671	0	-0.019
KRT85	0.0364092864615879	0	-0.019
MLXIPL	0.0364207332664169	0	-0.019
PDCD11	0.476071362348831	0.448522642245065	-0.019
SYPL1	0.0364893935465183	0	-0.019
TAC4	0.03647344530863	0	-0.019
ALDH1A3	0.0365576721231348	0	-0.0191
CCDC63	0.0365639090386394	0	-0.0191
CCNDBP1	0.0366432311077224	0	-0.0191
CCNG1	0.036595435663941	0	-0.0191
CD200	0.182321212340145	0.148680100175785	-0.0191
DEFB122	0.0366061738079477	0	-0.0191
GLG1	0.0365999388614669	0	-0.0191
GPR108	0.0366169110905944	0	-0.0191
IL18	0.0365694527195797	0	-0.0191
RIPK3	0.0366169110905944	0	-0.0191
RRM2B	0.0366511953560792	0	-0.0191
TM2D1	0.0366193355190931	0	-0.0191
ZNF485	0.368140652134139	0.338156089937886	-0.0191
GPR155	0.0367128156937893	0	-0.0192
NACA	0.505520724667596	0.478229706253976	-0.0192
NME1-NME2	0.362974167202616	0.332838143259052	-0.0192
RIMS4	0.0367785589268849	0	-0.0192
SMOC1	0.0367138539957713	0	-0.0192
TSPAN12	0.0367342722981782	0	-0.0192
VIT	0.0367342722981782	0	-0.0192
CLEC4F	0.0368930134914674	0	-0.0193
ILF2	0.597478149753885	0.57189377853794	-0.0193
OR4C12	0.0368653597236993	0	-0.0193
PROP1	0.0368930134914674	0	-0.0193
PUS10	0.0368563710189388	0	-0.0193
SNORA46	0.0369603956254337	0	-0.0193
ZNF671	0.0368625940326775	0	-0.0193
ZNF766	0.0369662683581895	0	-0.0193
IFIH1	0.0370201472904793	0	-0.0194
MRPL38	0.189473844038393	0.155469083765049	-0.0194
SETD1A	0.513969640635086	0.486577330676458	-0.0194
STAT1	0.180998032228165	0.146934593188656	-0.0194
TRAPPC2	0.23363002939547	0.200556677672625	-0.0194
BHLHE40	0.0371995872642019	0	-0.0195
GLT6D1	0.0371668229149354	0	-0.0195
IFNA6	0.037212345946322	0	-0.0195
KANK1	0.0371219744895659	0	-0.0195
KRTAP6-1	0.0372088977737786	0	-0.0195
LCE2C	0.037212345946322	0	-0.0195
LRIT2	0.0371999321094386	0	-0.0195
MAGEB4	0.0371999321094386	0	-0.0195
NSUN4	0.0372378596628127	0	-0.0195
OLFML3	0.0371961387629715	0	-0.0195
POTED	0.037212345946322	0	-0.0195
PPME1	0.0371706170922617	0	-0.0195
PRR22	0.0371661330529577	0	-0.0195
RBMY1F	0.0371668229149354	0	-0.0195
RPP21	0.0371274951067266	0	-0.0195
SFTA2	0.0371650982533247	0	-0.0195
SPRR2C	0.0371999321094386	0	-0.0195
TKTL2	0.0371167987041845	0	-0.0195
VAPA	0.279469979720603	0.24713260510916	-0.0195
VWA3A	0.0372450991560596	0	-0.0195
WDR17	0.0371444005805529	0	-0.0195
XCL1	0.0372088977737786	0	-0.0195
GABRB2	0.0373412438569142	0	-0.0196
HS3ST6	0.0373136825450049	0	-0.0196
KLF12	0.379716143811215	0.349329771517695	-0.0196
MRTO4	0.18999794722306	0.155760497751534	-0.0196
OR8K1	0.0373712103435253	0	-0.0196
PEX16	0.0372650919131107	0	-0.0196
TTC23	0.0373023118503671	0	-0.0196
UNC119	0.436349710468907	0.40714377922424	-0.0196
CACNG2	0.037423205221019	0	-0.0197
FUT9	0.0374765564481712	0	-0.0197
GAGE2D	0.037423205221019	0	-0.0197
KRT35	0.0374765564481712	0	-0.0197
NCOA7	0.536944700104558	0.509559748445617	-0.0197
SH3BP4	0.0374066792375979	0	-0.0197
STAG3L4	0.037431811696054	0	-0.0197
TMEM161B	0.0374173525018969	0	-0.0197
WDFY4	0.0374947942483279	0	-0.0197
AKAP4	0.0375408938325836	0	-0.0198
ATXN1	0.39776026890728	0.3673812288995	-0.0198
C3orf36	0.0376433569255808	0	-0.0198
CARD18	0.0376254831077549	0	-0.0198
CYLC2	0.0376254831077549	0	-0.0198
DIP2C	0.037661915672137	0	-0.0198
IRX6	0.0376192954608569	0	-0.0198
KC6	0.0376254831077549	0	-0.0198
KRTAP20-3	0.0375694400921572	0	-0.0198
LRRC52	0.0376254831077549	0	-0.0198
NHLRC3	0.0375367661587716	0	-0.0198
PWWP2B	0.0375694400921572	0	-0.0198
SAV1	0.417276869121095	0.387385960444686	-0.0198
SH3BP2	0.541040367556121	0.513544943275332	-0.0198
TPRG1L	0.0376581353954118	0	-0.0198
CCDC122	0.0377972479639232	0	-0.0199
DDX19B	0.037671881344519	0	-0.0199
ECT2L	0.0377972479639232	0	-0.0199
HDGFL1	0.0377831715385127	0	-0.0199
IL10RA	0.501860207598407	0.47345289120791	-0.0199
IL6ST	0.0377093318931248	0	-0.0199
MMP20	0.0377519234507648	0	-0.0199
MPV17L2	0.0377453982041123	0	-0.0199
OR2W1	0.037773214148607	0	-0.0199
PDE7B	0.037684595090804	0	-0.0199
PMS2CL	0.0890279929789768	0.0522797545732066	-0.0199
PRR20B	0.0377182635039685	0	-0.0199
RBM18	0.0377807680984217	0	-0.0199
SOCS3	0.0377975912728806	0	-0.0199
SULT2B1	0.0377532971463702	0	-0.0199
TAB2	0.0377752743590158	0	-0.0199
TMEM229B	0.0377862616123626	0	-0.0199
TMEM86B	0.0377182635039685	0	-0.0199
TNF	0.0377756177243346	0	-0.0199
TTYH2	0.0377532971463702	0	-0.0199
BCL9L	0.393780317553251	0.363070299144205	-0.02
NCALD	0.0379437608642547	0	-0.02
PXDN	0.0378895663493104	0	-0.02
RNF216	0.0379365590600379	0	-0.02
GCG	0.0379509622810174	0	-0.0201
HDDC3	0.0380472868372841	0	-0.0201
LYZL1	0.0379859350810252	0	-0.0201
PNLIPRP1	0.0379509622810174	0	-0.0201
PRMT6	0.437223744248412	0.40726168306085	-0.0201
CHCHD5	0.0381562111557766	0	-0.0202
DEFB112	0.0381318992597508	0	-0.0202
FAM117A	0.038094224219663	0	-0.0202
KRTAP13-2	0.0381168305161682	0	-0.0202
KRTAP8-1	0.0382256982818523	0	-0.0202
LUZP2	0.0382256982818523	0	-0.0202
REG3G	0.0382256982818523	0	-0.0202
SLC9A3	0.0381058703643529	0	-0.0202
TMEM158	0.0382274093323257	0	-0.0202
TTTY6B	0.0382256982818523	0	-0.0202
AKAP11	0.349298179761802	0.317334673247725	-0.0203
CDKN2AIP	0.0383645644116542	0	-0.0203
DUSP10	0.0383416580029474	0	-0.0203
LCE6A	0.0382328845468655	0	-0.0203
MAMDC2	0.0383611457935418	0	-0.0203
PIGQ	0.191884195264541	0.156679029117175	-0.0203
PIP4K2B	0.423979080159741	0.393511011301728	-0.0203
SHISA9	0.0382410969487797	0	-0.0203
ERH	0.193147525295986	0.157782640612669	-0.0204
ITPR2	0.422024605652166	0.391288389106685	-0.0204
MTAP	0.0384124158999766	0	-0.0204
PRAMEF20	0.0384561508675847	0	-0.0204
SGMS1	0.0384933826639321	0	-0.0204
OR10V1	0.3802305231409	0.348506992883395	-0.0205
SNORD25	0.0385166045952117	0	-0.0205
TRAK1	0.306124912048628	0.272924915073999	-0.0205
UBE2V1	0.0385684978790046	0	-0.0205
COL15A1	0.0386715419847944	0	-0.0206
INSR	0.0386483469194494	0	-0.0206
KRTAP23-1	0.0387039401269624	0	-0.0206
LYZL4	0.0387039401269624	0	-0.0206
NGB	0.0387039401269624	0	-0.0206
NR4A2	0.038652099334887	0	-0.0206
OSGIN2	0.0387083729470603	0	-0.0206
SLC7A2	0.0387257618238254	0	-0.0206
SNORA12	0.0387257618238254	0	-0.0206
ATN1	0.52527736099942	0.496293291708314	-0.0207
CROCC	0.0388511675909918	0	-0.0207
HMGN3	0.189409707469539	0.153660036550402	-0.0207
LMCD1	0.0389264227805541	0	-0.0207
MAVS	0.406444864837228	0.375028410481352	-0.0207
MRPS5	0.038801428274775	0	-0.0207
PARP12	0.0388971429841006	0	-0.0207
PLA2G4A	0.0388061985995024	0	-0.0207
PRM3	0.0389046337742498	0	-0.0207
SEMA5B	0.0389264227805541	0	-0.0207
TAOK3	0.0388906733279699	0	-0.0207
GARNL3	0.038966586965082	0	-0.0208
SFRP4	0.0389638643503148	0	-0.0208
UBAC1	0.0389601206645865	0	-0.0208
ANKHD1-EIF4EBP3	0.0390849671409003	0	-0.0209
CD1C	0.0391339214339948	0	-0.0209
CNTLN	0.0391723244224232	0	-0.0209
DENND5B	0.039069665251925	0	-0.0209
IFRD2	0.192675577465811	0.1565728585607	-0.0209
LCE4A	0.0391916916616698	0	-0.0209
METTL4	0.0391529543805878	0	-0.0209
TSPYL1	0.0391916916616698	0	-0.0209
ABCD2	0.326524203228524	0.293085154220952	-0.021
KLK7	0.0392735467517922	0	-0.021
MRPL53	0.0393417776725836	0	-0.021
NMRAL1	0.411990540175057	0.380292900389818	-0.021
SLC15A3	0.0392239641679755	0	-0.021
TSSK2	0.0392718490217847	0	-0.021
MGST1	0.0393858886097004	0	-0.0211
SMC5	0.0394279501163211	0	-0.0211
ARHGAP12	0.0395072882633222	0	-0.0212
C2orf50	0.0395350793970518	0	-0.0212
CHPF2	0.0395838693803101	0	-0.0212
CYLC1	0.039524573671166	0	-0.0212
DEFB129	0.039524573671166	0	-0.0212
MRPL40	0.0395889506476652	0	-0.0212
OR2C1	0.182546103665439	0.145898251044419	-0.0212
PCIF1	0.0395096609024456	0	-0.0212
PRAMEF8	0.0395811592921821	0	-0.0212
PRDM16	0.507652689695184	0.477578285153639	-0.0212
SNAR-G1	0.039524573671166	0	-0.0212
TTC5	0.0395083051138104	0	-0.0212
APOH	0.0397243800051149	0	-0.0213
C11orf86	0.0396583753101167	0	-0.0213
C1orf141	0.0396458476678355	0	-0.0213
CCDC160	0.0396583753101167	0	-0.0213
CDS2	0.0397341933084722	0	-0.0213
MUC16	0.0397243800051149	0	-0.0213
OR51B2	0.0396553281536875	0	-0.0213
ZG16B	0.0397467126855809	0	-0.0213
ADCY9	0.348013392515902	0.314330050197554	-0.0214
DAPP1	0.457234211765777	0.425825243640531	-0.0214
HSPA6	0.186932562581035	0.150050569388869	-0.0214
MYH11	0.0398106447568478	0	-0.0214
NOL7	0.0398745463076421	0	-0.0214
SLC35B3	0.0398475017555431	0	-0.0214
DDX51	0.0399819944065318	0	-0.0215
NCKAP5L	0.0399340250955304	0	-0.0215
NR0B2	0.0400471645840134	0	-0.0215
LRRN3	0.0401730253923086	0	-0.0216
OAS3	0.0401693153725051	0	-0.0216
TCEAL1	0.454322447804185	0.422517837334848	-0.0216
TTTY1B	0.0400731562691299	0	-0.0216
KRTAP25-1	0.0402006786636754	0	-0.0217
MRGPRD	0.0401939344900898	0	-0.0217
NDEL1	0.188931031283892	0.151641173249059	-0.0217
OSTC	0.0403135930876483	0	-0.0217
ALX3	0.0403977955631271	0	-0.0218
KRTAP1-3	0.0403819695401237	0	-0.0218
LCE3E	0.0403819695401237	0	-0.0218
RNPEPL1	0.0403540168862976	0	-0.0218
SEMA4F	0.0404240558981699	0	-0.0218
SNORD48	0.0403819695401237	0	-0.0218
SNX14	0.0404469453209124	0	-0.0218
TAF13	0.0404210261224242	0	-0.0218
UGT1A7	0.0403934183397038	0	-0.0218
ZNF692	0.425922625477935	0.393285435346456	-0.0218
B4GALT6	0.278727438282446	0.242957308747798	-0.0219
C14orf178	0.0405371184829508	0	-0.0219
CCDC105	0.0405371184829508	0	-0.0219
DERL2	0.0405996656586883	0	-0.0219
DPP3	0.198175044084213	0.160800328888548	-0.0219
FBXL19	0.0405969760589887	0	-0.0219
KCTD8	0.0405926053442108	0	-0.0219
PHACTR2	0.0406006742446429	0	-0.0219
RAX2	0.414442128260481	0.381385585568349	-0.0219
TARS2	0.0405653692137243	0	-0.0219
TMPRSS11D	0.0405556166591237	0	-0.0219
AKNAD1	0.0406625196607756	0	-0.022
IPO7	0.559226704933451	0.529061921756455	-0.022
OR6C68	0.0407129159860372	0	-0.022
PACRG	0.0407031741759229	0	-0.022
PLXNA3	0.195009304295006	0.157393753226877	-0.022
SSH1	0.040689400062104	0	-0.022
APOL6	0.0407572490624123	0	-0.0221
DPP8	0.0407643006982476	0	-0.0221
KRTCAP2	0.0408727148006872	0	-0.0221
SDCCAG8	0.0408871410172337	0	-0.0221
SNORA16A	0.0408485557935596	0	-0.0221
SPPL3	0.0408022388386287	0	-0.0221
TM7SF2	0.0407555700467437	0	-0.0221
UGT1A6	0.0407555700467437	0	-0.0221
VHL	0.443953953874289	0.411223521493327	-0.0221
POLA1	0.383807163328283	0.349821200368878	-0.0222
GOSR1	0.193013006580521	0.155047952157462	-0.0223
KRTAP22-1	0.0410530983846629	0	-0.0223
NFKB2	0.514366498466476	0.4828947936794	-0.0223
PANK2	0.0410447216310669	0	-0.0223
SENP6	0.0410319879615324	0	-0.0223
TMPRSS12	0.0410530983846629	0	-0.0223
TNFRSF9	0.0410705203531459	0	-0.0223
TTTY2	0.0410530983846629	0	-0.0223
CXCL17	0.0412797417914335	0	-0.0224
MRPS17	0.18763267958153	0.149403458629243	-0.0224
RNF169	0.18571013214748	0.147409799213824	-0.0224
SPTA1	0.0413061641164099	0	-0.0224
CT47A7	0.0413820574815193	0	-0.0225
RPL23AP53	0.0414061204000752	0	-0.0225
CDC123	0.0414923103536964	0	-0.0226
