accession	gene_name	IDHwt_1.raw	IDHwt_2.raw	IDHwt_3.raw	IDHwt_4.raw	mIDH1_1.raw	mIDH1_2.raw	mIDH1_3.raw	mIDH1_4.raw	mIDH2_1.raw	mIDH2_2.raw	mIDH2_3.raw	mIDH2_4.raw	IDH2_vs_IDH1_ratio	IDH2_vs_IDH1_t.test	IDH2_vs_IDH1_logFC	IDH2_vs_IDH1_p.value
O95628	CNOT4	18969.94	14160.59	10843.26	18623.59	28643.31	306112.75	52326.1	59457.47	228179.47	30141.93	57829.88	589683.38	2.55859917517395	0.46654905552273	1.35535415547366	0.331102685416407
Q15035	TRAM2	23383.25	63622.17	93455.1	68806.02	194596.7	110040.77	142847.78	129414.77	152687.52	143918.05	99529.04	105076.55	0.914538558461309	0.435924762800324	-0.128884097217131	0.360588460089727
Q8TAV4	STOML3	23383.25	30678.97	2764036	45901.79	4560471	53056.38	1988171	3712523.5	38979.94	58703.39	57829.88	64536.61	0.0204419426440059	0.0854357198034678	-5.61232388441413	1.06836051724784
Q92686	NRGN	23383.25	491519.56	471324.12	45901.79	494425.94	53056.38	52326.1	448690.66	302388.44	474374.78	462914.72	442833.88	1.80518972269373	0.28839979914277	0.8521504701349	0.540005046418687
Q5H9I0	TFDP3	66178.36	34363.35	71105.17	86669.17	48340.02	16867.74	18205.53	31883.24	15893.85	19713.45	38474.59	64536.61	1.16169832080125	0.679154764035148	0.21623546668457	0.168031248535848
K7EJB8	PPP1R14A	23383.25	30678.97	49763.07	45901.79	28643.31	53056.38	332406.88	59457.47	38979.94	58703.39	57829.88	64536.61	1.03572377978356	0.442044180595904	0.0506392977440546	0.354534322437958
Q99584	S100A13	23383.25	30678.97	49763.07	45901.79	28643.31	53056.38	180439.61	59457.47	38979.94	58703.39	57829.88	64536.61	1.03572377978356	0.512099400648305	0.0506392977440546	0.290645732455559
E9PKT4	TMEM123	558276.12	435946.25	390569.97	269354.19	289824.12	230488.28	277492.88	310926.28	508508.56	425666.78	351732.12	360945.69	1.38654838476548	0.0256207555726444	0.471497961305817	1.59140806677745
G3V1C1	AKR1E2	2585007.5	2127604	2010020.88	1898310.12	7937805	5553810.5	5060364.5	6251114.5	4595691	4206245.5	3596842	3385813	0.661002717086301	0.0290643489581953	-0.597271892868653	1.53663940080083
Q9UL16	CFAP45	414636.94	411665.72	383951.56	362399.34	416448	342064.69	551693.25	249762.75	432384.56	366367.44	427296.09	386523.16	1.07291448215586	0.85292657190916	0.101535089061414	0.0690883554529956
P53567	CEBPG	79583.72	30678.97	49763.07	45901.79	28643.31	53056.38	52326.1	59457.47	85236.11	58703.39	80660.16	64536.61	1.37780748754442	0.0420108173140843	0.46237432333445	1.37663886924649
A0A6Q8PEZ3	PTBP2	6161345.5	5999131	4056282.25	3765564	5448014	4443225	5222105	4230558	7373208.5	4745656.5	6129990	4163986.25	1.12522247041746	0.380086739621468	0.170210268319949	0.420117281698346
A0A0C4DGH3	NUMBL	182081.02	165942.56	284849.06	301932.44	500262.72	302807.12	392188.06	426902.94	318576.16	407384.22	278568	424564.38	0.886300032597111	0.406001827985198	-0.174132928538226	0.391472011048182
A0A087WSY5	CPB2	23383.25	128796.47	111140.65	45901.79	28643.31	53056.38	52326.1	59457.47	183968.45	140297.36	57829.88	64536.61	1.9437193924455	0.127736930970048	0.958819957447865	0.893683522488232
H7C580	ITGB5	23383.25	2501176.25	49763.07	45901.79	3652224.5	53056.38	52326.1	59457.47	4033651.75	4107188.5	2971819.5	64536.61	62.2631902650207	0.208453117810055	5.96030759494547	0.680991604794934
O15120	AGPAT2	478816.75	421272.44	417649.56	467681.34	355782.03	1418898	353516.81	462937.72	368581.88	377318.16	373200	336160.78	0.906026610448813	0.352001309752654	-0.142374671328042	0.453455720563653
Q8IWB1	ITPRIP	115065.7	167133.91	189211.97	152913.48	173123.03	153007.31	51243.45	121436.12	108778.89	124292.43	57829.88	64536.61	0.631516301920582	0.304314166308578	-0.663108118758268	0.516677830072194
D6RJI5	B4GALT7	94604.97	77372.79	49329.18	98831.01	105872.2	92266.63	124113.55	147682.94	149983.02	120222.74	111405.87	128501.73	1.08147774372977	0.519297522848627	0.113003975664132	0.284583749070143
F8VPI1	TMBIM6	309762.62	251471.2	326582.75	437663.47	336894.78	260388.52	391827.81	487714.5	388421.81	478699.69	337634.97	376251.69	1.04933415059906	0.663350563756333	0.069474163756477	0.178256897434916
Q969E2	SCAMP4	638629.12	524548.88	478019.75	465930	404990.91	454419.88	338238.59	492520.06	388557.22	427811.66	610367.19	459254.44	1.03217938420345	0.441186142636232	0.0456937209656913	0.355378136918907
P03886	MT-ND1	47550.92	51674.91	11994.4	45901.79	28643.31	53056.38	52326.1	59457.47	19548.39	58703.39	57829.88	64536.61	1.10581256011436	0.890460968430322	0.145106863411017	0.0503851122106608
P00414	MT-CO3	257727.84	107566.8	123016.06	138632.06	99753.91	51447.98	72776.41	50853.07	134925.38	83164.01	134433.8	66560.04	1.7516512659068	0.145221461554718	0.808715579147995	0.83796919667981
Q9NX04	C1orf109	322885.5	322912.69	361958.38	354266.78	417487.44	342657.78	502076.91	270275.47	340927.56	400459.25	437746.97	411778.38	1.06852955018253	0.799527671648955	0.0956268062778314	0.0971665007276546
Q9NVW2	RLIM	54960.46	91327.31	70268.24	45901.79	78781.23	163811.62	54784.3	31460.07	25977.9	48636.43	93498.29	89404.72	1.03350879527076	0.615054027392277	0.0475506663052188	0.211086733382701
O95297	MPZL1	130120.12	185677.95	264776.19	289490.09	28643.31	53056.38	154424.94	59457.47	38979.94	58703.39	57829.88	64536.61	1.03572377978356	0.547773084190488	0.0506392977440546	0.26139931139336
D6RB92	PSMG4	92620.35	133036.95	84655.15	129498.01	140258.48	182242.75	146517.7	148825.61	124839.04	122138.01	115143.39	197817.98	0.836237157361039	0.535947175824058	-0.258015945371009	0.270878013252485
Q96E22	NUS1	23383.25	30678.97	58842.75	412040.81	28643.31	53056.38	52326.1	110147.09	38979.94	132108.41	122349.55	124151.81	2.33911139688495	0.174183582768338	1.22596056964527	0.75899278072396
Q6PI47	KCTD18	23383.25	95059.06	91327.42	123868.48	28643.31	38271.92	46868.84	59457.47	38979.94	31999.18	73046.56	64536.61	1.21582835295339	0.488215428245436	0.281939567743469	0.311388500428895
Q9H8N7	ZNF395	21404.56	12638.81	28019.82	29440.37	28643.31	53056.38	52326.1	59457.47	12586.11	58703.39	15366.59	14545.21	0.28384034993293	0.137792586831875	-1.81684840150627	0.860774146612806
A0A0A0MRR5	UPRT	381476.12	86845.42	94911.89	244156.38	458674.41	102362.22	170600.2	70631.97	245192.25	273873.5	72820.83	84247.91	1.20690665037334	0.772083607647715	0.271314093448674	0.112335668091746
Q5VXI9	LIPN	23383.25	59223.26	490911.75	127153.67	28643.31	133871.95	52326.1	135439.39	38979.94	1159691.62	57829.88	217639.78	1.47944438730696	0.37028094050914	0.565055466275383	0.431468641838586
Q9BSY9	DESI2	23383.25	110129.42	155063.16	133238.52	91682.16	78920.91	74381.84	56947.64	49473.12	57099.5	49496.02	99304.12	0.695326861390288	0.442614517680036	-0.524236771075735	0.353974345390849
H3BMW4	TMEM208	716636.88	509603.97	533054.12	637402.75	588231.44	349639.5	508474.97	524123.06	588250.69	673042.81	502368.28	495557.12	1.05618928015968	0.3154129913705	0.0788684038984733	0.501120422724539
A0A6Q8PG18	MEX3C	223433.97	30678.97	230395.98	264121.97	208177.38	268576.06	142945.44	253051.22	273675.94	206888.06	274329.12	284224.56	1.18814197558434	0.266413395457685	0.248707239533598	0.574443942312935
Q9UHR4	BAIAP2L1	23383.25	30678.97	49763.07	45901.79	28643.31	53056.38	57865.43	59457.47	38979.94	58703.39	57829.88	64536.61	1.05058932954664	0.58431571112793	0.0711988367513521	0.233352436187711
H0Y950	CD38	290015.72	167609.75	181465.48	130569.97	28643.31	53056.38	52326.1	59457.47	38979.94	33126.74	57829.88	64536.61	0.918651942903602	0.981228512495467	-0.122409735396858	0.00822984057211819
P62875	POLR2L	620440.75	840028.5	647817.56	503586.69	778034.38	637239.88	833409.5	489756.84	526992.88	580354.25	760524.69	481600.91	0.782425824659596	0.362589432006204	-0.353974106379586	0.440584857957758
I3L1T3	DERL2	23383.25	167710.78	145083.92	195959.17	376407.66	167624.39	132191.58	143294.75	112015.71	142348.95	57829.88	230908.61	0.818105504858916	0.356244525786906	-0.289641186290564	0.44825180049587
B1ALD5	SLC9A1	23383.25	30678.97	49763.07	45901.79	28643.31	20530.56	37722.24	74375.85	38979.94	39442.03	57829.88	64536.61	1.46569884525933	0.500730283735325	0.551588705734186	0.300396142051415
A0A2R8YEH1	RHAG	23383.25	30678.97	49763.07	45901.79	28643.31	53056.38	432010.47	59457.47	38979.94	58703.39	57829.88	64536.61	1.03572377978356	0.427887946987792	0.0506392977440546	0.368669946819214
Q12893	TMEM115	23383.25	273773.19	339432.03	288416.53	381640.16	53056.38	357796.5	328375.75	38979.94	58703.39	206309.28	336898.44	0.386218868512972	0.290754226796521	-1.37250944679472	0.536473963061897
H0YFM9	PIGQ	12851.87	30678.97	10187.41	15779.58	14284.57	53056.38	7137.98	4058.93	38979.94	58703.39	57829.88	64536.61	5.43974783580853	0.0442365750627109	2.44353977565568	1.35421850487119
Q8N8R5	C2orf69	127013.3	135395.44	49763.07	140484.45	100203.99	120423.41	72195.02	53075.21	88937.08	73242.06	97017.6	100027.09	1.07862962786155	0.845847668116556	0.109199567536932	0.0727078436433195
Q9HD64	XAGE1A	151516.16	195384.64	305110.97	221195.23	28643.31	53056.38	52326.1	59457.47	38979.94	58703.39	57829.88	64536.61	1.10581256011436	0.477696279707909	0.145106863411017	0.320848140982959
Q8N9Z0	ZNF610	220559.36	287780.75	268823.5	293667.69	251888.28	289272.75	172077.58	240707.39	177852.81	142214.08	305470.53	210769.84	0.788928270522557	0.51996906447106	-0.34203395873688	0.28402249392129
O75808	CAPN15	143419.03	57355.73	69347.64	30038.48	166419.02	56877.67	53714.29	59457.47	111066.21	74723.71	65117.94	29493.33	1.20205855255772	0.681370797105283	0.265507171778934	0.166616483811597
R4GNB0	USP14	761096.94	1002645.38	1183177.75	1336243	1360288.38	953981.81	1551123.75	1405197	866557.5	1548871.25	714322	1494832.88	0.853879176898776	0.545798761760935	-0.227896150592875	0.26296745393729
A0A384DVL8	DSCAML1	23383.25	249678.56	300184.59	293965.12	28643.31	53056.38	456856.22	474452	38979.94	436167.31	394395.81	399684	1.55728611138458	0.69325198002849	0.639034026982952	0.15910888134012
O00409	FOXN3	15526.38	17354.19	18218.29	18161.09	29766.23	23895.23	17941.21	23676.61	10407.62	15879.5	23108.87	16358.83	0.677676751624491	0.0830055187915268	-0.561330815675679	1.08089303170793
Q96KR6	FAM210B	40635.91	30678.97	16293.51	20015.38	28643.31	53056.38	18851.62	59457.47	38979.94	10601.66	57829.88	3974.61	0.60687623172132	0.474068581813392	-0.720525776246059	0.324158825944928
Q9NVA4	TMEM184C	196135.03	106712.73	106189.79	126537.86	28643.31	138470.5	181568.08	211210.36	169605.12	169577.98	124059.92	225032.55	1.05981941302202	0.511192402794994	0.0838184590027418	0.291415609170332
Q6IPR3	TYW3	36678.66	90068.58	113263.63	59361.52	103236.19	72760.09	90011.31	88399.73	96362.14	105248.78	73368.77	91920.59	1.05533116112097	0.745015664480245	0.077695785224663	0.127834595807663
Q8N357	SLC35F6	235966.03	144412.02	274449.28	208827.22	317522.16	297746.25	254403.81	393454.56	210497.89	195787.77	633982	289277.75	0.812288802540667	0.884872055354659	-0.299935338024322	0.0531195198902164
A0A0C4DGT3	IQSEC1	194885.38	293684	273897.31	212143.66	295047.34	258978.69	317716	192328.95	179449.98	201012.05	198648.72	224575.8	0.721375437901356	0.093301262676178	-0.471177793221781	1.03011247876598
O75420	GIGYF1	23383.25	30678.97	49763.07	45901.79	28643.31	264090.09	270454.59	324965.28	38979.94	315761.19	57829.88	64536.61	0.228917234757626	0.311816024251545	-2.12710201004823	0.506101570143965
A0A087WWU1	TMEM237	86595.09	89495.08	132164.03	103749.3	28643.31	53056.38	100791.66	59457.47	38979.94	115279.68	57829.88	150082.27	1.53856223033875	0.35937615949005	0.621582797643139	0.444450736757757
Q86TJ2	TADA2B	51103.35	63341.56	129482.7	99997.69	47021.16	67524.54	83178.39	71854.52	38979.94	45356.45	60672.94	73905.25	0.760726826540515	0.289009241927753	-0.394549613231665	0.539088269167157
A6NLH6	CNIH4	293589.66	213555.53	162859.25	156365.62	28643.31	54594.45	126655.78	80000.53	38979.94	140894.36	196469.8	135816.62	2.05587890425037	0.210547100239056	1.03975528915115	0.676650735525354
Q9BVM4	GGACT	300444.59	188326.88	209789.02	166118.38	267150.88	127024.65	76164.95	129737.7	97825.62	104648.86	123680.68	106076.73	0.82070284058391	0.382164815334537	-0.28506814818287	0.417749299513998
Q6IQ16	SPOPL	23383.25	159674.98	188443.58	174931.81	213723.11	185003.45	198264.23	130459.13	156632.95	117195.13	57829.88	64536.61	0.474164009863811	0.0330852265979209	-1.07654193177533	1.480365886564
A0A1W2PR36	GAMT	23383.25	197014.64	118459.46	108948.16	28643.31	107796.53	52326.1	59457.47	38979.94	58703.39	57829.88	64536.61	1.04249014412404	0.709869424754238	0.0600337442545126	0.148821529201921
A0A8I5KRR8	FKBP7	23383.25	30678.97	49763.07	45901.79	28643.31	53056.38	11245.6	19733.08	38979.94	28237.81	17168.5	64536.61	1.38947428694039	0.529407395461761	0.474539136843741	0.27620999619334
P12724	RNASE3	76362.41	70656.59	49763.07	45901.79	182670.83	186146.09	52326.1	106159.23	351331.09	147999.81	216359.28	220878.53	1.51382376889718	0.107061696781624	0.598197264414414	0.970365877923846
A0A096LP22	PTRH1	23383.25	149540.5	236784.55	45901.79	133149.42	178696.06	52326.1	231415.33	186753.39	257568.22	289772.34	292876.12	1.75516592384151	0.0614069238228228	0.811607421520284	1.21178265803609
D6RCM2	MRPS18C	23383.25	83655.44	71220.48	25201.89	28643.31	53056.38	52326.1	59457.47	38979.94	58703.39	57829.88	41174.05	0.939472386681353	0.928833366163954	-0.090077336843233	0.0320621919768345
Q587I9	SFT2D3	54602.48	71043.55	38380.93	45901.79	78248.32	78203.02	119661.59	66877.51	38979.94	66415.73	57829.88	90563.87	0.79414858319526	0.208005785286391	-0.332519137664493	0.681924585791974
P23297	S100A1	23383.25	30678.97	49763.07	45901.79	181417.16	254129.59	39168.96	134948.06	78519.82	43747.06	90360.27	57798.9	0.430890348819001	0.154825974273338	-1.21460730989207	0.810156178425105
A0A8Q3SIR3	BLNK	1344946.62	1212829.5	1558491	1671925	1033185.81	555863.5	596263.62	858682.12	618119.75	917437	443701.09	908303.56	1.04912730972359	0.817015322649984	0.0691897570023806	0.0877697984493044
H3BU49	ARL2BP	122341.83	89057.47	122090.09	132014.64	203878.02	156139.41	281521.66	157379.7	150787.02	225905.59	140538.78	222419.28	1.03307494715961	0.70516223513598	0.0469449221344911	0.151710954329642
F5H2E5	MEFV	85346.62	30678.97	49763.07	25311.42	50792.4	61041.59	31869.29	81520.69	92915.26	25993.66	102448.85	62234.7	1.38732383598224	0.501344247856189	0.472304587974232	0.299863963546251
Q92915	FGF14	23383.25	30678.97	49763.07	45901.79	14497.38	53056.38	52326.1	9503.24	38979.94	58703.39	57829.88	64536.61	1.74389705534641	0.152465242504756	0.802314878346071	0.816829151129395
Q13203	MYBPH	64331.62	124993.4	85177.95	44377.45	62759.51	52065.12	24148.12	59457.47	38979.94	58703.39	57829.88	64536.61	1.04492973127687	0.624595907584701	0.0634059281942313	0.204400865637688
P32242	OTX1	23383.25	67264.55	46534.59	74041.43	28643.31	53056.38	52326.1	59457.47	14553.69	58703.39	57829.88	64536.61	1.10581256011436	0.969706146594471	0.145106863411017	0.0133598515553602
Q96PM9	ZNF385A	183366.83	165777.7	145228.16	137459.66	184588.52	153265.02	184847.06	147461.84	146919.28	134618.7	177813.05	98324.12	0.833313689713004	0.204143518503824	-0.263068413938982	0.690064404243109
M0QXY9	SNAPC2	55463.38	59156.71	97469.5	91883.62	47773.16	53056.38	31844.53	63522.17	54532.68	82021.12	57829.88	64536.61	1.2135976222841	0.132647614334504	0.279290164130106	0.877300556391623
A0A3B3IRL2	CREG1	1080303.38	597695.38	467560	683032.69	240250.05	439176	328414.62	247010.08	534656.19	356987.91	641218.81	346883.03	1.54954088693099	0.124768587989993	0.631840823071491	0.903894739811807
Q6ZRY4	RBPMS2	23383.25	30678.97	49763.07	45901.79	28643.31	53056.38	109454.52	59457.47	38979.94	58703.39	57829.88	64536.61	1.03572377978356	0.692570335640943	0.0506392977440546	0.159536114206352
J3KMX3	AFP	23383.25	166572.47	174226.2	45901.79	209849.09	212019.47	486784.59	131284.17	97394.64	199597.72	57829.88	64536.61	0.383842896469934	0.139743741216995	-1.38141214555771	0.854667634001763
Q969S2	NEIL2	29985.64	32707.73	57245.18	45084.73	44482.35	36491.5	40036.84	59457.47	25363.84	21649.11	16520.05	29371.36	0.556239949767621	0.0144900843422241	-0.846220730530226	1.83892908662987
A0A087WXK8	FAM83D	23383.25	86888.29	64073.87	81988.55	28643.31	134758.73	75265.19	113863.04	60427.77	58703.39	112432.05	51695.47	0.629896234951282	0.553132949460078	-0.66681390699059	0.257170470363817
Q9H5V7	IKZF5	57135.98	83565.19	126356.41	121301.98	149463.02	149098.8	176956.14	91536.16	38979.94	58703.39	57829.88	39607.07	0.326354354351136	0.0104869745172159	-1.61548880643916	1.97934978730661
F8WD88	CENPA	362654.84	231100.58	150828.02	168445.56	393431.78	182528.03	238635.34	59457.47	129601.81	95014.7	163777.77	44805.03	0.533323945052486	0.21335227981723	-0.906915991631206	0.670902712041824
O14957	UQCR11	486382.84	166257.23	83213.36	140835.92	104332.21	81343.48	64910.38	93235.44	120728.4	87863.34	186390.62	41165.49	1.19482776041918	0.512302174637883	0.25680266247496	0.290473800611599
E9PQ42	ZFTRAF1	140360.28	123886.66	185440.84	139732.28	28643.31	53056.38	52326.1	172245.44	38979.94	132774.72	57829.88	218735.77	1.80869343746702	0.522862590995351	0.854947900648212	0.281612429322515
H0Y8G9	HERC3	165015.42	179901.58	157165.97	45901.79	28643.31	140575.91	150059.08	104530.73	38979.94	112466.93	57829.88	105036.09	0.664469840555931	0.441945661609796	-0.589724375999654	0.35463112502587
Q5VW52	GPAM	23383.25	40996.5	52202.15	49862.01	29998.86	53056.38	43731.16	59457.47	38979.94	35504.78	57829.88	64536.61	1.00023019491972	0.790493828159105	0.000332062850990305	0.102101516505849
A0A2R8Y5K2	C9orf72	128031.42	198172.12	141043.78	45901.79	152087.16	113219.61	120390.23	59457.47	142008.3	48716.82	144784.84	131006.29	1.16867761221017	0.864068100234597	0.224877007362078	0.063452027902363
Q8TBM8	DNAJB14	199864.41	132947.48	134391	168474.12	64853.15	77967.61	52326.1	63008.31	73899	56373.64	57829.88	64216.43	0.954519915539835	0.832899803075757	-0.0671527958953257	0.0794072405963322
A8MW78	GRAP	95857.64	30678.97	43999.85	68607.04	28643.31	38248.86	25662.9	24611.16	38979.94	58703.39	57829.88	64536.61	2.14585532667443	0.0111460765403757	1.1015528130352	1.95287797895892
Q9UM22	EPDR1	310032.84	179016.03	143473.17	271067.81	360166.44	309392	209599.44	327386.31	528672.81	394974.78	471066.69	306946.62	1.3600360696959	0.0830790786648897	0.443644913888375	1.08050832837398
D6RIB3	NAF1	149592.31	154929.78	96392.9	89947.65	74793.02	88042.86	121537.38	83372.84	194133.72	102495.55	197860.56	40691.47	1.73046733758926	0.357284842308765	0.79116171102506	0.446985408206456
A0A087WZ32	PLEKHA2	176929.77	121724.54	110301.59	45901.79	153029.58	149949.34	52326.1	121978.8	38979.94	58703.39	183474.69	64536.61	0.453207968840591	0.448651574957291	-1.14175486632883	0.348090803352519
Q13061	TRDN	1693493	1452241.25	1261971.5	1459631.38	1069389	1051786.88	1294640.62	940248.88	38979.94	1081729.5	937717.25	1042187.94	0.933399822555026	0.298964893154742	-0.0994329018503681	0.524379807007786
A6NP52	PRAF2	152117.66	83277.86	49763.07	56527.78	168332.61	256970.69	52326.1	324454.09	413130.81	373005.84	295760.56	348212.44	1.69577400410484	0.0692757817926924	0.761943914663998	1.15941856440771
D6RA42	MCTP1	23383.25	117797.35	149951.98	145985.8	28643.31	300464.94	310542.25	321944.75	385678.84	306872.06	393899.34	362717.59	1.2248569939087	0.183119406680558	0.292613319658702	0.737265627475153
A0A494C055	PTPRZ1	446855.94	812987.56	958495.75	639914.06	719935.69	766330	935321.44	505710.94	541057.56	623096	632085.31	566588.06	0.800451808855252	0.20940442390546	-0.32111354688459	0.679014147597793
M0QXZ5	ZNF428	227398.94	357686.22	274056.84	446824.06	28643.31	53056.38	144319.27	59457.47	38979.94	58703.39	57829.88	64536.61	1.03572377978356	0.567590294059888	0.0506392977440546	0.245965039698483
Q8IU52	POC1B	253438.16	330886.25	49763.07	45901.79	128599.75	114451.7	141532.84	196487.62	107611.73	58703.39	103542.27	227862.95	0.781667994964991	0.631042882525288	-0.355372126388465	0.199941127267271
H0YJ90	PIP4P1	105395.74	74635.52	107931.64	115522.31	81073.52	118879.4	81310.05	152087.39	205722.33	129333.4	114087.42	171760.5	1.50404479356929	0.133848095620653	0.58884753410196	0.873387803538128
A0A8V8TLE1	SNX10	23383.25	30678.97	20932.02	45901.79	63635.11	34129.02	65020.17	90777.99	38979.94	83925.1	42817.32	45013.51	0.682683446804515	0.518979056178444	-0.550711323970933	0.28485016810465
Q9BSK0	MARVELD1	228638.41	226735.67	233386.34	315895.06	165989.27	199562.31	101065.39	236482.19	201211.36	202423.56	169115.53	219281.2	1.1041804825464	0.510058684659805	0.142976005443385	0.292379853396764
P78504	JAG1	270830.03	245018.72	49763.07	45901.79	28643.31	53056.38	52326.1	59457.47	158382.09	98931.68	57829.88	180487.7	2.44171298682665	0.0700890464685549	1.28789362750912	1.1543498483666
H0Y455	DNA2	58385.34	148752.42	132093.91	72573.05	44582.17	84906.61	148362.59	59457.47	38979.94	107805.23	57829.88	77168.95	0.935127560817067	0.631297092409062	-0.096764918330127	0.199766210915966
A0A8Q3SIR6	FAS	63758.28	66400.75	51621.33	83292.59	28643.31	53056.38	52326.1	59457.47	38979.94	58703.39	57829.88	64536.61	1.10581256011436	0.477696279707909	0.145106863411017	0.320848140982959
E9PMJ2	FAM118B	23383.25	30678.97	14361.32	45901.79	28643.31	25933.25	41383.46	59457.47	38979.94	19320.77	57829.88	64536.61	1.38246873302881	0.638876547673363	0.467246851733487	0.194583053960499
Q9H867	VCPKMT	81952.95	57867.63	66001.43	53456.8	104341.12	52218.9	76111.06	75840.12	47123.21	96442.2	57829.88	53652.08	0.733669590456619	0.418852091259356	-0.446797606111141	0.377939311855505
E9PLS9	TM7SF2	23383.25	88078.72	49763.07	45901.79	158624.12	110617.91	135653.78	178432.5	268150.25	303317.44	273561.31	267144.97	1.84081631682162	0.000646986034884383	0.880345676643621	3.1891050934242
Q5TZA2	CROCC	664994.75	597591.81	632751.19	626177	506108.06	449184.09	582284.5	565743.31	541063.38	625942.88	478724.25	660730.25	1.08877619851342	0.362338427500458	0.122707433874104	0.440885604782991
H0YA52	PCBD2	270639.41	245252.17	186758.97	219610.56	310890.91	272421.41	148423.06	221156.91	273183.72	277896.97	57829.88	305462.84	1.11650100433909	0.891782313849756	0.158984548925161	0.0497411449866612
Q7Z7M8	B3GNT8	23383.25	30678.97	49763.07	45901.79	38936.42	44270.75	55784.68	64185.42	135428.69	135309.5	156271.59	87797	2.705882029591	0.00798175677312578	1.43609894240608	2.09790151054082
P05976	MYL1	23383.25	290509.06	49763.07	148360.59	28643.31	53056.38	52326.1	233776.62	38979.94	328477.03	161376.19	283211	4.21879604655347	0.221848107968828	2.07683134360415	0.653944270811305
H0YKC2	SCG3	862967.56	1558670.62	1559715	2020307.62	1284779.25	1051522.88	2023547.62	1407611.88	987861.44	1264739.5	789044.31	1437733.5	0.836654420266197	0.254907806069189	-0.257296253617457	0.593616864880416
A0A8I5KR98	TAF3	114877.19	30678.97	49763.07	137921.53	97233.58	128676.66	117637.45	93122.51	38979.94	101346.46	184920.91	149534.48	1.16758848319385	0.787648189359009	0.223531885633304	0.103667721009696
A0A140T8Y6	NOTCH4	23383.25	166722.31	127767.81	196938.2	28643.31	53769.74	52326.1	59457.47	38979.94	68259.35	57829.88	64536.61	1.1533580392973	0.383753656764316	0.205840441293969	0.415947473130398
A0A804HIT6	HYCC2	89641.39	30678.97	40301.48	45901.79	28643.31	53056.38	52326.1	59457.47	38979.94	38286.27	46822.59	26761.59	0.733197871221099	0.237077645662476	-0.447725497748274	0.625109394242502
P03891	MT-ND2	689948.12	558191.88	615734	694136.69	349709.03	208897.36	310374.28	348264.84	335554.25	295161.09	258300.55	256084.81	0.840310912598085	0.656159996328948	-0.251004875243951	0.18299025048636
A0A3B3IRS4	MED13L	60048.54	71120.16	82211.23	76665.7	28643.31	34481.02	41017.64	36272.02	38979.94	44040.98	57829.88	38465.09	1.173390146911	0.122726397319641	0.230682782700306	0.911062014475558
Q13571	LAPTM5	251040.72	277370.59	206738.66	217215.88	193666.73	186903.17	154300.59	146668.48	145448.98	231737.78	138913.81	237907.81	1.10545897852943	0.568285703602085	0.144645490490904	0.245433269390467
B9A047	ASB1	23383.25	31648.54	49763.07	45901.79	28643.31	14313.02	33136.45	21969.05	42527.06	60641.54	57829.88	64536.61	2.34076063633468	0.00254660568432356	1.22697741354912	2.59403829586081
A0A1W2PPJ5	CRBN	90744.91	200199.47	124809.62	188420.78	253500.34	225274.38	243375.64	219040.86	97104.2	84436.16	76973.98	110884.99	0.387368723466607	0.0000125768481641069	-1.36822062086667	4.90042818213717
P00846	MT-ATP6	2286379.5	2279843.5	949464.25	918507.75	359289	708325.75	550282.75	427785.53	1716644.38	620582.12	1203356.38	981706.31	2.23405945646249	0.0682341546793527	1.15966758170401	1.16599818434982
Q9UK39	NOCT	195990.3	234421.53	156922.83	170210.94	203091.86	216252.11	213659.91	151296.52	148685.61	188633.98	185974.38	214936.5	0.898876470278698	0.593236982456514	-0.153805230495328	0.226771782835581
Q9UNZ5	C19orf53	568271.5	786911.12	1048344.56	896004.88	720680.44	785097.56	562997.75	857458.06	663515.12	598008.19	594181.44	858647.06	0.837788379163462	0.570428749897695	-0.255342221949956	0.243798593942883
Q86X53	ERICH1	23383.25	197897.06	223750.61	121869.48	28643.31	158082.19	246897	117174.52	38979.94	137458.2	57829.88	101436.44	0.578610127251757	0.341894117593772	-0.789336520309748	0.466108371325495
O60337	MARCHF6	102462.03	141082.12	153480.56	102392.28	135533.53	114382	52326.1	84486.09	118835.66	142496.05	118460.73	131385.83	1.25822845686304	0.18489085488228	0.331393896509219	0.733084569491906
A0A087WY96	SLC6A6	165641.23	149844.48	49763.07	183634.73	304633.44	290738.66	426116.47	425810.47	329694.62	417137.06	182783.84	361919.81	0.946841257119934	0.557045893545789	-0.0788055242758245	0.254109022972367
G3V5F4	SLC25A29	23383.25	142891.34	124269.48	120850.22	28643.31	171485.72	52326.1	59457.47	38979.94	138603.27	144737.69	64536.61	1.81726062246894	0.667577010528122	0.861765338548505	0.175498627613957
A0A075B6T4	KBTBD4	152429.67	146629.7	54495.86	45901.79	28643.31	121344.16	66231.77	99529.95	198130.69	112093.28	172133.66	96236.35	1.71467175895617	0.0837486788929255	0.777932426515021	1.0770220350856
A0A6Q8PF83	CEP120	27848.27	30678.97	71472.73	45901.79	53718.23	66831.21	41261.66	66196.54	42529.76	20999.81	39467.22	64536.61	0.683793831235302	0.216870506622962	-0.548366687159024	0.663799505993323
G3V1V4	GTSF1	164409	77345.27	49763.07	45901.79	28643.31	53056.38	203095.7	59457.47	38979.94	58703.39	57829.88	64536.61	1.03572377978356	0.491797889858778	0.0506392977440546	0.308213339006522
