A	B	nOverlap
regulation of cardiac muscle cell contraction	cardiac muscle cell action potential involved in contraction	2
regulation of cardiac muscle cell contraction	regulation of actin filament-based movement	2
regulation of cardiac muscle cell contraction	cardiac muscle contraction	2
regulation of cardiac muscle cell contraction	regulation of cation transmembrane transport	2
regulation of cardiac muscle cell contraction	T-tubule	2
regulation of cardiac muscle cell contraction	dendrite	2
regulation of cardiac muscle cell contraction	sarcolemma	2
regulation of cardiac muscle cell contraction	dendritic tree	2
regulation of cardiac muscle cell contraction	lipid binding	2
regulation of cardiac muscle cell contraction	phospholipid binding	2
regulation of ubiquitin protein ligase activity	microtubule	2
regulation of establishment of cell polarity	regulation of establishment or maintenance of cell polarity	2
regulation of establishment of cell polarity	negative regulation of epithelial cell apoptotic process	2
positive regulation of fibroblast proliferation	positive regulation of protein phosphorylation	2
positive regulation of fibroblast proliferation	epithelial tube morphogenesis	2
positive regulation of fibroblast proliferation	regulation of protein ubiquitination	2
positive regulation of fibroblast proliferation	negative regulation of cellular senescence	2
positive regulation of fibroblast proliferation	positive regulation of mitotic cell cycle	2
positive regulation of fibroblast proliferation	response to growth factor	2
amyloid-beta metabolic process	calcium ion transmembrane transport	2
amyloid-beta metabolic process	T-tubule	2
amyloid-beta metabolic process	sarcolemma	2
amyloid-beta metabolic process	Z disc	2
pathway-restricted SMAD protein phosphorylation	connective tissue development	2
pathway-restricted SMAD protein phosphorylation	regulation of BMP signaling pathway	2
pathway-restricted SMAD protein phosphorylation	positive regulation of protein phosphorylation	2
pathway-restricted SMAD protein phosphorylation	epithelial tube morphogenesis	2
pathway-restricted SMAD protein phosphorylation	response to growth factor	3
pathway-restricted SMAD protein phosphorylation	activin binding	2
pathway-restricted SMAD protein phosphorylation	transforming growth factor beta receptor binding	2
pathway-restricted SMAD protein phosphorylation	cytokine receptor binding	2
peptide secretion	fatty acid metabolic process	2
peptide secretion	gland development	2
peptide secretion	amide transport	7
peptide secretion	epithelial tube morphogenesis	2
peptide secretion	vesicle organization	2
peptide secretion	negative regulation of transport	2
peptide secretion	intracellular lipid transport	2
peptide secretion	cellular response to fatty acid	2
peptide secretion	transport vesicle	2
peptide secretion	presynapse	2
peptide secretion	axon	2
peptide secretion	lipid binding	2
peptide secretion	phospholipid binding	2
ear development	cell fate specification	2
ear development	connective tissue development	2
ear development	smooth muscle contraction	2
ear development	fatty acid metabolic process	2
ear development	gland development	2
ear development	positive regulation of protein phosphorylation	2
ear development	epithelial tube morphogenesis	2
ear development	negative regulation of transport	3
ear development	response to growth factor	2
ear development	neuronal cell body	2
ear development	cell body	2
cell fate specification	response to growth factor	3
connective tissue development	gland development	2
connective tissue development	positive regulation of protein phosphorylation	3
connective tissue development	regulation of developmental growth	2
connective tissue development	epithelial tube morphogenesis	3
connective tissue development	renal system vasculature development	2
connective tissue development	kidney vasculature development	2
connective tissue development	chondrocyte differentiation	4
connective tissue development	response to growth factor	4
acylglycerol metabolic process	fatty acid metabolic process	3
acylglycerol metabolic process	regulation of lipid biosynthetic process	2
acylglycerol metabolic process	gland development	2
acylglycerol metabolic process	neutral lipid metabolic process	4
acylglycerol metabolic process	neutral lipid biosynthetic process	2
acylglycerol metabolic process	acylglycerol biosynthetic process	2
acylglycerol metabolic process	positive regulation of lipid catabolic process	2
acylglycerol metabolic process	regulation of triglyceride metabolic process	2
smooth muscle contraction	gland development	2
smooth muscle contraction	positive regulation of protein phosphorylation	2
smooth muscle contraction	cellular response to tumor necrosis factor	2
smooth muscle contraction	positive regulation of mitotic cell cycle	2
smooth muscle contraction	negative regulation of transport	3
smooth muscle contraction	response to growth factor	2
regulation of BMP signaling pathway	positive regulation of protein phosphorylation	2
regulation of BMP signaling pathway	regulation of developmental growth	2
regulation of BMP signaling pathway	epithelial tube morphogenesis	2
regulation of BMP signaling pathway	regulation of protein ubiquitination	2
regulation of BMP signaling pathway	response to growth factor	4
regulation of BMP signaling pathway	positive regulation of cell development	2
regulation of BMP signaling pathway	activin binding	2
regulation of BMP signaling pathway	transforming growth factor beta receptor binding	2
regulation of BMP signaling pathway	cytokine receptor binding	2
fatty acid metabolic process	regulation of lipid biosynthetic process	3
fatty acid metabolic process	gland development	3
fatty acid metabolic process	neutral lipid metabolic process	3
fatty acid metabolic process	amide transport	2
fatty acid metabolic process	carboxylic acid catabolic process	3
fatty acid metabolic process	renal system process	2
fatty acid metabolic process	negative regulation of lipid biosynthetic process	2
fatty acid metabolic process	positive regulation of oxidoreductase activity	2
fatty acid metabolic process	calcium ion transmembrane transport	2
fatty acid metabolic process	positive regulation of ion transmembrane transporter activity	2
fatty acid metabolic process	negative regulation of transport	2
fatty acid metabolic process	regulation of cation transmembrane transport	2
fatty acid metabolic process	cellular response to fatty acid	2
fatty acid metabolic process	organic acid catabolic process	3
fatty acid metabolic process	mitochondrial envelope	2
fatty acid metabolic process	mitochondrial membrane	2
regulation of lipid biosynthetic process	neutral lipid metabolic process	2
regulation of lipid biosynthetic process	positive regulation of protein phosphorylation	2
regulation of lipid biosynthetic process	negative regulation of lipid biosynthetic process	3
regulation of lipid biosynthetic process	vesicle organization	2
regulation of lipid biosynthetic process	response to growth factor	2
regulation of lipid biosynthetic process	lipid binding	2
gland development	neutral lipid metabolic process	2
gland development	axon extension	2
gland development	amide transport	2
gland development	positive regulation of protein phosphorylation	4
gland development	regulation of developmental growth	3
gland development	epithelial tube morphogenesis	4
gland development	positive regulation of supramolecular fiber organization	2
gland development	positive regulation of oxidoreductase activity	3
gland development	regulation of cardiocyte differentiation	2
gland development	calcium ion transmembrane transport	3
gland development	positive regulation of ion transmembrane transporter activity	2
gland development	negative regulation of transport	2
gland development	positive regulation of neuron differentiation	2
gland development	regulation of cation transmembrane transport	3
gland development	cellular response to fatty acid	2
gland development	response to growth factor	5
gland development	positive regulation of cell development	2
gland development	negative regulation of epithelial cell apoptotic process	2
gland development	regulation of neuron projection development	2
gland development	mitochondrial envelope	2
gland development	mitochondrial membrane	2
gland development	growth factor activity	2
gland development	phosphatase regulator activity	2
neutral lipid metabolic process	neutral lipid biosynthetic process	2
neutral lipid metabolic process	acylglycerol biosynthetic process	2
neutral lipid metabolic process	positive regulation of lipid catabolic process	2
neutral lipid metabolic process	regulation of triglyceride metabolic process	2
axon extension	positive regulation of protein phosphorylation	2
axon extension	regulation of developmental growth	4
axon extension	epithelial tube morphogenesis	2
axon extension	positive regulation of supramolecular fiber organization	2
axon extension	positive regulation of oxidoreductase activity	2
axon extension	calcium ion transmembrane transport	2
axon extension	negative regulation of transport	2
axon extension	regulation of cation transmembrane transport	2
axon extension	response to growth factor	2
axon extension	positive regulation of cell development	3
axon extension	regulation of neuron projection development	3
axon extension	axon	3
axon extension	neuronal cell body	2
axon extension	cell body	2
amide transport	epithelial tube morphogenesis	2
amide transport	vesicle organization	2
amide transport	negative regulation of transport	2
amide transport	intracellular lipid transport	2
amide transport	cellular response to fatty acid	2
amide transport	transport vesicle	2
amide transport	presynapse	2
amide transport	axon	2
amide transport	cholesterol transfer activity	2
amide transport	sterol transfer activity	2
amide transport	lipid binding	3
amide transport	phospholipid binding	3
amide transport	phosphatidylcholine binding	2
cardiac atrium morphogenesis	epithelial tube morphogenesis	2
regulation of lysosomal lumen pH	vesicle organization	2
regulation of lysosomal lumen pH	transport vesicle	2
regulation of lysosomal lumen pH	presynapse	2
regulation of lysosomal lumen pH	synaptic vesicle	2
regulation of lysosomal lumen pH	exocytic vesicle	2
aorta morphogenesis	positive regulation of protein phosphorylation	2
aorta morphogenesis	response to growth factor	2
negative regulation of potassium ion transport	negative regulation of transport	2
negative regulation of potassium ion transport	regulation of cation transmembrane transport	2
negative regulation of potassium ion transport	T-tubule	2
negative regulation of potassium ion transport	axon	2
negative regulation of potassium ion transport	dendrite	2
negative regulation of potassium ion transport	sarcolemma	2
negative regulation of potassium ion transport	dendritic tree	2
negative regulation of potassium ion transport	main axon	2
negative regulation of potassium ion transport	Z disc	2
cardiac muscle cell action potential involved in contraction	regulation of actin filament-based movement	2
cardiac muscle cell action potential involved in contraction	cardiac muscle contraction	2
cardiac muscle cell action potential involved in contraction	regulation of cation transmembrane transport	2
cardiac muscle cell action potential involved in contraction	T-tubule	2
cardiac muscle cell action potential involved in contraction	dendrite	2
cardiac muscle cell action potential involved in contraction	sarcolemma	2
cardiac muscle cell action potential involved in contraction	dendritic tree	2
cardiac muscle cell action potential involved in contraction	lipid binding	2
cardiac muscle cell action potential involved in contraction	phospholipid binding	2
positive regulation of neutrophil chemotaxis	transport vesicle	2
positive regulation of protein phosphorylation	regulation of developmental growth	3
positive regulation of protein phosphorylation	cellular response to tumor necrosis factor	4
positive regulation of protein phosphorylation	epithelial tube morphogenesis	4
positive regulation of protein phosphorylation	positive regulation of supramolecular fiber organization	2
positive regulation of protein phosphorylation	regulation of protein ubiquitination	2
positive regulation of protein phosphorylation	renal system process	2
positive regulation of protein phosphorylation	positive regulation of oxidoreductase activity	2
positive regulation of protein phosphorylation	calcium ion transmembrane transport	3
positive regulation of protein phosphorylation	vesicle organization	2
positive regulation of protein phosphorylation	positive regulation of mitotic cell cycle	2
positive regulation of protein phosphorylation	memory	3
positive regulation of protein phosphorylation	positive regulation of neuron differentiation	2
positive regulation of protein phosphorylation	regulation of cation transmembrane transport	2
positive regulation of protein phosphorylation	response to growth factor	10
positive regulation of protein phosphorylation	positive regulation of cell development	2
positive regulation of protein phosphorylation	regulation of neuron projection development	4
positive regulation of protein phosphorylation	transport vesicle	4
positive regulation of protein phosphorylation	presynapse	4
positive regulation of protein phosphorylation	synaptic vesicle	3
positive regulation of protein phosphorylation	axon	3
positive regulation of protein phosphorylation	dendrite	4
positive regulation of protein phosphorylation	exocytic vesicle	3
positive regulation of protein phosphorylation	dendritic tree	4
positive regulation of protein phosphorylation	neuronal cell body	2
positive regulation of protein phosphorylation	early endosome	2
positive regulation of protein phosphorylation	early endosome membrane	2
positive regulation of protein phosphorylation	cell body	2
positive regulation of protein phosphorylation	growth factor activity	5
positive regulation of protein phosphorylation	transmembrane receptor protein kinase activity	3
positive regulation of protein phosphorylation	lipid binding	4
positive regulation of protein phosphorylation	death receptor binding	2
positive regulation of protein phosphorylation	cytokine receptor binding	4
positive regulation of protein phosphorylation	transmembrane receptor protein tyrosine kinase activity	2
regulation of developmental growth	epithelial tube morphogenesis	3
regulation of developmental growth	positive regulation of supramolecular fiber organization	2
regulation of developmental growth	regulation of protein ubiquitination	2
regulation of developmental growth	positive regulation of oxidoreductase activity	2
regulation of developmental growth	calcium ion transmembrane transport	2
regulation of developmental growth	negative regulation of transport	2
regulation of developmental growth	positive regulation of neuron differentiation	2
regulation of developmental growth	cardiac muscle contraction	2
regulation of developmental growth	regulation of cation transmembrane transport	2
regulation of developmental growth	response to growth factor	4
regulation of developmental growth	positive regulation of cell development	5
regulation of developmental growth	negative regulation of epithelial cell apoptotic process	2
regulation of developmental growth	regulation of neuron projection development	4
regulation of developmental growth	transport vesicle	2
regulation of developmental growth	axon	4
regulation of developmental growth	dendrite	2
regulation of developmental growth	dendritic tree	2
regulation of developmental growth	neuronal cell body	2
regulation of developmental growth	early endosome	2
regulation of developmental growth	cell body	2
regulation of developmental growth	cytokine receptor binding	2
cellular response to tumor necrosis factor	response to growth factor	2
cellular response to tumor necrosis factor	positive regulation of cytokine-mediated signaling pathway	2
cellular response to tumor necrosis factor	lipid binding	2
cellular response to tumor necrosis factor	CARD domain binding	2
Golgi to plasma membrane transport	establishment of protein localization to plasma membrane	3
Golgi to plasma membrane transport	transport vesicle	2
Golgi to plasma membrane transport	Golgi apparatus subcompartment	2
Golgi to plasma membrane transport	trans-Golgi network	2
inositol phosphate-mediated signaling	positive regulation of cation channel activity	2
inositol phosphate-mediated signaling	calcium ion transmembrane transport	2
inositol phosphate-mediated signaling	positive regulation of ion transmembrane transporter activity	2
inositol phosphate-mediated signaling	negative regulation of transport	2
inositol phosphate-mediated signaling	regulation of cation transmembrane transport	2
pyrimidine-containing compound metabolic process	nucleotide catabolic process	2
epithelial tube morphogenesis	positive regulation of supramolecular fiber organization	3
epithelial tube morphogenesis	positive regulation of oxidoreductase activity	2
epithelial tube morphogenesis	negative regulation of cellular senescence	2
epithelial tube morphogenesis	calcium ion transmembrane transport	2
epithelial tube morphogenesis	cell differentiation involved in kidney development	2
epithelial tube morphogenesis	negative regulation of transport	2
epithelial tube morphogenesis	positive regulation of neuron differentiation	2
epithelial tube morphogenesis	regulation of cation transmembrane transport	2
epithelial tube morphogenesis	response to growth factor	4
epithelial tube morphogenesis	negative regulation of epithelial cell apoptotic process	2
epithelial tube morphogenesis	actin monomer binding	2
positive regulation of supramolecular fiber organization	positive regulation of oxidoreductase activity	2
positive regulation of supramolecular fiber organization	calcium ion transmembrane transport	3
positive regulation of supramolecular fiber organization	negative regulation of transport	2
positive regulation of supramolecular fiber organization	negative regulation of MAPK cascade	2
positive regulation of supramolecular fiber organization	regulation of cation transmembrane transport	3
positive regulation of supramolecular fiber organization	regulation of osteoblast proliferation	2
positive regulation of supramolecular fiber organization	response to growth factor	2
positive regulation of supramolecular fiber organization	positive regulation of cell development	2
positive regulation of supramolecular fiber organization	transport vesicle	2
positive regulation of supramolecular fiber organization	axon	2
positive regulation of supramolecular fiber organization	dendrite	2
positive regulation of supramolecular fiber organization	dendritic tree	2
positive regulation of supramolecular fiber organization	cell body	2
positive regulation of supramolecular fiber organization	actin monomer binding	2
positive regulation of supramolecular fiber organization	lipid binding	2
positive regulation of supramolecular fiber organization	phospholipid binding	2
regulation of protein ubiquitination	calcium ion transmembrane transport	2
regulation of protein ubiquitination	vesicle organization	2
regulation of protein ubiquitination	positive regulation of mitotic cell cycle	2
regulation of protein ubiquitination	regulation of cation transmembrane transport	2
regulation of protein ubiquitination	response to growth factor	4
regulation of protein ubiquitination	positive regulation of cell development	2
regulation of protein ubiquitination	axon	2
regulation of protein ubiquitination	dendrite	2
regulation of protein ubiquitination	dendritic tree	2
regulation of protein ubiquitination	early endosome	2
regulation of protein ubiquitination	activin binding	2
regulation of protein ubiquitination	transforming growth factor beta receptor binding	2
regulation of protein ubiquitination	cytokine receptor binding	2
regulation of protein ubiquitination	transmembrane transporter binding	2
carboxylic acid catabolic process	organic acid catabolic process	6
carboxylic acid catabolic process	mitochondrial envelope	2
carboxylic acid catabolic process	mitochondrial membrane	2
carboxylic acid catabolic process	mitochondrial matrix	3
carboxylic acid catabolic process	transferase activity, transferring nitrogenous groups	2
carboxylic acid catabolic process	CoA hydrolase activity	2
carboxylic acid catabolic process	pyridoxal phosphate binding	2
carboxylic acid catabolic process	thiolester hydrolase activity	2
carboxylic acid catabolic process	vitamin B6 binding	2
dephosphorylation	calcium ion transmembrane transport	3
dephosphorylation	positive regulation of ion transmembrane transporter activity	2
dephosphorylation	negative regulation of MAPK cascade	2
dephosphorylation	regulation of cation transmembrane transport	3
dephosphorylation	response to growth factor	2
dephosphorylation	myosin phosphatase activity	6
dephosphorylation	protein serine/threonine phosphatase activity	6
dephosphorylation	phosphoprotein phosphatase activity	7
dephosphorylation	protein tyrosine/serine/threonine phosphatase activity	3
dephosphorylation	phosphatase activity	7
renal system process	transport vesicle	3
renal system process	presynapse	2
renal system process	synaptic vesicle	2
renal system process	exocytic vesicle	2
renal system process	early endosome	2
negative regulation of gene expression, epigenetic	heterochromatin organization	4
negative regulation of gene expression, epigenetic	chromatin silencing complex	2
negative regulation of gene expression, epigenetic	heterochromatin	4
negative regulation of gene expression, epigenetic	S-adenosylmethionine-dependent methyltransferase activity	2
negative regulation of gene expression, epigenetic	methyltransferase activity	2
negative regulation of gene expression, epigenetic	transferase activity, transferring one-carbon groups	2
negative regulation of lipid biosynthetic process	vesicle organization	2
negative regulation of lipid biosynthetic process	lipid binding	2
positive regulation of oxidoreductase activity	calcium ion transmembrane transport	3
positive regulation of oxidoreductase activity	positive regulation of ion transmembrane transporter activity	2
positive regulation of oxidoreductase activity	regulation of cation transmembrane transport	3
positive regulation of oxidoreductase activity	response to growth factor	2
establishment of protein localization to plasma membrane	transport vesicle	2
establishment of protein localization to plasma membrane	Golgi apparatus subcompartment	2
establishment of protein localization to plasma membrane	trans-Golgi network	2
axonal transport	axon	3
axonal transport	axon cytoplasm	3
axonal transport	microtubule associated complex	2
positive regulation of cation channel activity	calcium ion transmembrane transport	2
positive regulation of cation channel activity	positive regulation of ion transmembrane transporter activity	3
positive regulation of cation channel activity	negative regulation of transport	3
positive regulation of cation channel activity	regulation of cation transmembrane transport	3
negative regulation of neurogenesis	negative regulation of nervous system development	5
negative regulation of neurogenesis	positive regulation of cell development	2
negative regulation of neurogenesis	regulation of neuron projection development	3
negative regulation of neurogenesis	cell body	2
C21-steroid hormone metabolic process	steroid hormone biosynthetic process	2
regulation of establishment or maintenance of cell polarity	negative regulation of epithelial cell apoptotic process	2
cell junction maintenance	lipid binding	2
cell junction maintenance	phospholipid binding	2
neutral lipid biosynthetic process	acylglycerol biosynthetic process	2
neutral lipid biosynthetic process	regulation of triglyceride metabolic process	2
acylglycerol biosynthetic process	regulation of triglyceride metabolic process	2
renal system vasculature development	kidney vasculature development	2
relaxation of muscle	neuronal cell body	2
relaxation of muscle	cell body	2
regulation of actin filament-based movement	cardiac muscle contraction	2
regulation of actin filament-based movement	regulation of cation transmembrane transport	2
regulation of actin filament-based movement	T-tubule	2
regulation of actin filament-based movement	dendrite	2
regulation of actin filament-based movement	sarcolemma	2
regulation of actin filament-based movement	dendritic tree	2
regulation of actin filament-based movement	lipid binding	2
regulation of actin filament-based movement	phospholipid binding	2
calcium ion transmembrane transport	positive regulation of ion transmembrane transporter activity	3
calcium ion transmembrane transport	negative regulation of transport	3
calcium ion transmembrane transport	regulation of cation transmembrane transport	6
calcium ion transmembrane transport	response to growth factor	3
calcium ion transmembrane transport	positive regulation of cell development	2
calcium ion transmembrane transport	transport vesicle	2
calcium ion transmembrane transport	presynapse	2
calcium ion transmembrane transport	axon	2
calcium ion transmembrane transport	dendrite	2
calcium ion transmembrane transport	dendritic tree	2
calcium ion transmembrane transport	ion channel complex	2
calcium ion transmembrane transport	Z disc	2
vesicle organization	vesicle budding from membrane	4
vesicle organization	transport vesicle	6
vesicle organization	presynapse	5
vesicle organization	synaptic vesicle	3
vesicle organization	exocytic vesicle	3
vesicle organization	COPII vesicle coat	2
vesicle organization	early endosome	3
vesicle organization	transport vesicle membrane	4
vesicle organization	early endosome membrane	2
vesicle organization	Golgi apparatus subcompartment	3
vesicle organization	lipid binding	4
vesicle organization	SNARE binding	2
positive regulation of mitotic cell cycle	negative regulation of MAPK cascade	2
positive regulation of mitotic cell cycle	response to growth factor	3
positive regulation of mitotic cell cycle	neuronal cell body	2
positive regulation of mitotic cell cycle	cell body	2
positive regulation of ion transmembrane transporter activity	negative regulation of transport	3
positive regulation of ion transmembrane transporter activity	regulation of cation transmembrane transport	4
heterochromatin organization	chromatin silencing complex	2
heterochromatin organization	heterochromatin	4
heterochromatin organization	S-adenosylmethionine-dependent methyltransferase activity	2
heterochromatin organization	methyltransferase activity	2
heterochromatin organization	transferase activity, transferring one-carbon groups	2
negative regulation of transport	regulation of cation transmembrane transport	4
negative regulation of transport	regulation of protein targeting to membrane	2
negative regulation of transport	positive regulation of cell development	2
negative regulation of transport	transport vesicle	2
negative regulation of transport	T-tubule	2
negative regulation of transport	presynapse	2
negative regulation of transport	axon	3
negative regulation of transport	dendrite	2
negative regulation of transport	sarcolemma	2
negative regulation of transport	dendritic tree	2
negative regulation of transport	main axon	2
negative regulation of transport	neuronal cell body	2
negative regulation of transport	cell body	2
negative regulation of transport	Z disc	2
negative regulation of transport	enzyme inhibitor activity	2
negative regulation of transport	lipid binding	2
negative regulation of nervous system development	positive regulation of cell development	2
negative regulation of nervous system development	regulation of neuron projection development	3
negative regulation of nervous system development	cell body	2
vesicle budding from membrane	transport vesicle	3
vesicle budding from membrane	COPII vesicle coat	2
vesicle budding from membrane	transport vesicle membrane	2
vesicle budding from membrane	Golgi apparatus subcompartment	2
memory	response to growth factor	2
memory	positive regulation of cell development	2
memory	regulation of neuron projection development	2
memory	transport vesicle	2
memory	presynapse	2
memory	synaptic vesicle	2
memory	axon	2
memory	dendrite	2
memory	exocytic vesicle	2
memory	dendritic tree	2
memory	growth factor activity	3
memory	enzyme inhibitor activity	2
memory	death receptor binding	2
memory	cytokine receptor binding	2
positive regulation of neuron differentiation	response to growth factor	2
positive regulation of neuron differentiation	growth factor activity	2
cardiac muscle contraction	regulation of cation transmembrane transport	2
cardiac muscle contraction	positive regulation of cell development	2
cardiac muscle contraction	T-tubule	2
cardiac muscle contraction	dendrite	2
cardiac muscle contraction	sarcolemma	2
cardiac muscle contraction	dendritic tree	2
cardiac muscle contraction	lipid binding	2
cardiac muscle contraction	phospholipid binding	2
negative regulation of MAPK cascade	regulation of osteoblast proliferation	2
negative regulation of MAPK cascade	response to growth factor	2
negative regulation of MAPK cascade	filopodium membrane	2
negative regulation of MAPK cascade	cell body	2
negative regulation of MAPK cascade	myosin phosphatase activity	2
negative regulation of MAPK cascade	protein serine/threonine phosphatase activity	2
negative regulation of MAPK cascade	phosphoprotein phosphatase activity	2
negative regulation of MAPK cascade	protein tyrosine/serine/threonine phosphatase activity	2
negative regulation of MAPK cascade	phosphatase activity	2
regulation of cation transmembrane transport	response to growth factor	3
regulation of cation transmembrane transport	positive regulation of cell development	2
regulation of cation transmembrane transport	transport vesicle	2
regulation of cation transmembrane transport	T-tubule	3
regulation of cation transmembrane transport	presynapse	2
regulation of cation transmembrane transport	axon	3
regulation of cation transmembrane transport	rough endoplasmic reticulum	2
regulation of cation transmembrane transport	sarcoplasmic reticulum	2
regulation of cation transmembrane transport	dendrite	5
regulation of cation transmembrane transport	sarcolemma	3
regulation of cation transmembrane transport	dendritic tree	5
regulation of cation transmembrane transport	sarcoplasm	2
regulation of cation transmembrane transport	voltage-gated potassium channel complex	2
regulation of cation transmembrane transport	main axon	2
regulation of cation transmembrane transport	ion channel complex	3
regulation of cation transmembrane transport	neuronal cell body	2
regulation of cation transmembrane transport	potassium channel complex	2
regulation of cation transmembrane transport	cell body	2
regulation of cation transmembrane transport	Z disc	3
regulation of cation transmembrane transport	potassium channel activity	2
regulation of cation transmembrane transport	gated channel activity	2
regulation of cation transmembrane transport	ion channel activity	2
regulation of cation transmembrane transport	voltage-gated ion channel activity	2
regulation of cation transmembrane transport	voltage-gated channel activity	2
regulation of cation transmembrane transport	cation channel activity	2
regulation of cation transmembrane transport	potassium ion transmembrane transporter activity	2
regulation of cation transmembrane transport	lipid binding	2
regulation of cation transmembrane transport	phospholipid binding	2
regulation of cation transmembrane transport	transmembrane transporter binding	3
regulation of cation transmembrane transport	channel activity	2
regulation of cation transmembrane transport	passive transmembrane transporter activity	2
synaptic transmission, cholinergic	acetylcholine-gated channel complex	2
synaptic transmission, cholinergic	ion channel complex	2
synaptic transmission, cholinergic	postsynaptic membrane	2
synaptic transmission, cholinergic	neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential	2
synaptic transmission, cholinergic	gated channel activity	2
synaptic transmission, cholinergic	ion channel activity	2
synaptic transmission, cholinergic	cation channel activity	2
synaptic transmission, cholinergic	acetylcholine-gated cation-selective channel activity	2
synaptic transmission, cholinergic	postsynaptic neurotransmitter receptor activity	2
synaptic transmission, cholinergic	channel activity	2
synaptic transmission, cholinergic	passive transmembrane transporter activity	2
synaptic transmission, cholinergic	transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential	2
synaptic transmission, cholinergic	excitatory extracellular ligand-gated ion channel activity	2
synaptic transmission, cholinergic	acetylcholine receptor activity	2
mitochondrial fusion	mitochondrial envelope	2
mitochondrial fusion	mitochondrial membrane	2
regulation of osteoblast proliferation	cell body	2
positive regulation of oligodendrocyte differentiation	positive regulation of cell development	2
positive regulation of oligodendrocyte differentiation	regulation of neuron projection development	2
regulation of protein targeting to membrane	axon	2
quinone metabolic process	aldo-keto reductase (NADP) activity	2
response to growth factor	positive regulation of cell development	3
response to growth factor	regulation of neuron projection development	2
response to growth factor	transport vesicle	3
response to growth factor	presynapse	3
response to growth factor	synaptic vesicle	2
response to growth factor	axon	3
response to growth factor	dendrite	3
response to growth factor	exocytic vesicle	2
response to growth factor	dendritic tree	3
response to growth factor	peptidyl-prolyl cis-trans isomerase activity	2
response to growth factor	activin binding	3
response to growth factor	cis-trans isomerase activity	2
response to growth factor	transforming growth factor beta receptor binding	3
response to growth factor	growth factor activity	4
response to growth factor	lipid binding	2
response to growth factor	death receptor binding	2
response to growth factor	cytokine receptor binding	6
response to growth factor	fibroblast growth factor receptor binding	2
response to growth factor	phosphatase regulator activity	2
positive regulation of cell development	regulation of neuron projection development	6
positive regulation of cell development	transport vesicle	2
positive regulation of cell development	presynapse	2
positive regulation of cell development	synaptic vesicle	2
positive regulation of cell development	axon	5
positive regulation of cell development	dendrite	3
positive regulation of cell development	exocytic vesicle	2
positive regulation of cell development	dendritic tree	3
positive regulation of cell development	neuronal cell body	2
positive regulation of cell development	cell body	2
positive regulation of cell development	growth factor activity	2
positive regulation of cell development	enzyme inhibitor activity	3
positive regulation of cell development	peptidase regulator activity	2
positive regulation of cell development	endopeptidase regulator activity	2
positive regulation of cell development	lipid binding	2
positive regulation of cell development	cytokine receptor binding	2
positive regulation of cell development	endopeptidase inhibitor activity	2
positive regulation of cell development	peptidase inhibitor activity	2
organic acid catabolic process	mitochondrial envelope	2
organic acid catabolic process	mitochondrial membrane	2
organic acid catabolic process	mitochondrial matrix	3
organic acid catabolic process	transferase activity, transferring nitrogenous groups	2
organic acid catabolic process	CoA hydrolase activity	2
organic acid catabolic process	pyridoxal phosphate binding	2
organic acid catabolic process	thiolester hydrolase activity	2
organic acid catabolic process	vitamin B6 binding	2
regulation of neuron projection development	presynapse	2
regulation of neuron projection development	axon	5
regulation of neuron projection development	dendrite	3
regulation of neuron projection development	dendritic tree	3
regulation of neuron projection development	microtubule	3
regulation of neuron projection development	neuronal cell body	3
regulation of neuron projection development	cell body	3
regulation of neuron projection development	growth factor activity	2
regulation of neuron projection development	enzyme inhibitor activity	2
regulation of neuron projection development	transmembrane receptor protein kinase activity	3
regulation of neuron projection development	transmembrane receptor protein tyrosine kinase activity	3
organellar ribosome	mitochondrial ribosome	8
organellar ribosome	organellar small ribosomal subunit	4
organellar ribosome	mitochondrial small ribosomal subunit	4
organellar ribosome	mitochondrial protein-containing complex	8
organellar ribosome	ribosome	8
organellar ribosome	ribosomal subunit	8
organellar ribosome	mitochondrial envelope	8
organellar ribosome	mitochondrial membrane	8
organellar ribosome	mitochondrial inner membrane	8
organellar ribosome	mitochondrial matrix	8
organellar ribosome	small ribosomal subunit	4
organellar ribosome	organelle inner membrane	8
organellar ribosome	organellar large ribosomal subunit	4
organellar ribosome	mitochondrial large ribosomal subunit	4
organellar ribosome	structural constituent of ribosome	5
mitochondrial ribosome	organellar small ribosomal subunit	4
mitochondrial ribosome	mitochondrial small ribosomal subunit	4
mitochondrial ribosome	mitochondrial protein-containing complex	8
mitochondrial ribosome	ribosome	8
mitochondrial ribosome	ribosomal subunit	8
mitochondrial ribosome	mitochondrial envelope	8
mitochondrial ribosome	mitochondrial membrane	8
mitochondrial ribosome	mitochondrial inner membrane	8
mitochondrial ribosome	mitochondrial matrix	8
mitochondrial ribosome	small ribosomal subunit	4
mitochondrial ribosome	organelle inner membrane	8
mitochondrial ribosome	organellar large ribosomal subunit	4
mitochondrial ribosome	mitochondrial large ribosomal subunit	4
mitochondrial ribosome	structural constituent of ribosome	5
transport vesicle	presynapse	9
transport vesicle	synaptic vesicle	8
transport vesicle	axon	4
transport vesicle	rough endoplasmic reticulum	2
transport vesicle	dendrite	4
transport vesicle	exocytic vesicle	8
transport vesicle	dendritic tree	4
transport vesicle	COPII vesicle coat	2
transport vesicle	early endosome	2
