A	B	nOverlap
monocarboxylic acid metabolic process	long-chain fatty acid metabolic process	4
monocarboxylic acid metabolic process	synaptic vesicle exocytosis	2
monocarboxylic acid metabolic process	response to wounding	2
monocarboxylic acid metabolic process	negative regulation of cell activation	2
monocarboxylic acid metabolic process	embryo development ending in birth or egg hatching	4
monocarboxylic acid metabolic process	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	2
monocarboxylic acid metabolic process	coagulation	3
monocarboxylic acid metabolic process	regulation of canonical Wnt signaling pathway	2
monocarboxylic acid metabolic process	isoprenoid biosynthetic process	2
monocarboxylic acid metabolic process	retinoic acid metabolic process	2
monocarboxylic acid metabolic process	dendrite development	2
monocarboxylic acid metabolic process	epithelial tube morphogenesis	2
monocarboxylic acid metabolic process	regulation of hormone metabolic process	2
monocarboxylic acid metabolic process	regulation of hormone levels	5
monocarboxylic acid metabolic process	cell part morphogenesis	2
monocarboxylic acid metabolic process	regulation of phosphatidylinositol 3-kinase signaling	2
monocarboxylic acid metabolic process	cellular amino acid metabolic process	2
monocarboxylic acid metabolic process	hemostasis	3
monocarboxylic acid metabolic process	negative regulation of neuron death	2
monocarboxylic acid metabolic process	chordate embryonic development	4
monocarboxylic acid metabolic process	cellular chemical homeostasis	3
monocarboxylic acid metabolic process	regulation of membrane potential	2
monocarboxylic acid metabolic process	memory	2
monocarboxylic acid metabolic process	spermatogenesis	3
monocarboxylic acid metabolic process	membrane raft	2
monocarboxylic acid metabolic process	membrane microdomain	2
monocarboxylic acid metabolic process	cell projection membrane	2
monocarboxylic acid metabolic process	integral component of synaptic membrane	2
monocarboxylic acid metabolic process	intrinsic component of synaptic membrane	2
monocarboxylic acid metabolic process	calcium channel activity	2
monocarboxylic acid metabolic process	ion channel activity	2
monocarboxylic acid metabolic process	channel activity	2
monocarboxylic acid metabolic process	passive transmembrane transporter activity	2
monocarboxylic acid metabolic process	cation channel activity	2
monocarboxylic acid metabolic process	calcium ion transmembrane transporter activity	2
monocarboxylic acid metabolic process	ion transmembrane transporter activity	2
monocarboxylic acid metabolic process	lysophospholipase activity	2
monocarboxylic acid metabolic process	monocarboxylic acid binding	2
monocarboxylic acid metabolic process	transmembrane transporter activity	3
monocarboxylic acid metabolic process	DNA-binding transcription activator activity, RNA polymerase II-specific	2
monocarboxylic acid metabolic process	metal ion transmembrane transporter activity	2
monocarboxylic acid metabolic process	inorganic molecular entity transmembrane transporter activity	2
negative regulation of blood coagulation	regulation of response to wounding	3
negative regulation of blood coagulation	response to wounding	3
negative regulation of blood coagulation	negative regulation of cell activation	3
negative regulation of blood coagulation	regulation of leukocyte differentiation	2
negative regulation of blood coagulation	negative regulation of hemostasis	3
negative regulation of blood coagulation	coagulation	3
negative regulation of blood coagulation	negative regulation of coagulation	3
negative regulation of blood coagulation	hemostasis	3
negative regulation of blood coagulation	negative regulation of cell-cell adhesion	2
positive regulation of CD4-positive, alpha-beta T cell differentiation	regulation of CD4-positive, alpha-beta T cell differentiation	3
positive regulation of CD4-positive, alpha-beta T cell differentiation	negative regulation of cell activation	2
positive regulation of CD4-positive, alpha-beta T cell differentiation	regulation of leukocyte differentiation	3
positive regulation of CD4-positive, alpha-beta T cell differentiation	negative regulation of cell-cell adhesion	2
positive regulation of CD4-positive, alpha-beta T cell differentiation	external side of plasma membrane	2
positive regulation of CD4-positive, alpha-beta T cell differentiation	side of membrane	2
synaptic vesicle localization	membrane raft	2
synaptic vesicle localization	membrane microdomain	2
synaptic vesicle localization	side of membrane	2
negative regulation of signaling receptor activity	regulation of canonical Wnt signaling pathway	2
GMP biosynthetic process	purine ribonucleoside monophosphate biosynthetic process	2
GMP biosynthetic process	AMP metabolic process	2
cellular copper ion homeostasis	cellular chemical homeostasis	2
cellular copper ion homeostasis	cytochrome complex assembly	2
cellular copper ion homeostasis	copper ion homeostasis	2
cellular copper ion homeostasis	myofibril	2
cellular copper ion homeostasis	contractile fiber	2
cellular copper ion homeostasis	molecular carrier activity	2
aspartate family amino acid biosynthetic process	cellular amino acid metabolic process	2
regulation of ketone biosynthetic process	olefinic compound biosynthetic process	2
regulation of granulocyte differentiation	regulation of leukocyte differentiation	2
gonadotropin secretion	regulation of hormone levels	2
gonadotropin secretion	gastrulation	2
gonadotropin secretion	spermatogenesis	2
CD8-positive, alpha-beta T cell differentiation	negative regulation of cell activation	2
CD8-positive, alpha-beta T cell differentiation	regulation of leukocyte differentiation	2
CD8-positive, alpha-beta T cell differentiation	negative regulation of cell-cell adhesion	2
negative regulation of bone remodeling	regulation of leukocyte differentiation	2
negative regulation of bone remodeling	regulation of osteoclast differentiation	2
negative regulation of bone remodeling	negative regulation of tissue remodeling	2
regulation of hair follicle development	regulation of hormone levels	2
trachea development	renal vesicle morphogenesis	2
trachea development	nephron tubule formation	2
trachea development	renal vesicle development	2
trachea development	nephron epithelium development	2
trachea development	embryo development ending in birth or egg hatching	2
trachea development	kidney epithelium development	2
trachea development	regulation of canonical Wnt signaling pathway	2
trachea development	kidney morphogenesis	2
trachea development	epithelial tube morphogenesis	2
trachea development	chordate embryonic development	2
trophoblast cell migration	regulation of trophoblast cell migration	2
renal vesicle morphogenesis	nephron tubule formation	2
renal vesicle morphogenesis	renal vesicle development	2
renal vesicle morphogenesis	nephron epithelium development	2
renal vesicle morphogenesis	embryo development ending in birth or egg hatching	2
renal vesicle morphogenesis	kidney epithelium development	2
renal vesicle morphogenesis	regulation of canonical Wnt signaling pathway	2
renal vesicle morphogenesis	kidney morphogenesis	2
renal vesicle morphogenesis	epithelial tube morphogenesis	2
renal vesicle morphogenesis	chordate embryonic development	2
nephron tubule formation	renal vesicle development	2
nephron tubule formation	nephron epithelium development	2
nephron tubule formation	embryo development ending in birth or egg hatching	2
nephron tubule formation	kidney epithelium development	2
nephron tubule formation	regulation of canonical Wnt signaling pathway	2
nephron tubule formation	kidney morphogenesis	2
nephron tubule formation	epithelial tube morphogenesis	2
nephron tubule formation	chordate embryonic development	2
renal vesicle development	nephron epithelium development	2
renal vesicle development	embryo development ending in birth or egg hatching	2
renal vesicle development	kidney epithelium development	2
renal vesicle development	regulation of canonical Wnt signaling pathway	2
renal vesicle development	kidney morphogenesis	2
renal vesicle development	epithelial tube morphogenesis	2
renal vesicle development	chordate embryonic development	2
seminiferous tubule development	spermatogenesis	2
cellular response to reactive nitrogen species	response to nitric oxide	2
cellular response to reactive nitrogen species	membrane raft	2
cellular response to reactive nitrogen species	membrane microdomain	2
cellular response to reactive nitrogen species	ubiquitin protein ligase binding	2
regulation of rRNA processing	positive regulation of transcription by RNA polymerase I	2
mRNA catabolic process	RNA 3'-end processing	2
mRNA catabolic process	negative regulation of mRNA catabolic process	4
mRNA catabolic process	response to interleukin-17	2
mRNA catabolic process	cellular response to interleukin-17	2
mRNA catabolic process	regulation of mRNA catabolic process	8
mRNA catabolic process	regulation of RNA stability	8
mRNA catabolic process	protein phosphatase binding	2
mRNA catabolic process	phosphotransferase activity, alcohol group as acceptor	2
mRNA catabolic process	protein kinase activity	2
mRNA catabolic process	phosphatase binding	2
mRNA catabolic process	ubiquitin protein ligase binding	2
mRNA catabolic process	protein serine/threonine kinase activity	2
ribosomal small subunit biogenesis	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	3
somite development	anterior/posterior pattern specification	4
somite development	axis specification	2
somite development	embryo development ending in birth or egg hatching	5
somite development	epithelial tube morphogenesis	4
somite development	somitogenesis	4
somite development	cell part morphogenesis	2
somite development	chordate embryonic development	5
somite development	cellular chemical homeostasis	2
somite development	gastrulation	2
somite development	DNA-binding transcription activator activity, RNA polymerase II-specific	2
activation of protein kinase activity	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	2
activation of protein kinase activity	positive regulation of MAP kinase activity	4
activation of protein kinase activity	negative regulation of neuron death	3
activation of protein kinase activity	positive regulation of interleukin-2 production	2
activation of protein kinase activity	negative regulation of cell-cell adhesion	2
activation of protein kinase activity	membrane raft	2
activation of protein kinase activity	membrane microdomain	2
activation of protein kinase activity	receptor complex	2
activation of protein kinase activity	cell cortex	2
activation of protein kinase activity	side of membrane	2
activation of protein kinase activity	phosphotransferase activity, alcohol group as acceptor	2
activation of protein kinase activity	protein kinase activity	2
activation of protein kinase activity	ubiquitin protein ligase binding	2
activation of protein kinase activity	protein serine/threonine kinase activity	2
cell killing	regulation of response to wounding	2
cell killing	response to wounding	3
cell killing	cellular response to oxidative stress	2
cell killing	external side of plasma membrane	2
cell killing	side of membrane	2
RNA 3'-end processing	regulation of mRNA catabolic process	2
RNA 3'-end processing	regulation of RNA stability	2
RNA 3'-end processing	integrator complex	2
endothelial cell differentiation	nephron epithelium development	3
endothelial cell differentiation	anterior/posterior pattern specification	2
endothelial cell differentiation	axis specification	2
endothelial cell differentiation	response to wounding	3
endothelial cell differentiation	regulation of leukocyte differentiation	2
endothelial cell differentiation	embryo development ending in birth or egg hatching	4
endothelial cell differentiation	kidney epithelium development	3
endothelial cell differentiation	kidney morphogenesis	3
endothelial cell differentiation	morphogenesis of an endothelium	2
endothelial cell differentiation	endothelial tube morphogenesis	2
endothelial cell differentiation	epithelial tube morphogenesis	4
endothelial cell differentiation	cell part morphogenesis	3
endothelial cell differentiation	chordate embryonic development	4
endothelial cell differentiation	gastrulation	2
endothelial cell differentiation	negative regulation of cell-cell adhesion	2
endothelial cell differentiation	lateral plasma membrane	2
endothelial cell differentiation	cell projection membrane	2
endothelial cell differentiation	I-SMAD binding	2
endothelial cell differentiation	protein phosphatase binding	2
endothelial cell differentiation	SMAD binding	2
endothelial cell differentiation	phosphatase binding	2
nephron epithelium development	anterior/posterior pattern specification	2
nephron epithelium development	axis specification	2
nephron epithelium development	response to wounding	2
nephron epithelium development	embryo development ending in birth or egg hatching	4
nephron epithelium development	kidney epithelium development	6
nephron epithelium development	regulation of canonical Wnt signaling pathway	2
nephron epithelium development	kidney morphogenesis	5
nephron epithelium development	epithelial tube morphogenesis	5
nephron epithelium development	positive regulation of MAP kinase activity	2
nephron epithelium development	cell part morphogenesis	3
nephron epithelium development	chordate embryonic development	4
nephron epithelium development	cellular chemical homeostasis	2
nephron epithelium development	gastrulation	2
nephron epithelium development	spermatogenesis	2
nephron epithelium development	I-SMAD binding	2
nephron epithelium development	SMAD binding	2
nephron epithelium development	DNA-binding transcription activator activity, RNA polymerase II-specific	3
anterior/posterior pattern specification	axis specification	4
anterior/posterior pattern specification	embryo development ending in birth or egg hatching	8
anterior/posterior pattern specification	kidney epithelium development	2
anterior/posterior pattern specification	regulation of canonical Wnt signaling pathway	2
anterior/posterior pattern specification	regulation of transcription regulatory region DNA binding	3
anterior/posterior pattern specification	kidney morphogenesis	2
anterior/posterior pattern specification	epithelial tube morphogenesis	6
anterior/posterior pattern specification	regulation of hormone levels	2
anterior/posterior pattern specification	somitogenesis	4
anterior/posterior pattern specification	cell part morphogenesis	3
anterior/posterior pattern specification	calcium ion transport	2
anterior/posterior pattern specification	negative regulation of neuron death	2
anterior/posterior pattern specification	chordate embryonic development	8
anterior/posterior pattern specification	cellular chemical homeostasis	3
anterior/posterior pattern specification	gastrulation	4
anterior/posterior pattern specification	membrane raft	2
anterior/posterior pattern specification	membrane microdomain	2
anterior/posterior pattern specification	cell cortex	2
anterior/posterior pattern specification	myofibril	2
anterior/posterior pattern specification	contractile fiber	2
anterior/posterior pattern specification	Z disc	2
anterior/posterior pattern specification	I-SMAD binding	2
anterior/posterior pattern specification	SMAD binding	3
anterior/posterior pattern specification	R-SMAD binding	2
anterior/posterior pattern specification	DNA-binding transcription activator activity, RNA polymerase II-specific	6
long-chain fatty acid metabolic process	lysophospholipase activity	2
regulation of CD4-positive, alpha-beta T cell differentiation	negative regulation of cell activation	3
regulation of CD4-positive, alpha-beta T cell differentiation	regulation of leukocyte differentiation	4
regulation of CD4-positive, alpha-beta T cell differentiation	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	2
regulation of CD4-positive, alpha-beta T cell differentiation	negative regulation of cell-cell adhesion	3
regulation of CD4-positive, alpha-beta T cell differentiation	external side of plasma membrane	2
regulation of CD4-positive, alpha-beta T cell differentiation	side of membrane	2
regulation of response to wounding	response to wounding	7
regulation of response to wounding	negative regulation of cell activation	3
regulation of response to wounding	regulation of leukocyte differentiation	2
regulation of response to wounding	negative regulation of hemostasis	3
regulation of response to wounding	coagulation	3
regulation of response to wounding	negative regulation of coagulation	3
regulation of response to wounding	establishment of cell polarity	2
regulation of response to wounding	hemostasis	3
regulation of response to wounding	cellular chemical homeostasis	2
regulation of response to wounding	negative regulation of cell-cell adhesion	2
regulation of response to wounding	actin cytoskeleton	2
regulation of response to wounding	ubiquitin protein ligase binding	2
regulation of response to wounding	transmembrane transporter activity	2
axis specification	embryo development ending in birth or egg hatching	4
axis specification	kidney epithelium development	3
axis specification	kidney morphogenesis	2
axis specification	epithelial tube morphogenesis	4
axis specification	somitogenesis	2
axis specification	cell part morphogenesis	2
axis specification	chordate embryonic development	4
axis specification	gastrulation	4
axis specification	I-SMAD binding	3
axis specification	SMAD binding	3
axis specification	R-SMAD binding	2
axis specification	DNA-binding transcription activator activity, RNA polymerase II-specific	2
synaptic vesicle exocytosis	regulation of hormone levels	2
synaptic vesicle exocytosis	exocytic process	3
synaptic vesicle exocytosis	cellular chemical homeostasis	2
synaptic vesicle exocytosis	regulation of membrane potential	3
synaptic vesicle exocytosis	memory	2
synaptic vesicle exocytosis	membrane raft	2
synaptic vesicle exocytosis	membrane microdomain	2
synaptic vesicle exocytosis	integral component of synaptic membrane	2
synaptic vesicle exocytosis	intrinsic component of synaptic membrane	2
synaptic vesicle exocytosis	neuronal cell body	2
synaptic vesicle exocytosis	calcium channel activity	2
synaptic vesicle exocytosis	ion channel activity	3
synaptic vesicle exocytosis	channel activity	3
synaptic vesicle exocytosis	passive transmembrane transporter activity	3
synaptic vesicle exocytosis	cation channel activity	3
synaptic vesicle exocytosis	calcium ion transmembrane transporter activity	2
synaptic vesicle exocytosis	ion transmembrane transporter activity	3
synaptic vesicle exocytosis	gated channel activity	2
synaptic vesicle exocytosis	SNARE binding	2
synaptic vesicle exocytosis	transmembrane transporter activity	4
synaptic vesicle exocytosis	metal ion transmembrane transporter activity	2
synaptic vesicle exocytosis	inorganic molecular entity transmembrane transporter activity	3
response to wounding	negative regulation of cell activation	3
response to wounding	regulation of leukocyte differentiation	2
response to wounding	negative regulation of hemostasis	3
response to wounding	embryo development ending in birth or egg hatching	3
response to wounding	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	2
response to wounding	kidney epithelium development	2
response to wounding	coagulation	8
response to wounding	kidney morphogenesis	2
response to wounding	lipid phosphorylation	2
response to wounding	epithelial tube morphogenesis	2
response to wounding	negative regulation of coagulation	3
response to wounding	regulation of hormone levels	2
response to wounding	cell part morphogenesis	4
response to wounding	establishment of cell polarity	2
response to wounding	hemostasis	8
response to wounding	chordate embryonic development	3
response to wounding	cellular response to oxidative stress	2
response to wounding	cellular chemical homeostasis	3
response to wounding	negative regulation of cell-cell adhesion	3
response to wounding	actin cytoskeleton	2
response to wounding	receptor complex	2
response to wounding	external side of plasma membrane	2
response to wounding	side of membrane	2
response to wounding	phosphotransferase activity, alcohol group as acceptor	4
response to wounding	protein kinase activity	2
response to wounding	alpha-tubulin binding	2
response to wounding	ubiquitin protein ligase binding	2
response to wounding	beta-tubulin binding	2
response to wounding	transmembrane transporter activity	2
negative regulation of cell activation	regulation of leukocyte differentiation	6
negative regulation of cell activation	negative regulation of hemostasis	3
negative regulation of cell activation	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	3
negative regulation of cell activation	coagulation	3
negative regulation of cell activation	negative regulation of coagulation	3
negative regulation of cell activation	regulation of hormone levels	2
negative regulation of cell activation	calcium ion transport	2
negative regulation of cell activation	hemostasis	3
negative regulation of cell activation	negative regulation of cell-cell adhesion	6
negative regulation of cell activation	external side of plasma membrane	2
negative regulation of cell activation	side of membrane	2
negative regulation of cell activation	protein phosphatase binding	2
negative regulation of cell activation	phosphatase binding	2
negative regulation of cell activation	transmembrane transporter activity	2
regulation of leukocyte differentiation	negative regulation of hemostasis	2
regulation of leukocyte differentiation	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	3
regulation of leukocyte differentiation	coagulation	2
regulation of leukocyte differentiation	regulation of transcription regulatory region DNA binding	2
regulation of leukocyte differentiation	negative regulation of coagulation	2
regulation of leukocyte differentiation	calcium ion transport	3
regulation of leukocyte differentiation	hemostasis	2
regulation of leukocyte differentiation	regulation of osteoclast differentiation	4
regulation of leukocyte differentiation	negative regulation of tissue remodeling	2
regulation of leukocyte differentiation	negative regulation of cell-cell adhesion	6
regulation of leukocyte differentiation	lateral plasma membrane	2
regulation of leukocyte differentiation	cell projection membrane	2
regulation of leukocyte differentiation	external side of plasma membrane	2
regulation of leukocyte differentiation	RSC-type complex	2
regulation of leukocyte differentiation	side of membrane	2
regulation of leukocyte differentiation	protein phosphatase binding	3
regulation of leukocyte differentiation	phosphatase binding	3
regulation of leukocyte differentiation	histone binding	2
regulation of leukocyte differentiation	ubiquitin protein ligase binding	3
blood vessel remodeling	protein phosphatase binding	2
blood vessel remodeling	phosphatase binding	2
negative regulation of hemostasis	coagulation	3
negative regulation of hemostasis	negative regulation of coagulation	3
negative regulation of hemostasis	hemostasis	3
negative regulation of hemostasis	negative regulation of cell-cell adhesion	2
embryo development ending in birth or egg hatching	kidney epithelium development	4
embryo development ending in birth or egg hatching	regulation of canonical Wnt signaling pathway	4
embryo development ending in birth or egg hatching	regulation of transcription regulatory region DNA binding	2
embryo development ending in birth or egg hatching	kidney morphogenesis	4
embryo development ending in birth or egg hatching	negative regulation of cysteine-type endopeptidase activity	2
embryo development ending in birth or egg hatching	morphogenesis of an endothelium	2
embryo development ending in birth or egg hatching	endothelial tube morphogenesis	2
embryo development ending in birth or egg hatching	epithelial tube morphogenesis	11
embryo development ending in birth or egg hatching	positive regulation of MAP kinase activity	2
embryo development ending in birth or egg hatching	regulation of hormone levels	2
embryo development ending in birth or egg hatching	somitogenesis	4
embryo development ending in birth or egg hatching	cell part morphogenesis	7
embryo development ending in birth or egg hatching	calcium ion transport	3
embryo development ending in birth or egg hatching	negative regulation of neuron death	3
embryo development ending in birth or egg hatching	chordate embryonic development	23
embryo development ending in birth or egg hatching	cellular chemical homeostasis	5
embryo development ending in birth or egg hatching	gastrulation	5
embryo development ending in birth or egg hatching	spermatogenesis	3
embryo development ending in birth or egg hatching	membrane raft	2
embryo development ending in birth or egg hatching	membrane microdomain	2
embryo development ending in birth or egg hatching	lateral plasma membrane	2
embryo development ending in birth or egg hatching	cell projection membrane	2
embryo development ending in birth or egg hatching	cell cortex	3
embryo development ending in birth or egg hatching	myofibril	3
embryo development ending in birth or egg hatching	contractile fiber	3
embryo development ending in birth or egg hatching	neuronal cell body	2
embryo development ending in birth or egg hatching	Z disc	2
embryo development ending in birth or egg hatching	I-SMAD binding	2
embryo development ending in birth or egg hatching	SMAD binding	3
embryo development ending in birth or egg hatching	ion transmembrane transporter activity	2
embryo development ending in birth or egg hatching	histone binding	2
embryo development ending in birth or egg hatching	transmembrane transporter activity	2
embryo development ending in birth or egg hatching	DNA-binding transcription activator activity, RNA polymerase II-specific	5
embryo development ending in birth or egg hatching	metal ion transmembrane transporter activity	2
embryo development ending in birth or egg hatching	inorganic molecular entity transmembrane transporter activity	2
regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	coagulation	2
regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	positive regulation of MAP kinase activity	2
regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	hemostasis	2
regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	positive regulation of interleukin-2 production	2
regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	negative regulation of cell-cell adhesion	3
regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	receptor complex	2
regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	external side of plasma membrane	2
regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	side of membrane	3
regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	protein phosphatase binding	3
regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	phosphotransferase activity, alcohol group as acceptor	2
regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	protein kinase activity	2
regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	phosphatase binding	3
regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	sphingolipid binding	2
kidney epithelium development	regulation of canonical Wnt signaling pathway	2
kidney epithelium development	kidney morphogenesis	5
kidney epithelium development	epithelial tube morphogenesis	5
kidney epithelium development	positive regulation of MAP kinase activity	2
kidney epithelium development	cell part morphogenesis	3
kidney epithelium development	chordate embryonic development	4
kidney epithelium development	cellular chemical homeostasis	2
kidney epithelium development	gastrulation	2
kidney epithelium development	spermatogenesis	2
kidney epithelium development	I-SMAD binding	3
kidney epithelium development	SMAD binding	3
kidney epithelium development	R-SMAD binding	2
kidney epithelium development	DNA-binding transcription activator activity, RNA polymerase II-specific	3
coagulation	lipid phosphorylation	2
coagulation	negative regulation of coagulation	3
coagulation	calcium ion transport	2
coagulation	hemostasis	8
coagulation	cellular chemical homeostasis	2
coagulation	negative regulation of cell-cell adhesion	2
coagulation	phosphotransferase activity, alcohol group as acceptor	2
coagulation	transmembrane transporter activity	2
regulation of canonical Wnt signaling pathway	regulation of transcription regulatory region DNA binding	2
regulation of canonical Wnt signaling pathway	kidney morphogenesis	2
regulation of canonical Wnt signaling pathway	epithelial tube morphogenesis	3
regulation of canonical Wnt signaling pathway	cell part morphogenesis	4
regulation of canonical Wnt signaling pathway	calcium ion transport	2
regulation of canonical Wnt signaling pathway	negative regulation of neuron death	2
regulation of canonical Wnt signaling pathway	chordate embryonic development	3
regulation of canonical Wnt signaling pathway	membrane raft	2
regulation of canonical Wnt signaling pathway	membrane microdomain	2
regulation of canonical Wnt signaling pathway	cell cortex	3
regulation of canonical Wnt signaling pathway	myofibril	2
regulation of canonical Wnt signaling pathway	contractile fiber	2
regulation of canonical Wnt signaling pathway	neuronal cell body	2
regulation of canonical Wnt signaling pathway	Z disc	2
regulation of canonical Wnt signaling pathway	DNA-binding transcription activator activity, RNA polymerase II-specific	2
negative regulation of mRNA catabolic process	response to interleukin-17	2
negative regulation of mRNA catabolic process	cellular response to interleukin-17	2
negative regulation of mRNA catabolic process	regulation of mRNA catabolic process	4
negative regulation of mRNA catabolic process	regulation of RNA stability	4
negative regulation of mRNA catabolic process	protein phosphatase binding	2
negative regulation of mRNA catabolic process	phosphotransferase activity, alcohol group as acceptor	2
negative regulation of mRNA catabolic process	protein kinase activity	2
negative regulation of mRNA catabolic process	phosphatase binding	2
negative regulation of mRNA catabolic process	ubiquitin protein ligase binding	2
negative regulation of mRNA catabolic process	protein serine/threonine kinase activity	2
regulation of transcription regulatory region DNA binding	epithelial tube morphogenesis	2
regulation of transcription regulatory region DNA binding	cell part morphogenesis	2
regulation of transcription regulatory region DNA binding	calcium ion transport	2
regulation of transcription regulatory region DNA binding	negative regulation of neuron death	2
regulation of transcription regulatory region DNA binding	chordate embryonic development	2
regulation of transcription regulatory region DNA binding	regulation of osteoclast differentiation	2
regulation of transcription regulatory region DNA binding	cellular chemical homeostasis	2
regulation of transcription regulatory region DNA binding	membrane raft	2
regulation of transcription regulatory region DNA binding	membrane microdomain	2
regulation of transcription regulatory region DNA binding	cell cortex	2
regulation of transcription regulatory region DNA binding	myofibril	2
regulation of transcription regulatory region DNA binding	contractile fiber	2
regulation of transcription regulatory region DNA binding	Z disc	2
kidney morphogenesis	epithelial tube morphogenesis	5
kidney morphogenesis	positive regulation of MAP kinase activity	2
kidney morphogenesis	cell part morphogenesis	3
kidney morphogenesis	chordate embryonic development	4
kidney morphogenesis	gastrulation	2
kidney morphogenesis	spermatogenesis	2
kidney morphogenesis	I-SMAD binding	2
kidney morphogenesis	SMAD binding	2
kidney morphogenesis	DNA-binding transcription activator activity, RNA polymerase II-specific	2
regulation of cellular response to oxidative stress	regulation of response to oxidative stress	5
regulation of cellular response to oxidative stress	negative regulation of neuron death	2
regulation of cellular response to oxidative stress	cellular response to oxidative stress	5
regulation of response to oxidative stress	negative regulation of neuron death	2
regulation of response to oxidative stress	cellular response to oxidative stress	5
negative regulation of cysteine-type endopeptidase activity	chordate embryonic development	2
morphogenesis of an endothelium	endothelial tube morphogenesis	2
morphogenesis of an endothelium	epithelial tube morphogenesis	2
morphogenesis of an endothelium	chordate embryonic development	2
post-translational protein targeting to endoplasmic reticulum membrane	protein targeting to ER	2
isoprenoid biosynthetic process	retinoic acid metabolic process	2
isoprenoid biosynthetic process	regulation of hormone metabolic process	2
isoprenoid biosynthetic process	regulation of hormone levels	2
retinoic acid metabolic process	regulation of hormone metabolic process	2
retinoic acid metabolic process	regulation of hormone levels	2
lipid phosphorylation	hemostasis	2
lipid phosphorylation	phosphotransferase activity, alcohol group as acceptor	2
endothelial tube morphogenesis	epithelial tube morphogenesis	2
endothelial tube morphogenesis	chordate embryonic development	2
response to nitric oxide	membrane raft	2
response to nitric oxide	membrane microdomain	2
response to nitric oxide	ubiquitin protein ligase binding	2
response to interleukin-17	cellular response to interleukin-17	2
response to interleukin-17	regulation of mRNA catabolic process	2
response to interleukin-17	regulation of RNA stability	2
response to interleukin-17	protein phosphatase binding	2
response to interleukin-17	phosphatase binding	2
response to interleukin-17	ubiquitin protein ligase binding	2
cellular response to interleukin-17	regulation of mRNA catabolic process	2
cellular response to interleukin-17	regulation of RNA stability	2
cellular response to interleukin-17	protein phosphatase binding	2
cellular response to interleukin-17	phosphatase binding	2
cellular response to interleukin-17	ubiquitin protein ligase binding	2
dendrite development	cell part morphogenesis	5
dendrite development	negative regulation of neuron death	2
dendrite development	regulation of membrane potential	2
dendrite development	memory	2
dendrite development	membrane raft	2
dendrite development	membrane microdomain	2
dendrite development	actin cytoskeleton	2
dendrite development	cell cortex	2
dendrite development	neuronal cell body	4
dendrite development	actin binding	2
dendrite development	protein phosphatase binding	2
dendrite development	phosphotransferase activity, alcohol group as acceptor	2
dendrite development	protein kinase activity	2
dendrite development	phosphatase binding	2
epithelial tube morphogenesis	positive regulation of MAP kinase activity	3
epithelial tube morphogenesis	somitogenesis	3
epithelial tube morphogenesis	cell part morphogenesis	5
epithelial tube morphogenesis	calcium ion transport	2
epithelial tube morphogenesis	negative regulation of neuron death	2
epithelial tube morphogenesis	chordate embryonic development	11
epithelial tube morphogenesis	cellular chemical homeostasis	2
epithelial tube morphogenesis	gastrulation	4
epithelial tube morphogenesis	spermatogenesis	2
epithelial tube morphogenesis	membrane raft	2
epithelial tube morphogenesis	membrane microdomain	2
epithelial tube morphogenesis	lateral plasma membrane	2
epithelial tube morphogenesis	cell cortex	2
epithelial tube morphogenesis	myofibril	2
epithelial tube morphogenesis	contractile fiber	2
epithelial tube morphogenesis	Z disc	2
epithelial tube morphogenesis	I-SMAD binding	2
epithelial tube morphogenesis	SMAD binding	3
epithelial tube morphogenesis	R-SMAD binding	2
epithelial tube morphogenesis	bHLH transcription factor binding	2
epithelial tube morphogenesis	DNA-binding transcription activator activity, RNA polymerase II-specific	4
positive regulation of MAP kinase activity	cell part morphogenesis	2
positive regulation of MAP kinase activity	calcium ion transport	2
positive regulation of MAP kinase activity	negative regulation of neuron death	3
