Gene1	Gene2	Annotation	Direction	Score	weight	Scaled_weight
POLD2	UBB	activated by; catalyze; complex; input	<->	1	2871.98453686355	0.721790527292676
GTF3C5	POLR2H	complex; input	-	1	2871.93934268018	0.721789100859292
CSTF1	CSTF3	complex	-	1	2871.93314780519	0.721788905332901
CWC27	NCBP1	complex; input	-	1	2871.83993967083	0.721785963390485
SNRPB2	SUGP1	complex; input	-	1	2871.82630822548	0.721785533131114
RPL13	RPS26	catalyze; catalyzed by; complex; input	<->	1	2871.73353098195	0.721782604680246
CCAR1	ELAVL1	complex; input	-	1	2871.63971853355	0.721779643457637
NCBP1	WDR33	complex; input	-	1	2871.31862705362	0.721769507360989
KPNB1	NUP35	activated by; catalyzed by; complex; input	<-	1	2871.28540002564	0.721768458397787
GTF2F1	SF3B2	complex; input	-	1	2871.24949574086	0.721767324901077
NUP210	SRSF7	activate; input	->	1	2871.19500831617	0.721765604708371
ASF1A	HIRA	complex; input	-	1	2871.15152708112	0.721764231962643
GSPT1	RPL11	complex; input	-	1	2871.13156160679	0.721763601625846
FIP1L1	RAE1	activated by	<-	1	2870.9606265201	0.721758204796531
GRSF1	RPS12	activate	->	1	2870.26645585231	0.721736284866537
PPIH	SNRPA	complex; input	-	1	2870.17141715576	0.721733283402962
SEC13	STAG1	complex; input	-	1	2870.04768288055	0.721729375541345
EPS15L1	UBB	catalyze; input	->	1	2870.01313286015	0.721728284328571
CLP1	PPWD1	complex; input	-	1	2869.9422882582	0.72172604676248
ADRM1	PSMA5	complex; input	-	1	2869.85695690166	0.721723351571317
IMP3	RPS27L	activated by	<-	1	2869.72771345232	0.721719269263954
HNRNPH2	HNRNPK	complex; input	-	1	2869.69942254824	0.721718375637727
CWC22	DHX8	predicted	-	0.96	2869.51967082994	0.721712697605233
EXOSC8	IMP3	catalyze	->	1	2869.16698404055	0.721701555832179
PPIL1	PRPF8	complex; input	-	1	2869.07622477565	0.721698688423171
SNRPD2	STRAP	predicted	-	0.64	2868.93082886076	0.72169409465839
RNPS1	RPS2	complex; input	-	1	2868.85763212183	0.72169178192896
CUL4B	POLR2H	complex; input	-	1	2868.79748944167	0.721689881612349
DAP3	MRPL48	catalyze; complex; input	->	1	2868.78539355363	0.721689499416106
NUP214	SRSF9	activate; input	->	1	2868.7829428343	0.721689421980031
GAPDH	HTT	complex; input	-	1	2868.75463790796	0.721688527616437
RBM17	SF3B1	complex	-	1	2868.69446571132	0.72168662629893
HMGB1	TERF2	predicted	-	0.64	2868.62612146362	0.721684466713064
HNRNPM	TRA2B	complex; input	-	1	2868.53904841653	0.721681715247913
PUF60	TFIP11	complex	-	1	2868.35500899826	0.721675899418641
HUWE1	RPS17	predicted	-	0.73	2868.23691284573	0.721672167265818
DYNC1I2	PPP2R1A	complex	-	1	2868.07611215954	0.721667085288967
EIF4A3	THOC2	complex; input	-	1	2868.00567806316	0.721664859186049
PPP2CA	TSC2	predicted	-	0.77	2867.97183377906	0.721663789502001
ATP6V1A	SEC13	activated by; inhibited by	-	1	2867.44807194337	0.721647233851147
CDC73	CDK12	predicted	-	0.64	2867.36583754179	0.721644634219392
PRCC	PRPF38A	complex; input	-	1	2867.35504185075	0.721644292935501
CTCF	SMARCC2	expression regulates	->	1	2867.13680114149	0.721637393422263
RPL7A	SRP14	complex; input	-	1	2866.8053705362	0.721626914492517
CCAR1	RBM17	complex; input	-	1	2866.68393794008	0.721623074822523
HNRNPM	SF1	complex; input	-	1	2866.53934039007	0.721618502470006
CTCF	POLR2G	complex; input	-	1	2866.47971110113	0.721616616851323
EIF3A	EIF3G	complex; predicted	-	1	2866.33610797214	0.721612075620879
AP3B1	CLTC	predicted	-	0.64	2866.24219795379	0.7216091057364
CTNNBL1	POLR2D	complex; input	-	1	2866.09817534485	0.721604550862787
EIF4A2	RPS12	complex; input	-	1	2865.90685813777	0.721598499891442
RPLP0	RPS25	catalyze; catalyzed by; complex; input	<->	1	2865.64998085955	0.721590374754028
PSMA1	PSMD6	complex	-	1	2865.57542098727	0.721588016257218
DHX38	PQBP1	complex; input	-	1	2865.19729169509	0.721576054230585
BRD8	STAT3	expression regulated by	<-	1	2865.16904134364	0.721575160474328
PDCD6IP	VPS4A	complex; input	-	1	2865.16460547323	0.721575020135913
CNOT10	PAIP1	catalyze	->	1	2865.15355421225	0.721574670504274
NCBP2	RANBP2	activated by; catalyzed by; complex; input	<-	1	2865.1405195541	0.721574258121645
MAGT1	RPN1	complex	-	1	2865.02535882267	0.721570614654586
HNRNPUL1	SRSF7	complex; input	-	1	2864.96296283017	0.72156864050259
EIF4A3	SNRNP40	complex; input	-	1	2864.70821988802	0.721560580223337
AQR	HNRNPUL1	complex; input	-	1	2864.64873100859	0.721558697842319
AP2A1	CLTC	PPrel: binding/association; complex; input; predicted	-	1	2864.60463102129	0.721557302380164
SEC13	THOC6	activate; input	->	1	2864.43672107207	0.721551988985193
AP2A2	GRB2	complex; input	-	1	2864.3095543203	0.721547964673437
PSMA1	PSMD13	complex; predicted	-	1	2864.13264808287	0.721542366011593
PSMD12	PSMD7	complex; predicted	-	1	2864.08415469492	0.721540831250762
CAPZA1	CAPZB	complex; input; predicted	-	1	2864.03638332711	0.721539319315643
GTF2F1	NCBP1	complex; input	-	1	2864.0337056801	0.721539234568976
CDC27	PPP3CB	PPrel: activated by, dephosphorylation	<-	1	2863.5928557739	0.721525280730672
EIF2S2	EIF4G1	complex; input	-	1	2863.50020709878	0.721522347929644
KAT8	TPR	predicted	-	0.78	2863.40489982278	0.721519330871381
COPS5	COPS6	complex; predicted	-	1	2863.37463713039	0.721518372851049
ASH2L	PRMT1	complex; input	-	1	2863.17347827342	0.721512004545798
COPS5	POU2F1	expression regulated by	<-	1	2863.14691241496	0.721511163488007
GTF2F2	PRPF3	complex; input	-	1	2863.04733505767	0.721508010864229
ERCC4	PRPF19	complex; input	-	1	2862.9704724254	0.72150557731472
RAB5C	RAB8A	predicted	-	0.98	2862.81952771533	0.721500798060758
CCT2	PSMC6	predicted	-	0.78	2862.80742461797	0.721500414838165
PRPF31	SNRPD2	complex; input	-	1	2862.56510859444	0.72149274200049
DHX38	WBP11	complex; input	-	1	2862.47248469057	0.72148980893091
EPN1	HGS	complex; input	-	1	2862.39937219453	0.721487493651189
POLR2A	SYF2	complex; input	-	1	2862.15532361648	0.721479764848868
LTV1	RPS17	complex	-	1	2862.01749582475	0.721475399673581
CHMP2A	PCNT	activate	->	1	2861.92049005263	0.721472327255701
GNA13	VAV1	reaction	-	1	2861.88066196566	0.721471065769408
DHX38	RBMX	complex; input	-	1	2861.70047794754	0.721465358530527
NUP155	NUP50	catalyze; catalyzed by; complex; input	<->	1	2861.54897584521	0.721460559498913
ACTR1A	CNTRL	complex	-	1	2861.49864061944	0.721458965007118
CRKL	RAB4A	activated by	<-	1	2861.35961640613	0.721454560928291
NDUFS5	NDUFV2	complex; input	-	1	2861.2599070641	0.721451402153923
NCBP2	THOC7	complex; input	-	1	2861.24967349936	0.721451077950168
HSPA8	TRA2B	complex; input	-	1	2861.22331778505	0.721450242984408
SUPT4H1	TCEA1	complex; input	-	1	2860.91541833255	0.721440487964485
ALYREF	NUP88	activated by; catalyzed by; complex; input	<-	1	2860.88312843197	0.721439464879357
CPSF7	PQBP1	complex; input	-	1	2860.87416971958	0.721439181026161
ANXA7	SRI	predicted	-	0.77	2860.75484883588	0.721435400307223
PRPF4	SNRPB2	complex; input	-	1	2860.34320766052	0.721422356119331
HNRNPA2B1	POLR2L	complex; input	-	1	2860.33626184607	0.721422136002532
HNRNPA0	SYF2	complex; input	-	1	2860.26266846619	0.721419803753748
LSM6	SART1	complex	-	1	2859.95701656996	0.721410116693214
COPS6	RAD23A	predicted	-	0.96	2859.9234343048	0.721409052303518
RPL26	SSR1	complex; input	-	1	2859.86536863459	0.721407211882956
NDUFA4	NDUFV2	predicted	-	0.64	2859.79532788988	0.721404991856675
UBE2J1	VCP	predicted	-	0.64	2859.79018848482	0.721404828954862
NOP56	RPL18A	predicted	-	0.73	2859.49391479425	0.72139543758285
NUP160	SRRM1	activate; catalyze; complex; input	->	1	2859.46542201357	0.721394534358882
HSPA8	SF1	input	-	1	2859.22870968055	0.721387030206501
PGK1	STAT3	expression regulated by	<-	1	2859.08468489208	0.721382464090718
RPL7	RPS16	catalyze; catalyzed by; complex; input; predicted	<->	1	2858.82868733852	0.72137434745844
AP2B1	EPS15	complex; inhibited by; input	|-	1	2858.81253256984	0.721373835232615
PABPC1	RPL7	complex; input	-	1	2858.33830525677	0.721358797424429
GTF2F2	RPRD2	complex; input	-	1	2858.32179324402	0.721358273781466
PDS5B	PPP1CC	complex; input	-	1	2858.22008091395	0.721355048127017
BAD	PPP3CA	PPrel: activated by, dephosphorylation	<-	1	2858.15686518801	0.721353043276959
CPSF7	WBP11	complex; input	-	1	2858.15347401067	0.721352935726485
FUS	HNRNPUL1	complex; input	-	1	2857.91773275926	0.721345458929621
EIF3E	RPS18	complex; input	-	1	2857.79359513101	0.721341521518316
EIF4A1	RPS14	complex; input	-	1	2857.77753517497	0.721341012114322
POLR2L	RBM8A	complex; input	-	1	2857.66296013841	0.721337377838174
DDX56	RPL26	predicted	-	0.64	2857.57213762688	0.721334496879461
LSM3	SF3B3	complex; input	-	1	2857.55825652014	0.721334056552197
CPSF7	RBMX	complex; input	-	1	2857.38263210167	0.721328485326102
CNOT1	EIF4A1	catalyze	->	1	2857.16655808055	0.721321630472156
SRSF7	SUGP1	complex; input	-	1	2857.12381701258	0.721320274469029
GNB4	MAPK3	PPrel: activation; PPrel: activation, indirect effect	->	1	2857.02362434128	0.721317095676815
SRSF1	ZC3H11A	complex; input	-	1	2856.88723808468	0.721312768399028
DDB1	RFC2	complex; input	-	1	2856.83691631223	0.721311171732258
AQR	SUGP1	complex; input	-	1	2856.81044499586	0.721310331808758
EXOSC2	RPS14	catalyze	->	1	2856.49611374742	0.721300357618292
PPIL1	SF3A3	complex; input	-	1	2856.25276338641	0.72129263500144
SAP130	SUPT7L	complex	-	1	2856.03220975026	0.721285635260227
COPG2	SPTBN1	complex; input	-	1	2855.89722622538	0.7212813510028
DHX9	POLR2H	complex; input	-	1	2855.79231020125	0.721278020921332
RPS12	RPS3A	catalyze; catalyzed by; complex; input	<->	1	2855.70863618148	0.721275364982876
CWC22	DHX9	complex; input	-	1	2855.66503850586	0.721273981096648
EIF4B	EIF4E	complex; input	-	1	2855.35948597418	0.721264281593493
HDAC3	SNW1	complex; input	-	1	2855.33268934572	0.721263430907992
EHD3	SNAP29	predicted	-	0.64	2855.19220074629	0.721258970827659
DCP1A	RPS3A	input	-	1	2855.08074419413	0.72125543226929
CD2BP2	PCBP2	complex; input	-	1	2855.03192706721	0.721253882363984
GTF3C2	GTF3C3	complex	-	1	2854.91710386375	0.721250236713291
CDC27	PSMC5	catalyzed by	<-	1	2854.83586660585	0.721247657331893
ATP5B	RUVBL1	predicted	-	0.6	2854.82761463772	0.721247395317796
SMNDC1	SYF2	complex; input	-	1	2854.67148495178	0.721242437790611
PRPF8	SF3B3	complex; input	-	1	2854.56309510354	0.721238995969076
GBF1	GNB1	reaction	-	1	2854.43922797545	0.72123506252051
NCBP2	RPL6	complex; input	-	1	2854.06883161916	0.721223299422523
WDR75	XRN2	activate; activated by; catalyzed by	<->	1	2854.00233765672	0.721221187536571
NSUN2	PFDN5	predicted	-	0.73	2853.96865900972	0.721220117864873
BUB3	PSMB8	catalyzed by	<-	1	2853.93616986623	0.721219085961182
PPIH	PQBP1	complex; input	-	1	2853.81976321039	0.721215388615593
EIF3F	RPS26	complex; input	-	1	2853.58950598334	0.721208074667377
ESYT1	ESYT2	complex	-	1	2853.5517988164	0.721206876871248
DNAJC8	SF3B5	complex; input	-	1	2853.49587768565	0.721205100465905
POLR2D	SRRM2	complex; input	-	1	2853.35974389499	0.721200775858584
RPS12	SRP19	complex; input	-	1	2853.03646356955	0.72119050527835
CDC37	PPID	predicted	-	0.64	2852.84251494822	0.721184342993525
RELA	STAT3	reaction	-	1	2852.78014207483	0.721182361145572
COPS6	DDB1	catalyze; complex	->	1	2852.70031343075	0.721179824591307
ARPC2	VAMP7	complex; input	-	1	2852.69025688121	0.721179505039524
POLR2G	RFC4	complex; input	-	1	2852.58718073459	0.721176229679582
EEFSEC	RPS11	complex; input	-	1	2852.47338202234	0.72117261346065
NUP153	NUP160	catalyze; catalyzed by; complex; input	<->	1	2852.33618042373	0.72116825336871
DDX41	PNN	predicted	-	0.64	2852.33490901543	0.721168212963994
DDX47	RPS7	activated by; complex; input	<-	1	2852.19089553063	0.721163636171342
BUB3	DYNC1I2	complex; input	-	1	2852.11475430341	0.721161216286432
RPL11	TRAM1	complex; input	-	1	2852.07664047424	0.721160004946258
GTF2F2	HNRNPM	activate; complex; inhibit; input	-	1	2851.97635740194	0.721156817655337
CD2BP2	NCBP2	complex; input	-	1	2851.95222176433	0.721156050537071
SF3B1	TIA1	predicted	-	0.97	2851.84685036928	0.721152701375197
ISY1	RFC4	complex; input	-	1	2851.82529735212	0.721152016311194
RPS5	UTP18	activate	->	1	2851.80902199404	0.721151498994486
HNRNPA1	SYF2	complex; input	-	1	2851.79726176793	0.721151125190644
CUL1	RPS6	predicted	-	0.64	2851.74924389263	0.721149598905844
PPIH	WBP11	complex; input	-	1	2851.10577625285	0.721129143315918
COPS5	TRAF2	predicted	-	0.64	2851.07096065458	0.721128036409729
CLASP1	RCC2	complex; input	-	1	2851.04468217856	0.721127200918719
RBM8A	RPL37A	complex; input	-	1	2850.99847906437	0.721125731930288
PSMA5	PSMC5	complex; predicted	-	1	2850.85916381505	0.721121302377177
PABPN1	RBM27	predicted	-	0.67	2850.76036003394	0.721118160762198
DHX37	RPS8	activated by	<-	1	2850.65754413878	0.721114891460404
SEC13	SRSF7	activate; input	->	1	2850.40683267224	0.721106918935594
PPIH	RBMX	complex; input	-	1	2850.3368351028	0.721104692915535
RPS23	UPF3B	complex; input	-	1	2850.29995500394	0.721103520055111
RPL18	RPLP0	catalyze; catalyzed by; complex; input	<->	1	2850.17186766777	0.721099446505429
FUS	SUGP1	complex; input	-	1	2850.09786418419	0.72109709289606
RNPS1	SRSF1	complex; input	-	1	2850.07696410218	0.721096428178057
ALDOA	ALDOC	predicted	-	0.98	2850.06133286036	0.721095931030035
DDX46	HNRNPC	complex; input	-	1	2849.93227254272	0.721091826192355
AQR	RFC2	complex; input	-	1	2849.90897867282	0.721091085297614
RPL23	RPL9	catalyze; catalyzed by; complex; input	<->	1	2849.72016142437	0.721085079472336
PRPF40A	PUF60	complex; input	-	1	2849.47612756604	0.72107731674917
LSM7	SRSF6	complex; input	-	1	2849.41319712061	0.721075314822295
GPS1	POLR2E	input	-	1	2849.30687741227	0.721071932507082
IGBP1	RELA	predicted	-	0.54	2849.26439142487	0.721070580878526
CLTC	YWHAE	predicted	-	0.98	2848.80123325496	0.721055844882002
CSNK2A1	DDX54	predicted	-	0.73	2848.77270946414	0.72105493728114
HNRNPD	HNRNPK	complex; input	-	1	2848.75724747936	0.721054445291168
GPS1	PSMD7	predicted	-	1	2848.70946171645	0.721052924763403
CFL1	GAPDH	predicted	-	0.58	2848.45709341163	0.721044894061199
GTF3C3	POLR2E	complex; input	-	1	2848.45627990073	0.721044868173027
RPS11	TPT1	predicted	-	0.59	2848.22805605994	0.721037605165705
HNRNPK	UBE2I	input	-	1	2847.98531267288	0.721029879448875
RPS8	RRP9	activate	->	1	2847.97701665377	0.721029615402468
RBBP6	UBB	catalyze; catalyzed by; complex; input	<->	1	2847.86854808452	0.721026162984779
EEF1A1	RPS6KB2	predicted	-	0.64	2847.70578255494	0.721020982116644
DHX38	NUP160	activated by; input	<-	1	2847.67234542458	0.721019917767631
PPP2R1A	TRADD	predicted	-	0.64	2847.47347205373	0.721013587101444
CNOT3	PABPC1	catalyze	->	1	2847.45845475365	0.72101310904305
BANF1	PSIP1	complex; input	-	1	2847.37785870436	0.721010543317877
CTNNBL1	HNRNPA3	complex; input	-	1	2847.00340745356	0.720998621942276
GTF3C1	POLR2L	complex; input	-	1	2846.96580452053	0.720997424693964
DDX42	PCBP1	complex; input	-	1	2846.72288721544	0.720989690013733
SNRNP40	U2SURP	complex; input	-	1	2846.61974655649	0.720986405733491
DIMT1	PNO1	activated by	<-	1	2846.55213677116	0.720984252788726
SF3B4	SRSF4	complex; input	-	1	2846.34817409557	0.72097775755552
CLP1	HNRNPC	complex; input	-	1	2846.18933085938	0.72097269883772
BLOC1S4	BLOC1S5	predicted	-	0.99	2846.09322779577	0.720969638083834
HNRNPA2B1	POLR2A	complex; input	-	1	2845.96341039377	0.720965503409315
RPL32	RPL37	catalyze; catalyzed by; complex; input	<->	1	2845.94946009308	0.720965059082061
CLTC	NPEPPS	predicted	-	0.79	2845.75517453083	0.720958870718775
CPSF1	POLR2J	complex; input	-	1	2845.71347929901	0.720957542591574
PRPF4	SRSF7	complex; input	-	1	2845.69950488642	0.720957097457246
POM121C	SRSF2	activate; input	->	1	2845.6226476403	0.72095464924381
DHX9	PHF5A	complex; input	-	1	2845.49793212723	0.720950676410739
POLR2D	SNRNP70	complex; input	-	1	2845.43068924401	0.720948534305442
AQR	PRPF4	complex; input	-	1	2845.38738589895	0.720947154796975
RPL23	UPF1	complex; input	-	1	2845.28737846726	0.720943968794302
RAD21	TERF2IP	complex; input	-	1	2845.08897001783	0.720937647634064
SEC22B	STX18	PPrel: activation; complex; input; predicted	->	1	2844.73490377996	0.720926366225684
GTF2F2	HSPA8	complex; input	-	1	2844.70286715274	0.720925345391832
ACTR1A	RAB8A	catalyze	->	1	2844.59780189146	0.720921997450139
ATG13	DYNLL1	catalyze	->	1	2844.50750354685	0.720919119962657
EIF4G1	EIF4H	complex; input	-	1	2844.49444969955	0.720918703975357
IGBP1	PPP4C	predicted	-	1	2844.41102646238	0.720916045479747
HNRNPA0	HNRNPA2B1	complex; input	-	1	2844.08146245693	0.720905542314194
MT-CO2	SCO1	activated by	<-	1	2844.07674697607	0.72090539202355
KPNA2	NUP43	catalyzed by	<-	1	2843.92713964122	0.720900623646062
GEMIN6	NUP153	activated by	<-	1	2843.90904078734	0.720900046771191
RPL21	SEC61G	complex; input	-	1	2843.90500679268	0.720899918192928
PIN1	PPP2R5A	complex	-	1	2843.84004361008	0.720897847551976
PWP2	RPS6	activated by; complex; input	<-	1	2843.66435365634	0.720892247361352
CUL2	PSMD6	catalyzed by	<-	1	2843.51727324214	0.720887558845669
EIF2S1	EIF3A	PPrel: binding/association; complex; input; reaction	-	1	2843.44474048805	0.720885246613348
NDE1	YWHAE	complex; predicted	-	1	2843.39086021184	0.720883528955069
POLR2A	RBM8A	complex; input	-	1	2843.30354171105	0.720880745244956
AP1G1	B2M	complex; input	-	1	2843.27830739557	0.720879940760123
ATP6V1E1	ATP6V1F	complex; predicted	-	1	2843.24651905828	0.720878927319054
AP1B1	AP2A2	predicted	-	1	2842.95224293496	0.720869544990935
BCAS2	SNRPB2	complex; input	-	1	2842.88520518105	0.720867407508068
ARPC5	FNBP1	complex; input	-	1	2842.85657496856	0.72086649462518
COPS5	RBBP7	catalyze	->	1	2842.71537972912	0.720861992438269
NME2	RPS16	predicted	-	0.58	2842.70295367532	0.720861596207287
CETN2	SUMO1	complex	-	1	2842.522710052	0.720855848563716
RPL24	UPF2	complex; input	-	1	2842.34166049938	0.720850074853598
ARPC1A	RHOA	PPrel: activated, indirect effect	<-	1	2842.20713531213	0.720845784577583
CUL2	PSMD13	catalyzed by	<-	1	2842.08560627397	0.720841908600044
SF3A3	SF3B3	complex	-	1	2841.80450078071	0.720832942547345
NCBP2	RPS6	complex; input	-	1	2841.69129086091	0.720829331388711
GRSF1	RPS3	activate	->	1	2841.67927974863	0.720828948251018
RPL22	RPS16	catalyze; catalyzed by; complex; input	<->	1	2841.67308214555	0.720828750555509
HNRNPA0	RBM8A	complex; input	-	1	2841.42335266343	0.720820784149836
CSRP1	STAT3	expression regulated by	<-	1	2841.24506117496	0.720815096197842
PABPC1	RPL22	complex; input	-	1	2841.18564280796	0.720813200521498
MDC1	SUMO1	catalyze; catalyzed by; complex; input	<->	1	2841.1804436381	0.72081303464593
COPS5	SKP1	catalyze	->	1	2841.1526329784	0.720812147362787
COX5B	SCO2	activated by	<-	1	2840.91127376504	0.720804446570755
RPL14	RPL7	catalyze; catalyzed by; complex; input	<->	1	2840.85742794689	0.720802728480174
NME2	PIK3R1	predicted	-	0.98	2840.39009763815	0.720787815725803
ALYREF	CSTF1	complex; input	-	1	2840.37050610808	0.720787190496255
DDX42	SNRPA1	complex	-	1	2840.1492424402	0.720780128952401
CWC27	SRSF1	complex; input	-	1	2840.14632542095	0.720780035853193
PRPF19	SNRPA	complex; input	-	1	2839.92703946344	0.720773036877206
EIF4A3	PPP2R2A	complex; input	-	1	2839.87709949612	0.720771442861776
SRSF1	WDR33	complex; input	-	1	2839.63076600773	0.720763579823696
HSP90AA1	NR3C1	complex; input	-	1	2839.38158643874	0.720755625243875
PSMB7	PSMC4	complex	-	1	2839.3521719023	0.720754686195149
XAB2	YBX1	complex; input	-	1	2839.12777062583	0.720747521943142
EHD1	PPP2R1A	predicted	-	0.78	2838.97363065553	0.720742600530801
EIF3G	RPS26	complex; input	-	1	2838.94674438222	0.720741742073026
HSP90AA1	TUFM	predicted	-	0.66	2838.89702833171	0.720740154656823
FUS	PRPF4	complex; input	-	1	2838.70164558258	0.720733915884277
NUP133	PHAX	activate	->	1	2838.62353806673	0.720731421710653
PRPF6	PUF60	complex; input	-	1	2838.62109106089	0.720731343570362
HNRNPA2B1	SMNDC1	complex; input	-	1	2838.52190963618	0.720728176351058
PPP2R1A	RNPS1	complex; input	-	1	2838.30867644373	0.720721366674219
RPL35A	SRPRB	complex; input	-	1	2838.26215089	0.720719880796342
EIF3J	RPS16	complex; input	-	1	2838.1126073426	0.720715104687169
EIF3I	EIF4E	complex; input	-	1	2838.04964150902	0.72071309361441
SUN2	SYNE3	predicted	-	0.98	2837.64837690224	0.720700276531248
EIF3J	PABPC1	complex; input	-	1	2837.62577874221	0.720699554653158
HMGB1	HTT	predicted	-	0.64	2837.57063529757	0.720697793120813
INTS1	POU2F1	catalyzed by; complex; input	<-	1	2837.55562300734	0.720697313554078
EIF4A2	RPS3	complex; input	-	1	2837.36310259784	0.720691163275923
SF3B2	SNRPB2	complex	-	1	2836.63849237479	0.720668011056347
EIF2S1	RPL5	catalyzed by	<-	1	2836.49621223905	0.720663464330146
CLTC	EPS15	complex; inhibited by; input	|-	1	2836.30425140322	0.720657329638313
DDX41	UBB	input	-	1	2836.27599733512	0.720656426658657
SNAP29	USE1	predicted	-	0.56	2836.20392356355	0.720654123192114
SRRM1	SRSF3	complex; input	-	1	2836.13697052233	0.720651983330872
DAD1	PARK7	predicted	-	0.65	2835.98302705935	0.72064706300951
RBM8A	SMNDC1	complex; input	-	1	2835.86899586185	0.720643418186699
CBX3	POLR1C	activate	->	1	2835.85785057482	0.720643061937762
POLR2L	SUPT6H	complex; input	-	1	2835.79834373896	0.720641159832318
HNRNPA1	HNRNPA2B1	complex; input	-	1	2835.6639466364	0.720636863751091
ARRB1	GAPVD1	complex; input	-	1	2835.59584451997	0.720634686749764
ABCE1	EIF3I	predicted	-	0.56	2835.46874714481	0.72063062372364
DDX5	PRPF38A	complex; input	-	1	2835.14545068993	0.720620287819594
CDC5L	XAB2	complex; input	-	1	2835.01038617078	0.720615969409239
RPL9	RPSA	catalyze; catalyzed by; complex; input	<->	1	2834.98101184375	0.720615030198277
MAGOH	PRCC	complex; input	-	1	2834.93672281436	0.720613614088139
LSM2	SRRT	complex; input	-	1	2834.74224380375	0.720607395498557
PTBP1	RBM5	complex; input	-	1	2834.59480198101	0.720602680668524
BTAF1	TRRAP	predicted	-	0.73	2834.57783365559	0.720602138047109
HNRNPA3	SRRM2	complex; input	-	1	2834.34984308673	0.720594846938073
CCNT1	CDC73	complex; input	-	1	2834.33164012327	0.720594264784364
DDB2	SUMO1	complex	-	1	2834.17344399575	0.720589205315417
NIP7	RPS7	reaction	-	1	2834.14367019707	0.720588253050607
CDK12	PAF1	predicted	-	0.64	2834.11550099452	0.720587352096893
CSNK2B	SUPT5H	predicted	-	0.99	2833.77153171915	0.720576349984093
DNAJC10	VCP	predicted	-	0.64	2833.42627115571	0.720565305225413
ATP1B3	MAPK3	PPrel: activated by	<-	1	2833.31229584917	0.720561658901725
POLR2C	SYMPK	complex; input	-	1	2833.23742794072	0.720559263630906
HNRNPA1	RBM8A	complex; input	-	1	2833.01370394571	0.720552105586732
HYPK	NME2	predicted	-	0.64	2832.78751728766	0.720544868175046
PPIE	YBX1	complex; input	-	1	2832.71198539592	0.720542451213265
RANGAP1	TAOK1	complex; input	-	1	2832.7014951846	0.720542115529565
DDX5	GSK3B	predicted	-	0.64	2832.65751643601	0.720540708208922
CDC42	PAFAH1B1	activated by; complex; input; reaction	<-	1	2832.58811158551	0.720538487208169
CDC73	CTR9	complex; predicted	-	1	2832.50100818719	0.720535699765269
GTF2F1	SRSF1	complex; input	-	1	2832.42624099776	0.720533307031684
RAB5A	STX4	predicted	-	0.64	2832.29216787704	0.720529016204541
EIF5B	RPL13	complex; input	-	1	2832.23878232095	0.72052730761618
DDB1	RBBP7	complex	-	1	2832.11807131	0.720523444178527
EEFSEC	RPL27	complex; input	-	1	2831.8961811647	0.720516342004591
SNRPA1	TFIP11	complex	-	1	2831.18319316634	0.720493517193073
DYNC1I2	TUBGCP2	complex; input	-	1	2831.06863679718	0.720489849375841
RPSA	UPF1	complex; input	-	1	2830.57115585748	0.720473919520243
COPS5	YY1	activated by	<-	1	2830.49239887266	0.720471397383219
EIF3H	EIF3K	complex	-	1	2830.47214506386	0.720470748757899
RELA	TRAF2	GErel: expression; activated by	<->	1	2830.1230890176	0.720459569558791
DYNLL1	YKT6	complex; input	-	1	2830.05693129057	0.720457450573419
RPA3	UBB	activated by; catalyze; complex; input	<->	1	2829.95725676309	0.720454257975012
KPNA3	NUP214	catalyzed by	<-	1	2829.68081776827	0.72044540298098
CDC42	SPAG9	complex; input	-	1	2829.57536875553	0.72044202497207
SF3A1	SNRPD2	complex; input	-	1	2829.55251983633	0.720441293001229
NCBP1	SNRPB2	complex; input	-	1	2829.5096838649	0.720439920724245
RPL26	RPS28	catalyze; catalyzed by; complex; input	<->	1	2829.20243773769	0.720430077294538
HNRNPC	SUMO1	complex; input	-	1	2829.19643115295	0.720429884847302
ALYREF	SART3	predicted	-	0.98	2829.11660119442	0.720427327106329
NUP153	SRSF3	activate; input	->	1	2829.0658916105	0.7204257023407
NCBP1	THOC6	complex; input	-	1	2828.87956618793	0.720419732111759
PSMD11	UBB	catalyze	->	1	2828.80713323493	0.720417411112916
GPKOW	LSM6	input	-	1	2828.75190037576	0.720415641223802
DDB1	SF3B2	predicted	-	0.97	2828.66623768176	0.720412896168635
CDC5L	PPIE	complex; input	-	1	2828.60390529648	0.720410898679361
AP2B1	GRB2	complex; input	-	1	2828.5493056455	0.720409148955346
BCAS2	SRSF7	complex; input	-	1	2828.33087972316	0.720402148845983
RPS8	SEC11A	catalyzed by	<-	1	2828.23708159931	0.720399142639761
FOXK2	HDAC1	predicted	-	0.64	2828.2065513569	0.720398164131681
DYNLL2	EML4	complex; input	-	1	2828.14741108194	0.720396268629068
AQR	BCAS2	complex; input	-	1	2828.02066574277	0.720392206185712
AP2S1	CLTA	PPrel: binding/association; complex; input	-	1	2827.66184461714	0.720380704258629
RAB2A	USO1	predicted	-	0.56	2827.5176703033	0.720376082373742
MRPL45	MRPL48	complex	-	1	2827.34237721358	0.720370462577598
RPS3	RPS3A	catalyze; catalyzed by; complex; input	<->	1	2827.26645252398	0.720368028367357
RPL5	SSR4	complex; input	-	1	2827.20592068415	0.720366087618163
