source	target	Annotation	Direction	Score
MRPS16	OXA1L	catalyze; complex; input	->	1
MRPS16	PTCD3	complex	-	1
MRPS16	TUFM	complex; input	-	1
MRPS17	MRPS18B	complex	-	1
MRPS17	MRPS2	complex	-	1
MRPS17	MRPS22	complex	-	1
MRPS17	MRPS26	complex	-	1
MRPS17	MRPS34	complex	-	1
MRPS17	MRPS5	complex	-	1
MRPS17	MRPS7	complex	-	1
MRPS17	PTCD3	complex	-	1
MRPS18A	MRPS2	complex	-	1
MRPS18A	MRPS22	complex	-	1
MRPS18A	MRPS26	complex	-	1
MRPS18A	MRPS34	complex	-	1
MRPS18A	MRPS5	complex	-	1
MRPS18A	MRPS7	complex	-	1
MRPS18A	PTCD3	complex	-	1
MRPS18B	MRPS2	complex	-	1
MRPS18B	MRPS21	complex	-	1
MRPS18B	MRPS22	complex	-	1
MRPS18B	MRPS23	complex	-	1
MRPS18B	MRPS24	complex	-	1
MRPS18B	MRPS25	complex	-	1
MRPS18B	MRPS26	complex	-	1
MRPS18B	MRPS27	complex	-	1
MRPS18B	MRPS28	complex	-	1
MRPS18B	MRPS30	complex	-	1
MRPS18B	MRPS31	complex	-	1
MRPS18B	MRPS33	complex	-	1
MRPS18B	MRPS34	complex	-	1
MRPS18B	MRPS35	complex	-	1
MRPS18B	MRPS36	complex	-	1
MRPS18B	MRPS5	complex	-	1
MRPS18B	MRPS6	complex	-	1
MRPS18B	MRPS7	complex	-	1
MRPS18B	MRPS9	complex	-	1
MRPS18B	MRRF	complex; input	-	1
MRPS18B	MTIF2	complex; input	-	1
MRPS18B	MTIF3	complex; input	-	1
MRPS18B	MTRF1L	complex; input	-	1
MRPS18B	OXA1L	catalyze; complex; input	->	1
MRPS18B	PTCD3	complex	-	1
MRPS18B	TUFM	complex; input	-	1
MRPS18C	MRPS2	complex	-	1
MRPS18C	MRPS22	complex	-	1
MRPS18C	MRPS26	complex	-	1
MRPS18C	MRPS34	complex	-	1
MRPS18C	MRPS5	complex	-	1
MRPS18C	MRPS7	complex	-	1
MRPS18C	PTCD3	complex	-	1
MRPS2	MRPS21	complex	-	1
MRPS2	MRPS22	complex	-	1
MRPS2	MRPS23	complex	-	1
MRPS2	MRPS24	complex	-	1
MRPS2	MRPS25	complex	-	1
MRPS2	MRPS26	complex	-	1
MRPS2	MRPS27	complex	-	1
MRPS2	MRPS28	complex	-	1
MRPS2	MRPS30	complex	-	1
MRPS2	MRPS31	complex	-	1
MRPS2	MRPS33	complex	-	1
MRPS2	MRPS34	complex	-	1
MRPS2	MRPS35	complex	-	1
MRPS2	MRPS36	complex	-	1
MRPS2	MRPS5	complex	-	1
MRPS2	MRPS6	complex	-	1
MRPS2	MRPS7	complex	-	1
MRPS2	MRPS9	complex	-	1
MRPS2	MRRF	complex; input	-	1
MRPS2	MTIF2	complex; input	-	1
MRPS2	MTIF3	complex; input	-	1
MRPS2	MTRF1L	complex; input	-	1
MRPS2	OXA1L	catalyze; complex; input	->	1
MRPS2	PTCD3	complex	-	1
MRPS2	TUFM	complex; input	-	1
MRPS21	MRPS22	complex	-	1
MRPS21	MRPS26	complex	-	1
MRPS21	MRPS34	complex	-	1
MRPS21	MRPS5	complex	-	1
MRPS21	MRPS7	complex	-	1
MRPS21	PTCD3	complex	-	1
MRPS22	MRPS23	complex	-	1
MRPS22	MRPS24	complex	-	1
MRPS22	MRPS25	complex	-	1
MRPS22	MRPS26	complex	-	1
MRPS22	MRPS27	complex	-	1
MRPS22	MRPS28	complex	-	1
MRPS22	MRPS30	complex	-	1
MRPS22	MRPS31	complex	-	1
MRPS22	MRPS33	complex	-	1
MRPS22	MRPS34	complex	-	1
MRPS22	MRPS35	complex	-	1
MRPS22	MRPS36	complex	-	1
MRPS22	MRPS5	complex	-	1
MRPS22	MRPS6	complex	-	1
MRPS22	MRPS7	complex	-	1
MRPS22	MRPS9	complex	-	1
MRPS22	MRRF	complex; input	-	1
MRPS22	MTIF2	complex; input	-	1
MRPS22	MTIF3	complex; input	-	1
MRPS22	MTRF1L	complex; input	-	1
MRPS22	OXA1L	catalyze; complex; input	->	1
MRPS22	PTCD3	complex	-	1
MRPS22	TUFM	complex; input	-	1
MRPS22	UBC	predicted	-	0.77
MRPS23	MRPS26	complex	-	1
MRPS23	MRPS34	complex	-	1
MRPS23	MRPS5	complex	-	1
MRPS23	MRPS7	complex	-	1
MRPS23	PTCD3	complex	-	1
MRPS24	MRPS26	complex	-	1
MRPS24	MRPS34	complex	-	1
MRPS24	MRPS5	complex	-	1
MRPS24	MRPS7	complex	-	1
MRPS24	PTCD3	complex	-	1
MRPS25	MRPS26	complex	-	1
MRPS25	MRPS34	complex	-	1
MRPS25	MRPS5	complex	-	1
MRPS25	MRPS7	complex	-	1
MRPS25	PTCD3	complex	-	1
MRPS26	MRPS27	complex	-	1
MRPS26	MRPS28	complex	-	1
MRPS26	MRPS30	complex	-	1
MRPS26	MRPS31	complex	-	1
MRPS26	MRPS33	complex	-	1
MRPS26	MRPS34	complex	-	1
MRPS26	MRPS35	complex	-	1
MRPS26	MRPS36	complex	-	1
MRPS26	MRPS5	complex	-	1
MRPS26	MRPS6	complex	-	1
MRPS26	MRPS7	complex	-	1
MRPS26	MRPS9	complex	-	1
MRPS26	MRRF	complex; input	-	1
MRPS26	MTIF2	complex; input	-	1
MRPS26	MTIF3	complex; input	-	1
MRPS26	MTRF1L	complex; input	-	1
MRPS26	OXA1L	catalyze; complex; input	->	1
MRPS26	PTCD3	complex	-	1
MRPS26	TUFM	complex; input	-	1
MRPS27	MRPS34	complex	-	1
MRPS27	MRPS5	complex	-	1
MRPS27	MRPS7	complex	-	1
MRPS27	PTCD3	complex	-	1
MRPS28	MRPS34	complex	-	1
MRPS28	MRPS5	complex	-	1
MRPS28	MRPS7	complex	-	1
MRPS28	PTCD3	complex	-	1
MRPS30	MRPS34	complex	-	1
MRPS30	MRPS5	complex	-	1
MRPS30	MRPS7	complex	-	1
MRPS30	PTCD3	complex	-	1
MRPS31	MRPS34	complex	-	1
MRPS31	MRPS5	complex	-	1
MRPS31	MRPS7	complex	-	1
MRPS31	PTCD3	complex	-	1
MRPS33	MRPS34	complex	-	1
MRPS33	MRPS5	complex	-	1
MRPS33	MRPS7	complex	-	1
MRPS33	PTCD3	complex	-	1
MRPS34	MRPS35	complex	-	1
MRPS34	MRPS36	complex	-	1
MRPS34	MRPS5	complex	-	1
MRPS34	MRPS6	complex	-	1
MRPS34	MRPS7	complex	-	1
MRPS34	MRPS9	complex	-	1
MRPS34	MRRF	complex; input	-	1
MRPS34	MTIF2	complex; input	-	1
MRPS34	MTIF3	complex; input	-	1
MRPS34	MTRF1L	complex; input	-	1
MRPS34	OXA1L	catalyze; complex; input	->	1
MRPS34	PTCD3	complex	-	1
MRPS34	TUFM	complex; input	-	1
MRPS35	MRPS5	complex	-	1
MRPS35	MRPS7	complex	-	1
MRPS35	PTCD3	complex	-	1
MRPS36	MRPS5	complex	-	1
MRPS36	MRPS7	complex	-	1
MRPS36	PTCD3	complex	-	1
MRPS5	MRPS6	complex	-	1
MRPS5	MRPS7	complex	-	1
MRPS5	MRPS9	complex	-	1
MRPS5	MRRF	complex; input	-	1
MRPS5	MTIF2	complex; input	-	1
MRPS5	MTIF3	complex; input	-	1
MRPS5	MTRF1L	complex; input	-	1
MRPS5	OXA1L	catalyze; complex; input	->	1
MRPS5	PTCD3	complex	-	1
MRPS5	TUFM	complex; input	-	1
MRPS6	MRPS7	complex	-	1
MRPS6	PTCD3	complex	-	1
MRPS7	MRPS9	complex	-	1
MRPS7	MRRF	complex; input	-	1
MRPS7	MTIF2	complex; input	-	1
MRPS7	MTIF3	complex; input	-	1
MRPS7	MTRF1L	complex; input	-	1
MRPS7	OXA1L	catalyze; complex; input	->	1
MRPS7	PSMA5	predicted	-	0.58
MRPS7	PTCD3	complex	-	1
MRPS7	RPL11	predicted	-	0.64
MRPS7	RPL17	predicted	-	0.64
MRPS7	RPL23A	predicted	-	0.64
MRPS7	RPL6	predicted	-	0.64
MRPS7	RPL7	predicted	-	0.64
MRPS7	RPS15A	predicted	-	0.64
MRPS7	RPS8	predicted	-	0.64
MRPS7	TUFM	complex; input	-	1
MRPS7	UBC	predicted	-	0.77
MRPS9	PTCD3	complex	-	1
MRRF	PTCD3	complex; input	-	1
MRTO4	NOP2	predicted	-	0.64
MSN	PLS3	predicted	-	0.78
MSX2	RUNX2	reaction	-	1
MT-CYB	UQCR10	complex	-	1
MT-CYB	UQCR11	complex	-	1
MT-CYB	UQCRB	complex	-	1
MT-CYB	UQCRC1	complex	-	1
MT-CYB	UQCRC2	complex	-	1
MT-CYB	UQCRFS1	complex	-	1
MT-CYB	UQCRH	complex	-	1
MT-CYB	UQCRQ	complex	-	1
MTA2	ZGPAT	predicted	-	0.64
MTA3	RCOR1	predicted	-	0.64
MTF2	MYC	expression regulated by	<-	1
MTF2	PRKD2	predicted	-	0.64
MTF2	PRMT6	predicted	-	0.64
MTF2	RAD21	expression regulated by	<-	1
MTF2	RBBP4	complex	-	1
MTF2	RBBP7	complex	-	1
MTF2	RFX5	expression regulated by	<-	1
MTF2	SMAD3	predicted	-	0.64
MTF2	SP1	expression regulated by	<-	1
MTF2	SUV39H1	predicted	-	0.64
MTF2	SUV39H2	predicted	-	0.64
MTF2	SUZ12	complex; predicted	-	1
MTF2	TAF1	expression regulated by	<-	1
MTF2	TCF4	expression regulated by	<-	1
MTIF2	PTCD3	complex; input	-	1
MTIF3	PTCD3	complex; input	-	1
MTOR	RPL23	predicted	-	0.64
MTREX	NVL	predicted	-	0.64
MTREX	PQBP1	complex	-	1
MTREX	SENP3	activate; catalyze	->	1
MTREX	SMNDC1	complex	-	1
MTREX	SNRNP40	complex	-	1
MTREX	UTP15	activate; catalyze; reaction	->	1
MTREX	WDR3	activate; catalyze	->	1
MTREX	WDR75	activate; catalyze; reaction	->	1
MTRF1L	PTCD3	complex; input	-	1
MYC	NOC2L	predicted	-	0.64
MYC	NOLC1	expression regulates	->	1
MYC	RPL23	expression regulates	->	1
MYC	TESC	expression regulates	->	1
MYC	TFB2M	expression regulates	->	1
MYD88	S100A8	complex; input	-	1
MYD88	S100A9	complex; input	-	1
MZT1	NME7	complex	-	1
MZT2A	NME7	complex	-	1
MZT2B	NME7	complex	-	1
NACA	RPL23	predicted	-	0.59
NAPA	STX5	complex; input; predicted	-	1
NAPB	STX5	predicted	-	1
NAPG	STX5	predicted	-	1
NBLA04300	STX5	predicted	-	0.64
NCBP1	NDC1	activated by; catalyzed by; complex; input	<-	1
NCBP1	PQBP1	complex; input	-	1
NCBP1	RPL19	complex; input	-	1
NCBP1	RPL23	complex; input	-	1
NCBP1	SARNP	complex; input	-	1
NCBP1	SMNDC1	complex; input	-	1
NCBP1	SNRNP40	complex; input	-	1
NCBP2	NDC1	activated by; catalyzed by; complex; input	<-	1
NCBP2	PQBP1	complex; input	-	1
NCBP2	RPL19	complex; input	-	1
NCBP2	RPL23	complex; input	-	1
NCBP2	SARNP	complex; input	-	1
NCBP2	SMNDC1	complex; input	-	1
NCBP2	SNRNP40	complex; input	-	1
NCF1	NCF2	complex; reaction	-	1
NCF1	S100A8	complex; input; reaction	-	1
NCF1	S100A9	complex; input; reaction	-	1
NCF1B	NCF2	predicted	-	0.97
NCF1C	NCF2	predicted	-	0.97
NCF2	NCF4	complex; reaction	-	1
NCF2	NFKB1	expression regulated by	<-	1
NCF2	NOX1	complex	-	1
NCF2	NOX3	complex	-	1
NCF2	PAK1	activated by	<-	1
NCF2	PIN1	catalyzed by; complex; input	<-	1
NCF2	PRDX6	predicted	-	0.77
NCF2	PRKCA	catalyzed by	<-	1
NCF2	PRKCB	PPrel: activated by; catalyzed by	<-	1
NCF2	PRKCD	catalyzed by	<-	1
NCF2	PRKCZ	catalyzed by	<-	1
NCF2	RAC1	PPrel: activated by; activated by; complex; input; reaction	<-	1
NCF2	RAC2	complex; input; reaction	-	1
NCF2	RAC3	complex	-	1
NCF2	RHOA	reaction	-	1
NCF2	S100A8	complex; input; reaction	-	1
NCF2	S100A9	complex; input; reaction	-	1
NCF2	SPI1	expression regulated by	<-	1
NCF2	VCAM1	ECrel: activated	<-	1
NCF4	S100A8	complex; input; reaction	-	1
NCF4	S100A9	complex; input; reaction	-	1
NCL	UTP15	reaction	-	1
NCL	WDR3	activate	->	1
NCL	WDR75	reaction	-	1
NDC1	NEK6	catalyzed by	<-	1
NDC1	NEK9	catalyzed by	<-	1
NDC1	NPM1	complex; input	-	1
NDC1	NUP107	catalyze; catalyzed by; complex; input	<->	1
NDC1	NUP133	catalyze; catalyzed by; complex; input	<->	1
NDC1	NUP153	catalyze; catalyzed by; complex; input	<->	1
NDC1	NUP155	catalyze; catalyzed by; complex; input	<->	1
NDC1	NUP160	catalyze; catalyzed by; complex; input	<->	1
NDC1	NUP188	catalyze; catalyzed by; complex; input	<->	1
NDC1	NUP205	catalyze; catalyzed by; complex; input	<->	1
NDC1	NUP210	catalyze; catalyzed by; complex; input	<->	1
NDC1	NUP214	catalyze; catalyzed by; complex; input	<->	1
NDC1	NUP35	catalyze; catalyzed by; complex; input	<->	1
NDC1	NUP37	catalyze; catalyzed by; complex; input	<->	1
NDC1	NUP42	catalyze; catalyzed by; complex; input	<->	1
NDC1	NUP43	catalyze; catalyzed by; complex; input	<->	1
NDC1	NUP50	catalyze; catalyzed by; complex; input	<->	1
NDC1	NUP54	catalyze; catalyzed by; complex; input	<->	1
NDC1	NUP58	catalyze; catalyzed by; complex; input	<->	1
NDC1	NUP62	catalyze; catalyzed by; complex; input	<->	1
NDC1	NUP85	catalyze; catalyzed by; complex; input	<->	1
NDC1	NUP88	catalyze; catalyzed by; complex; input	<->	1
NDC1	NUP93	catalyze; catalyzed by; complex; input	<->	1
NDC1	NUP98	catalyze; catalyzed by; complex; input	<->	1
NDC1	NXF1	activate; catalyze; complex; input	->	1
NDC1	NXF2	activate; catalyze; complex; input	->	1
NDC1	NXT1	activate; catalyze; complex; input	->	1
NDC1	PHAX	activate	->	1
NDC1	PIAS3	reaction	-	1
NDC1	PML	catalyze	->	1
NDC1	POLDIP3	activate; catalyze; complex; input	->	1
NDC1	POM121	catalyze; catalyzed by; complex; input	<->	1
NDC1	POM121C	catalyze; catalyzed by; complex; input	<->	1
NDC1	PSIP1	complex; input	-	1
NDC1	RAE1	catalyze; catalyzed by; complex; input	<->	1
NDC1	RAN	activate; catalyze; complex; input	->	1
NDC1	RANBP2	catalyze; catalyzed by; complex; input	<->	1
NDC1	RANGAP1	complex	-	1
NDC1	RBM8A	activate; catalyze; complex; input	->	1
NDC1	RNPS1	activate; catalyze; complex; input	->	1
NDC1	SARNP	activate; input	->	1
NDC1	SEC13	catalyze; catalyzed by; complex; input	<->	1
NDC1	SEH1L	catalyze; catalyzed by; complex; input	<->	1
NDC1	SEPTIN12	predicted	-	0.64
NDC1	SLBP	activate	->	1
NDC1	SLU7	activate; input	->	1
NDC1	SMN1	activate	->	1
NDC1	SNRPB	activate	->	1
NDC1	SNRPD1	activate	->	1
NDC1	SNRPD2	activate	->	1
NDC1	SNRPD3	activate	->	1
NDC1	SNRPE	activate	->	1
NDC1	SNRPF	activate	->	1
NDC1	SNRPG	activate	->	1
NDC1	SNUPN	activate	->	1
NDC1	SP100	catalyze	->	1
NDC1	SRRM1	activate; catalyze; complex; input	->	1
NDC1	SRSF1	activate; input	->	1
NDC1	SRSF11	activate; input	->	1
NDC1	SRSF2	activate; input	->	1
NDC1	SRSF3	activate; input	->	1
NDC1	SRSF4	activate; input	->	1
NDC1	SRSF5	activate; input	->	1
NDC1	SRSF6	activate; input	->	1
NDC1	SRSF7	activate; input	->	1
NDC1	SRSF9	activate; input	->	1
NDC1	SUMO1	catalyze; complex	->	1
NDC1	SUMO2	catalyze	->	1
NDC1	SUMO3	catalyze	->	1
NDC1	SYMPK	activate	->	1
NDC1	THOC1	activate; input	->	1
NDC1	THOC2	activate; input	->	1
NDC1	THOC3	activate; input	->	1
NDC1	THOC5	activate; input	->	1
NDC1	THOC6	activate; input	->	1
NDC1	THOC7	activate; input	->	1
NDC1	TOP2A	catalyze	->	1
NDC1	TPR	catalyze; catalyzed by; complex; input	<->	1
NDC1	U2AF1L4	activate; input	->	1
NDC1	U2AF1L5	activate	->	1
NDC1	U2AF2	activate; input	->	1
NDC1	UBE2I	catalyze; complex	->	1
NDC1	UPF3B	activate; catalyze; complex; input	->	1
NDC1	WDR33	activate	->	1
NDC1	XPO1	activate; complex; input	->	1
NDC1	XPOT	catalyze	->	1
NDC1	ZC3H11A	activate; input	->	1
NDE1	NME7	complex; input	-	1
NDUFB8	PITRM1	catalyzed by	<-	1
NDUFB8	PMPCA	catalyzed by	<-	1
NEDD1	NME7	complex; input	-	1
NEK2	NME7	complex; input	-	1
NFKB1	NLE1	expression regulates	->	1
NFKB1	RUNX3	expression regulates	->	1
NFKB1	S100A12	activated by	<-	1
NFKB2	S100A12	activated by	<-	1
NFYA	TESC	expression regulates	->	1
NINL	NME7	complex; input	-	1
NIP7	NOP2	predicted	-	0.73
NIP7	RPF2	predicted	-	0.97
NIP7	UTP15	reaction	-	1
NIP7	WDR3	activate	->	1
NIP7	WDR75	reaction	-	1
NKRF	REL	predicted	-	0.64
NKRF	SIRT7	predicted	-	0.64
NKX3-2	RUNX2	reaction	-	1
NLE1	NSA2	predicted	-	0.66
NME1	NME3	complex	-	1
NME2	NME3	predicted	-	0.98
NME3	NME4	predicted	-	0.98
NME3	TFAP2A	expression regulated by	<-	1
NME7	NUMA1	complex; input	-	1
NME7	ODF2	complex; input	-	1
NME7	OFD1	complex; input	-	1
NME7	PAFAH1B1	complex; input	-	1
NME7	PCM1	complex; input	-	1
NME7	PCNT	complex; input	-	1
NME7	PLK1	complex; input	-	1
NME7	PLK4	complex; input	-	1
NME7	PPP2R1A	complex; input	-	1
NME7	PRKACA	complex; input	-	1
NME7	PRKAR2B	complex; input	-	1
NME7	SDCCAG8	complex; input	-	1
NME7	SFI1	complex; input	-	1
NME7	SSNA1	complex; input	-	1
NME7	TUBA1A	complex; input	-	1
NME7	TUBA4A	complex; input	-	1
NME7	TUBB	complex; input	-	1
NME7	TUBB4A	complex; input	-	1
NME7	TUBB4B	complex; input	-	1
NME7	TUBG1	complex; input	-	1
NME7	TUBG2	complex	-	1
NME7	TUBGCP2	complex	-	1
NME7	TUBGCP3	complex	-	1
NME7	TUBGCP4	complex	-	1
NME7	TUBGCP5	complex	-	1
NME7	TUBGCP6	complex	-	1
NME7	YWHAE	complex; input	-	1
NME7	YWHAG	complex; input	-	1
NOC2L	TP53	complex; input	-	1
NOC2L	TP63	activated by; complex	<-	1
NOC3L	NOP2	predicted	-	0.73
NOC4L	UTP15	activated by; complex; input	<-	1
NOC4L	WDR3	complex	-	1
NOC4L	WDR75	activated by; complex; input	<-	1
NOL11	UTP15	complex; input	-	1
NOL11	WDR3	activate; complex; input	->	1
NOL11	WDR75	complex; input	-	1
NOL12	NOP2	predicted	-	0.73
NOL12	UTP15	activate	->	1
NOL12	WDR3	activate	->	1
NOL12	WDR75	activate	->	1
NOL6	UTP15	activated by; complex; input	<-	1
NOL6	WDR3	activate; complex; input	->	1
NOL6	WDR75	activated by; complex; input	<-	1
NOL9	SENP3	activate; complex; input	->	1
NOLC1	TCOF1	predicted	-	0.64
NOP14	UTP15	activated by; complex; input	<-	1
NOP14	WDR3	complex	-	1
NOP14	WDR75	activated by; complex; input	<-	1
NOP2	NOP53	predicted	-	0.99
NOP2	NOP56	predicted	-	0.99
NOP2	NOP58	predicted	-	0.73
NOP2	NPM1	predicted	-	0.64
NOP2	PES1	predicted	-	0.73
NOP2	PUM3	predicted	-	0.73
NOP2	RPL10	predicted	-	0.64
NOP2	RPL10A	predicted	-	0.64
NOP2	RPL11	predicted	-	0.99
NOP2	RPL23	predicted	-	0.64
NOP2	RPL23A	predicted	-	0.64
NOP2	RPL4	predicted	-	0.73
NOP2	RPL5	predicted	-	0.99
NOP2	RPL6	predicted	-	0.64
NOP2	RPL7	predicted	-	1
NOP2	RPL7L1	predicted	-	0.66
NOP2	RPS15A	predicted	-	0.64
NOP2	RPS4X	predicted	-	0.64
NOP2	RRS1	predicted	-	0.99
NOP2	RSL1D1	predicted	-	0.64
NOP2	SRSF3	predicted	-	0.58
NOP2	SUZ12	predicted	-	0.64
NOP2	UBE2I	predicted	-	0.73
NOP2	VPS52	predicted	-	0.78
NOP2	WDR12	predicted	-	0.99
NOP2	WDR37	predicted	-	0.99
NOP56	PWP1	predicted	-	0.99
NOP56	UTP15	activated by; complex; input	<-	1
NOP56	WDR3	complex	-	1
NOP56	WDR75	activated by; complex; input	<-	1
NOP58	UTP15	activated by; complex; input	<-	1
NOP58	WDR3	complex	-	1
NOP58	WDR75	activated by; complex; input	<-	1
NOTCH1	RUNX3	complex; input	-	1
NPC1	NPC2	input	-	1
NPC1L1	NPC2	predicted	-	0.64
NPM1	NPM3	predicted	-	0.54
NPM1	RPL23	predicted	-	0.98
NPM2	NPM3	predicted	-	0.98
NR2E1	RCOR1	predicted	-	0.64
NR3C1	RUNX2	activated by; inhibit	<-|	1
NR4A2	RCOR1	predicted	-	0.54
NR4A3	RCOR1	predicted	-	0.54
NRAS	RALB	catalyze	->	1
NRAS	RASAL3	PPrel: activated by; complex; input	<-	1
NSF	STX5	complex; input; predicted	-	1
NTRK1	PTPRC	predicted	-	0.64
NTRK1	PTPRJ	predicted	-	0.64
NTRK1	S100A9	predicted	-	0.64
NTRK3	PTPRJ	predicted	-	0.98
NUDT21	PQBP1	complex; input	-	1
NUDT21	SARNP	catalyze; complex; input	->	1
NUDT21	SMNDC1	complex; input	-	1
NUDT21	SNRNP40	complex; input	-	1
NUP107	SARNP	activate; input	->	1
NUP133	SARNP	activate; input	->	1
NUP153	SARNP	activate; input	->	1
NUP155	SARNP	activate; input	->	1
NUP160	SARNP	activate; input	->	1
NUP188	SARNP	activate; input	->	1
NUP205	SARNP	activate; input	->	1
NUP210	SARNP	activate; input	->	1
NUP214	SARNP	activate; input	->	1
NUP35	SARNP	activate; input	->	1
NUP37	SARNP	activate; input	->	1
NUP42	SARNP	activate; input	->	1
NUP43	SARNP	activate; input	->	1
NUP50	SARNP	activate; input	->	1
NUP54	SARNP	activate; input	->	1
NUP58	SARNP	activate; input	->	1
NUP62	SARNP	activate; input	->	1
NUP85	SARNP	activate; input	->	1
NUP88	SARNP	activate; input	->	1
NUP93	SARNP	activate; input	->	1
NUP98	SARNP	activate; input	->	1
NVL	RPL5	predicted	-	0.64
NVL	TERT	predicted	-	0.64
NXF1	SARNP	catalyzed by; complex; input	<-	1
NXF2	SARNP	catalyzed by; complex; input	<-	1
NXT1	SARNP	catalyzed by; complex; input	<-	1
OPTN	PADI4	predicted	-	0.54
OPTN	RAB8B	complex	-	1
OSTF1	TRIM54	predicted	-	0.64
OTC	PITRM1	catalyzed by	<-	1
OTC	PMPCA	catalyzed by	<-	1
OTOF	STX5	catalyze; catalyzed by; input	<->	1
OXA1L	PTCD3	catalyzed by; complex; input	<-	1
PABPC1	RPL19	complex; input	-	1
PABPC1	RPL23	complex; input	-	1
PABPN1	PQBP1	complex; input	-	1
PABPN1	SARNP	complex; input	-	1
PABPN1	SMNDC1	complex; input	-	1
PABPN1	SNRNP40	complex; input	-	1
PADI3	PADI4	predicted	-	0.98
PAFAH1B1	REEP5	predicted	-	0.59
PAG1	PTPRC	activated by; inhibite; inhibited by	-|	1
PAG1	PTPRJ	inhibited by	|-	1
PAK1IP1	RPL11	predicted	-	0.64
PAK1IP1	RPL14	predicted	-	0.64
PAK5	S100A9	predicted	-	0.64
PAM16	PMPCA	catalyzed by	<-	1
PAPOLA	PQBP1	complex; input	-	1
PAPOLA	SARNP	catalyze; complex; input	->	1
PAPOLA	SMNDC1	complex; input	-	1
PAPOLA	SNRNP40	complex; input	-	1
PAX5	RUNX3	expression regulates	->	1
PCBP1	PQBP1	complex; input	-	1
PCBP1	SMNDC1	complex; input	-	1
PCBP1	SNRNP40	complex; input	-	1
PCBP2	PQBP1	complex; input	-	1
PCBP2	SMNDC1	complex; input	-	1
PCBP2	SNRNP40	complex; input	-	1
PCDHB14	PSTPIP1	predicted	-	0.64
PCF11	PQBP1	complex; input	-	1
PCF11	SARNP	catalyze; complex; input	->	1
PCF11	SMNDC1	complex; input	-	1
PCF11	SNRNP40	complex; input	-	1
PCGF1	ZGPAT	predicted	-	0.64
PDCD11	UTP15	activated by; complex; input	<-	1
PDCD11	WDR3	complex	-	1
PDCD11	WDR75	activated by; complex; input	<-	1
PDCD7	SMNDC1	predicted	-	0.64
PDCD7	SNRNP40	complex; input	-	1
PDGFB	PTPRJ	activated by	<-	1
PDGFRB	PTPRC	predicted	-	0.98
PDGFRB	PTPRJ	activated by	<-	1
PDIA3	TRAP1	predicted	-	0.64
PDPK1	PTPRC	predicted	-	0.98
PEA15	RPS6KA3	predicted	-	0.98
PELP1	SENP3	complex	-	1
PES1	PWP1	predicted	-	0.73
PES1	RPL23	predicted	-	0.73
PES1	SENP3	activate; complex; input	->	1
PEX14	TRAP1	predicted	-	0.73
PEX5	RAB8B	predicted	-	0.64
PHB	PMPCA	catalyzed by	<-	1
PHB2	PMPCA	catalyzed by	<-	1
PHF21A	RCOR1	complex; input	-	1
PHF5A	PQBP1	complex; input	-	1
PHF5A	SMNDC1	complex	-	1
PHF5A	SNRNP40	complex; input	-	1
PIK3CG	SIRPA	predicted	-	0.54
PIN1	RUNX2	predicted	-	0.64
PINK1	TRAP1	predicted	-	0.64
PITRM1	XPNPEP1	predicted	-	0.56
PJA2	REEP5	predicted	-	0.59
PKP4	PTPRJ	predicted	-	0.64
PLCG2	PTPRC	predicted	-	0.92
PLD1	RALB	PPrel: activated by; catalyzed by	<-	1
PLD2	RALB	PPrel: activated by; catalyzed by	<-	1
PLK-1 DELTA	TRAP1	predicted	-	0.66
PLK1	TRAP1	predicted	-	0.66
PLP2	S100A11	predicted	-	0.58
PLRG1	PQBP1	complex	-	1
PLRG1	SMNDC1	complex; input	-	1
PLRG1	SNRNP40	complex; input	-	1
PLS1	PLS3	predicted	-	0.98
PLS3	PPA1	predicted	-	0.73
PLS3	RDX	predicted	-	0.78
PLS3	TRAP1	predicted	-	0.78
PMPCA	PMPCB	complex; predicted	-	1
PMPCA	SMDT1	catalyze	->	1
PMPCA	SPG7	catalyze	->	1
PMPCA	TIMM17A	catalyze	->	1
PMPCA	TIMM17B	catalyze	->	1
PMPCA	TIMM21	catalyze	->	1
PMPCA	TIMM23	catalyze	->	1
PMPCA	TIMM44	catalyze	->	1
PMPCA	TIMM50	catalyze	->	1
PNRC2	RPL19	input	-	1
PNRC2	RPL23	input	-	1
POLDIP3	SARNP	complex; input	-	1
POLR2A	PQBP1	complex; input	-	1
POLR2A	SMNDC1	complex; input	-	1
POLR2A	SNRNP40	complex; input	-	1
POLR2A	TAF15	catalyze; complex; input	->	1
POLR2B	PQBP1	complex; input	-	1
POLR2B	SMNDC1	complex; input	-	1
POLR2B	SNRNP40	complex; input	-	1
POLR2B	TAF15	catalyze; complex; input	->	1
POLR2C	PQBP1	complex; input	-	1
POLR2C	SMNDC1	complex; input	-	1
POLR2C	SNRNP40	complex; input	-	1
POLR2C	TAF15	catalyze; complex; input	->	1
POLR2D	PQBP1	complex; input	-	1
POLR2D	SMNDC1	complex; input	-	1
POLR2D	SNRNP40	complex; input	-	1
POLR2D	TAF15	catalyze; complex; input	->	1
POLR2E	PQBP1	complex; input	-	1
POLR2E	SMNDC1	complex; input	-	1
POLR2E	SNRNP40	complex; input	-	1
POLR2E	TAF15	catalyze; complex; input	->	1
POLR2F	PQBP1	complex; input	-	1
POLR2F	SMNDC1	complex; input	-	1
POLR2F	SNRNP40	complex; input	-	1
