nodeLabel	Cluster_IDH2_R_25k	Cluster_IDH2_NR_25k	distance
MFSD6L	0.128381874097588	0	-0.086
POU3F1	0.12841386819524	0	-0.086
RILPL2	0.187908759399444	0.0597820017391094	-0.086
SLC15A2	0.128348887515174	0	-0.086
SRPK2	0.183657343898234	0.0554782006317947	-0.086
HPS3	0.284037329863044	0.156225530935972	-0.0861
MTIF2	0.279968458502769	0.152157434579642	-0.0861
OR2B6	0.128576181241018	0	-0.0861
PLXNB2	0.128477997302154	0	-0.0861
TRAPPC2L	0.128466190682439	0	-0.0861
C1S	0.128622543464535	0	-0.0862
CYFIP2	0.128675766386789	0	-0.0862
NANOS1	0.128665450990729	0	-0.0862
PDLIM2	0.12865120460559	0	-0.0862
RAI1	0.128697377005659	0	-0.0862
SMCP	0.128731095659467	0	-0.0862
BCAR3	0.128887791636413	0	-0.0863
CT45A2	0.12885198700134	0	-0.0863
GABRA2	0.128800633864831	0	-0.0863
GPHN	0.128860325927385	0	-0.0863
KNG1	0.128848062620068	0	-0.0863
OXCT1	0.128872261128199	0	-0.0863
SERPINB13	0.128775767903075	0	-0.0863
ZNF793	0.128828929604257	0	-0.0863
DTNB	0.128934045466413	0	-0.0864
ILK	0.193065152795051	0.0643883231873683	-0.0864
PCDHA4	0.128970481511138	0	-0.0864
CARD9	0.282584268496843	0.154202055092544	-0.0865
EPS8	0.129103233451038	0	-0.0865
RBMY1F	0.129123958887411	0	-0.0865
RFESD	0.129072384108978	0	-0.0865
SCARNA6	0.129120858436853	0	-0.0865
ABR	0.275660611950262	0.147161810955192	-0.0866
ASRGL1	0.129306431846091	0	-0.0866
CBLN3	0.12927758548087	0	-0.0866
DHRS7	0.129181875081536	0	-0.0866
FAM78B	0.129173066919212	0	-0.0866
GBX1	0.129260307263011	0	-0.0866
KLF2	0.129192476726125	0	-0.0866
MAGEA1	0.129228516002793	0	-0.0866
METTL6	0.1292647085314	0	-0.0866
MYL12A	0.129289809280259	0	-0.0866
SEMA3F	0.129264545524055	0	-0.0866
TM4SF4	0.129204708343775	0	-0.0866
CEACAM3	0.129416544648411	0	-0.0867
DEFB128	0.129386582138182	0	-0.0867
DENND2D	0.188661009245652	0.0595504018323846	-0.0867
LMTK3	0.129409868803489	0	-0.0867
PCSK4	0.129323215271989	0	-0.0867
SERPINA9	0.129369643822327	0	-0.0867
SNCA	0.489113801519326	0.361559538811755	-0.0867
TNPO3	0.129315394132941	0	-0.0867
TXNIP	0.337321184188291	0.20900664122408	-0.0867
CD84	0.129455616049955	0	-0.0868
CXCR2P1	0.129542996792655	0	-0.0868
GPR34	0.371507755937809	0.243154133622528	-0.0868
HEMGN	0.361134442896352	0.232764703942506	-0.0868
SLC35A5	0.129565605556353	0	-0.0868
SYT1	0.129517130259668	0	-0.0868
CSTF2T	0.129703614633246	0	-0.0869
FBXL16	0.12969776556252	0	-0.0869
IGLON5	0.129609836058942	0	-0.0869
LCE6A	0.129629019721395	0	-0.0869
MOCS2	0.129631945799754	0	-0.0869
PCDHB14	0.129716611648032	0	-0.0869
PIGG	0.129723272126265	0	-0.0869
REG1A	0.129715312003662	0	-0.0869
TEDDM1	0.129684929200795	0	-0.0869
UTP3	0.129634059038565	0	-0.0869
VILL	0.129701015077989	0	-0.0869
DNAJC6	0.359877902095745	0.231196641875949	-0.087
PCID2	0.129797327181968	0	-0.087
PRAMEF20	0.129834663886589	0	-0.087
VMO1	0.129851867712372	0	-0.087
ADHFE1	0.129941259343105	0	-0.0871
C9orf57	0.12998196049996	0	-0.0871
DHCR24	0.129896976619642	0	-0.0871
GUK1	0.282333144033503	0.153200738973012	-0.0871
PIP4K2C	0.278644734376896	0.149384611876966	-0.0871
SLC9A9	0.129998010522369	0	-0.0871
ZBTB42	0.130016003700876	0	-0.0871
BCS1L	0.13007191292125	0	-0.0872
CDCA4	0.130073371108389	0	-0.0872
DMC1	0.130155327943564	0	-0.0872
GM2A	0.188000009091324	0.0582533651471709	-0.0872
GPR180	0.130103017449313	0	-0.0872
OR11H1	0.130062677365043	0	-0.0872
RAD18	0.130055871808286	0	-0.0872
VGF	0.130042907880326	0	-0.0872
AP3M2	0.130178156730378	0	-0.0873
CCDC9	0.190995136978712	0.0611281816612032	-0.0873
CLIC3	0.130214577538364	0	-0.0873
CNGA3	0.13029935894303	0	-0.0873
CRTC2	0.393433105705174	0.264572057588597	-0.0873
DNAJC25-GNG10	0.13017556642668	0	-0.0873
FAM98C	0.130200334142299	0	-0.0873
GPR21	0.130205999311923	0	-0.0873
MARCKSL1	0.130271212327522	0	-0.0873
TMEM232	0.130217490772528	0	-0.0873
ACTL8	0.130379075379466	0	-0.0874
ARHGAP26	0.130338657189704	0	-0.0874
CENPW	0.305044912083547	0.175492423362336	-0.0874
CLCN3	0.130393622923777	0	-0.0874
DENND3	0.130391521710063	0	-0.0874
HSD17B7	0.130358706145903	0	-0.0874
KRTAP15-1	0.130372285981291	0	-0.0874
MORC1	0.130391521710063	0	-0.0874
MRGPRX2	0.130347873617186	0	-0.0874
NDUFA1	0.130392653136954	0	-0.0874
PTPRG	0.130361777896587	0	-0.0874
SIX3	0.130384409663662	0	-0.0874
VIT	0.130370992723325	0	-0.0874
APOBEC3C	0.130489435346136	0	-0.0875
CDK5RAP2	0.130460359606909	0	-0.0875
KRT10	0.130558384066787	0	-0.0875
PGAP1	0.130532068277904	0	-0.0875
PTCD2	0.187595728018002	0.0573091474884363	-0.0875
TBKBP1	0.130510430541788	0	-0.0875
TOMM22	0.197724510432259	0.0675652401918611	-0.0875
ZNF20	0.334238828923783	0.204764356440552	-0.0875
ADCY10	0.130591634616649	0	-0.0876
ARHGAP12	0.130593409897856	0	-0.0876
CHCHD6	0.130668272930544	0	-0.0876
CIDEA	0.130641172212228	0	-0.0876
EFR3A	0.130703269860364	0	-0.0876
KLK7	0.130587115612183	0	-0.0876
MKRN1	0.130582919256368	0	-0.0876
PAIP1	0.287482446700541	0.157552200555948	-0.0876
PREPL	0.187968550746279	0.0575958393965347	-0.0876
RPL10L	0.130601640437724	0	-0.0876
SNCG	0.130716169633166	0	-0.0876
SNORD116-1	0.130606804438194	0	-0.0876
SNRPN	0.130636332217545	0	-0.0876
TTC7A	0.130701496043831	0	-0.0876
UGT1A3	0.130582919256368	0	-0.0876
CDC14A	0.130795636903984	0	-0.0877
CEP164	0.130750347986103	0	-0.0877
CLEC4G	0.130738741227743	0	-0.0877
GPN3	0.1308579846829	0	-0.0877
LOC286359	0.13079692604262	0	-0.0877
NRN1	0.130791124820428	0	-0.0877
TRIM68	0.130858145750448	0	-0.0877
VPS13C	0.130778071145967	0	-0.0877
CD200R1L	0.188203260421316	0.057602634713886	-0.0878
CENPK	0.553572361246893	0.424773028066618	-0.0878
FUNDC2P2	0.130950244461794	0	-0.0878
NOTCH3	0.186715726729505	0.0560432152344157	-0.0878
OR10G2	0.130913058422284	0	-0.0878
PAX5	0.370990389476928	0.241200602579929	-0.0878
ART5	0.131023298452964	0	-0.0879
DPY19L1	0.131056915561804	0	-0.0879
THAP8	0.131107887991316	0	-0.0879
ZSWIM1	0.188707949181794	0.0578615672745656	-0.0879
BICC1	0.131277227086879	0	-0.088
MANF	0.131206240145342	0	-0.088
OR2H2	0.131262936379978	0	-0.088
SCCPDH	0.131223910117611	0	-0.088
SLC27A3	0.131253783098704	0	-0.088
SNX25	0.131170250402664	0	-0.088
ADIPOQ	0.131383796996937	0	-0.0881
ALKBH1	0.131301148544181	0	-0.0881
C6orf15	0.131343040872776	0	-0.0881
IQCB1	0.131306446003584	0	-0.0881
PDGFRA	0.131383796996937	0	-0.0881
S100A5	0.131379625683499	0	-0.0881
SPDYE3	0.131343361835889	0	-0.0881
AGL	0.131556951547289	0	-0.0882
PDCD7	0.131521056521188	0	-0.0882
PDE1B	0.131550862894252	0	-0.0882
BRF1	0.131610775942795	0	-0.0883
DVL1	0.131668740974595	0	-0.0883
IFIT5	0.131651930511798	0	-0.0883
KDM1B	0.131604849917944	0	-0.0883
KLHL26	0.131690191243932	0	-0.0883
ORMDL1	0.131593157257235	0	-0.0883
PCCA	0.131694512894725	0	-0.0883
POR	0.131605490581999	0	-0.0883
RPL29P2	0.188621358181807	0.0573350887023247	-0.0883
SPZ1	0.131678506078081	0	-0.0883
URB2	0.131674023824447	0	-0.0883
CACNB4	0.131755481233765	0	-0.0884
CPZ	0.131716919204594	0	-0.0884
LARP1B	0.131851437783261	0	-0.0884
OR4S2	0.131837048710112	0	-0.0884
PPFIA2	0.13179547153662	0	-0.0884
SLC35D3	0.131740761777494	0	-0.0884
CISH	0.280075070846342	0.148860730324122	-0.0885
LRIG3	0.13196377893535	0	-0.0885
NPFFR1	0.131868382919189	0	-0.0885
RPL31P11	0.131944289829648	0	-0.0885
SBK1	0.131895874210747	0	-0.0885
SNORD45A	0.131934544206589	0	-0.0885
SPANXC	0.131979591768297	0	-0.0885
TTTY7	0.13192048368976	0	-0.0885
ATP1B4	0.132064214394393	0	-0.0886
BACE2	0.132124056410719	0	-0.0886
DNM1P35	0.194086709838147	0.0622857021410652	-0.0886
MRPL28	0.132119429587855	0	-0.0886
PSMG3	0.188824705645974	0.0569812013462347	-0.0886
SLC4A7	0.188066047424813	0.056302928051071	-0.0886
TLK2	0.132011371477625	0	-0.0886
TM7SF2	0.132023985439434	0	-0.0886
TMCO4	0.132066768203303	0	-0.0886
ZCCHC10	0.287901871797006	0.156620262414117	-0.0886
BAGE2	0.132262626985137	0	-0.0887
DOK5	0.132230747801105	0	-0.0887
EFHD1	0.132262308231089	0	-0.0887
FDXR	0.1322328201801	0	-0.0887
IL25	0.13215787519676	0	-0.0887
NR4A2	0.132248919871697	0	-0.0887
NRF1	0.132232979592533	0	-0.0887
NSL1	0.132224530470514	0	-0.0887
PARD6G	0.132257208062493	0	-0.0887
RYR1	0.132273942259338	0	-0.0887
S100A7	0.132169677844523	0	-0.0887
TMEM205	0.132185625705966	0	-0.0887
TTTY6B	0.132232660767477	0	-0.0887
XYLB	0.132265495737225	0	-0.0887
ZFP90	0.132214645911199	0	-0.0887
ANKRD22	0.132295613901767	0	-0.0888
EXOSC1	0.132305492450268	0	-0.0888
KRTAP3-2	0.132415222487125	0	-0.0888
KRTAP4-2	0.132283981767677	0	-0.0888
PHLDB3	0.132343406522477	0	-0.0888
SNORD50A	0.132407740148402	0	-0.0888
C7orf31	0.132458357131149	0	-0.0889
HAX1	0.132417132804076	0	-0.0889
SERPINB5	0.132481589928888	0	-0.0889
SLAMF8	0.132556352914529	0	-0.0889
TMEM170B	0.132508159459273	0	-0.0889
YTHDF1	0.285198669159898	0.153485207785694	-0.0889
DNTTIP2	0.427760262423174	0.296606370960751	-0.089
ERAP1	0.132691297149592	0	-0.089
KLF15	0.282347079157699	0.150528168415735	-0.089
LTC4S	0.132567961271013	0	-0.089
NEIL3	0.132595944379316	0	-0.089
TXNRD2	0.132695745277718	0	-0.089
WFIKKN1	0.132584338463175	0	-0.089
CALY	0.132704641088043	0	-0.0891
CT47A7	0.132710041825689	0	-0.0891
OR2J2	0.283588145520534	0.15159564036833	-0.0891
POLE3	0.132811027020871	0	-0.0891
REG1B	0.132762131808417	0	-0.0891
SLC34A1	0.132794042733054	0	-0.0891
SNORD114-31	0.132753081049161	0	-0.0891
STEAP4	0.132726878013089	0	-0.0891
ZNF45	0.132699716695078	0	-0.0891
CDCA8	0.413715954904411	0.282158791761573	-0.0892
DPAGT1	0.13288354300509	0	-0.0892
GXYLT1	0.193258804725086	0.0606053977566819	-0.0892
PHF13	0.132886239774226	0	-0.0892
PIGY	0.13290130894897	0	-0.0892
RIMS3	0.132886557037591	0	-0.0892
SPRN	0.132950311626758	0	-0.0892
ERICH1	0.194061666959006	0.0612831042287935	-0.0893
FOXR2	0.133040023816468	0	-0.0893
GEN1	0.133006428453009	0	-0.0893
GNE	0.133077887669333	0	-0.0893
NOM1	0.133019740837732	0	-0.0893
OR4K13	0.133045569405387	0	-0.0893
PAXIP1	0.133074085927895	0	-0.0893
SEC61G	0.132997235791205	0	-0.0893
SLC9A6	0.133059194728319	0	-0.0893
ZSWIM5	0.13306473951858	0	-0.0893
ANO8	0.133261983721395	0	-0.0894
CHURC1	0.133161815128279	0	-0.0894
CLUL1	0.133255339798451	0	-0.0894
ERP27	0.133208190056711	0	-0.0894
KRTAP5-6	0.133178277703517	0	-0.0894
PSORS1C2	0.133122549999315	0	-0.0894
SLC35B2	0.190418777430454	0.0575097351470442	-0.0894
SLC35F2	0.133129358896152	0	-0.0894
C11orf65	0.133387049039265	0	-0.0895
CCDC73	0.133303421660178	0	-0.0895
COL5A2	0.133371402542657	0	-0.0895
TEAD4	0.133303896065698	0	-0.0895
ADH7	0.133491469951801	0	-0.0896
ANXA8	0.133497154669574	0	-0.0896
CELF5	0.133541676560971	0	-0.0896
HSDL2	0.133493680704229	0	-0.0896
MIPEP	0.133435241333881	0	-0.0896
POTED	0.133506786553821	0	-0.0896
SLC13A2	0.133443455984339	0	-0.0896
SNORD24	0.133427184164992	0	-0.0896
UBE2E2	0.133502839144569	0	-0.0896
ZFP37	0.133442982075977	0	-0.0896
ZNF398	0.133454671323075	0	-0.0896
DGCR5	0.13363556576345	0	-0.0897
GLIS1	0.133585867965057	0	-0.0897
INE2	0.133676414501269	0	-0.0897
MRPS25	0.133681145205269	0	-0.0897
PKN3	0.287091082098471	0.154224501248539	-0.0897
PSMD14	0.133642663934399	0	-0.0897
ROBO3	0.133665375538028	0	-0.0897
TTTY3B	0.133609851441602	0	-0.0897
CLDN18	0.133707476384904	0	-0.0898
CTSK	0.133811331253657	0	-0.0898
LGALS8	0.133709683552559	0	-0.0898
SDC1	0.133790692807717	0	-0.0898
TNFAIP3	0.335076314951875	0.202317769331475	-0.0898
YBX2	0.450219848564083	0.317978999438509	-0.0898
ANGPT4	0.133850078774376	0	-0.0899
BLCAP	0.133887398037634	0	-0.0899
CBR3	0.133934465223574	0	-0.0899
GABRB2	0.133945639267652	0	-0.0899
KIF2B	0.133928012179291	0	-0.0899
PEX16	0.133878895834752	0	-0.0899
PHLDA3	0.133869763234098	0	-0.0899
SBDSP1	0.133867401252632	0	-0.0899
SGSM2	0.133950832518128	0	-0.0899
SLC5A9	0.133924392041857	0	-0.0899
AKIRIN1	0.134006057283071	0	-0.09
ANKRD11	0.134106535887241	0	-0.09
GINS3	0.134107321805801	0	-0.09
ICA1	0.134077768074435	0	-0.09
KLRG1	0.375297609659203	0.24244563782035	-0.09
KRTAP12-2	0.133996461461636	0	-0.09
MRPS15	0.134023674039512	0	-0.09
SNORD50B	0.134029336073227	0	-0.09
TKTL1	0.134012506544816	0	-0.09
C9orf131	0.134231124611289	0	-0.0901
CCNA2	0.547190771054608	0.415136335735403	-0.0901
DNMBP	0.19052581345257	0.0566498327974961	-0.0901
PHC1	0.13423143868515	0	-0.0901
POLR2F	0.134221073856414	0	-0.0901
RHOF	0.192635491468383	0.058771077025979	-0.0901
SETDB2	0.134140954771266	0	-0.0901
CDC23	0.134382736085858	0	-0.0902
DOCK2	0.13437865770642	0	-0.0902
PPIEL	0.134299732146159	0	-0.0902
PRKRIP1	0.193531657760622	0.0595057555239477	-0.0902
TMEM64	0.134370657445302	0	-0.0902
TTC21A	0.134259231287255	0	-0.0902
ZNF761	0.191245040716787	0.0571725479543158	-0.0902
BTBD10	0.1344672558931	0	-0.0903
DUSP19	0.134511924647013	0	-0.0903
ISOC2	0.134418965432369	0	-0.0903
MYLK	0.13447572059763	0	-0.0903
ZNF182	0.134408615196719	0	-0.0903
CTSE	0.134587748833762	0	-0.0904
DCAF4L1	0.134609829989095	0	-0.0904
EPB41L1	0.134547022202107	0	-0.0904
FABP7	0.134631281220502	0	-0.0904
KDM6B	0.134538248680928	0	-0.0904
PIH1D1	0.134610612941539	0	-0.0904
PPIP5K2	0.134532921618052	0	-0.0904
SNX32	0.13460012099614	0	-0.0904
TRIM67	0.134583676731314	0	-0.0904
UBE2NL	0.134602470010993	0	-0.0904
DMP1	0.134718303304549	0	-0.0905
SIX2	0.348111895205898	0.214399018653061	-0.0905
SNRNP35	0.194747140108354	0.060343545882641	-0.0905
SPCS1	0.134811991892789	0	-0.0905
TTYH2	0.134722214831742	0	-0.0905
ANKRD40	0.134864672526436	0	-0.0906
APTX	0.13483731871673	0	-0.0906
CD72	0.134889989329279	0	-0.0906
CMTM8	0.134907333247881	0	-0.0906
MKNK1	0.134823874212766	0	-0.0906
PMS2CL	0.134872330585902	0	-0.0906
STEAP3	0.134833097914057	0	-0.0906
ALDH6A1	0.135039291746224	0	-0.0907
CCDC146	0.1349743439114	0	-0.0907
POM121L10P	0.134995424206466	0	-0.0907
WDR7	0.134964192948857	0	-0.0907
ANO6	0.13513337865547	0	-0.0908
DAZAP1	0.1351024917796	0	-0.0908
DISC1	0.135169872088803	0	-0.0908
EYS	0.135200899231938	0	-0.0908
HLA-DPA1	0.135213370417368	0	-0.0908
HOXA5	0.37672671364096	0.242810731772829	-0.0908
IQCF3	0.13517423815424	0	-0.0908
MMADHC	0.135168468680211	0	-0.0908
PRG2	0.135118872076095	0	-0.0908
SNORD99	0.135166285570768	0	-0.0908
FCF1	0.135362466447952	0	-0.0909
GANC	0.135323378000794	0	-0.0909
PIGN	0.135344247365022	0	-0.0909
SFRP4	0.135358106552527	0	-0.0909
TMEM191A	0.135364334930845	0	-0.0909
HERPUD2	0.135473906711972	0	-0.091
MICAL3	0.135421777979493	0	-0.091
PPM1K	0.13543889712806	0	-0.091
TRIM52	0.135503307647868	0	-0.091
TTTY21	0.135510929052734	0	-0.091
UCK1	0.13538550923736	0	-0.091
WDR53	0.135491330272738	0	-0.091
C2orf27A	0.135640581594508	0	-0.0911
FBXL22	0.135591937829943	0	-0.0911
PIP5KL1	0.135554782534726	0	-0.0911
SHISA9	0.135544520248815	0	-0.0911
SPINK2	0.13561571799342	0	-0.0911
UPB1	0.135529902899783	0	-0.0911
WBP4	0.135600331313954	0	-0.0911
XIRP2	0.135646175264741	0	-0.0911
FHAD1	0.135784388533035	0	-0.0912
OR6X1	0.195907169952497	0.0604439784331897	-0.0912
CNKSR1	0.135813720974717	0	-0.0913
COX18	0.135938738134976	0	-0.0913
EIF2AK3	0.283985852690115	0.148880693320977	-0.0913
KIF3B	0.135872831810061	0	-0.0913
SLC38A7	0.135816514203491	0	-0.0913
SNORD115-33	0.135889272677711	0	-0.0913
ATP13A1	0.135950830340606	0	-0.0914
FGF12	0.136017627729307	0	-0.0914
GLI4	0.136075099342939	0	-0.0914
PRKAR2A	0.417512497951934	0.282946853049274	-0.0914
UBASH3B	0.190833063424187	0.0551123794291866	-0.0914
ULBP1	0.135994849091944	0	-0.0914
ASB15	0.38330505663604	0.248342587609368	-0.0915
FGB	0.136222150824819	0	-0.0915
GPX8	0.218165055574771	0.0824560829336368	-0.0915
KLRF1	0.381802283447817	0.246910216395849	-0.0915
OR2AG2	0.136110406517889	0	-0.0915
OR6A2	0.136110406517889	0	-0.0915
RAB11FIP5	0.136172790600181	0	-0.0915
SLC22A9	0.136085165939373	0	-0.0915
SNED1	0.136104058111257	0	-0.0915
ADAMTS4	0.136264997367721	0	-0.0916
ANKRD1	0.136259738967782	0	-0.0916
ANP32D	0.136326381550485	0	-0.0916
ARSD	0.136365794751794	0	-0.0916
CHST7	0.136249685566132	0	-0.0916
CNBP	0.194025596933481	0.0580142323304385	-0.0916
COX7B2	0.136225090197987	0	-0.0916
LY6E	0.136308912360226	0	-0.0916
MYBL2	0.437912867633735	0.303121573541715	-0.0916
NBPF15	0.136242415710333	0	-0.0916
PRLR	0.136275513544423	0	-0.0916
SAMD9	0.136344312140015	0	-0.0916
SCAI	0.136282163050901	0	-0.0916
ATP11B	0.136391136684739	0	-0.0917
DEFB4A	0.136412457256638	0	-0.0917
MRPS5	0.136426205669274	0	-0.0917
P4HTM	0.136411684831773	0	-0.0917
PFKL	0.136472538174916	0	-0.0917
PRMT3	0.136402724375738	0	-0.0917
RBP1	0.136421108108895	0	-0.0917
DLST	0.136626555011284	0	-0.0918
F13A1	0.136550031845732	0	-0.0918
MAGEA9B	0.136633958144685	0	-0.0918
SLC41A2	0.136508666336536	0	-0.0918
CCDC107	0.136760364780851	0	-0.0919
PAGE3	0.136772844777678	0	-0.0919
PIK3IP1	0.136664337525931	0	-0.0919
PJA1	0.136656627679641	0	-0.0919
SLC7A10	0.288095273890947	0.152131626281485	-0.0919
TCF19	0.583943369104398	0.449409069641743	-0.0919
GFM2	0.136851241692857	0	-0.092
GMCL1	0.300385374392229	0.164343458637128	-0.092
OR13A1	0.13686109579813	0	-0.092
SLC6A9	0.389619415619944	0.254011285033969	-0.092
IPO4	0.137036038639596	0	-0.0921
LHX2	0.292053786784071	0.155869031738733	-0.0921
VPREB3	0.137052490206802	0	-0.0921
AGPAT2	0.137160067146233	0	-0.0922
AKAP8L	0.137209984042786	0	-0.0922
LPIN1	0.137154843989098	0	-0.0922
MYL7	0.137119659149308	0	-0.0922
PXDNL	0.137154843989098	0	-0.0922
TAPBPL	0.1371967770853	0	-0.0922
TMC8	0.137173738557749	0	-0.0922
ZNF440	0.137199234292893	0	-0.0922
ATG4D	0.137214437256271	0	-0.0923
CLRN2	0.137227796002855	0	-0.0923
CSRP3	0.137266329242316	0	-0.0923
MDFI	0.137345509964041	0	-0.0923
POF1B	0.137337992888278	0	-0.0923
VPS37C	0.137308994475819	0	-0.0923
ZNF766	0.137254048942818	0	-0.0923
ARHGAP1	0.137426483368337	0	-0.0924
CCDC85A	0.137371586323746	0	-0.0924
KRTAP6-3	0.137438287875173	0	-0.0924
SCN10A	0.137357935219656	0	-0.0924
DCAF8	0.137589507547186	0	-0.0925
DNAJB7	0.13749714148028	0	-0.0925
FBXO32	0.137571743929042	0	-0.0925
RBM47	0.13756561799375	0	-0.0925
SNORA19	0.137576644474286	0	-0.0925
TTLL6	0.137624415337341	0	-0.0925
ZNF691	0.137595632383112	0	-0.0925
GLP1R	0.137657324386322	0	-0.0926
MUC7	0.137709655974301	0	-0.0926
PCDHA12	0.137703536383116	0	-0.0926
SIN3B	0.439742946412085	0.303501800115201	-0.0926
TRAF3IP1	0.137649059622873	0	-0.0926
FASTKD3	0.137898612807689	0	-0.0927
KHDC1	0.137814257465845	0	-0.0927
KLRC1	0.137885626789357	0	-0.0927
RBM18	0.199471207832974	0.0618624531758228	-0.0927
SLC25A24	0.137904570674465	0	-0.0927
ACADS	0.137963371206909	0	-0.0928
NLGN1	0.137981693336862	0	-0.0928
NOL7	0.137935119647665	0	-0.0928
SAMD9L	0.138016193168578	0	-0.0928
SRC	0.137918929565141	0	-0.0928
TMEM132B	0.138018787927078	0	-0.0928
UBD	0.137968715422013	0	-0.0928
ZFYVE26	0.288752517546265	0.151570517324687	-0.0928
ZNF396	0.304918651142696	0.1678168155303	-0.0928
CBR4	0.138062280759541	0	-0.0929
DUSP16	0.347552755709673	0.210525519036877	-0.0929
FNDC7	0.138255156544008	0	-0.093
PTPRCAP	0.138205477732047	0	-0.093
TMEM213	0.138231995724116	0	-0.093
CA12	0.138453990847235	0	-0.0931
DCAF12L1	0.138480763584925	0	-0.0931
SNAR-G1	0.138468746942626	0	-0.0931
BTF3	0.558788451367534	0.422395472748314	-0.0932
GRIPAP1	0.138522433154931	0	-0.0932
RPS26P11	0.138608772341009	0	-0.0932
SLC43A1	0.138619408858391	0	-0.0932
SUMO4	0.138550864388285	0	-0.0932
HP	0.138747588005582	0	-0.0933
NPHP3	0.138638552447987	0	-0.0933
RPE65	0.358620443528466	0.220984839993936	-0.0933
TAL1	0.412257102780771	0.274930517939459	-0.0933
C16orf91	0.138770507518808	0	-0.0934
KERA	0.138835146602761	0	-0.0934
LRRC8C	0.138864572781431	0	-0.0934
ODF2L	0.299054646330107	0.161064619630139	-0.0934
R3HDML	0.138810569241409	0	-0.0934
WNT8A	0.138809658881607	0	-0.0934
ATP2B1	0.139023725389898	0	-0.0935
LPAR4	0.138975393433649	0	-0.0935
NUMBL	0.138925376383057	0	-0.0935
SEPHS2	0.139020695688818	0	-0.0935
SP110	0.138972362632224	0	-0.0935
WRNIP1	0.138926892327436	0	-0.0935
FRG2B	0.139051595404612	0	-0.0936
GALNT3	0.139063862420118	0	-0.0936
MRPL14	0.139070222649768	0	-0.0936
CTDSPL	0.13919479157744	0	-0.0937
FUT4	0.139315465294372	0	-0.0937
IFNA21	0.139221113220083	0	-0.0937
LRRC4C	0.139261795633398	0	-0.0937
P2RX5	0.139314407228491	0	-0.0937
RAP1GAP2	0.413194631973568	0.275228685073996	-0.0937
IFNA8	0.13939071754847	0	-0.0938
MYT1L	0.196392387839091	0.0572303198405179	-0.0938
ZBTB2	0.300589826043936	0.161925585098253	-0.0938
ADH1A	0.139479363903397	0	-0.0939
GHDC	0.139547281119757	0	-0.0939
TOP1MT	0.13960988518374	0	-0.0939
DALRD3	0.13964803659252	0	-0.094
EDEM3	0.139738169203201	0	-0.094
EME1	0.295758984892597	0.156858370611748	-0.094
GLT1D1	0.139704866435026	0	-0.094
HTN1	0.139745401282337	0	-0.094
MBNL2	0.139614258825053	0	-0.094
PHPT1	0.139665525282387	0	-0.094
MX1	0.297015707552424	0.157939209999901	-0.0941
TMEM151A	0.139816044052891	0	-0.0941
KRTAP9-8	0.139976169372133	0	-0.0942
R3HCC1	0.140007750304501	0	-0.0942
TRMT61A	0.140026695267865	0	-0.0942
ABCF3	0.140076300253569	0	-0.0943
CAMK1G	0.140119276292496	0	-0.0943
GPR173	0.359554392382199	0.220560749758789	-0.0943
KIAA1143	0.198122532961561	0.058260126770251	-0.0943
YRDC	0.140118675324683	0	-0.0943
DRD3	0.140262529676175	0	-0.0944
GMDS	0.140205787342142	0	-0.0944
PLBD2	0.195365625583407	0.0553834673893506	-0.0944
SIDT1	0.198671385760599	0.058771077025979	-0.0944
UBE2D4	0.140305445637619	0	-0.0944
C5orf34	0.140556062419879	0	-0.0946
FERMT1	0.140531800806663	0	-0.0946
FNDC3B	0.14059544068554	0	-0.0946
ZNF148	0.388283777353609	0.248986773321467	-0.0946
GIPC2	0.140614900925869	0	-0.0947
PIRT	0.140638848085762	0	-0.0947
GSTTP2	0.140775264688844	0	-0.0948
CD44	0.298676286069811	0.158542653926499	-0.0949
CHCHD5	0.140892423450587	0	-0.0949
GTF2H5	0.140975298797855	0	-0.0949
CIB2	0.141156101452446	0	-0.095
DGKH	0.297663108789774	0.157285644542212	-0.095
MAGEC1	0.141041561942692	0	-0.095
ABHD4	0.141283947101699	0	-0.0951
CTNS	0.141197090995093	0	-0.0951
ISLR2	0.14136732330422	0	-0.0952
ZDHHC22	0.141303753679307	0	-0.0952
LRRC25	0.141551459122894	0	-0.0953
RPL23AP53	0.141497048071982	0	-0.0953
C19orf47	0.141613573510511	0	-0.0954
DPP8	0.141624269713639	0	-0.0954
RAP1GAP	0.515168750112554	0.375437071602646	-0.0954
C12orf4	0.141775410221422	0	-0.0955
FRMD8	0.141763093794497	0	-0.0955
PPOX	0.141783867830483	0	-0.0955
PRC1	0.357100175002958	0.216397342874795	-0.0955
RFX5	0.141730887629765	0	-0.0955
GKAP1	0.141944756769568	0	-0.0956
XPNPEP2	0.141904589823107	0	-0.0956
ATXN10	0.142111520000514	0	-0.0957
F3	0.384316194411253	0.243426785308098	-0.0957
GPC3	0.142093609634239	0	-0.0957
MS4A13	0.142109595861836	0	-0.0957
CTPS2	0.142178995271257	0	-0.0958
GSTM2	0.142303793536962	0	-0.0959
KIF5B	0.443538860494792	0.302484407400353	-0.096
LRRTM1	0.142474240877592	0	-0.096
NMB	0.142569855736485	0	-0.096
RALGAPA2	0.393466927037096	0.252256580781325	-0.096
TMEM129	0.142505677414389	0	-0.096
DDHD2	0.142711381246789	0	-0.0961
HTR1A	0.142656852777122	0	-0.0961
