tf	confidence	target	mor
JUN	A	SMAD7	1
JUN	A	SPI1	1
JUN	A	SPP1	1
JUN	A	SPRR1A	1
JUN	A	SPRR1B	1
JUN	A	SPRR3	1
JUN	A	STMN1	1
JUN	A	TFF1	1
JUN	A	TFPI2	1
JUN	A	TGFB1	1
JUN	A	TIMP2	1
JUN	A	TNC	1
JUN	A	TNF	1
JUN	A	TNFRSF10A	1
JUN	A	TP53	-1
JUN	A	TXN	1
JUN	A	UGT2B15	1
JUN	A	VCAM1	1
JUN	A	VDR	1
JUN	A	VEGFA	-1
JUN	A	VEGFD	1
JUN	A	VIM	1
JUND	A	CCL5	1
JUND	A	CCR4	1
JUND	A	CD40LG	1
JUND	A	CLU	1
JUND	A	CSTA	1
JUND	A	FOSL1	1
JUND	A	GADD45A	1
JUND	A	IL3	1
JUND	A	IL6	1
JUND	A	ITGAV	-1
JUND	A	ITGB3	-1
JUND	A	IVL	1
JUND	A	MMP13	1
JUND	A	MYB	1
JUND	A	NOS2	1
JUND	A	NQO2	1
JUND	A	PLAUR	1
JUND	A	SOX4	1
JUND	A	TGFB1	1
KLF4	A	ATF3	1
KLF4	A	BIRC5	-1
KLF4	A	CCND1	1
KLF4	A	CDH1	1
KLF4	A	CDKN1A	1
KLF4	A	GPA33	1
KLF4	A	LAMA3	1
KLF4	A	NANOG	1
KLF4	A	PFKP	1
KLF4	A	RARA	-1
KLF4	A	THBD	1
KLF4	A	VDR	-1
KMT2A	A	CDKN1B	1
KMT2A	A	FOXC1	1
KMT2A	A	FOXC2	1
KMT2A	A	HOXA1	1
KMT2A	A	HOXA10	1
KMT2A	A	HOXA11	1
KMT2A	A	HOXA13	1
KMT2A	A	HOXA7	1
KMT2A	A	HOXA9	1
KMT2A	A	HOXC8	1
KMT2A	A	MEIS1	1
LEF1	A	AR	1
LEF1	A	BIRC5	1
LEF1	A	CCL7	1
LEF1	A	CCND1	1
LEF1	A	CD1D	-1
LEF1	A	CDX1	1
LEF1	A	CLDN2	1
LEF1	A	CTNNB1	1
LEF1	A	DCT	1
LEF1	A	DSP	-1
LEF1	A	EDA	1
LEF1	A	ELANE	1
LEF1	A	MITF	1
LEF1	A	MMP7	1
LEF1	A	MYC	1
LEF1	A	MYCBP	1
LEF1	A	NRCAM	1
LEF1	A	NT5E	1
LEF1	A	RAG2	1
LEF1	A	SNAI2	1
LEF1	A	TBXT	1
LEF1	A	TCF3	1
MITF	A	ACP5	1
MITF	A	APEX1	1
MITF	A	BCL2	1
MITF	A	BCL2A1	-1
MITF	A	BEST1	1
MITF	A	BIRC7	1
MITF	A	CDK2	1
MITF	A	CDKN2A	-1
MITF	A	CLCN7	1
MITF	A	CTSK	1
MITF	A	DCT	1
MITF	A	DIAPH1	1
MITF	A	FOS	1
MITF	A	GPNMB	1
MITF	A	GPR143	1
MITF	A	HERC2	1
MITF	A	HIF1A	1
MITF	A	HOXB4	1
MITF	A	ITPR1	1
MITF	A	KIT	1
MITF	A	MAPRE2	1
MITF	A	MET	1
MITF	A	MLANA	1
MITF	A	OCA2	1
MITF	A	PMEL	1
MITF	A	PPARGC1A	1
MITF	A	PRKCB	1
MITF	A	RAB27A	1
MITF	A	SERPINF1	1
MITF	A	SNAI2	1
MITF	A	STARD13	1
MITF	A	TBC1D1	1
MITF	A	TRPM1	1
MITF	A	TYR	1
MITF	A	TYRP1	1
MYB	A	ANPEP	1
MYB	A	BCL2	1
MYB	A	CCNA1	1
MYB	A	CD34	1
MYB	A	CD4	-1
MYB	A	CEBPA	1
MYB	A	COL1A1	1
MYB	A	CTSG	1
MYB	A	DHRS2	1
MYB	A	ELANE	1
MYB	A	ERBB2	1
MYB	A	GSTM1	1
MYB	A	KLF1	1
MYB	A	LCK	1
MYB	A	LMO2	1
MYB	A	MAT2A	1
MYB	A	MYC	1
MYB	A	NMU	1
MYB	A	NR3C1	1
MYB	A	RAG2	1
MYB	A	SIM2	1
MYB	A	SP3	1
MYB	A	TK1	1
MYB	A	WAS	1
MYB	A	WT1	1
MYC	A	ACADM	1
MYC	A	ACE	1
MYC	A	ACO2	1
MYC	A	ACOX1	1
MYC	A	ACP3	1
MYC	A	ACP5	1
MYC	A	ACTG1	1
MYC	A	ACYP2	1
MYC	A	ADCY9	1
MYC	A	AHSG	1
MYC	A	AIMP2	1
MYC	A	AKAP1	1
MYC	A	AKR1A1	1
MYC	A	ALDH9A1	-1
MYC	A	ALG5	1
MYC	A	AMD1	1
MYC	A	AMPD2	1
MYC	A	AMPD3	1
MYC	A	APC	1
MYC	A	APEX1	1
MYC	A	APP	1
MYC	A	AQR	1
MYC	A	ARF1	1
MYC	A	ARF4	1
MYC	A	ARFGAP2	1
MYC	A	ARSB	1
MYC	A	ASCL2	1
MYC	A	ASS1	1
MYC	A	ATAD3B	1
MYC	A	ATF4	1
MYC	A	ATF7	1
MYC	A	ATP1A2	1
MYC	A	ATP6V1G2	1
MYC	A	AVP	1
MYC	A	BAX	1
MYC	A	BBC3	1
MYC	A	BCL2	1
MYC	A	BCL2L12	1
MYC	A	BCL3	1
MYC	A	BLK	1
MYC	A	BMP4	1
MYC	A	BRCA1	1
MYC	A	BRCA2	1
MYC	A	BRD7	-1
MYC	A	BSG	1
MYC	A	C9orf43	1
MYC	A	CAD	1
MYC	A	CASP8	1
MYC	A	CASP8AP2	1
MYC	A	CASP9	1
MYC	A	CBS	1
MYC	A	CBX3	1
MYC	A	CBX5	1
MYC	A	CCKBR	1
MYC	A	CCNA2	1
MYC	A	CCNB1	1
MYC	A	CCND1	-1
MYC	A	CCND2	1
MYC	A	CCNE1	1
MYC	A	CCT5	1
MYC	A	CD63	1
MYC	A	CD79B	1
MYC	A	CDC25A	1
MYC	A	CDC25C	1
MYC	A	CDK4	1
MYC	A	CDK6	1
MYC	A	CDKN1A	-1
MYC	A	CDKN2B	-1
MYC	A	CEACAM5	1
MYC	A	CEBPA	-1
MYC	A	CFLAR	-1
MYC	A	CHRNB1	1
MYC	A	CKS2	1
MYC	A	CLCN6	1
MYC	A	CLINT1	1
MYC	A	CLP1	1
MYC	A	CLUH	1
MYC	A	CLUL1	1
MYC	A	CMAS	1
MYC	A	COL4A1	1
MYC	A	COX7A2L	1
MYC	A	CRAT	1
MYC	A	CRIPT	1
MYC	A	CSDE1	-1
MYC	A	CST5	1
MYC	A	CSTB	1
MYC	A	CTSF	1
MYC	A	CXCL2	1
MYC	A	CXCR4	1
MYC	A	CXXC1	1
MYC	A	DCK	1
MYC	A	DDX11	1
MYC	A	DDX18	1
MYC	A	DDX5	1
MYC	A	DFFA	1
MYC	A	DKC1	1
MYC	A	DLEU1	-1
MYC	A	DLEU2	-1
MYC	A	DMAC2L	1
MYC	A	DNPH1	1
MYC	A	DPY30	1
MYC	A	DUSP1	-1
MYC	A	E2F1	1
MYC	A	EGR3	1
MYC	A	EIF3C	1
MYC	A	EIF4A1	1
MYC	A	EIF4B	1
MYC	A	EIF4E	1
MYC	A	EIF4EBP2	1
MYC	A	EIF5A2	1
MYC	A	ELK1	1
MYC	A	ENO1	1
MYC	A	ENTPD7	1
MYC	A	EPB42	1
MYC	A	EPHX1	1
MYC	A	ESD	1
MYC	A	ETS2	1
MYC	A	EXOSC8	1
MYC	A	FAH	1
MYC	A	FASLG	1
MYC	A	FASN	1
MYC	A	FECH	1
MYC	A	FGF9	1
MYC	A	FGFR4	1
MYC	A	FOSL1	1
MYC	A	FOXM1	1
MYC	A	FPGS	1
MYC	A	FUT1	1
MYC	A	FXN	1
MYC	A	FXR1	1
MYC	A	GADD45A	-1
MYC	A	GALT	1
MYC	A	GAPDH	1
MYC	A	GAS8	1
MYC	A	GLA	1
MYC	A	GNL3	1
MYC	A	GOLPH3	1
MYC	A	GPR4	1
MYC	A	GSK3B	1
MYC	A	GSTP1	1
MYC	A	GTF2H2	-1
MYC	A	H2AZ1	1
MYC	A	H4C14	1
MYC	A	HBA2	1
MYC	A	HBP1	1
MYC	A	HDAC2	1
MYC	A	HDAC3	1
MYC	A	HERC5	1
MYC	A	HERPUD1	1
MYC	A	HES1	1
MYC	A	HIF1A	1
MYC	A	HINT1	1
MYC	A	HLA-F	1
MYC	A	HMBS	1
MYC	A	HMGN2	1
MYC	A	HMOX1	1
MYC	A	HNRNPA1	1
MYC	A	HNRNPA2B1	1
MYC	A	HNRNPDL	1
MYC	A	HOXD13	1
MYC	A	HOXD3	1
MYC	A	HSD11B2	1
MYC	A	HSP90AA2P	1
MYC	A	HSPA4	1
MYC	A	HSPA8	1
MYC	A	HSPA9	1
MYC	A	HSPD1	1
MYC	A	HSPE1	1
MYC	A	ICAM1	1
MYC	A	ID2	1
MYC	A	ID3	1
MYC	A	IER3	1
MYC	A	IL11RA	1
MYC	A	IL13	1
MYC	A	IL2	1
MYC	A	IMPA2	1
MYC	A	INSM1	1
MYC	A	INSR	1
MYC	A	IRF2	1
MYC	A	IRF3	1
MYC	A	ISG20	1
MYC	A	ITGA6	1
MYC	A	ITGB1	1
MYC	A	JUN	1
MYC	A	JUNB	-1
MYC	A	KIAA1586	1
MYC	A	KLF1	1
MYC	A	KLK10	1
MYC	A	LAIR1	1
MYC	A	LAIR2	1
MYC	A	LAMB2	1
MYC	A	LAMP1	-1
MYC	A	LBR	1
MYC	A	LDHA	1
MYC	A	LDHB	1
MYC	A	LMNA	1
MYC	A	LMX1B	1
MYC	A	LTA4H	1
MYC	A	LTB	1
MYC	A	MAGEA3	1
MYC	A	MAN2A2	1
MYC	A	MBD1	1
MYC	A	MCM7	1
MYC	A	MDM2	1
MYC	A	MEIS1	1
MYC	A	MEIS2	1
MYC	A	MELTF	1
MYC	A	MEN1	1
MYC	A	MET	1
MYC	A	METTL1	1
MYC	A	MFAP1	1
MYC	A	MGST1	1
MYC	A	MNT	1
MYC	A	MNX1	1
MYC	A	MPO	1
MYC	A	MSH2	1
MYC	A	MSN	-1
MYC	A	MST1	-1
MYC	A	MTERF1	1
MYC	A	MTHFD1	1
MYC	A	MTHFR	1
MYC	A	MUC1	1
MYC	A	MYBL2	1
MYC	A	MYCL	1
MYC	A	NAP1L1	1
MYC	A	NAT10	1
MYC	A	NCL	1
MYC	A	NDRG1	-1
MYC	A	NEFM	1
MYC	A	NFIL3	1
MYC	A	NFKBIL1	1
MYC	A	NID1	1
MYC	A	NIT1	1
MYC	A	NME1	1
MYC	A	NME2	1
MYC	A	NOD1	1
MYC	A	NOL7	1
MYC	A	NOP56	1
MYC	A	NOTCH4	1
MYC	A	NPM1	1
MYC	A	NR1D1	1
MYC	A	NRAS	1
MYC	A	NTHL1	1
MYC	A	NTN3	1
MYC	A	NUP155	1
MYC	A	NXT1	1
MYC	A	OCA2	1
MYC	A	ODC1	1
MYC	A	PAICS	1
MYC	A	PARP1	1
MYC	A	PCBD2	1
MYC	A	PCNA	1
MYC	A	PDHA1	1
MYC	A	PER1	1
MYC	A	PEX14	1
MYC	A	PEX3	1
MYC	A	PFDN6	1
MYC	A	PHB	1
MYC	A	PIGF	1
MYC	A	PIK3C3	1
MYC	A	PKM	1
MYC	A	PKP1	1
MYC	A	PLA2G4A	1
MYC	A	PMAIP1	1
MYC	A	POLB	1
MYC	A	POLD2	1
MYC	A	POLE3	1
MYC	A	PPAT	1
MYC	A	PPID	1
MYC	A	PPIF	1
MYC	A	PPP1R7	1
MYC	A	PQBP1	1
MYC	A	PRDM8	1
MYC	A	PRDX3	1
MYC	A	PRKDC	1
MYC	A	PRTN3	1
MYC	A	PSEN2	1
MYC	A	PSMB1	1
MYC	A	PSMG1	1
MYC	A	PTEN	1
MYC	A	PTGER2	1
MYC	A	PTMA	1
MYC	A	PTPA	-1
MYC	A	QDPR	1
MYC	A	RAD51	1
MYC	A	RARA	1
MYC	A	RARB	-1
MYC	A	RBBP4	1
MYC	A	RBM39	1
MYC	A	RBM8A	1
MYC	A	RCC1	1
MYC	A	RFC2	1
MYC	A	RGS2	1
MYC	A	RHOG	1
MYC	A	RIDA	1
MYC	A	RPL10	1
MYC	A	RPL13	1
MYC	A	RPL19	1
MYC	A	RPL22	1
MYC	A	RPL23	1
MYC	A	RPL26	1
MYC	A	RPL27	1
MYC	A	RPL27A	1
MYC	A	RPL3	1
MYC	A	RPL32	1
MYC	A	RPL6	1
MYC	A	RPS15	1
MYC	A	RPS15A	1
MYC	A	RPS16	1
MYC	A	RPS19	1
MYC	A	RPS20	1
MYC	A	RPS6	1
MYC	A	SCARB1	1
MYC	A	SEC23B	1
MYC	A	SFMBT1	1
MYC	A	SFXN3	1
MYC	A	SHMT1	1
MYC	A	SIM2	1
MYC	A	SIRT1	1
MYC	A	SLA	1
MYC	A	SLBP	1
MYC	A	SLC19A1	1
MYC	A	SLC25A28	1
MYC	A	SLC25A3	1
MYC	A	SLC28A2	1
MYC	A	SLC2A4	1
MYC	A	SLC4A2	1
MYC	A	SLC9A3R2	1
MYC	A	SLIT1	1
MYC	A	SMARCAD1	1
MYC	A	SMN1	1
MYC	A	SNRPB	1
MYC	A	SNRPB2	1
MYC	A	SNRPD3	1
MYC	A	SPAST	1
MYC	A	SQSTM1	1
MYC	A	SRD5A1	1
MYC	A	SRM	1
MYC	A	SRSF1	1
MYC	A	ST3GAL1	1
MYC	A	STAT6	1
MYC	A	STMN1	1
MYC	A	SURF6	1
MYC	A	SYNGR2	1
MYC	A	TCF12	1
MYC	A	TCIRG1	1
MYC	A	TERT	1
MYC	A	TFAP4	1
MYC	A	TFRC	1
MYC	A	TGFB1	1
MYC	A	TGFB2	1
MYC	A	TGFB3	1
MYC	A	THBS1	-1
MYC	A	THBS4	1
MYC	A	THRAP3	1
MYC	A	TNFRSF8	1
MYC	A	TOMM20	1
MYC	A	TOP1	1
MYC	A	TP53	1
MYC	A	TPM2	1
MYC	A	TRAP1	1
MYC	A	TSC2	1
MYC	A	TUBG2	1
MYC	A	TXN	1
MYC	A	TYMS	1
MYC	A	UBA52	1
MYC	A	UBE2C	1
MYC	A	UCP1	1
MYC	A	UCP3	1
MYC	A	UROD	1
MYC	A	UXT	1
MYC	A	VAMP2	1
MYC	A	VEGFA	1
MYC	A	VHL	1
MYC	A	WDR36	1
MYC	A	WNT10B	1
MYC	A	WRN	1
MYC	A	WT1	1
MYC	A	YBX3	1
MYC	A	ZFP36L1	-1
MYC	A	ZNF146	1
MYC	A	ZNF234	1
MYC	A	ZNF271P	1
MYC	A	ZNF304	1
MYC	A	ZNF451	1
MYC	A	ZSCAN9	1
MYCN	A	CTSD	1
MYCN	A	MCM2	1
MYCN	A	MCM3	1
MYCN	A	MCM4	1
MYCN	A	MCM5	1
MYCN	A	MCM6	1
MYCN	A	MCM7	1
MYCN	A	MCM8	1
MYCN	A	MDM2	1
MYCN	A	MXI1	-1
MYCN	A	NDRG1	1
MYCN	A	NES	1
MYCN	A	TP53	1
NFATC2	A	CD40LG	1
NFATC2	A	CDK4	1
NFATC2	A	CSF2	1
NFATC2	A	EGR3	1
NFATC2	A	FOXP3	1
NFATC2	A	IFNG	1
NFATC2	A	IL2	1
NFATC2	A	IL4	1
NFATC2	A	IL5	1
NFATC2	A	TERT	1
NFE2L2	B	GCLC	1
NFE2L2	B	GSTA1	1
NFE2L2	B	HMOX1	1
NFE2L2	B	MTHFR	1
NFE2L2	B	NQO1	1
NFE2L2	B	SQSTM1	1
NFE2L2	B	TXN	1
NFE2L2	B	TXNRD1	1
NFE2L2	B	ABCC1	1
NFE2L2	B	NQO2	1
NFE2L2	B	TGIF1	1
NFIC	A	ALAS1	1
NFIC	A	C4BPB	1
NFIC	A	COL18A1	1
NFIC	A	COL1A1	1
NFIC	A	CSH1	1
NFIC	A	CYP17A1	1
NFIC	A	CYP1A1	-1
NFIC	A	FABP7	1
NFIC	A	GFAP	1
NFIC	A	GTF3C1	1
NFIC	A	GTF3C2	1
NFIC	A	GUCY1B1	1
NFIC	A	HMGB1	1
NFIC	A	HSD11B2	1
NFIC	A	ITGA5	-1
NFIC	A	JUN	1
NFIC	A	MATN1	-1
NFIC	A	MYC	1
NFIC	A	POLD2	1
NFIC	A	POLE2	1
NFIC	A	PROC	1
NFIC	A	SLC2A4	1
NFIC	A	SLC34A2	1
NFIC	A	SMUG1	1
NFIC	A	TFAP2A	1
NFIC	A	TFPI2	1
NFIC	A	TP53	1
NFIC	A	VWF	1
NFKB1	A	A2M	1
NFKB1	A	ABCB1	1
NFKB1	A	ADORA1	1
NFKB1	A	AGER	1
NFKB1	A	AGT	1
NFKB1	A	AKT1	-1
NFKB1	A	ALOX5AP	1
NFKB1	A	AMH	1
NFKB1	A	AR	-1
NFKB1	A	ATF3	1
NFKB1	A	B2M	1
NFKB1	A	BCL2	1
NFKB1	A	BCL2A1	1
NFKB1	A	BCL2L1	1
NFKB1	A	BCL3	1
NFKB1	A	BIRC2	1
NFKB1	A	BIRC3	1
NFKB1	A	BIRC5	1
NFKB1	A	BRCA1	1
NFKB1	A	BRCA2	1
NFKB1	A	BST1	1
NFKB1	A	CCL11	1
NFKB1	A	CCL2	1
NFKB1	A	CCL22	1
NFKB1	A	CCL3	1
NFKB1	A	CCL4	1
NFKB1	A	CCL5	1
NFKB1	A	CCND1	1
NFKB1	A	CCND2	1
NFKB1	A	CCR7	1
NFKB1	A	CD40	1
NFKB1	A	CD40LG	1
NFKB1	A	CD58	1
NFKB1	A	CD69	1
NFKB1	A	CD74	1
NFKB1	A	CD80	1
NFKB1	A	CD83	1
NFKB1	A	CD86	1
NFKB1	A	CDK4	1
NFKB1	A	CFLAR	1
NFKB1	A	CFTR	1
NFKB1	A	COL1A1	-1
NFKB1	A	COL1A2	-1
NFKB1	A	CR2	1
NFKB1	A	CRMP1	1
NFKB1	A	CRP	1
NFKB1	A	CSF1	1
NFKB1	A	CSF2	1
NFKB1	A	CSNK2A1	1
NFKB1	A	CTCF	-1
NFKB1	A	CTSB	1
NFKB1	A	CXCL1	1
NFKB1	A	CXCL10	1
NFKB1	A	CXCL2	1
NFKB1	A	CXCL3	1
NFKB1	A	CXCL5	1
NFKB1	A	CXCL8	1
NFKB1	A	CYP19A1	-1
NFKB1	A	CYP27B1	1
NFKB1	A	DEFB4A	1
NFKB1	A	EBI3	1
NFKB1	A	EDN1	1
NFKB1	A	EGFR	1
NFKB1	A	ELF3	1
NFKB1	A	F3	1
NFKB1	A	F8	1
NFKB1	A	FAS	1
NFKB1	A	FASLG	1
NFKB1	A	FBP1	1
NFKB1	A	FCGRT	1
NFKB1	A	FN1	-1
NFKB1	A	GADD45A	1
NFKB1	A	GADD45G	1
NFKB1	A	GATA3	1
NFKB1	A	GDNF	1
NFKB1	A	GSTP1	1
NFKB1	A	HIF1A	1
NFKB1	A	HLA-F	1
NFKB1	A	HMOX1	1
NFKB1	A	HSD11B2	1
NFKB1	A	ICAM1	1
NFKB1	A	IER3	1
NFKB1	A	IFNA1	1
NFKB1	A	IFNB1	1
NFKB1	A	IFNG	1
NFKB1	A	IL10	1
NFKB1	A	IL12A	1
NFKB1	A	IL12B	1
NFKB1	A	IL17C	1
NFKB1	A	IL18	1
NFKB1	A	IL1A	-1
NFKB1	A	IL1B	1
NFKB1	A	IL1RN	1
NFKB1	A	IL2	1
NFKB1	A	IL23A	1
NFKB1	A	IL2RA	1
NFKB1	A	IL4	1
NFKB1	A	IL5	1
NFKB1	A	IL6	1
NFKB1	A	IRF1	1
NFKB1	A	IRF4	1
NFKB1	A	IRF7	1
NFKB1	A	JUNB	1
NFKB1	A	KLK3	1
NFKB1	A	LPL	1
NFKB1	A	LTA	1
NFKB1	A	MADCAM1	1
NFKB1	A	MAT2A	1
NFKB1	A	MICA	1
NFKB1	A	MMP13	1
NFKB1	A	MMP14	1
NFKB1	A	MMP2	1
NFKB1	A	MMP3	1
NFKB1	A	MMP9	1
NFKB1	A	MYB	1
NFKB1	A	MYC	1
NFKB1	A	NFKBIA	1
NFKB1	A	NOD2	1
NFKB1	A	NOLC1	1
NFKB1	A	NOS1	1
NFKB1	A	NOS2	1
NFKB1	A	NOS3	1
NFKB1	A	NQO1	1
NFKB1	A	PDE7A	1
NFKB1	A	PDGFB	1
NFKB1	A	PIGR	1
NFKB1	A	PLAU	1
NFKB1	A	PLAUR	1
NFKB1	A	PTAFR	1
NFKB1	A	PTGS2	1
NFKB1	A	PTHLH	1
NFKB1	A	PTPN13	1
NFKB1	A	RIPK2	1
NFKB1	A	RRM2B	1
NFKB1	A	SAA2	1
NFKB1	A	SELE	1
NFKB1	A	SERPINA3	-1
NFKB1	A	SERPINB1	1
NFKB1	A	SERPINE1	1
NFKB1	A	SOCS3	1
NFKB1	A	SOD2	1
NFKB1	A	TBX21	1
NFKB1	A	TFF3	1
NFKB1	A	TFPI2	1
NFKB1	A	THBD	-1
NFKB1	A	TIMP1	-1
NFKB1	A	TLR2	1
NFKB1	A	TNC	1
NFKB1	A	TNF	1
NFKB1	A	TNFAIP3	1
NFKB1	A	TNFRSF10A	1
NFKB1	A	TNFRSF10B	1
NFKB1	A	TNFSF10	1
NFKB1	A	TP53	1
NFKB1	A	TRAF1	1
NFKB1	A	TRAF2	1
NFKB1	A	VCAM1	1
NFKB1	A	VEGFA	1
NFKB1	A	VEGFC	1
NFKB1	A	VEGFD	1
NFKB1	A	VIM	1
NFKB1	A	VWF	1
NFKB1	A	WT1	1
NFKB1	A	XIAP	1
NFKB2	B	BCL2	-1
NFKB2	B	BCL2L1	-1
NFKB2	B	CCL21	1
NFKB2	B	CCND2	1
NFKB2	B	CDK6	1
NFKB2	B	CXCL8	1
NFKB2	B	SELP	1
NFKB2	B	SND1	1
NFKB2	B	BCL3	-1
NFKB2	B	CD44	-1
NFKB2	B	CD58	-1
NFKB2	B	IL2RA	-1
NFKB2	B	IL6	-1
NFKB2	B	NEURL3	-1
NFKB2	B	RARA	-1
NFKB2	B	TNFAIP3	-1
NFKB2	B	TNIP1	-1
NFKB2	B	TRAF1	-1
NFYA	B	ABCB1	1
NFYA	B	ACTB	1
NFYA	B	DDIT3	1
NFYA	B	FDPS	1
NFYA	B	FXR2	1
NFYA	B	SP3	1
NFYA	B	AP3M2	1
NFYA	B	CD74	1
NFYA	B	PNRC2	1
NFYA	B	ZNF608	1
NR2F2	A	ACTA1	1
NR2F2	A	APOA1	-1
NR2F2	A	APOA2	-1
NR2F2	A	APOB	1
NR2F2	A	APOC2	1
NR2F2	A	APOC3	1
NR2F2	A	BGLAP	1
NR2F2	A	CETP	1
NR2F2	A	F9	1
NR2F2	A	HNF4A	-1
NR2F2	A	MYH6	1
NR2F2	A	MYOD1	1
NR2F2	A	MYOG	1
NR2F2	A	OXT	1
NR2F2	A	PENK	1
NR2F2	A	POU5F1	-1
NR2F2	A	PPARA	1
NR2F2	A	TF	1
NR3C1	A	ATF2	-1
NR3C1	A	ATP1B1	-1
NR3C1	A	BGLAP	-1
NR3C1	A	CALD1	1
NR3C1	A	CDK6	-1
NR3C1	A	ETS1	-1
NR3C1	A	NR1I3	1
NR3C1	A	RLN1	1
NR3C1	A	RLN2	1
NR3C1	A	SCNN1A	1
NR5A1	A	AMH	1
NR5A1	A	AMHR2	1
NR5A1	A	CYP11A1	1
NR5A1	A	CYP11B1	1
NR5A1	A	CYP11B2	-1
NR5A1	A	CYP17A1	1
NR5A1	A	CYP19A1	1
NR5A1	A	CYP21A2	1
NR5A1	A	HSD3B2	1
NR5A1	A	LHB	-1
NR5A1	A	MC2R	1
NR5A1	A	NR0B1	1
NR5A1	A	POU5F1	1
NR5A1	A	SRY	1
NR5A1	A	STAR	1
PAX6	A	CTNND2	1
PAX6	A	GCK	1
PAX6	A	ITGA5	1
PAX6	A	ITGB1	1
PAX6	A	KRT12	1
PAX6	A	MET	1
PAX6	A	MMP2	1
PAX6	A	NANOG	1
PAX6	A	NECAB2	1
PAX6	A	OLFM3	1
PAX6	A	PCSK1	1
PAX6	A	PDHX	-1
PAX6	A	POU5F1	1
PAX8	A	BCL2	1
PAX8	A	E2F1	1
PAX8	A	GATA3	1
PAX8	A	NCAM1	1
PAX8	A	SLC5A5	1
PAX8	A	TERT	1
PAX8	A	TG	-1
PAX8	A	TP53	-1
PAX8	A	TPO	1
PAX8	A	TSHR	-1
PAX8	A	WT1	1
PGR	A	BCL2	1
PGR	A	CCND1	1
PGR	A	CYP19A1	-1
PGR	A	ESR1	1
PGR	A	HLTF	1
PGR	A	IGFBP1	1
PGR	A	KLK3	1
PGR	A	MYC	1
PGR	A	RLN1	1
PGR	A	RLN2	1
PGR	A	VEGFA	1
POU2F1	A	BDKRB1	1
POU2F1	A	CCND1	1
POU2F1	A	CDX2	1
POU2F1	A	CXCR5	1
POU2F1	A	GADD45A	1
POU2F1	A	GCM1	1
POU2F1	A	GNRH1	1
POU2F1	A	H2BC21	1
POU2F1	A	HBG1	-1
POU2F1	A	HLA-DRA	1
POU2F1	A	HPGDS	1
POU2F1	A	IL2	1
POU2F1	A	IL3	1
POU2F1	A	IL4	-1
POU2F1	A	IL5	1
POU2F1	A	LCT	1
POU2F1	A	MS4A2	1
POU2F1	A	MYC	1
POU2F1	A	PLAU	1
POU2F1	A	POU2AF1	1
POU2F1	A	PTGIR	1
POU2F1	A	RPTOR	1
POU2F1	A	RRM2B	1
POU2F1	A	SNAPC1	1
POU2F1	A	SPI1	1
POU2F1	A	SPP1	1
POU2F1	A	ST6GAL1	1
POU2F1	A	TFAP2A	1
POU2F1	A	TRA	1
POU2F1	A	TSC22D3	1
POU2F1	A	TXNRD1	1
POU2F1	A	UGT2B7	1
POU2F1	A	VCAM1	-1
POU2F1	A	VWF	1
POU2F2	B	HLA-DOB	1
POU2F2	B	HLA-DRA	1
POU2F2	B	IL5	1
POU2F2	B	SPI1	1
POU2F2	B	SPP1	1
POU2F2	B	TRA	1
POU2F2	B	LRRK1	1
POU2F2	B	LYN	1
POU2F2	B	POU2AF1	1
POU2F2	B	STK10	1
PPARA	A	ACOX1	1
PPARA	A	ACOX2	1
PPARA	A	ACSL1	-1
PPARA	A	ANGPTL4	1
PPARA	A	APOA1	1
PPARA	A	APOA4	1
PPARA	A	APOA5	1
PPARA	A	APOB	1
PPARA	A	APOBR	-1
PPARA	A	APOC3	-1
PPARA	A	CCND1	1
PPARA	A	CD36	1
PPARA	A	CPT1A	-1
PPARA	A	CYP1A1	1
PPARA	A	CYP4A11	1
PPARA	A	CYP7A1	1
PPARA	A	FABP1	1
PPARA	A	FABP3	1
PPARA	A	FADS2	1
PPARA	A	HMGCS1	1
PPARA	A	HMGCS2	1
PPARA	A	LPL	1
PPARA	A	MMP12	1
PPARA	A	MMP9	-1
PPARA	A	MYC	1
PPARA	A	NFKBIA	1
PPARA	A	PANK1	1
PPARA	A	PCK1	1
PPARA	A	PTGS2	1
PPARA	A	SERPINE1	1
PPARA	A	TUBA1B	-1
PPARA	A	UCP1	-1
PPARG	A	ABCG2	1
PPARG	A	ADIPOQ	1
PPARG	A	ANGPTL4	1
PPARG	A	APOB	-1
PPARG	A	APOBR	-1
PPARG	A	ATP2A2	1
PPARG	A	BCL2	1
PPARG	A	CCND1	-1
PPARG	A	CD36	1
PPARG	A	CD83	1
PPARG	A	CDKN1A	1
PPARG	A	CPT1B	1
PPARG	A	CYP27A1	1
PPARG	A	DBI	1
PPARG	A	EGFR	-1
PPARG	A	FABP4	1
PPARG	A	GK	1
PPARG	A	GSTA2	1
PPARG	A	LIPE	1
PPARG	A	LPL	1
PPARG	A	MMP1	1
PPARG	A	MMP9	-1
PPARG	A	MYC	-1
PPARG	A	NR1D1	1
PPARG	A	NR1H3	1
PPARG	A	PCK1	1
PPARG	A	PLIN2	1
PPARG	A	POU2F1	1
PPARG	A	PTEN	1
PPARG	A	PTGS2	-1
PPARG	A	RARB	1
PPARG	A	RETN	1
PPARG	A	SAT1	1
PPARG	A	SCARB1	1
PPARG	A	SERPINE1	1
PPARG	A	SLC2A4	-1
