ID,NAME,EQUATION,GENE ASSOCIATION,SUBSYSTEM
MAR06485,Transport of Glutaryl Coenzyme A from Mitochondria into Cytosol,glutaryl-CoA[m] <=> glutaryl-CoA[c],ENSG00000155368,Fatty acid oxidation
MAR06487,Transport of (S)-3-Hydroxydecanoyl Coenzyme A from Mitochondria into the Cytosol,(S)-hydroxydecanoyl-CoA[m] <=> (S)-hydroxydecanoyl-CoA[c],ENSG00000155368,Fatty acid oxidation
MAR06489,Transport of (S)-3-Hydroxydodecanoyl Coenzyme A from Mitochondria into the Cytosol,(S)-3-hydroxydodecanoyl-CoA[m] <=> (S)-3-hydroxydodecanoyl-CoA[c],ENSG00000155368,Fatty acid oxidation
MAR06491,Transport of 3-Hydroxyhexadecanoylcoa from Mitochondria into the Cytosol,3-Hydroxyhexadecanoyl Coenzyme A[m] <=> 3-Hydroxyhexadecanoyl Coenzyme A[c],ENSG00000155368,Fatty acid oxidation
MAR06493,Transport of 3-Hydroxyhexadecenoylcoa from Mitochondria into the Cytosol,3-Hydroxyhexadecenoyl Coenzyme A[m] <=> 3-Hydroxyhexadecenoyl Coenzyme A[c],ENSG00000155368,Fatty acid oxidation
MAR06494,Transport of 3-Hydroxyhexadecenoyl Carnitine into Extra Cellular Space,3-Hydroxyhexadecenoylcarnitine[c] => 3-Hydroxyhexadecenoylcarnitine[e],NA,Fatty acid oxidation
MAR06497,Transport of 3-Hydroxyhexadecanoyl Carnitine into Extra Cellular Space,3-Hydroxyhexadecanoylcarnitine[c] => 3-Hydroxyhexadecanoylcarnitine[e],NA,Fatty acid oxidation
MAR06498,Transport of Hexadecanedioc Acid by Diffusion,Hexadecanediocacid[c] <=> Hexadecanediocacid[r],NA,Fatty acid oxidation
MAR06499,Transport of Hexadecanedioyl Coa,Hexadecanedioyl Coenzyme A[r] <=> Hexadecanedioyl Coenzyme A[c],ENSG00000155368,Fatty acid oxidation
MAR06502,Transport of Hexadecanedioyl Coa,Hexadecanedioyl Coenzyme A[r] => Hexadecanedioyl Coenzyme A[x],ENSG00000155368,Fatty acid oxidation
MAR06503,Transport of 3-Hydroxyisovalerylcoa from Mitochondria into the Cytosol,3-Hydroxyisovaleryl Coenzyme A[m] <=> 3-Hydroxyisovaleryl Coenzyme A[c],ENSG00000155368,Fatty acid oxidation
MAR06504,Transport of 3-Hydroxy-Isovaleryl Carnitine into Extra Cellular Space,3-Hydroxy-Isovaleryl Carnitine[c] => 3-Hydroxy-Isovaleryl Carnitine[e],NA,Fatty acid oxidation
MAR06528,Transport of (S)-3-Hydroxyoctadecanoyl Coenzyme A from Mitochondria into the Cytosol,(S)-3-Hydroxyoctadecanoyl Coenzyme A[m] <=> (S)-3-Hydroxyoctadecanoyl Coenzyme A[c],ENSG00000155368,Fatty acid oxidation
MAR06538,Transport of 3-Hydroxyoctadecenoylcoa from Mitochondria into the Cytosol,3-Hydroxyoctadecenoyl Coenzyme A[m] <=> 3-Hydroxyoctadecenoyl Coenzyme A[c],ENSG00000155368,Fatty acid oxidation
MAR06541,Transport of 3-Hydroxyoctadecadienoyl Carnitine into Extra Cellular Space,3-Hydroxyoctadecadienoylcarnitine[c] => 3-Hydroxyoctadecadienoylcarnitine[e],NA,Fatty acid oxidation
MAR06582,Transport of 3-Hydroxyoctadecanoyl Carnitine into Extra Cellular Space,3-Hydroxyoctadecanoyl Carnitine[c] => 3-Hydroxyoctadecanoyl Carnitine[e],NA,Fatty acid oxidation
MAR06586,Transport of (S)-3-Hydroxytetradecanoyl Coenzyme A from Mitochondria into the Cytosol,(S)-3-hydroxytetradecanoyl-CoA[m] <=> (S)-3-hydroxytetradecanoyl-CoA[c],ENSG00000155368,Fatty acid oxidation
MAR06590,Transport of 3-Hydroxy-Tetradecanoyl Carnitine into Extra Cellular Space,3-Hydroxy-Tetradecanoyl Carnitine[c] => 3-Hydroxy-Tetradecanoyl Carnitine[e],NA,Fatty acid oxidation
MAR06593,Transport of Isovaleryl Coenzyme A from Mitochondria into Cytosol,isovaleryl-CoA[m] => isovaleryl-CoA[c],ENSG00000155368,Fatty acid oxidation
MAR06594,Transport of Isovaleryl Carnitine into the Extra Cellular Space,Isovaleryl Carnitine[c] => Isovaleryl Carnitine[e],NA,Fatty acid oxidation
MAR06596,Transport of Lignocericyl Coenzyme A from Cytosol to Peroxisome.,ATP[c] + H2O[c] + tetracosanoyl-CoA[c] => ADP[c] + H+[c] + Pi[c] + tetracosanoyl-CoA[x],ENSG00000101986 and ENSG00000173208,Transport reactions
MAR06597,Transport of Nervonylcoa into Peroxisomes,(15Z)-tetracosenoyl-CoA[c] + ATP[c] + H2O[c] => (15Z)-tetracosenoyl-CoA[x] + ADP[c] + H+[c] + Pi[c],ENSG00000101986 and ENSG00000173208,Transport reactions
MAR06598,Transport of 11-Octadecenoyl Carnitine into the Mitochondrial Matrix,L-carnitine[c] + 11-Octadecenoyl Coenzyme A[c] <=> CoA[c] + 11-Octadecenoyl Carnitine[c],ENSG00000110090 or ENSG00000169169 or ENSG00000205560,Fatty acid oxidation
MAR06599,Transport of 11-Octadecenoyl Carnitine into the Mitochondrial Matrix,11-Octadecenoyl Carnitine[c] <=> 11-Octadecenoyl Carnitine[m],ENSG00000178537,Fatty acid oxidation
MAR06600,Transport of 11-Octadecenoyl Carnitine into the Mitochondrial Matrix,CoA[m] + 11-Octadecenoyl Carnitine[m] <=> L-carnitine[m] + 11-Octadecenoyl Coenzyme A[m],ENSG00000157184,Fatty acid oxidation
MAR06604,Uptake of Vaccenic Acid,ATP[c] + cis-vaccenic acid[e] + CoA[c] => AMP[c] + PPi[c] + 11-Octadecenoyl Coenzyme A[c],ENSG00000083807 or ENSG00000113396 or ENSG00000130304 or ENSG00000140284 or ENSG00000143554 or ENSG00000167114,Fatty acid oxidation
MAR06688,Transport of 3-Hydroxyoctadecadienoyl Coenzyme A from Mitochondria into Cytosol,3-Hydroxyoctadecadienoyl Coenzyme A[m] <=> 3-Hydroxyoctadecadienoyl Coenzyme A[c],ENSG00000155368,Fatty acid oxidation
MAR06689,Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix,"Octadecenoyl Carnitine (Hypothetical, Position Of Double Bond Unknown)[c] <=> Octadecenoyl Carnitine (Hypothetical, Position Of Double Bond Unknown)[m]",ENSG00000178537,Fatty acid oxidation
MAR06696,Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix,"L-carnitine[c] + Octadecenoyl Coenzyme A[c] <=> CoA[c] + Octadecenoyl Carnitine (Hypothetical, Position Of Double Bond Unknown)[c]",ENSG00000110090 or ENSG00000169169 or ENSG00000205560,Fatty acid oxidation
MAR06698,Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix,"CoA[m] + Octadecenoyl Carnitine (Hypothetical, Position Of Double Bond Unknown)[m] <=> L-carnitine[m] + Octadecenoyl Coenzyme A[m]",ENSG00000157184,Fatty acid oxidation
MAR06706,Transport of 3-Hydroxy-Octadecenoyl Carnitine into Extra Cellular Space,3-Hydroxy-Octadecenoyl Carnitine[c] => 3-Hydroxy-Octadecenoyl Carnitine[e],NA,Fatty acid oxidation
MAR06724,Transport of W-Hydroxydecanoic Acid by Diffusion,W-Hydroxydecanoicacid[r] <=> W-Hydroxydecanoicacid[c],NA,Fatty acid oxidation
MAR06769,Transport of W-Hydroxydocosanoic Acid by Diffusion,W-Hydroxydocosanoicacid[r] <=> W-Hydroxydocosanoicacid[c],NA,Fatty acid oxidation
MAR06773,Transport of W-Hydroxypalmitic Acid by Diffusion,16-hydroxyhexadecanoic acid[r] <=> 16-hydroxyhexadecanoic acid[c],NA,Fatty acid oxidation
MAR06775,Transport of Pristanoylcoa from Cytosol to Peroxisomes.,ATP[c] + H2O[c] + Pristanoyl Coenzyme A[c] => ADP[c] + H+[c] + Pi[c] + Pristanoyl Coenzyme A[x],ENSG00000117528,Transport reactions
MAR06777,Thioesterification of Suberyl Coenzyme A for Release into Cytosol,H2O[x] + Suberyl Coenzyme A[x] => CoA[x] + H+[x] + Suberic Acid[x],ENSG00000101473,Fatty acid oxidation
MAR06779,Transport of Phytanoylcoa from Cytosol to Peroxisomes.,ATP[c] + H2O[c] + phytanoyl-CoA[c] => ADP[c] + H+[c] + phytanoyl-CoA[x] + Pi[c],ENSG00000117528,Transport reactions
MAR06804,Activation of Sebacic Acidd,ATP[c] + CoA[c] + Sebacicacid[c] => AMP[c] + PPi[c] + Sebacoyl Coenzyme A[c],NA,Fatty acid oxidation
MAR06805,Transport of Sebacic Acid into Cytosol (Diffusion),Sebacicacid[x] <=> Sebacicacid[c],NA,Fatty acid oxidation
MAR06809,Production of Sebacoyl Carnitine,L-carnitine[x] + Sebacoyl Coenzyme A[x] <=> CoA[x] + Sebacoyl Carnitine[x],ENSG00000005469,Fatty acid oxidation
MAR06810,Thioesterification of Sebacoylcoa for Release into Cytosol,H2O[x] + Sebacoyl Coenzyme A[x] => CoA[x] + H+[x] + Sebacicacid[x],ENSG00000101473,Fatty acid oxidation
MAR06812,Transport of Stearoyl Coenzyme A from Cytosol to Peroxisomes,ATP[c] + H2O[c] + stearoyl-CoA[c] => ADP[c] + H+[c] + Pi[c] + stearoyl-CoA[x],ENSG00000101986,Transport reactions
MAR06816,Transport of Stearidonylcoa into Peroxisomes.,"(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[c] + ATP[c] + H2O[c] => ADP[c] + H+[c] + Pi[c] + (6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[x]",ENSG00000101986,Transport reactions
MAR06821,Transport of Suberic Acid into Cytosol (Diffusion),Suberic Acid[x] <=> Suberic Acid[c],NA,Fatty acid oxidation
MAR06825,Transport of Suberyl Carnitine into Cytosol,Suberyl Carnitine[x] <=> Suberyl Carnitine[c],ENSG00000178537,Fatty acid oxidation
MAR06832,Production of Suberyl Carnitine,L-carnitine[x] + Suberyl Coenzyme A[x] <=> CoA[x] + Suberyl Carnitine[x],ENSG00000005469,Fatty acid oxidation
MAR06833,Activation of Suberic Acid for Formation of Suberyl Carnitine,ATP[c] + CoA[c] + Suberic Acid[c] => AMP[c] + PPi[c] + Suberyl Coenzyme A[c],NA,Fatty acid oxidation
MAR06846,Activation of Succinate,ATP[c] + CoA[c] + succinate[c] => AMP[c] + PPi[c] + succinyl-CoA[c],NA,Fatty acid oxidation
MAR06847,Production of Succinyl Carnitine,L-carnitine[x] + succinyl-CoA[x] <=> CoA[x] + Succinyl Carnitine[x],ENSG00000005469,Fatty acid oxidation
MAR06852,Thioesterification of Succinyl Coenzyme A for Release into Cytosol,H2O[x] + succinyl-CoA[x] => CoA[x] + H+[x] + succinate[x],ENSG00000101473 or ENSG00000177465,Fatty acid oxidation
MAR06853,Transport of Myristoyl Carnitine into Extra Cellular Space,tetradecenoylcarnitine(5)[c] => tetradecenoylcarnitine(5)[e],NA,Fatty acid oxidation
MAR06856,Transport of Tetradecadienoyl Carnitine into Extra Cellular Space,Tetradecadienoyl Carnitine[c] => Tetradecadienoyl Carnitine[e],NA,Fatty acid oxidation
MAR06857,Transport of Tetradecenoyl Carnitine into Extra Cellular Space,Tetradecenoyl Carnitine[c] => Tetradecenoyl Carnitine[e],NA,Fatty acid oxidation
MAR06858,Transport of Tiglyl Carnitine into the Extra Cellular Fluid,Tiglyl Carnitine[c] => Tiglyl Carnitine[e],NA,Fatty acid oxidation
MAR06859,"Transport of 3, 4-Dihydroxy-L-Phenylalanine by Lat1 in Association with 4F2Hc, Across the Apical Surface of the Membranes",L-dopa[e] + leucine[c] => L-dopa[c] + leucine[e],ENSG00000103257 and ENSG00000168003,Transport reactions
MAR06860,Transport of L-Oh-Proline by the Apical Imino Amino Acid Transporters in Kidney And Intestine,chloride[e] + 2 Na+[e] + trans-4-hydroxy-L-proline[e] => chloride[c] + 2 Na+[c] + trans-4-hydroxy-L-proline[c],ENSG00000147003 and ENSG00000163817,Transport reactions
MAR06861,Hydrolysis of Alanylalanine,H2O[c] + D-alanyl-D-alanine[c] <=> 2 alanine[c],ENSG00000133313 or ENSG00000150656,Isolated
MAR06862,Transport of Alanylalanine by the Apical Pept1 Amino Acid Transporters,H+[e] + D-alanyl-D-alanine[e] => H+[c] + D-alanyl-D-alanine[c],ENSG00000088386,Transport reactions
MAR06863,Transport of Alanine by Y+Lat1 Or Y+Lat2 with Symporter of H,alanine[e] + arginine[c] + H+[e] => alanine[c] + arginine[e] + H+[c],(ENSG00000103064 and ENSG00000168003) or (ENSG00000155465 and ENSG00000168003),Transport reactions
MAR06864,Transport of L-Ascorbate by Svct1 Or Svct2 Transporter,ascorbate[e] + ATP[c] + H2O[c] + 2 Na+[e] => ADP[c] + ascorbate[c] + H+[c] + 2 Na+[c] + Pi[c],ENSG00000089057 or ENSG00000170482,Transport reactions
MAR06865,Transport of L-Asparagine by Atb0 Transporter,asparagine[e] + chloride[e] + 2 Na+[e] => asparagine[c] + chloride[c] + 2 Na+[c],ENSG00000268104,Transport reactions
MAR06866,Transport of Beta Alanine by Pat1 in Renal And Intestinal Cells,beta-alanine[e] + H+[e] => beta-alanine[c] + H+[c],ENSG00000123643,Transport reactions
MAR06867,Binding of Betaglucans with Glycocholate,glycocholate[e] + Beta-Glucans[e] => Beta Glucan-Glycocholate Complex[e],NA,Dietary fiber binding
MAR06868,Binding of Betaglucans with Taurocholate,taurocholate[e] + Beta-Glucans[e] => Beta Glucan-Taurocholic Acid Complex[e],NA,Dietary fiber binding
MAR06869,Binding of Betaglucans with Taurodeoxycholate,Beta-Glucans[e] + taurodeoxycholate[e] => Beta Glucan-Taurodeoxycholic Acid Complex[e],NA,Dietary fiber binding
MAR06870,Release of Biotin Across the Basolatral Membrane,biotin[c] => biotin[e],NA,Transport reactions
MAR06871,Transport of L-Carnosine by the Apical Pept1 Amino Acid Transporters,H+[e] + carnosine[e] => carnosine[c] + H+[c],ENSG00000088386,Transport reactions
MAR06872,Transport of L-Carnosine by Hpt3 Or Hpt4 Peptide Transporter,carnosine[l] => carnosine[c],ENSG00000110446 or ENSG00000139370,Transport reactions
MAR06873,Release of B12 by SIMPle Diffusion,cobamide-coenzyme[c] => cobamide-coenzyme[e],NA,Transport reactions
MAR06884,Transport of Adenosylcobalamin into the Intestine,cobamide-coenzyme[e] => cobamide-coenzyme[c],ENSG00000107611 and ENSG00000134812 and ENSG00000166126,Transport reactions
MAR06887,Transport of L-Cysteine with Symport of Sodium And Antiport of Proton by Snat5 Transporter,cysteine[e] + H+[c] + Na+[e] <=> cysteine[c] + H+[e] + Na+[c],ENSG00000017483,Transport reactions
MAR06891,"Transport of L-Cystine in Exchange of L-Alanine by B0, +At Transporter",alanine[c] + cystine[e] => alanine[e] + cystine[c],ENSG00000021488 and ENSG00000138079,Transport reactions
MAR06892,"Transport of L-Cystine in Exchange of L-Leucine by B0, +At Transporter",cystine[e] + leucine[c] => cystine[c] + leucine[e],ENSG00000021488 and ENSG00000138079,Transport reactions
MAR06893,Transport of Folate,folate[e] + H+[e] => folate[c] + H+[c],ENSG00000076351,Transport reactions
MAR06894,Transport of D-Galactose from Extracellular Space to Cytosol of Mucosal Cells in Small Intestine,ATP[c] + galactose[e] + H2O[c] + 2 Na+[e] => ADP[c] + galactose[c] + H+[c] + 2 Na+[c] + Pi[c],ENSG00000100170,Transport reactions
MAR06895,Transport of D-Glucose from Extracellular Space to Cytosol of Mucosal Cells in Small Intestine,ATP[c] + glucose[e] + H2O[c] + 2 Na+[e] => ADP[c] + glucose[c] + H+[c] + 2 Na+[c] + Pi[c],ENSG00000100170,Transport reactions
MAR06896,Transport of L-Glutamine by Atb0 Transporter,chloride[e] + glutamine[e] + 2 Na+[e] => chloride[c] + glutamine[c] + 2 Na+[c],ENSG00000268104,Transport reactions
MAR06897,Transport of Glutamine by Y+Lat1 Or Y+Lat2 with Symporter of H,arginine[c] + glutamine[e] + H+[e] => arginine[e] + glutamine[c] + H+[c],(ENSG00000103064 and ENSG00000168003) or (ENSG00000155465 and ENSG00000168003),Transport reactions
MAR06898,Hydrolysis of Glycylycine for Uptake,H2O[c] + Glycyl-Glycine[c] <=> 2 glycine[c],ENSG00000133313 or ENSG00000150656,Transport reactions
MAR06899,Transport of Glycyl-Glycine by the Apical Pept1 Amino Acid Transporters,Glycyl-Glycine[e] => Glycyl-Glycine[c],ENSG00000088386,Transport reactions
MAR06900,Transport of Glycylphenylalanine by the Apical Pept1 Amino Acid Transporters,H+[e] + Glycyl-Phenylalanine[e] => H+[c] + Glycyl-Phenylalanine[c],ENSG00000088386,Transport reactions
MAR06913,Transport of Glycylproline by the Apical Pept1 Amino Acid Transporters,H+[e] + Glycylproline[e] => H+[c] + Glycylproline[c],ENSG00000088386,Transport reactions
MAR06915,Hydrolysis of Glycylsarcosine for Uptake,H2O[c] + Glycylsarcosine[c] <=> glycine[c] + sarcosine[c],ENSG00000166340,Transport reactions
MAR06917,Transport of Glycylsarcosine by the Apical Pept1 Amino Acid Transporters,H+[e] + Glycylsarcosine[e] => H+[c] + Glycylsarcosine[c],ENSG00000088386,Transport reactions
MAR06919,Binding of Guar Gums with Deoxyxholic Acid,"3alpha,12alpha-dihydroxy-5beta-cholanate[e] + Gums[e] => Guar Gum-Deoxyxholic Acid Complex[e]",NA,Dietary fiber binding
MAR06920,Binding of Guar Gums with Glycocholate,glycocholate[e] + Gums[e] => Guar Gum-Glycocholate Complex[e],NA,Dietary fiber binding
MAR06922,Binding of Guar Gums with Taurocholate,taurocholate[e] + Gums[e] => Guar Gum-Taurocholic Acid Complex[e],NA,Dietary fiber binding
MAR07101,Transport of L-Histidine by Hpt3 Or Hpt4 Peptide Transporters,H+[l] + histidine[l] => H+[c] + histidine[c],ENSG00000110446 or ENSG00000139370,Transport reactions
MAR07102,Transport of L-Histidine by Y+Lat1 Or Y+Lat2 Transporters,arginine[c] + histidine[e] + Na+[e] => arginine[e] + histidine[c] + Na+[c],(ENSG00000103064 and ENSG00000168003) or (ENSG00000155465 and ENSG00000168003),Transport reactions
MAR07105,Transport of Histidine by Y+Lat1 Or Y+Lat2 with Symporter of H,arginine[c] + H+[e] + histidine[e] => arginine[e] + H+[c] + histidine[c],(ENSG00000103064 and ENSG00000168003) or (ENSG00000155465 and ENSG00000168003),Transport reactions
MAR07107,Transport of 5-HPETE into the Enterocytes,2 5(S)-HPETE[c] <=> 2 5(S)-HPETE[r],ENSG00000163586,Transport reactions
MAR07148,Transport of Leucylglycine by the Apical Pept1 Amino Acid Transporters,H+[e] + Leucyl-Glycine[e] => H+[c] + Leucyl-Glycine[c],ENSG00000088386,Transport reactions
MAR07149,Hydrolysis of Leucylleucine,H2O[c] + Leucylleucine[c] <=> 2 leucine[c],ENSG00000002549,Transport reactions
MAR07150,Transport of Leucylleucine by the Apical Pept1 Amino Acid Transporters,H+[e] + Leucylleucine[e] => H+[c] + Leucylleucine[c],ENSG00000088386,Transport reactions
MAR07151,Transport of Leucine by Y+Lat1 Or Y+Lat2 with Symporter of H,arginine[c] + H+[e] + leucine[e] => arginine[e] + H+[c] + leucine[c],(ENSG00000103064 and ENSG00000168003) or (ENSG00000155465 and ENSG00000168003),Transport reactions
MAR07152,Uptake of Linoleic Acid,ATP[c] + CoA[c] + linoleate[e] => AMP[c] + linoleoyl-CoA[c] + PPi[c],ENSG00000167114,Transport reactions
MAR07153,Transport of Methionine by Y+Lat1 Or Y+Lat2 with Symporter of H,arginine[c] + H+[e] + methionine[e] => arginine[e] + H+[c] + methionine[c],(ENSG00000103064 and ENSG00000168003) or (ENSG00000155465 and ENSG00000168003),Transport reactions
MAR07154,Transport of Nicotinate,H+[e] + nicotinate[e] => H+[c] + nicotinate[c],ENSG00000172940,Transport reactions
MAR07155,Transport of Octadecenoyl Coeznyme A into the Enterocytes,2 oleate[c] <=> 2 oleate[r],ENSG00000163586,Transport reactions
MAR07156,Uptake of Octadecenoate,ATP[c] + CoA[c] + oleate[e] => AMP[c] + oleoyl-CoA[c] + PPi[c],ENSG00000167114,Transport reactions
MAR07157,Transport of Hexadecanoate,ATP[c] + CoA[c] + palmitate[e] => AMP[c] + palmitoyl-CoA[c] + PPi[c],ENSG00000167114,Transport reactions
MAR07158,Transport of Phosphatidylcholine,PC-LD pool[c] => PC-LD pool[e],NA,Transport reactions
MAR07159,Binding of Pectins with Deoxycholic Acid,"H+[e] + 3alpha,12alpha-dihydroxy-5beta-cholanate[e] + Pectin[e] => Pectin-Deoxycholic Acid Complex[e]",NA,Dietary fiber binding
MAR07176,Binding of Pectins with Glycocholate,glycocholate[e] + H+[e] + Pectin[e] => Pectin-Glycocholate Complex[e],NA,Dietary fiber binding
MAR07177,Binding of Pectins with Taurocholate,H+[e] + taurocholate[e] + Pectin[e] => Pectin-Taurocholic Acid Complex[e],NA,Dietary fiber binding
MAR07178,Transport of Lysophosphatidylethanolamine,2 PE-LD pool[c] <=> 2 PE-LD pool[r],ENSG00000163586,Transport reactions
MAR07179,Transport of L-Phenylalanine by Atb0 Transporter,chloride[e] + 2 Na+[e] + phenylalanine[e] => chloride[c] + 2 Na+[c] + phenylalanine[c],ENSG00000268104,Transport reactions
MAR07189,Transport of Phenylalanine by Y+Lat1 Or Y+Lat2 with Symport of H,arginine[c] + H+[e] + phenylalanine[e] => arginine[e] + H+[c] + phenylalanine[c],(ENSG00000103064 and ENSG00000168003) or (ENSG00000155465 and ENSG00000168003),Transport reactions
MAR07190,Transport of Palmitoyl Coenzyme A,2 palmitoyl-CoA[c] <=> 2 palmitoyl-CoA[r],ENSG00000163586,Transport reactions
MAR07191,Release of Pantothenate,pantothenate[c] => pantothenate[e],NA,Transport reactions
MAR07192,Transport of Prolylglycine by the Apical Pept1 Amino Acid Transporters,H+[e] + L-Prolinylglycine[e] => H+[c] + L-Prolinylglycine[c],ENSG00000088386,Transport reactions
MAR07193,Hydrolysis of Glycylproline,H2O[c] + L-Prolinylglycine[c] <=> glycine[c] + proline[c],ENSG00000124299,Transport reactions
MAR07194,Transport of L-Proline by the Apical Imino Amino Acid Transporters,chloride[e] + 2 Na+[e] + proline[e] => chloride[c] + 2 Na+[c] + proline[c],ENSG00000147003 and ENSG00000163817,Transport reactions
MAR07195,Binding of Psyllium with Glycocholate,glycocholate[e] + Psyllium[e] => Psillium-Glycocholic Acid Complex[e],NA,Dietary fiber binding
MAR07255,Binding of Psyllium with Taurocholate,taurocholate[e] + Psyllium[e] => Psyllium-Taurocholic Acid Complex[e],NA,Dietary fiber binding
MAR07439,Binding of Psyllium with Taurodeoxycholate,taurodeoxycholate[e] + Psyllium[e] => Psyllium-Taurodeoxycholic Acid Complex[e],NA,Dietary fiber binding
MAR07441,Export of Triglyceride,TAG-VLDL pool[c] => TAG-VLDL pool[e],NA,Transport reactions
MAR07589,Transport of Taurine by Pat1,H+[e] + taurine[e] => H+[c] + taurine[c],ENSG00000123643,Transport reactions
MAR07592,Transport of Thiamine,ATP[c] + H2O[c] + thiamin[c] => ADP[c] + H+[c] + Pi[c] + thiamin[e],NA,Transport reactions
MAR07593,Transport of L-Threonine by Atb0 Transporter,chloride[e] + 2 Na+[e] + threonine[e] => chloride[c] + 2 Na+[c] + threonine[c],ENSG00000268104,Transport reactions
MAR07595,Transport of L-Tryptophan by Atb0 Transporter,chloride[e] + 2 Na+[e] + tryptophan[e] => chloride[c] + 2 Na+[c] + tryptophan[c],ENSG00000268104,Transport reactions
MAR07657,Transport of L-Tyrosine by Atb0 Transporter,chloride[e] + 2 Na+[e] + tyrosine[e] => chloride[c] + 2 Na+[c] + tyrosine[c],ENSG00000268104,Transport reactions
MAR07658,Efflux of Alpha-Tocopherol into the Lyphatics in Chylomicrons,alpha-tocopherol[c] + ATP[c] + H2O[c] => ADP[c] + alpha-tocopherol[e] + H+[c] + Pi[c],ENSG00000165029,Transport reactions
MAR07659,Transport of Vitamin K into Lymph,phylloquinone[c] => phylloquinone[e],NA,Transport reactions
MAR07742,Transport of Cholesterol Ester,cholesterol-ester pool[c] => cholesterol-ester pool[e],NA,Transport reactions
MAR07750,"Tanslocation of 1-Alpha, 25-Dihydroxyvitamin D3 to Nucleus",calcitriol[c] => calcitriol[n],NA,Transport reactions
MAR07751,Transport of 3Aib_D into Mitochondria,D-3-amino-isobutanoate[c] <=> D-3-amino-isobutanoate[m],NA,Transport reactions
MAR07752,Transport of GABA,4-aminobutyrate[c] => 4-aminobutyrate[n],NA,Transport reactions
MAR07753,Transport of Hydroxy-Proline,alanine[e] + Na+[e] + trans-4-hydroxy-L-proline[c] => alanine[c] + Na+[c] + trans-4-hydroxy-L-proline[e],ENSG00000115902,Transport reactions
MAR07754,Adenosine Kinase,adenosine[c] + GTP[c] => AMP[c] + GDP[c] + H+[c],NA,Purine metabolism
MAR07803,Adenosine Kinase,adenosine[c] + dGTP[c] => AMP[c] + dGDP[c] + H+[c],NA,Purine metabolism
MAR07805,Diffusion of S-Adenosyl-L-Homocysteine,SAH[m] <=> SAH[c],NA,Transport reactions
MAR07807,Uptake of Arachidate,ATP[c] + CoA[c] + eicosanoate[e] => AMP[c] + eicosanoyl-CoA[c] + PPi[c],NA,Transport reactions
MAR07809,"D-Aspartate Transport, Extracellular",D-aspartate[c] <=> D-aspartate[e],NA,Transport reactions
MAR07811,Aspartate Intake by System Asct-1 Transporter,aspartate[e] + Na+[e] + proline[c] => aspartate[c] + Na+[c] + proline[e],ENSG00000115902,Transport reactions
MAR07813,Bilirubin Di-Glucuronide Production,bilirubin-monoglucuronoside[r] + UDP-glucuronate[r] => bilirubin-bisglucuronoside[r] + UDP[r],ENSG00000242366,Heme degradation
MAR07817,"Cysteamine:Oxygen Oxidoreductase, Extracellular",O2[e] + cysteamine[e] => H+[e] + hypotaurine[e],NA,Transport reactions
MAR07819,Transport of Q10,ubiquinone[e] <=> ubiquinone[c],NA,Transport reactions
MAR07821,Transport of dATP into Mitochondria,dATP[c] => dATP[m],NA,Transport reactions
MAR07823,Transport of dCTP into Mitochondria,dCTP[c] => dCTP[m],NA,Transport reactions
MAR07926,Transport of dGTP into Mitochondria,dGTP[c] => dGTP[m],NA,Transport reactions
MAR08111,Transport of Dihydroxyacetone Phosphate into Cytosol,DHAP[m] => DHAP[c],NA,Transport reactions
MAR08204,"Pyrophasphatase (Dephospho Coenzyme A, Extracellular)",H2O[e] + dephospho-CoA[e] => AMP[e] + 2 H+[e] + phosphopantetheine[e],NA,CoA synthesis
MAR08218,Desmosterol Reductase,H+[r] + NADPH[r] + desmosterol[r] => cholesterol[r] + NADP+[r],ENSG00000116133,Cholesterol metabolism
MAR08274,DTMP Kinase in Mitochondria,ATP[m] + dTMP[m] => ADP[m] + dTDP[m],ENSG00000168393,Pyrimidine metabolism
MAR08301,Transport of dTTP into Mitochondria,dTTP[c] => dTTP[m],NA,Transport reactions
MAR08386,Exchange of Hydroxy Proline,trans-4-hydroxy-L-proline[e] <=>,NA,Exchange/demand reactions
MAR08400,Exchange of Adenosylcobalamin,cobamide-coenzyme[e] <=>,NA,Exchange/demand reactions
MAR08422,Exchange of Alanylalanine,D-alanyl-D-alanine[e] <=>,NA,Exchange/demand reactions
MAR08423,Exchange of Beta Glucans,Beta-Glucans[e] <=>,NA,Exchange/demand reactions
MAR08644,Exchange of Carnosine,carnosine[e] <=>,NA,Exchange/demand reactions
MAR08646,Exchange of Deoxycholic Acid,"3alpha,12alpha-dihydroxy-5beta-cholanate[e] <=>",NA,Exchange/demand reactions
MAR08647,Exchange of Beta Glucan-Glycocholate Complex,Beta Glucan-Glycocholate Complex[e] <=>,NA,Exchange/demand reactions
MAR08649,Exchange of Beta Glucan-Taurocholic Acid Complex,Beta Glucan-Taurocholic Acid Complex[e] <=>,NA,Exchange/demand reactions
MAR08650,Exchange of Beta Glucan-Taurodeoxycholic Acid Complex,Beta Glucan-Taurodeoxycholic Acid Complex[e] <=>,NA,Exchange/demand reactions
