node	layer	module	flow	log_flow	nodeLabel	DNA_methylation_logFC	DNA_methylation_P.Value	GRN_logFC	GRN_AveExpr	GRN_t	GRN_P.Value	GRN_adj.P.Val	GRN_B	GRN_eigenvalue	GRN_Page_Rank	GRN_degree	GRN_closeness	GRN_betweenness	GRN_size	GRN_nes	GRN_pval	GRN_pval.fdr	GRN_TF	Metabolism_pvalue	Metabolism_mean.diff
33080	1	479	8.31E-06	11.6983337809072	frag_705210	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
42233	2	564	8.31E-06	11.6985733478579	HBM	0	1	-2.888845	3.730055	-2.71912	0.009639281	0.1213586	-2.715062	-4.265002	-8.847671	1	0	0	0	0	1	1	Gene	NA	NA
52694	2	449	8.30E-06	11.6986744888244	NR1I2	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
4414	1	1501	8.30E-06	11.6986768970674	frag_176678	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
4416	1	1501	8.30E-06	11.6986768970674	frag_176688	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
5641	1	761	8.30E-06	11.6989032978025	frag_215783	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
5642	1	761	8.30E-06	11.6989032978025	frag_215784	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
29528	1	762	8.30E-06	11.6989032978025	frag_630683	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
29533	1	762	8.30E-06	11.6989032978025	frag_630757	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
56020	2	858	8.30E-06	11.6990634952431	SLC7A6	0	1	0.5159782	5.478138	2.212979	0.03267669	0.1965584	-3.7368	-40.25684	-8.847671	1	0	0	0	0	1	1	Gene	NA	NA
13673	1	1209	8.30E-06	11.699176732975	frag_329805	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
41154	2	1032	8.30E-06	11.6991899850371	FAM168A	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
25960	1	117	8.30E-06	11.6992610672763	frag_581639	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
20917	1	813	8.30E-06	11.6993213104176	frag_451497	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
27246	1	33	8.30E-06	11.6994719341508	frag_598763	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
26766	1	153	8.30E-06	11.6996587390938	frag_596846	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
26797	1	153	8.30E-06	11.6996587390938	frag_596880	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
26808	1	153	8.30E-06	11.6996587390938	frag_596891	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
26812	1	153	8.30E-06	11.6996587390938	frag_596895	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
5812	1	1347	8.29E-06	11.6999142965661	frag_22152	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
5833	1	1347	8.29E-06	11.6999142965661	frag_22219	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
5841	1	1347	8.29E-06	11.6999142965661	frag_22233	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
18368	1	1478	8.29E-06	11.6999781961401	frag_410221	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
32922	1	1068	8.29E-06	11.7000300421911	frag_701563	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
32926	1	1068	8.29E-06	11.7000300421911	frag_701568	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
32927	1	1068	8.29E-06	11.7000300421911	frag_701571	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
54153	4	978	8.29E-06	11.7001289188558	PPCDC	0	1	0.3430375	3.024403	1.168448	0.2495527	0.4860007	-5.292129	-10.63689	-8.847671	1	0	0	0	0	1	1	Gene	NA	NA
11086	1	604	8.29E-06	11.7002121275269	frag_286893	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
11088	1	604	8.29E-06	11.7002121275269	frag_286899	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
34570	1	268	8.29E-06	11.7002591615778	frag_749791	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
34571	1	268	8.29E-06	11.7002591615778	frag_749792	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
23599	1	1082	8.29E-06	11.7002905188407	frag_511199	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
2876	1	357	8.29E-06	11.7003170526774	frag_151203	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
57519	3	30	8.29E-06	11.7004304324563	UBE2G1	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
27051	1	326	8.29E-06	11.7005329677934	frag_598387	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
27052	1	326	8.29E-06	11.7005329677934	frag_598389	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
10608	1	556	8.29E-06	11.7005365868798	frag_280298	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
23549	1	157	8.29E-06	11.7005920811771	frag_508614	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
16181	1	109	8.29E-06	11.7006994593226	frag_36834	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
16183	1	109	8.29E-06	11.7006994593226	frag_36836	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
54905	2	1231	8.28E-06	11.7011254660112	RHOC	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
43004	2	414	8.28E-06	11.701232901449	ISG20L2	0	1	-0.552156	4.205989	-1.512241	0.1383451	0.3526888	-4.872914	-5.657891	-8.847671	1	0	0	0	0	1	1	Gene	NA	NA
3321	1	52	8.28E-06	11.7012691182427	frag_158056	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
58056	2	2840	8.28E-06	11.7013210312679	ZC3H8	0	1	0.2464972	5.79296	1.873898	0.06827287	0.2391024	-4.330798	-39.89615	-8.232486	1	1	0	8	1.161503	0.2454373	0.535917	TF	NA	NA
49024	4	1442	8.28E-06	11.7015383708631	MAR06924	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
23386	1	124	8.28E-06	11.7015963360671	frag_507044	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
56024	2	150	8.28E-06	11.701657927778	SLC8A1	0	1	0.02771588	-2.128709	0.03694144	0.9707157	0.9881549	-5.931287	-40.68312	-8.847671	1	0	0	0	0	1	1	Gene	NA	NA
44044	4	59	8.28E-06	11.7016857056732	MAR00189	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44048	4	59	8.28E-06	11.7016857056732	MAR00193	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44052	4	59	8.28E-06	11.7016857056732	MAR00197	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44056	4	59	8.28E-06	11.7016857056732	MAR00201	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44060	4	59	8.28E-06	11.7016857056732	MAR00206	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44064	4	59	8.28E-06	11.7016857056732	MAR00210	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44068	4	59	8.28E-06	11.7016857056732	MAR00214	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44073	4	59	8.28E-06	11.7016857056732	MAR00223	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44079	4	59	8.28E-06	11.7016857056732	MAR00230	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44083	4	59	8.28E-06	11.7016857056732	MAR00234	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44087	4	59	8.28E-06	11.7016857056732	MAR00238	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44091	4	59	8.28E-06	11.7016857056732	MAR00242	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44095	4	59	8.28E-06	11.7016857056732	MAR00246	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44099	4	59	8.28E-06	11.7016857056732	MAR00250	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44104	4	59	8.28E-06	11.7016857056732	MAR00256	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44108	4	59	8.28E-06	11.7016857056732	MAR00260	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44112	4	59	8.28E-06	11.7016857056732	MAR00264	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44116	4	59	8.28E-06	11.7016857056732	MAR00268	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44120	4	59	8.28E-06	11.7016857056732	MAR00272	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44124	4	59	8.28E-06	11.7016857056732	MAR00276	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44128	4	59	8.28E-06	11.7016857056732	MAR00280	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44132	4	59	8.28E-06	11.7016857056732	MAR00284	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44137	4	59	8.28E-06	11.7016857056732	MAR00290	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44141	4	59	8.28E-06	11.7016857056732	MAR00294	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44145	4	59	8.28E-06	11.7016857056732	MAR00298	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44149	4	59	8.28E-06	11.7016857056732	MAR00302	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44153	4	59	8.28E-06	11.7016857056732	MAR00306	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44157	4	59	8.28E-06	11.7016857056732	MAR00310	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44161	4	59	8.28E-06	11.7016857056732	MAR00314	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44165	4	59	8.28E-06	11.7016857056732	MAR00320	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44169	4	59	8.28E-06	11.7016857056732	MAR00324	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44173	4	59	8.28E-06	11.7016857056732	MAR00328	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44177	4	59	8.28E-06	11.7016857056732	MAR00332	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44182	4	59	8.28E-06	11.7016857056732	MAR00338	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44186	4	59	8.28E-06	11.7016857056732	MAR00342	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44190	4	59	8.28E-06	11.7016857056732	MAR00346	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44194	4	59	8.28E-06	11.7016857056732	MAR00350	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44198	4	59	8.28E-06	11.7016857056732	MAR00354	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44202	4	59	8.28E-06	11.7016857056732	MAR00358	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44206	4	59	8.28E-06	11.7016857056732	MAR00362	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44210	4	59	8.28E-06	11.7016857056732	MAR00366	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44214	4	59	8.28E-06	11.7016857056732	MAR00370	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44218	4	59	8.28E-06	11.7016857056732	MAR00374	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44222	4	59	8.28E-06	11.7016857056732	MAR00378	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44226	4	59	8.28E-06	11.7016857056732	MAR00382	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44230	4	59	8.28E-06	11.7016857056732	MAR00386	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44234	4	59	8.28E-06	11.7016857056732	MAR00390	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44238	4	59	8.28E-06	11.7016857056732	MAR00394	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44242	4	59	8.28E-06	11.7016857056732	MAR00398	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44246	4	59	8.28E-06	11.7016857056732	MAR00402	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44250	4	59	8.28E-06	11.7016857056732	MAR00406	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44254	4	59	8.28E-06	11.7016857056732	MAR00410	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44258	4	59	8.28E-06	11.7016857056732	MAR00414	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44262	4	59	8.28E-06	11.7016857056732	MAR00418	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44266	4	59	8.28E-06	11.7016857056732	MAR00422	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44270	4	59	8.28E-06	11.7016857056732	MAR00426	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44274	4	59	8.28E-06	11.7016857056732	MAR00430	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44278	4	59	8.28E-06	11.7016857056732	MAR00434	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44282	4	59	8.28E-06	11.7016857056732	MAR00438	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44843	4	59	8.28E-06	11.7016857056732	MAR01170	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44844	4	59	8.28E-06	11.7016857056732	MAR01171	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44862	4	59	8.28E-06	11.7016857056732	MAR01212	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44863	4	59	8.28E-06	11.7016857056732	MAR01213	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44889	4	59	8.28E-06	11.7016857056732	MAR01261	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44890	4	59	8.28E-06	11.7016857056732	MAR01262	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44897	4	59	8.28E-06	11.7016857056732	MAR01278	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44898	4	59	8.28E-06	11.7016857056732	MAR01279	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44906	4	59	8.28E-06	11.7016857056732	MAR01295	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
44911	4	59	8.28E-06	11.7016857056732	MAR01304	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
45167	4	59	8.28E-06	11.7016857056732	MAR01716	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
45168	4	59	8.28E-06	11.7016857056732	MAR01718	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
46236	4	59	8.28E-06	11.7016857056732	MAR03009	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
46740	4	59	8.28E-06	11.7016857056732	MAR03799	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
52137	4	1016	8.28E-06	11.7016881211788	MTHFS	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
5304	1	111	8.28E-06	11.7017352247046	frag_210534	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
5326	1	111	8.28E-06	11.7017352247046	frag_210565	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
5344	1	111	8.28E-06	11.7017352247046	frag_210591	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
5359	1	111	8.28E-06	11.7017352247046	frag_210610	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
5374	1	111	8.28E-06	11.7017352247046	frag_210632	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
40844	3	1449	8.28E-06	11.7019611109011	EIF4G3	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
36635	1	1475	8.28E-06	11.7019719837164	frag_87021	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
12864	1	923	8.28E-06	11.7019828566499	frag_320593	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
58394	2	840	8.28E-06	11.7020275577295	ZNF721	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
33763	1	350	8.28E-06	11.7021967150365	frag_722534	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
33769	1	350	8.28E-06	11.7021967150365	frag_722540	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
33804	1	350	8.28E-06	11.7021967150365	frag_722591	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
37747	4	919	8.28E-06	11.702232966754	ADI1	0	1	0.3758842	3.022083	1.88988	0.06604648	0.2391024	-4.304593	-15.92849	-8.847671	1	0	0	0	0	1	1	Gene	NA	NA
40490	3	113	8.27E-06	11.7024722610545	DLX2	0.306127	7.60E-07	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
437	1	545	8.27E-06	11.7026076448072	frag_103869	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
39696	4	684	8.27E-06	11.70279987287	CMPK2	0	1	-0.2559161	3.731068	-0.7598092	0.45183	0.6747188	-5.65858	-47.70602	-8.847671	1	0	0	0	0	1	1	Gene	NA	NA
49224	4	46	8.27E-06	11.7030163247886	MAR07225	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
39309	3	31	8.27E-06	11.703042931051	CDH16	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
53511	3	31	8.27E-06	11.703042931051	PCDHB11	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
56726	3	75	8.27E-06	11.7030562344477	TBC1D15	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
22780	1	393	8.27E-06	11.7031626679927	frag_493168	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
4553	1	160	8.27E-06	11.7031916972893	frag_180625	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
4572	1	160	8.27E-06	11.7031916972893	frag_180645	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
4578	1	160	8.27E-06	11.7031916972893	frag_180651	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
4592	1	160	8.27E-06	11.7031916972893	frag_180665	0	1	0	NA	NA	1	NA	NA	-47.7060215553525	-8.84767126356658	NA	NA	NA	0	0	1	NA	NA	NA	NA
47802	4	1167	8.27E-06	11.7032920967705	MAR05342	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	0.01232587	-0.02396792
35452	1	53	8.27E-06	11.7033501637217	frag_77238	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
35453	1	53	8.27E-06	11.7033501637217	frag_77239	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
35470	1	53	8.27E-06	11.7033501637217	frag_77252	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
35479	1	53	8.27E-06	11.7033501637217	frag_77258	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
35485	1	53	8.27E-06	11.7033501637217	frag_77262	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
35993	1	53	8.27E-06	11.7033501637217	frag_78047	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
30641	1	384	8.27E-06	11.7033973456024	frag_659167	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
26583	1	882	8.26E-06	11.7035921456517	frag_594582	0	1	0	NA	NA	1	NA	NA	-47.70602	-8.847671	NA	NA	NA	0	0	1	NA	NA	NA	NA
