""	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"IDH1_AVG"	"IDH2_AVG"	"deltaBeta"	"CHR"	"MAPINFO"	"Strand"	"Type"	"gene"	"feature"	"cgi"	"feat.cgi"	"UCSC_Islands_Name"	"SNP_ID"	"SNP_DISTANCE"
"cg11142248"	-0.0205329336586301	0.045253594398068	-3.54521807252962	0.000808486900371406	0.483672087527151	-1.21878486390113	0.0580866779347119	0.0375537442760817	-0.0205329336586301	"14"	62593889	"R"	"II"	"FLJ43390"	"Body"	"opensea"	"Body-opensea"	""	"rs571524291;rs547730033;rs149592672"	"42;36;13"
"cg14352267"	0.0569925520297833	0.890784442132428	3.54498330539839	0.000809072496123243	0.483672087527151	-1.21946686300982	0.855164097113814	0.912156649143597	0.0569925520297834	"18"	52627127	"R"	"II"	"CCDC68"	"TSS1500"	"shore"	"TSS1500-shore"	"chr18:52626517-52626849"	"rs183392752;rs535910891;rs76512464;rs573365090"	"28;16;13;8"
"cg15136429"	0.0329511179791551	0.939054261645143	3.54490644924655	0.000809264291506806	0.483672087527151	-1.2196901241978	0.918459812908171	0.951410930887326	0.0329511179791555	"8"	103359243	"F"	"II"	"UBR5"	"Body"	"opensea"	"Body-opensea"	""	"rs140640466"	"32"
"cg06889484"	0.0107306300203048	0.0258975923110523	3.54448843510089	0.000810308209449432	0.483672087527151	-1.22090437009572	0.0191909485483618	0.0299215785686666	0.0107306300203049	"19"	18304021	"R"	"I"	"MPV17L2"	"TSS200"	"island"	"TSS200-island"	"chr19:18303623-18304425"	"rs148765946;rs186509978;rs201966245"	"51;30;21"
"cg13789938"	0.065298482603528	0.728756614513205	3.54439270400893	0.000810547461819601	0.483672087527151	-1.22118243682302	0.687945062886	0.753243545489528	0.0652984826035281	"10"	122614164	"R"	"II"	"WDR11"	"Body"	"shelf"	"Body-shelf"	"chr10:122610678-122611052"	"rs562102131;rs531169848;rs139325718"	"28;27;2"
"cg25195416"	0.0288229699374923	0.80077048632728	3.54436106046263	0.000810626560579231	0.483672087527151	-1.22127434968483	0.782756130116347	0.81157910005384	0.0288229699374928	"21"	46696626	"F"	"I"	"POFUT2"	"Body"	"island"	"Body-island"	"chr21:46696590-46696835"	"rs531135087;rs184910902;rs561260438"	"18;19;42"
"cg17850111"	0.0574007915193043	0.911300020768909	3.54433725816498	0.000810686063569407	0.483672087527151	-1.22134348626601	0.875424526069344	0.932825317588648	0.0574007915193044	"9"	107543508	"F"	"II"	"ABCA1"	"3'UTR"	"opensea"	"3'UTR-opensea"	""	"rs190539368;rs77877520;rs547370660"	"1;5;25"
"cg13144907"	-0.147389716290287	0.45932799404483	-3.54421525210949	0.000810991129949918	0.483672087527151	-1.22169786269348	0.551446566726259	0.404056850435972	-0.147389716290287	"11"	134433098	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs371348212;rs533916593;rs555916154;rs574140058;rs12574399;rs188825465;rs116424532;rs545718117"	"46;35;33;32;31;15;14;2"
"cg25521406"	0.130437509126341	0.862200445935337	3.54362674005748	0.000812464194553464	0.483672087527151	-1.22340713639688	0.780677002731374	0.911114511857715	0.130437509126341	"12"	20523517	"R"	"II"	"PDE3A"	"Body"	"shore"	"Body-shore"	"chr12:20521616-20523122"	""	""
"cg20518903"	-0.0432983460250006	0.0928325749856279	-3.54346422757444	0.000812871417602527	0.483672087527151	-1.22387910622037	0.119894041251253	0.0765956952262527	-0.0432983460250005	"4"	175442115	"R"	"II"	"HPGD"	"Body"	"shore"	"Body-shore"	"chr4:175443406-175443837"	""	""
"cg16063308"	0.035241283972377	0.915493983468562	3.54335587253235	0.000813143041255133	0.483672087527151	-1.22419378413429	0.893468180985826	0.928709464958204	0.0352412839723774	"10"	11576398	"F"	"I"	"USP6NL"	"Body"	"opensea"	"Body-opensea"	""	"rs142333597"	"5"
"cg12404745"	0.0378365412304386	0.944144489303921	3.54199809009027	0.000816554062040739	0.483672087527151	-1.22813646102227	0.920496651034897	0.958333192265335	0.0378365412304383	"1"	89846031	"F"	"II"	"GBP6"	"Body"	"opensea"	"Body-opensea"	""	"rs199555552;rs116333431"	"0;49"
"cg23531130"	0.0431094307929546	0.923788817847845	3.54173111345349	0.000817226362933593	0.483672087527151	-1.22891158651767	0.896845423602249	0.939954854395203	0.0431094307929549	"10"	66125478	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs544524321"	"14"
"cg18753928"	0.144760973315068	0.306628857354306	3.54115605154926	0.000818676276738697	0.483672087527151	-1.23058106603996	0.216153249032388	0.360914222347457	0.144760973315068	"3"	113234510	"F"	"I"	"CCDC52"	"TSS1500"	"shore"	"TSS1500-shore"	"chr3:113233663-113234094"	"rs549539702;rs185910789"	"6;28"
"cg05265730"	0.0777598272168375	0.86915369600875	3.54099157090564	0.000819091435344066	0.483672087527151	-1.23105854358367	0.820553803998227	0.898313631215064	0.0777598272168375	"14"	59796758	"F"	"II"	"DAAM1"	"Body"	"opensea"	"Body-opensea"	""	"rs577858033;rs188372700;rs181182550;rs185834431;rs2146010"	"0;11;17;18;29"
"cg20062978"	0.0687399056221601	0.913794542072633	3.54095689400727	0.000819178987433212	0.483672087527151	-1.23115920679148	0.870832101058783	0.939572006680943	0.06873990562216	"6"	17615976	"F"	"II"	"NUP153"	"3'UTR"	"opensea"	"3'UTR-opensea"	""	"rs182089576"	"11"
"cg05903609"	-0.0153779963860048	0.0777231592457549	-3.54083650063748	0.00081948302534694	0.483672087527151	-1.23150869066959	0.0873344069870079	0.0719564106010031	-0.0153779963860048	"17"	1587888	"F"	"II"	"PRPF8"	"5'UTR"	"island"	"5'UTR-island"	"chr17:1587787-1588400"	""	""
"cg01205299"	0.052853722580562	0.866681155260039	3.54041163518172	0.0008205568277539	0.483672087527151	-1.23274195194097	0.833647578647187	0.88650130122775	0.0528537225805622	"6"	133376535	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs113629420;rs183826467;rs535958625;rs144195881"	"41;37;7;3"
"cg01123783"	0.0590660592331805	0.859291026264525	3.54029788049836	0.000820844558131768	0.483672087527151	-1.23307213311343	0.822374739243788	0.881440798476968	0.0590660592331805	"7"	147591551	"R"	"II"	"MIR548F3"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs550882370;rs567597678;rs535858107;rs546592268"	"45;23;22;1"
"cg09850161"	0.0518161365651851	0.897215718676175	3.54019558530208	0.000821103385055296	0.483672087527151	-1.23336904663398	0.864830633322934	0.916646769888119	0.0518161365651851	"3"	149474138	"F"	"II"	""	"IGR"	"shelf"	"IGR-shelf"	"chr3:149469909-149470388"	"rs188912979;rs540033489;rs559853823"	"1;33;40"
"cg18693051"	0.0378331117150541	0.901317716115279	3.54013304495579	0.000821261662710917	0.483672087527151	-1.23355056839443	0.87767202129337	0.915505133008424	0.037833111715054	"19"	1161800	"R"	"II"	"SBNO2"	"5'UTR"	"shore"	"5'UTR-shore"	"chr19:1163466-1163876"	"rs182211370"	"15"
"cg07511899"	0.0563826611603629	0.81610915312659	3.53998397321359	0.000821639052028592	0.483672087527151	-1.23398323723975	0.780869989901363	0.837252651061726	0.0563826611603632	"12"	49057281	"R"	"II"	"KANSL2"	"Body"	"opensea"	"Body-opensea"	""	"rs541792142;rs189318678;rs572012076"	"49;33;12"
"cg01595273"	0.0478681082698538	0.909018371364172	3.53979280274362	0.0008221232601331	0.483672087527151	-1.23453807761341	0.879100803695513	0.926968911965367	0.0478681082698539	"2"	44942982	"R"	"II"	"CAMKMT"	"Body"	"opensea"	"Body-opensea"	""	"rs537232864;rs557099358;rs573920754"	"42;23;5"
"cg13206010"	0.0471261465828398	0.930354508791787	3.53973049148959	0.00082228114458771	0.483672087527151	-1.23471892157675	0.900900667177512	0.948026813760352	0.0471261465828402	"8"	131130913	"R"	"II"	"ASAP1"	"ExonBnd"	"opensea"	"ExonBnd-opensea"	""	""	""
"cg03738669"	0.109450468927425	0.748554488092678	3.53952776936717	0.000822795002478449	0.483672087527151	-1.23530726174783	0.680147945013037	0.789598413940462	0.109450468927425	"20"	3218476	"R"	"II"	"SLC4A11"	"TSS200"	"shore"	"TSS200-shore"	"chr20:3218578-3220930"	"rs544516871;rs563177628"	"47;11"
"cg12385305"	0.0383078186752716	0.926081609462037	3.53946268310987	0.000822960047315986	0.483672087527151	-1.23549615062403	0.902139222789992	0.940447041465263	0.0383078186752716	"1"	42998284	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs569887353;rs182499085"	"24;5"
"cg00554165"	0.0649751272160212	0.882037841095734	3.53938600819637	0.000823154518980717	0.483672087527151	-1.23571866851755	0.84142838658572	0.906403513801742	0.0649751272160212	"5"	172536348	"R"	"II"	"C5orf41"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg13166992"	-0.0594631679013893	0.0580857398793305	-3.53906662850413	0.00082396503738285	0.483672087527151	-1.23664550633809	0.0952502198176989	0.0357870519163095	-0.0594631679013893	"5"	130715497	"F"	"II"	"CDC42SE2"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg15839642"	0.0433244338703558	0.865862655858212	3.53882148057124	0.00082458768703054	0.483672087527151	-1.23735688858364	0.838784884689239	0.882109318559595	0.043324433870356	"5"	124036927	"F"	"II"	"ZNF608"	"Body"	"opensea"	"Body-opensea"	""	"rs540765354"	"9"
"cg09468767"	-0.0100619291773332	0.0352706279737555	-3.53856394885087	0.000825242273053961	0.483672087527151	-1.23810417351157	0.0415593337095888	0.0314974045322556	-0.0100619291773332	"5"	159848851	"R"	"I"	"PTTG1"	"TSS200"	"island"	"TSS200-island"	"chr5:159848779-159849113"	"rs548951824;rs373477774"	"32;10"
"cg15399877"	0.0843778761882383	0.875340825667945	3.53815627868956	0.000826279488608746	0.483672087527151	-1.23928704859845	0.822604653050295	0.906982529238534	0.0843778761882387	"7"	87719200	"R"	"II"	"ADAM22"	"Body"	"opensea"	"Body-opensea"	""	"rs572985809"	"27"
"cg23592851"	0.032281996879257	0.878465708606947	3.53810975998383	0.000826397922837653	0.483672087527151	-1.23942201949914	0.858289460557411	0.890571457436669	0.0322819968792573	"1"	95001236	"F"	"I"	"F3"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg00137323"	0.0416384388008841	0.916537878194119	3.53783978865062	0.000827085575341119	0.483672087527151	-1.24020530127525	0.890513853943566	0.93215229274445	0.0416384388008841	"10"	93874460	"F"	"II"	"CPEB3"	"Body"	"opensea"	"Body-opensea"	""	"rs559802114;rs1935865;rs183226311"	"4;29;42"
"cg25325053"	0.0477221809971189	0.902349036884536	3.5372750991639	0.000828525677030216	0.483672087527151	-1.24184354314214	0.872522673761336	0.920244854758455	0.0477221809971192	"20"	58533022	"R"	"II"	"CDH26"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs541819089;rs187621145"	"11;10"
"cg05587736"	0.0450739444790985	0.865394962579253	3.53714513491991	0.000828857456926114	0.483672087527151	-1.24222056412558	0.837223747279817	0.882297691758915	0.0450739444790986	"16"	56780751	"F"	"II"	"NUP93"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	""	""
"cg01792203"	0.0409439202350966	0.920072769891404	3.53675647770186	0.000829850398026533	0.483672087527151	-1.243347991177	0.894482819744468	0.935426739979565	0.0409439202350969	"6"	136908630	"F"	"II"	"MAP3K5"	"Body"	"opensea"	"Body-opensea"	""	"rs576715848"	"37"
"cg06094062"	0.0130773522219084	0.973763082142055	3.53606456332242	0.000831620905719506	0.483672087527151	-1.24535492267049	0.965589737003362	0.978667089225271	0.0130773522219086	"9"	37251559	"R"	"II"	"ZCCHC7"	"Body"	"opensea"	"Body-opensea"	""	"rs566033850"	"1"
"cg13286786"	-0.184839642863853	0.558472324484383	-3.53606431876949	0.000831621532130484	0.483672087527151	-1.24535563196479	0.673997101274291	0.489157458410439	-0.184839642863853	"6"	154555386	"R"	"II"	"OPRM1"	"Body"	"opensea"	"Body-opensea"	""	"rs149160386;rs185797023"	"34;4"
"cg23982638"	-0.0283322886018368	0.886165243360178	-3.53593592643945	0.00083195046519824	0.483672087527151	-1.24572801314611	0.903872923736326	0.875540635134489	-0.0283322886018368	"1"	101897715	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs561990950;rs74107743"	"40;6"
"cg24077400"	0.032813241938766	0.948923178369156	3.53563161887941	0.000832730577156474	0.483672087527151	-1.24661057418791	0.928414902157427	0.961228144096194	0.0328132419387661	"1"	184026010	"R"	"II"	"TSEN15"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg02755978"	0.00697107856692093	0.0261289446827041	3.53534146902264	0.000833475043962532	0.483672087527151	-1.24745203039047	0.0217720205783785	0.0287430991452994	0.00697107856692094	"21"	35987709	"F"	"II"	"RCAN1"	"TSS1500"	"island"	"TSS1500-island"	"chr21:35986623-35987798"	"rs148132811"	"32"
"cg14758624"	0.0385701987532456	0.927145799128486	3.53490896101588	0.000834585950678186	0.483672087527151	-1.24870625557657	0.903039424907708	0.941609623660953	0.0385701987532456	"10"	46116567	"F"	"II"	"ZFAND4"	"Body"	"opensea"	"Body-opensea"	""	"rs533564285;rs551694752;rs569970163"	"1;13;16"
"cg04790022"	0.0875395534806914	0.841801333791393	3.53490681651013	0.000834591462403393	0.483672087527151	-1.24871247416573	0.787089112865961	0.874628666346652	0.0875395534806918	"7"	150014693	"R"	"II"	"ACTR3C"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs140309696;rs74993901"	"13;1"
"cg04245616"	-0.170232546288336	0.570777957122107	-3.5348330324335	0.000834781120489517	0.483672087527151	-1.24892643011903	0.677173298552317	0.506940752263981	-0.170232546288336	"15"	59543693	"F"	"II"	"MYO1E"	"Body"	"opensea"	"Body-opensea"	""	"rs79234195"	"9"
"cg12148123"	0.0458426816415425	0.857481795009238	3.53480478693146	0.00083485373493385	0.483672087527151	-1.24900833449435	0.828830118983274	0.874672800624817	0.0458426816415426	"5"	89709157	"R"	"II"	""	"IGR"	"shelf"	"IGR-shelf"	"chr5:89705343-89705580"	"rs140845030"	"46"
"cg11904376"	0.032119646916674	0.875073041634282	3.53455871306339	0.000835486604180635	0.483672087527151	-1.24972186533282	0.854998262311361	0.887117909228035	0.0321196469166739	"15"	66808506	"F"	"II"	"ZWILCH"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs79006708"	"8"
"cg11697038"	0.146417917980776	0.682407183540697	3.5338639207235	0.000837275985786717	0.483672087527151	-1.25173635978153	0.590895984802712	0.737313902783488	0.146417917980776	"1"	27931284	"F"	"II"	"AHDC1"	"TSS1500"	"shore"	"TSS1500-shore"	"chr1:27929705-27930866"	""	""
"cg19951105"	0.044247522053151	0.821785836387773	3.53384715249639	0.000837319216091539	0.483672087527151	-1.25178497484074	0.794131135104554	0.838378657157705	0.044247522053151	"5"	131134354	"R"	"I"	""	"IGR"	"shore"	"IGR-shore"	"chr5:131131929-131133303"	"rs4705837;rs115154714;rs561069496;rs555758740"	"48;47;39;5"
"cg23124678"	0.0311017282021205	0.94783532003853	3.53378209524014	0.00083748696087228	0.483672087527151	-1.25197358985712	0.928396739912205	0.959498468114325	0.0311017282021205	"16"	20794446	"F"	"II"	"ACSM3"	"Body"	"opensea"	"Body-opensea"	""	"rs544705165;rs55812389"	"1;22"
"cg12613770"	0.0267289565080756	0.951620143496979	3.53373485996745	0.00083760877319613	0.483672087527151	-1.25211053373683	0.934914545679432	0.961643502187508	0.0267289565080757	"3"	143060532	"F"	"II"	"SLC9A9-AS1"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs544777152"	"35"
"cg09427745"	0.0441960974682851	0.874977782817263	3.53352325356365	0.000838154679978412	0.483672087527151	-1.25272400615908	0.847355221899584	0.89155131936787	0.0441960974682851	"16"	71932006	"R"	"II"	"KIAA0174"	"5'UTR"	"shelf"	"5'UTR-shelf"	"chr16:71928861-71929953"	"rs559900344;rs577630258;rs72801778"	"32;16;13"
"cg01504714"	0.021108030512862	0.966199303302378	3.53312177896309	0.000839191344599507	0.483672087527151	-1.25388786607894	0.953006784231839	0.974114814744702	0.0211080305128625	"1"	214576528	"R"	"II"	"PTPN14"	"Body"	"opensea"	"Body-opensea"	""	"rs4636427;rs568347426;rs189527546;rs6657749;rs565866768;rs557693616;rs557875416"	"48;39;35;17;13;2;1"
"cg03602013"	-0.020109096768086	0.0626826361197565	-3.53306273892848	0.000839343897368133	0.483672087527151	-1.25405901395412	0.0752508215998103	0.0551417248317243	-0.020109096768086	"11"	82612022	"F"	"II"	"C11orf82"	"TSS1500"	"shore"	"TSS1500-shore"	"chr11:82612259-82612844"	"rs554204477"	"3"
"cg03953832"	0.0327347232060091	0.9206604024018	3.53212885329417	0.000841760469069155	0.484292382804344	-1.25676596478275	0.900201200398044	0.932935923604054	0.0327347232060093	"1"	101615251	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	""	""
"cg25212814"	0.0881540032298036	0.843978858990445	3.53198333384844	0.000842137619218859	0.484292382804344	-1.25718772550055	0.788882606971818	0.877036610201621	0.0881540032298037	"6"	88105618	"R"	"II"	"C6orf164"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs7743552"	"22"
"cg25143247"	0.0387096054719475	0.804468112706702	3.53187329419793	0.000842422921463822	0.484292382804344	-1.25750664748121	0.780274609286735	0.818984214758683	0.0387096054719475	"6"	163616864	"F"	"I"	"PACRG"	"Body"	"opensea"	"Body-opensea"	""	"rs371061922;rs192301795"	"28;38"
"cg27064481"	0.0363876476035668	0.948026290940966	3.53032099808479	0.000846457418132381	0.48622645320477	-1.2620049199419	0.925284011188737	0.961671658792304	0.0363876476035668	"3"	43512928	"R"	"II"	"ANO10"	"Body"	"opensea"	"Body-opensea"	""	"rs576755882;rs187177696"	"45;44"
"cg14180696"	-0.139757641173643	0.482209230708872	-3.52956323264601	0.000848433568258084	0.486538451987801	-1.26420033638343	0.569557756442399	0.429800115268756	-0.139757641173643	"3"	194089473	"R"	"II"	"LRRC15"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs563069674;rs575125601"	"21;2"
"cg02729747"	0.0510886987091473	0.893999767833197	3.5286548609993	0.000850808270954127	0.486538451987801	-1.2668317033023	0.86206933113998	0.913158029849127	0.0510886987091477	"7"	152375490	"R"	"II"	""	"IGR"	"shelf"	"IGR-shelf"	"chr7:152372980-152373421"	"rs115699350;rs145405079"	"29;3"
"cg09786062"	0.0625845053276615	0.805553344148293	3.52852784031485	0.000851140837802236	0.486538451987801	-1.26719962239921	0.766438028318505	0.829022533646167	0.0625845053276616	"4"	152097288	"F"	"II"	"SH3D19"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs539876509;rs564614838"	"0;1"
"cg19345616"	0.0535659106881627	0.929111457961241	3.52852710859177	0.000851142753965714	0.486538451987801	-1.26720174183227	0.89563276378114	0.949198674469303	0.053565910688163	"7"	33423343	"R"	"II"	"BBS9"	"Body"	"opensea"	"Body-opensea"	""	"rs140152204;rs200411783;rs34209904;rs543113169"	"33;30;8;2"
"cg16014050"	0.0300086667966798	0.952116125710066	3.52845249055733	0.000851338177813961	0.486538451987801	-1.26741787123186	0.933360708962141	0.963369375758821	0.03000866679668	"13"	31713922	"F"	"II"	"HSPH1"	"Body"	"opensea"	"Body-opensea"	""	"rs573920746"	"29"
"cg15609478"	0.0166022041517205	0.968472886912364	3.52814086371608	0.00085215478730384	0.486538451987801	-1.26832046013379	0.958096509317539	0.97469871346926	0.0166022041517209	"17"	2326408	"F"	"II"	"METTL16"	"Body"	"opensea"	"Body-opensea"	""	"rs74616700"	"41"
"cg01218756"	0.0191620385204802	0.972404108574582	3.52813174199739	0.000852178701750401	0.486538451987801	-1.26834687931924	0.960427834499281	0.979589873019762	0.0191620385204804	"4"	48695242	"R"	"II"	"FRYL"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs562927144;rs189742920"	"23;21"
"cg26582085"	0.0664468821745146	0.912027713473691	3.5278368948021	0.00085295204820568	0.486538451987801	-1.26920082060873	0.870498412114619	0.936945294289134	0.0664468821745146	"15"	25225929	"R"	"II"	"PAR-SN"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs554038393"	"2"
"cg06969118"	0.0334907200365804	0.936585492194169	3.52780482587549	0.000853036201191846	0.486538451987801	-1.26929369646104	0.915653792171306	0.949144512207887	0.0334907200365806	"2"	37374960	"F"	"II"	"EIF2AK2"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs188121865;rs544104899"	"19;41"
"cg06726118"	0.0420338485372348	0.925445397851946	3.52701828551201	0.000855102661557365	0.487018848474707	-1.27157145554546	0.899174242516175	0.94120809105341	0.0420338485372348	"10"	76346995	"R"	"II"	"ADK"	"Body"	"opensea"	"Body-opensea"	""	"rs368928451"	"16"
"cg02632742"	0.034186329714914	0.925160227551518	3.5268331611721	0.000855589727437873	0.487018848474707	-1.27210751475451	0.903793771479697	0.937980101194611	0.0341863297149138	"2"	60187357	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs567891979;rs140543853;rs369593792"	"6;11;19"
"cg11996362"	0.0331797573179226	0.879158481769014	3.52668982581304	0.000855967027160676	0.487018848474707	-1.27252255468943	0.858421133445313	0.891600890763235	0.0331797573179228	"20"	31592878	"R"	"I"	"SUN5"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs546128251;rs564332218;rs139522153"	"51;15;14"
"cg13831848"	0.0402836453646489	0.948027354211113	3.52645257924953	0.00085659187633441	0.487018848474707	-1.27320949938128	0.922850075858208	0.963133721222857	0.0402836453646492	"9"	95153962	"F"	"II"	"OGN"	"Body"	"opensea"	"Body-opensea"	""	"rs116388354"	"10"
"cg14367513"	0.0691781142201786	0.867404961269944	3.52615345179809	0.00085738032379539	0.487018848474707	-1.27407557813299	0.824168639882332	0.893346754102511	0.0691781142201792	"13"	42231920	"F"	"II"	"KIAA0564"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg13587325"	0.0106674738774659	0.0662507423941849	3.52557680714415	0.000858902208947716	0.487018848474707	-1.27574503626217	0.0595835712207687	0.0702510450982346	0.010667473877466	"12"	6977202	"R"	"I"	"TPI1"	"Body"	"island"	"Body-island"	"chr12:6976392-6977393"	""	""
"cg04465552"	0.0858596198233191	0.874386392024881	3.52550108990583	0.000859102233484064	0.487018848474707	-1.27596423437231	0.820724129635307	0.906583749458626	0.0858596198233192	"5"	93200579	"F"	"II"	"FAM172A"	"Body"	"opensea"	"Body-opensea"	""	"rs558811336"	"0"
"cg05836422"	0.0514813538560256	0.810289312789778	3.52544562927669	0.000859248773668365	0.487018848474707	-1.27612478860525	0.778113466629762	0.829594820485788	0.0514813538560257	"5"	118474490	"F"	"II"	"DMXL1"	"Body"	"opensea"	"Body-opensea"	""	"rs113124153;rs549008819;rs562759323;rs531549451"	"7;30;32;45"
"cg21601056"	0.0419880274402414	0.874747758315135	3.52442141474599	0.000861959275526961	0.487880769327495	-1.27908952541938	0.848505241164984	0.890493268605226	0.0419880274402415	"16"	75495231	"F"	"II"	"TMEM170A"	"Body"	"shelf"	"Body-shelf"	"chr16:75497828-75498780"	"rs569302711;rs370729200;rs11641430"	"10;19;45"
"cg00476270"	0.0766096004672496	0.881592191513192	3.52436288504367	0.000862114415426966	0.487880769327495	-1.27925893175362	0.833711191221161	0.910320791688411	0.0766096004672501	"16"	89745957	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs570076614;rs537297863"	"38;1"
"cg04229842"	-0.0131070556957941	0.0597071167151967	-3.52392684755532	0.000863271021703093	0.488054697624232	-1.28052092788225	0.067899026525068	0.0547919708292739	-0.0131070556957941	"17"	55038233	"R"	"II"	"COIL"	"1stExon"	"island"	"1stExon-island"	"chr17:55038057-55038530"	"rs557285519;rs146989181;rs575780683"	"40;21;19"
"cg12846656"	-0.0114866003799381	0.0411410655082001	-3.52373996437218	0.000863767188858308	0.488054697624232	-1.28106178221109	0.0483201907456613	0.0368335903657233	-0.0114866003799381	"5"	72683866	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs545293830;rs563668599;rs530797141"	"42;41;25"
"cg02583183"	0.0349413506366972	0.937148179964803	3.52276257316856	0.000866366549968571	0.488913350069858	-1.28389013412648	0.915309835816867	0.950251186453564	0.0349413506366972	"16"	75450019	"F"	"II"	"CFDP1"	"Body"	"opensea"	"Body-opensea"	""	"rs114659019;rs7199132;rs545405802"	"0;20;27"
"cg27087555"	0.0260531136936306	0.882248297568014	3.52265390894198	0.000866656001006826	0.488913350069858	-1.28420455369035	0.865965101509494	0.892018215203125	0.0260531136936312	"16"	88793112	"R"	"I"	"FAM38A"	"Body"	"island"	"Body-island"	"chr16:88793071-88793877"	"rs2340979;rs143054492;rs553446531;rs376861499;rs4516218;rs558042926;rs576122374;rs543630348;rs4424896;rs540619953;rs558874354"	"51;45;27;26;24;19;13;12;11;5;2"
"cg11258011"	0.0469707012285516	0.912971848801244	3.52240906123864	0.000867308544243214	0.488913350069858	-1.28491299733957	0.883615160533399	0.930585861761951	0.0469707012285517	"1"	28159642	"R"	"II"	"PPP1R8"	"5'UTR"	"shore"	"5'UTR-shore"	"chr1:28157221-28157788"	"rs150005794;rs17162839"	"35;1"
"cg24134472"	-0.204322756329444	0.422887899748184	-3.5212143119739	0.000870499386439479	0.489583692100331	-1.28836944734811	0.550589622454086	0.346266866124642	-0.204322756329444	"5"	173262223	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs544449037;rs373561315;rs560424742"	"9;8;6"
"cg08461705"	0.0311083015174487	0.947351182429771	3.52089134240493	0.000871363865732211	0.489583692100331	-1.28930368269744	0.927908493981366	0.959016795498814	0.0311083015174488	"2"	203038979	"F"	"II"	""	"IGR"	"shelf"	"IGR-shelf"	"chr2:203036051-203036296"	"rs534528568;rs77269621;rs576934544"	"9;11;48"
"cg08720255"	0.0519131486539908	0.8980443897817	3.52076124899133	0.000871712312322577	0.489583692100331	-1.28967998115563	0.865598671872956	0.917511820526947	0.0519131486539908	"10"	70419625	"R"	"II"	"TET1"	"Body"	"opensea"	"Body-opensea"	""	"rs563234732;rs78678502"	"40;10"
"cg09962458"	0.0462719328344664	0.903663703272467	3.52069519914391	0.000871889273246148	0.489583692100331	-1.28987102864902	0.874743745250926	0.921015678085392	0.0462719328344663	"14"	72178358	"F"	"II"	"SIPA1L1"	"Body"	"opensea"	"Body-opensea"	""	"rs184112861;rs139654539"	"10;17"
"cg17555561"	0.0323339058981903	0.947331827751776	3.52066247920818	0.000871976949253975	0.489583692100331	-1.28996566939134	0.927123136565407	0.959457042463597	0.0323339058981905	"17"	71014082	"F"	"II"	"SLC39A11"	"Body"	"opensea"	"Body-opensea"	""	"rs567356435"	"32"
"cg27528817"	0.0302652775644089	0.952957856698373	3.51995156703495	0.000873883976533072	0.489583692100331	-1.29202181000936	0.934042058220617	0.964307335785026	0.0302652775644087	"3"	72860419	"R"	"II"	"SHQ1"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg20630456"	-0.02462577471661	0.0422718802273886	-3.51986935208381	0.000874104774799582	0.489583692100331	-1.29225957992607	0.0576629894252699	0.0330372147086598	-0.02462577471661	"18"	43542576	"F"	"II"	"EPG5"	"Body"	"opensea"	"Body-opensea"	""	"rs558957927"	"45"
"cg22249292"	0.0473813153910536	0.897502139645215	3.5197425539897	0.000874445410678536	0.489583692100331	-1.29262627976663	0.867888817525807	0.91527013291686	0.0473813153910535	"4"	74592118	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs193188310;rs184654849;rs76273484;rs570384853;rs538118460"	"49;34;11;10;1"
