""	"seqnames"	"start"	"end"	"width"	"strand"	"value"	"area"	"cluster"	"indexStart"	"indexEnd"	"L"	"clusterL"	"p.value"	"fwer"	"p.valueArea"	"fwerArea"
"DMR_1561"	"chr15"	96896415	96897475	1060	"*"	-0.955968373841824	8.60371536457642	148085	47890	47898	9	9	0.00976727731376802	0.896	0.0243643578976512	0.98
"DMR_1562"	"chr12"	121077927	121078214	287	"*"	-1.0133705647073	7.09359395295107	105401	34775	34781	7	9	0.0109362742836048	0.896	0.0422838509221233	0.992
"DMR_1563"	"chr3"	54157093	54157900	807	"*"	-0.950832419261071	8.55749177334964	283626	91303	91311	9	9	0.0100825988648424	0.9	0.02480273176134	0.98
"DMR_1564"	"chr10"	99789577	99790910	1333	"*"	-0.947613081116617	8.52851773004955	55906	17075	17083	9	9	0.0103287034900712	0.9	0.0250488363865688	0.98
"DMR_1565"	"chr1"	119549626	119550983	1357	"*"	-0.94619665411747	8.51576988705723	23745	7885	7893	9	9	0.0103748481073016	0.9	0.0251411256210296	0.98
"DMR_1566"	"chr3"	147124100	147124827	727	"*"	-0.946170395933579	8.51553356340221	293935	94029	94037	9	11	0.0103748481073016	0.9	0.0251411256210296	0.98
"DMR_1567"	"chr4"	4856380	4857506	1126	"*"	-0.945811366795608	8.51230230116047	303039	96563	96571	9	9	0.0103979204159168	0.9	0.0251718886991832	0.98
"DMR_1568"	"chr9"	87285133	87285701	568	"*"	-0.980777285925166	7.84621828740133	415710	132172	132179	8	8	0.0111669973697568	0.9	0.0323089228308185	0.988
"DMR_1569"	"chr14"	90527378	90528371	993	"*"	-0.810420511528474	9.72504613834169	129731	42150	42161	12	12	0.00747542799132481	0.904	0.0157814590927968	0.968
"DMR_1570"	"chr14"	61116121	61117162	1041	"*"	-0.803676815532881	9.64412178639457	124793	40586	40597	12	13	0.00769846030793841	0.904	0.016265977573716	0.968
"DMR_1571"	"chr1"	109203610	109203923	313	"*"	-0.873365058516898	8.73365058516898	21724	6962	6971	10	18	0.0108132219709904	0.904	0.023033854767508	0.98
"DMR_1572"	"chr1"	112532802	112533260	458	"*"	-0.873278769581963	8.73278769581963	22639	7445	7454	10	10	0.0108286035100672	0.904	0.0230415455370464	0.98
"DMR_1573"	"chr13"	39260309	39261432	1123	"*"	-0.869014124166643	8.69014124166643	111909	36623	36632	10	10	0.0111208527525264	0.904	0.0234799194007352	0.98
"DMR_1574"	"chr2"	119067552	119068497	945	"*"	-0.942184267109832	8.47965840398849	230094	76110	76118	9	9	0.0105901896543768	0.904	0.0254641379416424	0.98
"DMR_1575"	"chr5"	133451021	133451625	604	"*"	-0.940916239804046	8.46824615823641	334300	105305	105313	9	9	0.010690169658376	0.904	0.025610262562872	0.98
"DMR_1576"	"chr17"	79494898	79495664	766	"*"	-0.938420008131336	8.44578007318202	186494	61179	61187	9	11	0.0108209127405288	0.904	0.025840985649024	0.98
"DMR_1577"	"chr7"	73184526	73184883	357	"*"	-0.977664657890597	7.82131726312478	378281	122693	122700	8	12	0.0115053912294464	0.904	0.0326088628428161	0.988
"DMR_1578"	"chr9"	137967179	137967652	473	"*"	-0.977455643247024	7.81964514597619	424959	133460	133467	8	11	0.0115438450771384	0.904	0.0326396259209697	0.988
"DMR_1579"	"chr12"	14926744	14927245	501	"*"	-0.975918503197997	7.80734802558398	90508	29032	29039	8	17	0.0116361343115992	0.904	0.0327626782335841	0.988
"DMR_1580"	"chr5"	44388688	44388972	284	"*"	-1.01031550769963	7.07220855389744	325398	102435	102441	7	9	0.0111746881392952	0.904	0.0426222447818129	0.992
"DMR_1581"	"chr8"	145027741	145028257	516	"*"	-1.00899496893251	7.06296478252758	410548	131205	131211	7	11	0.011266977373756	0.904	0.0427299155553505	0.992
"DMR_1582"	"chr1"	156697350	156697896	546	"*"	-1.00879215241781	7.0615450669247	26377	9472	9478	7	21	0.0112900496823712	0.904	0.0427452970944273	0.992
"DMR_1583"	"chr7"	30029717	30029938	221	"*"	-1.00857720519389	7.06004043635724	373413	121741	121747	7	15	0.0113131219909864	0.904	0.0427606786335041	0.992
"DMR_1584"	"chr17"	48072651	48073063	412	"*"	-1.00807473388895	7.05652313722267	178798	58870	58876	7	9	0.01134388506914	0.904	0.0427914417116577	0.992
"DMR_1585"	"chr8"	140716671	140717689	1018	"*"	-0.841189668912339	9.25308635803573	408667	130726	130736	11	13	0.00945195576269361	0.908	0.018919293064464	0.968
"DMR_1586"	"chr7"	70597058	70597921	863	"*"	-0.837471794042164	9.21218973446381	378022	122595	122605	11	11	0.00964422500115361	0.908	0.019265377693692	0.968
"DMR_1587"	"chr12"	85430029	85430659	630	"*"	-0.835781781577824	9.19359959735606	99376	32728	32738	11	13	0.00973651423561442	0.908	0.0194268838539984	0.968
"DMR_1588"	"chr8"	119634155	119634795	640	"*"	-0.835684775184142	9.19253252702556	405354	130256	130266	11	11	0.00975189577469122	0.908	0.0194345746235368	0.968
"DMR_1589"	"chr14"	69726197	69726826	629	"*"	-0.833751817870422	9.17126999657464	126548	41135	41145	11	22	0.00982880347007522	0.908	0.019534554627536	0.968
"DMR_1590"	"chr11"	19734588	19735276	688	"*"	-0.866565651085934	8.66565651085934	68210	21329	21338	10	11	0.011305431221448	0.908	0.0236952609478104	0.98
"DMR_1591"	"chr11"	104034058	104035204	1146	"*"	-0.866262325865884	8.66262325865884	81052	26127	26136	10	10	0.011305431221448	0.908	0.0236952609478104	0.98
"DMR_1592"	"chr14"	96670738	96671262	524	"*"	-0.864275993503366	8.64275993503366	131313	42584	42593	10	10	0.0114746281512928	0.908	0.0239106024948856	0.98
"DMR_1593"	"chr1"	224803763	224804226	463	"*"	-0.934249114905824	8.40824203415241	36973	12494	12502	9	9	0.0111593066002184	0.908	0.0262793595127128	0.98
"DMR_1594"	"chr4"	174438930	174440103	1173	"*"	-0.932836669891627	8.39553002902464	317954	100905	100913	9	9	0.011228523526064	0.908	0.0263485764385584	0.98
"DMR_1595"	"chr19"	17798755	17799552	797	"*"	-0.974438927859227	7.79551142287382	203170	66515	66522	8	8	0.0117822589328288	0.908	0.0328857305461984	0.988
"DMR_1596"	"chr4"	155664941	155665249	308	"*"	-0.974183048121152	7.79346438496922	316617	100461	100468	8	8	0.0117976404719056	0.908	0.0329011120852753	0.988
"DMR_1597"	"chr1"	55445837	55446640	803	"*"	-0.973955960651365	7.79164768521092	16327	5149	5156	8	10	0.011805331241444	0.908	0.0329318751634289	0.988
"DMR_1598"	"chr4"	56659770	56660460	690	"*"	-0.972773093216691	7.78218474573353	308449	97903	97910	8	8	0.0119283835540584	0.908	0.0330549274760433	0.988
"DMR_1599"	"chr6"	152011103	152011666	563	"*"	-0.971800933626231	7.77440746900984	364104	119584	119591	8	8	0.0119822189408272	0.908	0.0331625982495809	0.988
"DMR_1600"	"chr12"	116970856	116971165	309	"*"	-0.971563589155076	7.77250871324061	104542	34460	34467	8	8	0.0120129820189808	0.908	0.0332087428668113	0.988
"DMR_1601"	"chr17"	11501503	11501663	160	"*"	-0.970759392945117	7.76607514356094	170757	55422	55429	8	9	0.012074508175288	0.908	0.0332779597926569	0.988
"DMR_1602"	"chr9"	140446233	140446458	225	"*"	-0.97062888488802	7.76503107910416	426323	133619	133626	8	9	0.0120821989448264	0.908	0.0332933413317337	0.988
"DMR_1603"	"chr17"	7253189	7253720	531	"*"	-0.970582806175225	7.7646624494018	169551	54846	54853	8	8	0.0120898897143648	0.908	0.0332933413317337	0.988
"DMR_1604"	"chr1"	205473222	205473559	337	"*"	-1.00556029852989	7.03892208970924	33898	11660	11666	7	13	0.0115207727685232	0.908	0.0431144540322705	0.992
"DMR_1605"	"chr11"	7695165	7695528	363	"*"	-1.00380321947026	7.0266225362918	65731	20578	20584	7	9	0.0116668973897528	0.908	0.0432759601925769	0.992
"DMR_1606"	"chr1"	247681102	247681931	829	"*"	-0.858866324862965	8.58866324862965	41158	13477	13486	10	10	0.0118899297063664	0.912	0.0244797194407272	0.98
"DMR_1607"	"chr14"	36989922	36991101	1179	"*"	-0.857862930918075	8.57862930918075	122309	39557	39566	10	10	0.0119360743235968	0.912	0.0246335348314952	0.98
"DMR_1608"	"chr10"	82167764	82168743	979	"*"	-0.930777330888721	8.37699597799849	53238	16298	16306	9	9	0.0113592666082168	0.912	0.026571608755172	0.98
"DMR_1609"	"chr2"	72374840	72375612	772	"*"	-0.925492106401058	8.32942895760952	224749	74459	74467	9	9	0.0116822789288296	0.912	0.0270253641579376	0.98
"DMR_1610"	"chr6"	32942205	32943025	820	"*"	-0.921473517363203	8.29326165626883	350475	114384	114392	9	11	0.0119668374017504	0.912	0.0272791595527048	0.98
"DMR_1611"	"chr16"	5121855	5122251	396	"*"	-1.00087087872666	7.00609615108659	152134	49303	49309	7	11	0.011843785089136	0.912	0.0435989725131897	0.992
"DMR_1612"	"chr17"	31254670	31254878	208	"*"	-0.997309438396699	6.98116606877689	174007	56580	56586	7	11	0.0120975804839032	0.912	0.0440834909941089	0.992
"DMR_1613"	"chr16"	12183789	12184181	392	"*"	-0.996999490438743	6.9789964330712	153224	49580	49586	7	9	0.0121052712534416	0.912	0.0441219448418009	0.992
"DMR_1614"	"chr3"	33318720	33319712	992	"*"	-0.920359014636515	8.28323113172864	279281	89223	89231	9	9	0.0120514358666728	0.916	0.0273637580176272	0.984
"DMR_1615"	"chr14"	36989287	36989588	301	"*"	-0.919822888739215	8.27840599865293	122308	39548	39556	9	9	0.0121052712534416	0.916	0.0274099026348576	0.984
"DMR_1616"	"chr13"	96296979	96297326	347	"*"	-0.91591319033477	8.24321871301293	116245	37713	37721	9	11	0.0124898097303616	0.916	0.0278559672680848	0.984
"DMR_1617"	"chr11"	8102016	8103101	1085	"*"	-0.912077910514522	8.2087011946307	65819	20600	20608	9	11	0.0128589666682048	0.916	0.0281712888191592	0.984
"DMR_1618"	"chr12"	4488749	4489221	472	"*"	-0.967795846914189	7.74236677531351	88357	28208	28215	8	8	0.0123129220309784	0.916	0.0335009921092705	0.988
"DMR_1619"	"chr5"	134366377	134367807	1430	"*"	-0.910193279889955	8.1917395190096	334528	105467	105475	9	10	0.0130589266762032	0.92	0.0283866303662344	0.988
"DMR_1620"	"chr13"	113242878	113243542	664	"*"	-0.988392284925793	6.91874599448055	119009	38198	38204	7	12	0.012920492824512	0.92	0.0450371464168705	0.992
"DMR_1621"	"chr1"	1141927	1142405	478	"*"	-0.987735602441367	6.91414921708957	270	91	97	7	9	0.0130050912894344	0.92	0.0451371264208697	0.992
"DMR_1622"	"chr8"	49647579	49648035	456	"*"	-0.98680261560933	6.90761830926531	398258	128270	128276	7	12	0.0130666174457416	0.92	0.0452140341162537	0.992
"DMR_1623"	"chr5"	158532962	158533798	836	"*"	-0.985330906512459	6.89731634558721	339199	107202	107208	7	8	0.0131435251411256	0.92	0.0453755402765601	0.992
"DMR_1624"	"chr15"	93199018	93199202	184	"*"	-0.984143866808488	6.88900706765942	147556	47786	47792	7	12	0.0132742682232784	0.92	0.0455216648977897	0.992
"DMR_1625"	"chr1"	68517177	68517462	285	"*"	-0.983313595113374	6.88319516579362	18301	5635	5641	7	9	0.013343485149124	0.92	0.0455755002845585	0.992
"DMR_1626"	"chr6"	30652907	30653799	892	"*"	-0.770937246976887	9.25124696372264	349483	111328	111339	12	23	0.00886745727777521	0.924	0.0189423653730792	0.968
"DMR_1627"	"chr17"	46692008	46692553	545	"*"	-0.769947767021488	9.23937320425786	178315	58593	58604	12	14	0.00891360189500561	0.924	0.01903465460754	0.968
"DMR_1628"	"chr5"	72415429	72416275	846	"*"	-0.769499906844366	9.2339988821324	327946	103233	103244	12	14	0.00893667420362082	0.924	0.0190807992247704	0.968
"DMR_1629"	"chr12"	14132940	14133887	947	"*"	-0.823795555889302	9.06175111478233	90415	28988	28998	11	11	0.0103363942596096	0.924	0.020342085429068	0.968
"DMR_1630"	"chr7"	120968817	120969243	426	"*"	-0.851926775014642	8.51926775014642	383941	124806	124815	10	10	0.0124052112654392	0.924	0.0251180533124144	0.98
"DMR_1631"	"chr19"	14048977	14049823	846	"*"	-0.847776721326625	8.47776721326625	201992	65994	66003	10	10	0.0127205328165136	0.924	0.025494901019796	0.98
"DMR_1632"	"chr4"	174452461	174453287	826	"*"	-0.907628356055467	8.1686552044992	317968	100946	100954	9	9	0.0132358143755864	0.924	0.0287019519173088	0.988
"DMR_1633"	"chr5"	140501117	140501540	423	"*"	-0.907255859135762	8.16530273222186	335996	106121	106129	9	12	0.0132742682232784	0.924	0.028725024225924	0.988
"DMR_1634"	"chr5"	122372479	122372942	463	"*"	-0.966288043172859	7.73030434538287	332774	104773	104780	8	9	0.0124513558826696	0.924	0.0336701890391153	0.988
"DMR_1635"	"chr12"	75603068	75603585	517	"*"	-0.965167067594897	7.72133654075918	98574	32481	32488	8	10	0.012535954347592	0.924	0.0338086228908065	0.988
"DMR_1636"	"chr2"	207506480	207507096	616	"*"	-0.964449022639772	7.71559218111817	240083	78901	78908	8	8	0.012612862042976	0.924	0.0338547675080369	0.988
"DMR_1637"	"chr12"	51818681	51819149	468	"*"	-0.961980204822129	7.69584163857704	94676	30665	30672	8	16	0.0128282035900512	0.924	0.0341316352114193	0.988
"DMR_1638"	"chr16"	29887967	29888733	766	"*"	-0.961574510957171	7.69259608765737	156092	50384	50391	8	8	0.0128666574377432	0.924	0.0341470167504961	0.988
"DMR_1639"	"chr6"	87646922	87647644	722	"*"	-0.820739894559978	9.02813884015976	356867	117492	117502	11	16	0.0105055911894544	0.928	0.0205881900542968	0.968
"DMR_1640"	"chr19"	52956622	52957409	787	"*"	-0.816872320671983	8.98559552739182	211124	70423	70433	11	11	0.0107901496623752	0.928	0.0208727485272176	0.968
"DMR_1641"	"chr10"	102989254	102989645	391	"*"	-0.816599395179709	8.9825933469768	56663	17394	17404	11	11	0.0107978404319136	0.928	0.0208881300662944	0.968
"DMR_1642"	"chr2"	1748112	1749076	964	"*"	-0.905082360294941	8.14574124265446	213335	71573	71581	9	9	0.0134357743835848	0.928	0.0288480765385384	0.988
"DMR_1643"	"chr1"	64058523	64058941	418	"*"	-0.904173318581562	8.13755986723405	17514	5426	5434	9	16	0.0135126820789688	0.928	0.028994201159768	0.988
"DMR_1644"	"chr6"	30655472	30656024	552	"*"	-0.902061354503153	8.11855219052838	349485	111360	111368	9	16	0.0137203328565056	0.928	0.02922492424592	0.988
"DMR_1645"	"chr11"	79149759	79150593	834	"*"	-0.96142827344215	7.6914261875372	78974	25400	25407	8	8	0.01288203897682	0.928	0.0341700890591113	0.988
"DMR_1646"	"chr15"	41244853	41245458	605	"*"	-0.957409859231079	7.65927887384863	137341	44158	44165	8	16	0.013228123606048	0.928	0.0346007721532617	0.988
"DMR_1647"	"chr16"	90113696	90114307	611	"*"	-0.956543697477708	7.65234957982166	166841	53771	53778	8	10	0.013305031301432	0.928	0.0346546075400305	0.988
"DMR_1648"	"chr1"	48462306	48462862	556	"*"	-0.955791629793604	7.64633303834883	15057	4659	4666	8	10	0.013381938996816	0.928	0.0347392060049529	0.988
"DMR_1649"	"chr9"	4666266	4666751	485	"*"	-0.981370453699688	6.86959317589782	411538	131513	131519	7	11	0.0135434451571224	0.928	0.0458600587574793	0.992
"DMR_1650"	"chr1"	15573566	15573952	386	"*"	-0.980040013260787	6.86028009282551	5382	1367	1373	7	10	0.013689569778352	0.928	0.0460138741482473	0.992
"DMR_1651"	"chr16"	67695217	67695670	453	"*"	-0.978066986199408	6.84646890339586	160466	52110	52116	7	25	0.013997200559888	0.928	0.0462369064648609	0.992
"DMR_1652"	"chr9"	34989138	34989605	467	"*"	-0.974026698726814	6.8181868910877	413566	131864	131870	7	8	0.0144201928845	0.928	0.0466752803285497	0.992
"DMR_1653"	"chr20"	56725833	56726000	167	"*"	-0.973791427515033	6.81653999260523	257560	83491	83497	7	12	0.0144355744235768	0.928	0.0466983526371649	0.992
"DMR_1654"	"chr10"	116164363	116165190	827	"*"	-0.808581798711984	8.89439978583182	58791	18121	18131	11	13	0.0111593066002184	0.932	0.021611062402904	0.976
"DMR_1655"	"chr4"	174451141	174451493	352	"*"	-0.808282566617278	8.89110823279006	317966	100934	100944	11	12	0.0111669973697568	0.932	0.0216341347115192	0.976
"DMR_1656"	"chr4"	175750280	175751001	721	"*"	-0.804717804619057	8.85189585080962	318073	100993	101003	11	11	0.0113361942996016	0.932	0.021957147032132	0.976
"DMR_1657"	"chr6"	154360344	154360894	550	"*"	-0.842918196377361	8.42918196377361	364321	119663	119672	10	10	0.013112762062972	0.932	0.0260486364265608	0.98
"DMR_1658"	"chr18"	31019946	31020627	681	"*"	-0.900392578364756	8.1035332052828	190636	62502	62510	9	15	0.0138972205558888	0.932	0.0293633580976112	0.988
"DMR_1659"	"chr5"	24644878	24645508	630	"*"	-0.83159516638579	8.31595166385789	323386	101846	101855	10	10	0.013958746712196	0.936	0.0271176533923984	0.98
"DMR_1660"	"chr14"	92788602	92789512	910	"*"	-0.828482438788244	8.28482438788244	130253	42318	42327	10	13	0.0141433251811176	0.936	0.0273560672480888	0.984
"DMR_1661"	"chr18"	905101	905611	510	"*"	-0.899954561683766	8.09959105515389	187618	61742	61750	9	15	0.0139433651731192	0.936	0.02941719348438	0.988
"DMR_1662"	"chr6"	108488335	108489292	957	"*"	-0.899071422375456	8.09164280137911	358667	118027	118035	9	9	0.013997200559888	0.936	0.0295017919493024	0.988
"DMR_1663"	"chr18"	31802071	31802545	474	"*"	-0.896762945216419	8.07086650694777	190671	62528	62536	9	9	0.0142202328765016	0.936	0.0297402058049928	0.988
"DMR_1664"	"chr12"	54446019	54446308	289	"*"	-0.968005176979493	6.77603623885645	95687	31102	31108	7	10	0.01499700059988	0.936	0.0473520680479289	0.992
"DMR_1665"	"chr17"	33775779	33776683	904	"*"	-0.794784985459211	8.74263484005132	174405	56706	56716	11	15	0.0118591666282128	0.94	0.0230107824588928	0.98
"DMR_1666"	"chr6"	26987575	26988289	714	"*"	-0.794683884487868	8.74152272936655	348387	109322	109332	11	11	0.0118591666282128	0.94	0.0230107824588928	0.98
"DMR_1667"	"chr7"	93520172	93520566	394	"*"	-0.792036738685425	8.71240412553968	380271	123400	123410	11	18	0.0119360743235968	0.94	0.0232184332364296	0.98
"DMR_1668"	"chr1"	201476456	201476775	319	"*"	-0.895408324929333	8.058674924364	32516	11268	11276	9	19	0.0143586667281928	0.94	0.0299017119652992	0.988
"DMR_1669"	"chr5"	71402893	71403502	609	"*"	-0.951339269802634	7.61071415842107	327753	103193	103200	8	9	0.0138126220909664	0.94	0.0351468167904881	0.988
"DMR_1670"	"chr3"	62359390	62360058	668	"*"	-0.950059579163903	7.60047663331123	284764	91543	91550	8	14	0.0139356744035808	0.94	0.0352621783335641	0.988
"DMR_1671"	"chr11"	94500612	94501384	772	"*"	-0.949752649116865	7.59802119293492	80202	25884	25891	8	13	0.0139433651731192	0.94	0.0353006321812561	0.988
"DMR_1672"	"chr12"	81471533	81472177	644	"*"	-0.734588425069968	8.81506110083962	99196	32648	32659	12	16	0.0102210327165336	0.944	0.0222878501222832	0.98
"DMR_1673"	"chr1"	41444578	41444880	302	"*"	-0.789165095726359	8.68081605298995	13078	3896	3906	11	22	0.0121360343315952	0.944	0.0236337347915032	0.98
"DMR_1674"	"chr13"	111267720	111268031	311	"*"	-0.788020762102088	8.66822838312297	118353	38083	38093	11	14	0.0121821789488256	0.944	0.0236952609478104	0.98
"DMR_1675"	"chr1"	60392140	60392785	645	"*"	-0.785170078527515	8.63687086380267	17093	5256	5266	11	12	0.012343685109132	0.944	0.0239721286511928	0.98
"DMR_1676"	"chr13"	78491982	78493128	1146	"*"	-0.769372485710954	8.46309734282049	115360	37498	37508	11	45	0.0133357943795856	0.944	0.025648716410564	0.98
"DMR_1677"	"chr10"	99400019	99400449	430	"*"	-0.894392377814152	8.04953140032737	55775	17009	17017	9	11	0.0144201928845	0.944	0.0300170735083752	0.988
"DMR_1678"	"chr1"	242688061	242688681	620	"*"	-0.894053490720483	8.04648141648435	40252	13323	13331	9	9	0.0144509559626536	0.944	0.0300401458169904	0.988
"DMR_1679"	"chr2"	25141901	25142473	572	"*"	-0.894005199319471	8.04604679387524	217233	72183	72191	9	13	0.0144509559626536	0.944	0.0300401458169904	0.988
"DMR_1680"	"chr2"	73142724	73143799	1075	"*"	-0.893679976505251	8.04311978854726	224822	74493	74501	9	9	0.0144740282712688	0.944	0.0300555273560672	0.988
"DMR_1681"	"chr6"	32825045	32825897	852	"*"	-0.890218297956986	8.01196468161288	350435	114186	114194	9	12	0.0147047513574208	0.944	0.0304477566025257	0.988
"DMR_1682"	"chr15"	41805868	41806372	504	"*"	-0.889255781178346	8.00330203060512	137462	44240	44248	9	12	0.0147508959746512	0.944	0.0305400458369864	0.988
"DMR_1683"	"chr6"	78172691	78173607	916	"*"	-0.884434853712037	7.95991368340833	356285	117198	117206	9	9	0.0153277036900312	0.944	0.0310245643179057	0.988
"DMR_1684"	"chr8"	50821904	50822565	661	"*"	-0.883977222013101	7.95579499811791	398358	128290	128298	9	9	0.0153969206158768	0.944	0.0310860904742128	0.988
"DMR_1685"	"chr15"	52043121	52043657	536	"*"	-0.948300804485304	7.58640643588243	139081	45037	45044	8	14	0.0141048713334256	0.944	0.0354621383415625	0.988
"DMR_1686"	"chr12"	57618943	57619401	458	"*"	-0.948227291026315	7.58581832821052	96603	31735	31742	8	8	0.0141048713334256	0.944	0.0354698291111009	0.988
"DMR_1687"	"chr18"	59560091	59560495	404	"*"	-0.947922290659609	7.58337832527687	193762	63221	63228	8	8	0.0141433251811176	0.944	0.0355082829587929	0.988
"DMR_1688"	"chr10"	119293207	119294173	966	"*"	-0.945850516864337	7.56680413491469	59248	18255	18262	8	9	0.0142971405718856	0.944	0.0357159337363297	0.988
"DMR_1689"	"chr12"	52281674	52281997	323	"*"	-0.943524499790029	7.54819599832023	94792	30675	30682	8	11	0.0144817190408072	0.944	0.0359466568224817	0.988
"DMR_1690"	"chr10"	121577971	121578639	668	"*"	-0.965771864092992	6.76040304865094	59724	18364	18370	7	10	0.0152584867641856	0.944	0.0476366265208497	0.992
"DMR_1691"	"chr12"	110270699	110271441	742	"*"	-0.964550324577148	6.75185227204003	102935	33895	33901	7	10	0.015419992924492	0.944	0.0477750603725409	0.992
"DMR_1692"	"chr15"	90294568	90294776	208	"*"	-0.962274722569588	6.73592305798711	146807	47514	47520	7	10	0.0156584067801824	0.944	0.0480750003845385	0.992
"DMR_1693"	"chr3"	192444927	192445594	667	"*"	-0.725426451045722	8.70511741254866	299738	95662	95673	12	12	0.010497900419916	0.948	0.0232876501622752	0.98
"DMR_1694"	"chr4"	119809687	119810092	405	"*"	-0.763762124830776	8.40138337313854	313471	99489	99499	11	11	0.0136588067001984	0.948	0.026302431821328	0.98
"DMR_1695"	"chr6"	31783272	31783545	273	"*"	-0.696076203843222	8.35291444611867	350000	112792	112803	12	24	0.0113208127605248	0.948	0.026763877993632	0.98
"DMR_1696"	"chr17"	56832991	56833425	434	"*"	-0.695426132939633	8.3451135952756	180357	59379	59390	12	15	0.0113361942996016	0.948	0.0268254041499392	0.98
"DMR_1697"	"chr20"	62367632	62368256	624	"*"	-0.825187388666048	8.25187388666048	259556	84048	84057	10	13	0.0144355744235768	0.948	0.027763678033624	0.984
"DMR_1698"	"chr19"	44324747	44325139	392	"*"	-0.824916895204759	8.24916895204759	208060	68841	68850	10	12	0.0144355744235768	0.948	0.0277713688031624	0.984
"DMR_1699"	"chr12"	54398518	54399591	1073	"*"	-0.82280600714909	8.2280600714909	95647	31037	31046	10	10	0.0146047713534216	0.948	0.0279867103502376	0.984
"DMR_1700"	"chr20"	25062754	25063170	416	"*"	-0.822495535346275	8.22495535346275	251091	81550	81559	10	10	0.0146201528924984	0.948	0.0280174734283912	0.984
"DMR_1701"	"chr10"	104178391	104179054	663	"*"	-0.821851255660692	8.21851255660692	56981	17585	17594	10	10	0.0146970605878824	0.948	0.0280559272760832	0.984
"DMR_1702"	"chr20"	35580168	35580555	387	"*"	-0.81325665938634	8.1325665938634	252974	82210	82219	10	13	0.0153507759986464	0.948	0.029071108855152	0.988
"DMR_1703"	"chr1"	12123259	12124114	855	"*"	-0.810518528700539	8.10518528700539	4760	1270	1279	10	12	0.0155276636980296	0.948	0.0293479765585344	0.988
"DMR_1704"	"chr7"	89874365	89875086	721	"*"	-0.937957981033821	7.50366384827057	379846	123166	123173	8	9	0.0149354744435728	0.948	0.0365542276160153	0.992
"DMR_1705"	"chr13"	38443634	38444087	453	"*"	-0.95669759024084	6.69688313168588	111874	36596	36602	7	9	0.0163275037300232	0.948	0.0487825511820713	0.992
"DMR_1706"	"chr20"	30225517	30225851	334	"*"	-0.955523026060004	6.68866118242003	251377	81690	81696	7	10	0.016458246812176	0.948	0.0488979127251473	0.992
"DMR_1707"	"chr11"	1769289	1769645	356	"*"	-0.955318889304056	6.68723222512839	64121	19572	19578	7	8	0.0164659375817144	0.948	0.0489056034946857	0.992
"DMR_1708"	"chr7"	141250424	141251025	601	"*"	-0.954887045884979	6.68420932119485	386971	125694	125700	7	11	0.0165043914294064	0.948	0.0489440573423777	0.992
"DMR_1709"	"chr1"	20878540	20879813	1273	"*"	-0.755258702633121	8.30784572896433	7165	1706	1716	11	13	0.0141356344115792	0.952	0.027148416470552	0.98
"DMR_1710"	"chr2"	51259175	51259807	632	"*"	-0.686328212689051	8.23593855226861	221821	73485	73496	12	16	0.0115438450771384	0.952	0.0279098026548536	0.984
"DMR_1711"	"chr12"	49319398	49319981	583	"*"	-0.805917290093489	8.05917290093489	93916	30113	30122	10	20	0.0158968206358728	0.952	0.0298863304262224	0.988
"DMR_1712"	"chr13"	28493913	28494177	264	"*"	-0.933726497385548	7.46981197908438	110451	36201	36208	8	8	0.0154661375417224	0.952	0.0370848907141649	0.992
"DMR_1713"	"chr6"	25652109	25652531	422	"*"	-0.932208776239095	7.45767020991276	348069	109155	109162	8	11	0.0155968806238752	0.952	0.0372771599526249	0.992
"DMR_1714"	"chr2"	177042493	177043501	1008	"*"	-0.931603072364462	7.4528245789157	236846	77780	77787	8	8	0.0156584067801824	0.952	0.0373233045698553	0.992
"DMR_1715"	"chr7"	99717870	99718264	394	"*"	-0.951622931680301	6.6613605217621	381291	124000	124006	7	26	0.0169504560626336	0.952	0.0493516681279129	0.992
"DMR_1716"	"chr12"	7281783	7282376	593	"*"	-0.951074858165953	6.65752400716167	89231	28702	28708	7	23	0.0170196729884792	0.952	0.0494208850537585	0.992
"DMR_1717"	"chr4"	174449827	174450722	895	"*"	-0.949576052445028	6.64703236711519	317965	100927	100933	7	11	0.0171427253010936	0.952	0.0495593189054497	0.992
"DMR_1718"	"chr12"	21927425	21927990	565	"*"	-0.745662784995053	8.20229063494559	91095	29239	29249	11	11	0.0146586067401904	0.956	0.0282712688231584	0.984
"DMR_1719"	"chr19"	58446312	58446988	676	"*"	-0.797293333632708	7.97293333632708	212545	71267	71276	10	10	0.0165428452770984	0.956	0.0308476766185224	0.988
"DMR_1720"	"chr1"	247275344	247275872	528	"*"	-0.876444561633356	7.88800105470021	41065	13457	13465	9	12	0.0160583267961792	0.956	0.0317705689631304	0.988
"DMR_1721"	"chr1"	205197651	205198126	475	"*"	-0.929428408165332	7.43542726532265	33778	11622	11629	8	17	0.015842985249104	0.956	0.0375463368864689	0.992
"DMR_1722"	"chr6"	168719954	168720679	725	"*"	-0.929292076143521	7.43433660914817	367100	120084	120091	8	9	0.015842985249104	0.956	0.0375540276560073	0.992
"DMR_1723"	"chr1"	226411008	226411270	262	"*"	-0.926330465190533	7.41064372152427	37300	12579	12586	8	9	0.0160583267961792	0.956	0.0378232045898513	0.992
"DMR_1724"	"chr1"	247802703	247803166	463	"*"	-0.924798091612583	7.39838473290066	41186	13487	13494	8	8	0.0162121421869472	0.956	0.0379462569024657	0.992
