"ID"	"Description"	"mIDH1_NES"	"mIDH2_NES"	"NR_NES"	"R_NES"	"mIDH1_pvalue"	"mIDH2_pvalue"	"NR_pvalue"	"R_pvalue"	"mIDH1_core_enrichment"	"mIDH2_core_enrichment"	"NR_core_enrichment"	"R_core_enrichment"
"WP477"	"Cytoplasmic ribosomal proteins"	5.61880350112695	4.68711338682949	5.09863520424564	5.17922043983502	1e-10	1e-10	1e-10	1e-10	"RPS27/RPS13/RPS7/RPS5/RPS14/RPS6/RPS4X/RPS8/RPS3/RPS9/RPS4Y1/RPS23/RPL11/RPS2/RPS11/RPL18A/RPL4/RPL24/RPL15/RPL17/RPL13A/RPL23A/RPS17/RPL27A/RPL10/RPL6/RPL34/RPL28/RPL35/RPL8/RPL26/RPS12/RPL29/RPL31/RPS19/RPS20/RPL21/RPL5/RPL12/RPL32/RPL3/RPL7A/RPS26/RPLP2/RPL10A/RPS18/RPSA/RPS16/RPL27/RPL23/RPS25/RPLP0/RPL14/RPL35A/RPL7/RPL38/RPS3A/RPL22/RPL18/RPL9/RPL13/RPS10"	"RPS5/RPS8/RPS7/RPS4X/RPS9/RPS13/RPL14/RPL5/RPS27/RPL17/RPS17/RPS12/RPS25/RPS19/RPL18A/RPS20/RPS4Y1/RPSA/RPL15/RPLP2/RPS2/RPL7A/RPL12/RPS10/RPL26/RPL34/RPL10A/RPL31/RPS23/RPL9/RPS3/RPLP0/RPL35/RPL3/RPS16/RPL32/RPS18/RPL8/RPL21/RPL29/RPL22/RPL24/RPL11/RPL23A/RPL28/RPL35A/RPL4/RPL6/RPS26/RPL27A/RPL7/RPS11/RPL10/RPL27/RPL13/RPL18/RPS14/RPL37/RPS3A/RPL13A"	"RPS5/RPS7/RPS27/RPS13/RPS8/RPS4X/RPS9/RPS3/RPS2/RPS17/RPL5/RPS4Y1/RPL18A/RPS23/RPS12/RPS19/RPL17/RPL14/RPS20/RPL15/RPS25/RPS18/RPL10A/RPL34/RPSA/RPL11/RPL26/RPL31/RPS11/RPL12/RPL24/RPS16/RPLP2/RPL7A/RPL3/RPL32/RPL35/RPL23A/RPL4/RPS14/RPL8/RPL29/RPLP0/RPL21/RPS10/RPL9/RPL27A/RPL13A/RPL28/RPL6/RPS26/RPL10/RPL22/RPL35A/RPL27/RPL7/RPL13/RPL38/RPS3A/RPL18/RPL23/RPS6"	"RPS5/RPS7/RPS27/RPS13/RPS8/RPS4X/RPS9/RPS3/RPS2/RPS17/RPL5/RPS4Y1/RPL18A/RPS23/RPS12/RPL17/RPS19/RPL14/RPS20/RPL15/RPS25/RPS18/RPL10A/RPL34/RPSA/RPL26/RPL11/RPL31/RPS11/RPL12/RPL24/RPS16/RPLP2/RPL7A/RPL3/RPL32/RPL35/RPL23A/RPL4/RPS14/RPL8/RPL29/RPLP0/RPL21/RPS10/RPL9/RPL27A/RPL13A/RPL28/RPL6/RPS26/RPL10/RPL22/RPL35A/RPL27/RPL7/RPL13/RPL38/RPS3A/RPL18/RPL23/RPS6"
"WP481"	"Insulin signaling"	0	0	-1.64796238469092	0	1	1	0.0374018478403009	1	""	""	"PRKCI/PRKCQ/MTOR/STX4/PRKAA1/PTEN/RPS6KB1/IRS2/CAP1/PTPN11"	""
"WP4829"	"mBDNF and proBDNF regulation of GABA neurotransmission"	0	0	-1.53140450710518	-1.72380665717117	1	1	0.0634146341463415	0.0151530585169097	""	""	"AP2A2/AP2B1/PTEN"	"AP2A2/PLCG1/AP2B1/PTEN"
"WP4868"	"Type I interferon induction and signaling during SARS-CoV-2 infection"	0	-1.61004235541503	0	0	1	0.0613440324424907	1	1	""	"TYK2/IRF9"	""	""
"WP4880"	"Host-pathogen interaction of human coronaviruses - interferon induction"	-1.48808588164134	-1.60803774331111	-1.53462174346465	0	0.0802919708029197	0.0474976159188776	0.0609756097560976	1	"NFKB1/TYK2/TBK1/MAPK14"	"TBK1/TYK2/IRF9"	"NFKB1/TLR7/IRF9"	""
"WP4884"	"Pathogenesis of SARS-CoV-2 mediated by nsp9-nsp10 complex"	-1.57129623242402	-1.75032449741618	0	0	0.0258231192242475	0.00424407951004622	1	1	"CD4"	"LCK"	""	""
"WP49"	"IL-2 signaling pathway"	0	-1.44704004266708	0	0	1	0.0827067669172932	1	1	""	"GRB2/RPS6KB1/CCND2/LCK"	""	""
"WP4905"	"1q21.1 copy number variation syndrome"	-1.43603400294706	0	0	0	0.089086859688196	1	1	1	"PRKAG1"	""	""	""
"WP4906"	"3q29 copy number variation syndrome"	1.66381330272923	0	0	0	0.0301725663009733	1	1	1	"NCBP1/DYNLL1/NCBP2"	""	""	""
"WP4912"	"SARS coronavirus and innate immunity"	0	-1.61004235541503	0	0	1	0.0613440324424907	1	1	""	"TYK2/IRF9"	""	""
"WP4946"	"DNA repair pathways, full network"	-1.59078895337668	-2.01576236595762	-1.73480652029714	-2.03879421239904	0.0471262525415787	0.00871770980060865	0.0167364545343751	0.00254501823233816	"ERCC1/DDB1/GTF2H3/APEX1/XRCC5/CDK7/BRIP1/HMGB1/RAD50/MSH2/RFC4/NBN/RPA3/PRKDC/PALB2/XRCC1/BRCA1/XRCC6"	"RPA3/RPA2/APEX1/XRCC6/GTF2H4/RFC3/PRKDC/DDB1/CDK7/RAD23B/GTF2H3/RPA1/CUL4B/MSH2/NBN/RFC4/RAD50/HMGB1/PALB2"	"XRCC5/RFC3/RPA1/DDB1/RAD23B/CUL4B/APEX1/RPA3/RPA2/NBN/MSH2/XRCC6/PRKDC/RAD50/CDK7/ERCC1/GTF2H3/RFC4"	"XRCC5/RFC3/RPA1/DDB1/APEX1/RAD23B/CUL4B/RPA3/BRIP1/NBN/CDK7/GTF2H3/RPA2/XRCC6/PRKDC/RAD50/ERCC1/MSH2/CHEK1/RFC4/HMGB1/BRCA1/PALB2"
"WP4962"	"Airway smooth muscle cell contraction"	0	0	-1.67708177720658	0	1	1	0.0101200185360162	1	""	""	"CALM1"	""
"WP4963"	"p53 transcriptional gene network"	-1.87411732169968	0	-1.61314312225803	-1.46873579573623	0.00769117102426891	1	0.0613575561638376	0.0797101449275362	"RPTOR/XRCC5/MSH2/PTEN/ICAM1/PRKAA1/PRKAG1"	""	"MSH2/ICAM1/MTOR/PRKAA1/PTEN/IRF9"	"MTOR/MSH2/PRKAA1/PTEN/ICAM1"
"WP4971"	"Phosphoinositides metabolism"	0	0	-1.48791987111175	-1.72445827551073	1	1	0.0921348314606742	0.0172101350841315	""	""	"PTEN"	"PTEN/PIKFYVE"
"WP500"	"Glycogen synthesis and degradation"	1.42207253705888	1.4491310110063	0	1.65064094293586	0.0924657534246575	0.0733333333333333	1	0.0338546836868596	"PPP2CA/PPP2R1A/PPP2R2A"	"PPP2CA/PPP2R1A/PPP2R2A"	""	"PPP2CA/PPP2R1A/PPP2R2A"
"WP5027"	"nsp1 from SARS-CoV-2 inhibits translation initiation in the host cell"	1.60075772384146	0	1.68316241238488	1.67019914871721	0.0513219284603421	1	0.0295201354676378	0.0386398763523957	"EIF2S3/EIF2S1/EIF3B/EIF2S2/EIF3H/EIF3F/EIF3D/EIF3C/EIF3A/EIF3I/EIF3E/EIF3J"	""	"EIF2S3/EIF2S1/EIF3F/EIF3B/EIF3H/EIF3A/EIF2S2/EIF3C/EIF3D/EIF3J/EIF3E/EIF3I"	"EIF2S3/EIF2S1/EIF3F/EIF3B/EIF3H/EIF3A/EIF2S2/EIF3C/EIF3D/EIF3J/EIF3E/EIF3I"
"WP5033"	"Genes associated with the development of rheumatoid arthritis"	0	-1.44862382746681	0	0	1	0.0972222222222222	1	1	""	"CIITA"	""	""
"WP5038"	"Mitochondrial immune response to SARS-CoV-2"	0	0	0	-1.53556614026347	1	1	1	0.0655737704918033	""	""	""	"NFKB1/PHB2/NFKB2"
"WP5055"	"Burn wound healing"	-1.57925734406115	-1.52784626582111	-1.84342384468337	-1.43180070654952	0.0774624499333047	0.060666009477913	0.0172305689242204	0.0893719806763285	"TLR8/NFKB1/HMGB1/ICAM1/FST/S100A6"	"KLF4/FST/NFKB1/S100A6/HMGB1"	"TLR8/NFKB1/ICAM1/PFN1/S100A6/FST/TLR7"	"FST/KLF4/NFKB1/HMGB1/S100A6/ICAM1"
"WP5063"	"FOXP3 in COVID-19"	1.39455685980688	0	0	0	0.0958408679927667	1	1	1	"CD86/STAT3"	""	""	""
"WP5072"	"Modulators of TCR signaling and T cell activation"	-1.46359638456546	0	0	0	0.0952380952380952	1	1	1	"RELA/PIK3R1/GRB2/NFKB1/ZFP36L1/CD247/RPRD1B"	""	""	""
"WP5083"	"Neuroinflammation and glutamatergic signaling"	0	0	-1.46210226628797	0	1	1	0.0766871165644172	1	""	""	"IFNGR2/PRKACA/IL10/IL10RB/IFNGR1/CALM1/STAT6"	""
"WP5085"	"Vasopressin-regulated water reabsorption"	0	0	0	1.4674385741191	1	1	1	0.0907668231611894	""	""	""	"DYNC1H1/DYNC1LI1/DYNC1I2/DCTN1/DYNLL1/PRKACB/DYNLL2/DCTN2/RAB5A"
"WP5087"	"Malignant pleural mesothelioma"	-1.57032643004781	-2.14528723802829	-1.64722702898502	-1.8401788622085	0.0321010474623433	0.000852214083852118	0.0251397191194732	0.0140453852088215	"CDH1/NFKB1/CDK7/YWHAB/HMGN1/WDR5/HMGB1/RBBP4/MAPK3/DVL2/CDK4/PTEN/PAK1/BMI1/PRKAA1/CSNK2A2/VGLL4/SHC1/SUZ12/MAPK14/PRKAG1/BRCA1/MAP3K3"	"ACTB/WDR5/RBBP4/MAPK1/YWHAB/BMI1/FOXM1/SOS1/CDK7/CSNK2A2/CDH1/NFKB1/SUZ12/VGLL4/MTOR/MAD1L1/EIF4B/DVL2/GRB2/HMGN1/PAK1/LIMD1/ITGB2/MDM4/RPS6KB1/CDK4/HMGB1/CCND2/PRKAA1/ASXL1"	"ACTB/YY1/RPS6/CUL1/MAPK1/SOS1/EIF4B/MAD1L1/GRB2/YWHAB/RBBP4/WDR5/SUZ12/CSNK2A2/BMI1/NFKB1/FOXM1/CDK7/RASSF4/MTOR/DVL2/HMGN1/GABPA/VGLL4/PRKAA1/PTEN/IL10/ITGB2/RPS6KB1/CDK4/PAK1"	"ACTB/YY1/RPS6/CUL1/FOXM1/MAPK1/EIF4B/MAD1L1/GRB2/YWHAB/RBBP4/FOXO1/WDR5/CDK4/CDH1/CSNK2A2/CDK7/NFKB1/HMGN1/WNT1/PAK1/MTOR/DVL2/PTK2/SUZ12/PRKAA1/PTEN/HMGB1/BRCA1/FABP4/MAP3K3/ITGB2/ITPR3/RPS6KB2"
"WP5090"	"Complement system in neuronal development and plasticity"	0	0	-2.23962164990551	0	1	1	0.00236476366508293	1	""	""	"ITGB2/ITGAM/C5AR1/CAP1/ITGAX/DEDD"	""
"WP5094"	"Orexin receptor pathway"	0	-1.75839771439302	0	0	1	0.0275487446842146	1	1	""	"KLF4/JARID2/BTF3/TFAM/PRDM16/ZMYM3/CXXC5/HMGA1"	""	""
"WP5114"	"Nucleotide excision repair in xeroderma pigmentosum "	0	-1.50319351436142	0	0	1	0.0519548403993726	1	1	""	"RPA3/RPA2/GPS1/GTF2H4/RFC3/DDB1/USP7/CDK7/RAD23B/GTF2H3/RPA1/CUL4B/HMGN1/RFC4"	""	""
"WP5124"	"Alzheimer's disease"	0	1.45814235765835	0	0	1	0.0879265091863517	1	1	""	"PSMA3/RELA/PSMC4/CSNK2A1/PSMC2/PSMD2/PSMC6/PSMA5/PSMC1/PSMC5/PSMB1/NRBF2/PSMD1/PSMD13/PSMD7/EIF2S1/PSMD12/TUBB4B/PSMD6/PSMA6/PSMA1/PSMC3/PSMD3/MAPK1/PSMB2"	""	""
"WP5130"	"Th17 cell differentiation pathway"	0	0	0	-1.73544646453234	1	1	1	0.0166206677990719	""	""	""	"STAT3/TYK2/NFKB1/CD247/MTOR/PLCG1/TBX21/RXRA/IRF4/LCK/FOXP3"
"WP5153"	"N-glycan biosynthesis"	0	1.53461275738495	1.59590436781717	1.62242485844123	1	0.0536332179930796	0.0516732760480015	0.0434511105206365	""	"DDOST/RPN2/RPN1"	"RPN1/RPN2/DDOST"	"RPN1/RPN2/DDOST"
"WP5180"	"DYRK1A involvement regarding cell proliferation in brain development"	0	0	0	-1.49385688505595	1	1	1	0.0714285714285714	""	""	""	"RBBP4/FOXO1/CDK4/GMNN/RBL1/MTOR/CDK6"
"WP5198"	"Inflammatory bowel disease signaling"	0	0	-1.58430060718218	0	1	1	0.0490688101681569	1	""	""	"STAT3/NFKB1/IL10/IFNGR1/STAT6"	""
"WP5199"	"PtdIns(4,5)P2 in cytokinesis pathway"	-1.66597979305789	0	0	0	0.0106929792436592	1	1	1	"RDX"	""	""	""
"WP5200"	"Dravet syndrome"	0	0	-1.39364468816887	0	1	1	0.099290780141844	1	""	""	"MTOR/CALM1"	""
"WP524"	"G13 signaling pathway"	0	0	-1.76947999770557	0	1	1	0.014070251463349	1	""	""	"PFN1/RPS6KB1/CALM1"	""
"WP5300"	"TROP2 regulatory signaling"	0	0	-1.39364468816887	-1.63147342581831	1	1	0.099290780141844	0.0301775254811866	""	""	"PTEN/CDK4"	"CDH1/NFKB1/PTK2/CHEK1/PTEN"
"WP5323"	"Fatty Acids and Lipoproteins Transport in Hepatocytes"	-1.52359778162801	0	-1.47945995055003	-1.55050933597389	0.0755287009063444	1	0.0835654596100279	0.0632834564588747	"DNM2/RAB5A/PPARD/AP2S1/AP2M1/AP2A2/RAB7A/AP2B1/REPS1/GAPVD1/LGALS3BP/FNBP1/PRKAA1/MIB1/AP2A1"	""	"RAB5A/DNM2/PPARD/AP2S1/AP2M1/AP2A2/CLTA/AP2B1/PRKAA1"	"PPARD/RAB5A/DNM2/AP2S1/AP2M1/AP2A2/CLTA/PRKAA1/AP2B1/FABP4"
"WP5351"	"Kleefstra syndrome"	0	0	-1.61251970196659	-1.43179754858478	1	1	0.0420030649053502	0.0928571428571429	""	""	"EHMT1/SMARCD1/RBBP5/SMARCC1/ACTL6A"	"SMARCC1/WDR5/RBBP5/SMARCD3/ACTL6A/SMARCD1/RXRA"
"WP536"	"Calcium regulation in cardiac cells"	0	0	-1.74967758264959	0	1	1	0.0201553065804809	1	""	""	"PRKACA/GNG7/ADRB2/GNAI1/CALM1/YWHAQ/ADCY7"	""
"WP585"	"Interferon type I signaling pathways"	0	-1.80590176703175	0	0	1	0.0164197297809856	1	1	""	"MTOR/TYK2/EIF4B/RPS6KB1/IRF9/LCK"	""	""
"WP619"	"Type II interferon signaling"	0	-1.74070918674971	-1.68883648556117	0	1	0.0344212009842845	0.0491675135065845	1	""	"IFNGR2/IRF8/CIITA/IRF9"	"IRF8/ICAM1/IFNGR2/IFNGR1/IRF9/PTPN11"	""
"WP623"	"Oxidative phosphorylation"	0	-1.46748652186266	-1.94864446808945	-2.07063970254084	1	0.0754716981132075	0.0119525928661488	0.0015995752743217	""	"NDUFS3/NDUFS1"	"NDUFV1/NDUFA2/NDUFS1/NDUFS3"	"NDUFA2/NDUFS1/NDUFS3"
"WP673"	"ErbB signaling pathway"	0	-1.53314045873272	0	0	1	0.0615053050081914	1	1	""	"SOS1/MTOR/NRAS/GRB2/PAK1/RPS6KB1"	""	""
"WP707"	"DNA damage response"	0	-1.45659025066552	-1.59692505827363	-1.5224108577794	1	0.0860215053763441	0.0670462565726456	0.0322429454900569	""	"NBN/CDK6/RAD50/CDK4/CCND2"	"RPA2/NBN/PRKDC/RAD50/CDK6/CDK4"	"CDK4/NBN/RPA2/PRKDC/RAD50/CHEK1/BRCA1/CDK6"
"WP710"	"DNA damage response (only ATM dependent)"	0	-1.8633826056755	-1.46672517998452	-1.50396407283619	1	0.0117909200132786	0.07202216066482	0.0743589743589744	""	"BCL6/SOS1/NFKB1/NRAS/PPP2R5E/DVL2/GRB2/HMGB1/CCND2"	"BCL6/SOS1/GRB2/NFKB1/NRAS/DVL2/PPP2R5E/PTEN"	"GRB2/BCL6/NFKB1/WNT1/NRAS/DVL2/NFKB2/PTEN/HMGB1"
