"Rownames"	"chr"	"start"	"end"	"Name"
"chr2:233671287-233686503"	"chr2:233671287-233686503"	"chr2"	233671287	233686503	"UGT1A9;UGT1A7"
"chr2:233689534-233691326"	"chr2:233689534-233691326"	"chr2"	233689534	233691326	"UGT1A6"
"chr2:233691327-233693606"	"chr2:233691327-233693606"	"chr2"	233691327	233693606	"UGT1A6"
"chr2:233737974-233746598"	"chr2:233737974-233746598"	"chr2"	233737974	233746598	"DNAJB3"
"chr2:233748303-233751829"	"chr2:233748303-233751829"	"chr2"	233748303	233751829	""
"chr2:234327063-234329861"	"chr2:234327063-234329861"	"chr2"	234327063	234329861	""
"chr2:234356523-234357066"	"chr2:234356523-234357066"	"chr2"	234356523	234357066	""
"chr2:234357067-234364091"	"chr2:234357067-234364091"	"chr2"	234357067	234364091	""
"chr2:234679556-234681683"	"chr2:234679556-234681683"	"chr2"	234679556	234681683	"LINC01173"
"chr2:236068348-236073800"	"chr2:236068348-236073800"	"chr2"	236068348	236073800	""
"chr2:235174509-235176048"	"chr2:235174509-235176048"	"chr2"	235174509	235176048	""
"chr2:235176049-235181974"	"chr2:235176049-235181974"	"chr2"	235176049	235181974	""
"chr2:236037238-236046063"	"chr2:236037238-236046063"	"chr2"	236037238	236046063	""
"chr2:237083864-237084652"	"chr2:237083864-237084652"	"chr2"	237083864	237084652	"COPS8"
"chr2:237084653-237084936"	"chr2:237084653-237084936"	"chr2"	237084653	237084936	"COPS8"
"chr2:237084988-237095013"	"chr2:237084988-237095013"	"chr2"	237084988	237095013	"COPS8"
"chr2:236731648-236732386"	"chr2:236731648-236732386"	"chr2"	236731648	236732386	""
"chr2:236732387-236733639"	"chr2:236732387-236733639"	"chr2"	236732387	236733639	""
"chr2:237254007-237256821"	"chr2:237254007-237256821"	"chr2"	237254007	237256821	""
"chr2:237256822-237257939"	"chr2:237256822-237257939"	"chr2"	237256822	237257939	""
"chr2:237423803-237425836"	"chr2:237423803-237425836"	"chr2"	237423803	237425836	""
"chr2:237425837-237428324"	"chr2:237425837-237428324"	"chr2"	237425837	237428324	""
"chr2:237431564-237438085"	"chr2:237431564-237438085"	"chr2"	237431564	237438085	""
"chr2:237477294-237485178"	"chr2:237477294-237485178"	"chr2"	237477294	237485178	"MLPH"
"chr2:237485179-237488353"	"chr2:237485179-237488353"	"chr2"	237485179	237488353	"MLPH"
"chr2:237508251-237509852"	"chr2:237508251-237509852"	"chr2"	237508251	237509852	"MIR6811"
"chr2:237509853-237516980"	"chr2:237509853-237516980"	"chr2"	237509853	237516980	"MIR6811"
"chr2:237562854-237566381"	"chr2:237562854-237566381"	"chr2"	237562854	237566381	"PRLH"
"chr2:237566382-237567017"	"chr2:237566382-237567017"	"chr2"	237566382	237567017	"PRLH"
"chr2:237588323-237590135"	"chr2:237588323-237590135"	"chr2"	237588323	237590135	"LOC105373958"
"chr2:237590136-237592128"	"chr2:237590136-237592128"	"chr2"	237590136	237592128	"LOC105373958"
"chr2:237598853-237604574"	"chr2:237598853-237604574"	"chr2"	237598853	237604574	"RAB17"
"chr2:238027352-238029246"	"chr2:238027352-238029246"	"chr2"	238027352	238029246	""
"chr2:238029247-238032472"	"chr2:238029247-238032472"	"chr2"	238029247	238032472	""
"chr2:238055943-238059762"	"chr2:238055943-238059762"	"chr2"	238055943	238059762	"SCLY"
"chr2:238059763-238070670"	"chr2:238059763-238070670"	"chr2"	238059763	238070670	"SCLY"
"chr2:238090698-238100136"	"chr2:238090698-238100136"	"chr2"	238090698	238100136	"ESPNL"
"chr2:238100137-238101990"	"chr2:238100137-238101990"	"chr2"	238100137	238101990	"ESPNL"
"chr2:238844023-238850556"	"chr2:238844023-238850556"	"chr2"	238844023	238850556	"TWIST2"
"chr2:238925936-238936638"	"chr2:238925936-238936638"	"chr2"	238925936	238936638	"LINC01940"
"chr2:239078325-239087285"	"chr2:239078325-239087285"	"chr2"	239078325	239087285	"MIR4441"
"chr2:239087286-239087476"	"chr2:239087286-239087476"	"chr2"	239087286	239087476	"MIR4441"
"chr2:239087477-239091915"	"chr2:239087477-239091915"	"chr2"	239087477	239091915	"MIR4441"
"chr2:239113205-239117111"	"chr2:239113205-239117111"	"chr2"	239113205	239117111	""
"chr2:239189974-239193423"	"chr2:239189974-239193423"	"chr2"	239189974	239193423	""
"chr2:239193424-239195257"	"chr2:239193424-239195257"	"chr2"	239193424	239195257	""
"chr2:238769803-238775271"	"chr2:238769803-238775271"	"chr2"	238769803	238775271	""
"chr2:238733258-238741579"	"chr2:238733258-238741579"	"chr2"	238733258	238741579	""
"chr2:238785181-238790830"	"chr2:238785181-238790830"	"chr2"	238785181	238790830	""
"chr2:238790831-238791893"	"chr2:238790831-238791893"	"chr2"	238790831	238791893	""
"chr2:241117539-241118544"	"chr2:241117539-241118544"	"chr2"	241117539	241118544	""
"chr2:241118545-241128459"	"chr2:241118545-241128459"	"chr2"	241118545	241128459	""
"chr2:241145993-241149529"	"chr2:241145993-241149529"	"chr2"	241145993	241149529	"PPP1R7"
"chr2:240693723-240704069"	"chr2:240693723-240704069"	"chr2"	240693723	240704069	""
"chr2:240889490-240897562"	"chr2:240889490-240897562"	"chr2"	240889490	240897562	"MAB21L4"
"chr2:240897563-240900807"	"chr2:240897563-240900807"	"chr2"	240897563	240900807	"MAB21L4"
"chr2:240902165-240910424"	"chr2:240902165-240910424"	"chr2"	240902165	240910424	"CROCC2"
"chr2:240550175-240559190"	"chr2:240550175-240559190"	"chr2"	240550175	240559190	"DUSP28"
"chr2:240559191-240559396"	"chr2:240559191-240559396"	"chr2"	240559191	240559396	"DUSP28"
"chr2:240559397-240561371"	"chr2:240559397-240561371"	"chr2"	240559397	240561371	"DUSP28"
"chr2:240605234-240606242"	"chr2:240605234-240606242"	"chr2"	240605234	240606242	"GPR35"
"chr2:240668379-240671580"	"chr2:240668379-240671580"	"chr2"	240668379	240671580	""
"chr2:240671581-240671837"	"chr2:240671581-240671837"	"chr2"	240671581	240671837	""
"chr2:240684831-240688270"	"chr2:240684831-240688270"	"chr2"	240684831	240688270	"AQP12B"
"chr2:240689645-240693722"	"chr2:240689645-240693722"	"chr2"	240689645	240693722	"AQP12A"
"chr2:240866653-240886054"	"chr2:240866653-240886054"	"chr2"	240866653	240886054	"AGXT"
"chr2:239941518-239943489"	"chr2:239941518-239943489"	"chr2"	239941518	239943489	"MIR4786"
"chr2:239943490-239953097"	"chr2:239943490-239953097"	"chr2"	239943490	239953097	"MIR4786"
"chr2:240020624-240027241"	"chr2:240020624-240027241"	"chr2"	240020624	240027241	"NDUFA10"
"chr2:240027242-240029278"	"chr2:240027242-240029278"	"chr2"	240027242	240029278	"NDUFA10"
"chr2:240029279-240040016"	"chr2:240029279-240040016"	"chr2"	240029279	240040016	"OR6B2"
"chr2:240040017-240054766"	"chr2:240040017-240054766"	"chr2"	240040017	240054766	"OR6B3"
"chr2:240076480-240081687"	"chr2:240076480-240081687"	"chr2"	240076480	240081687	""
"chr2:240190507-240197618"	"chr2:240190507-240197618"	"chr2"	240190507	240197618	""
"chr2:239760927-239767027"	"chr2:239760927-239767027"	"chr2"	239760927	239767027	""
"chr2:241354525-241355862"	"chr2:241354525-241355862"	"chr2"	241354525	241355862	"FARP2"
"chr2:241355863-241358067"	"chr2:241355863-241358067"	"chr2"	241355863	241358067	"FARP2"
"chr2:241151765-241154183"	"chr2:241151765-241154183"	"chr2"	241151765	241154183	"PASK"
"chr2:241183408-241186826"	"chr2:241183408-241186826"	"chr2"	241183408	241186826	"ANO7"
"chr2:241186827-241195605"	"chr2:241186827-241195605"	"chr2"	241186827	241195605	"ANO7"
"chr2:241149530-241151764"	"chr2:241149530-241151764"	"chr2"	241149530	241151764	"PPP1R7;PASK"
"chr2:241753699-241762462"	"chr2:241753699-241762462"	"chr2"	241753699	241762462	""
"chr2:241868587-241870565"	"chr2:241868587-241870565"	"chr2"	241868587	241870565	"RTP5"
"chr20:309124-311636"	"chr20:309124-311636"	"chr20"	309124	311636	""
"chr20:311637-313994"	"chr20:311637-313994"	"chr20"	311637	313994	""
"chr20:293143-304037"	"chr20:293143-304037"	"chr20"	293143	304037	"ZCCHC3"
"chr20:402247-412789"	"chr20:402247-412789"	"chr20"	402247	412789	"RBCK1"
"chr20:445271-448891"	"chr20:445271-448891"	"chr20"	445271	448891	""
"chr20:448892-453463"	"chr20:448892-453463"	"chr20"	448892	453463	""
"chr20:459227-463619"	"chr20:459227-463619"	"chr20"	459227	463619	"TBC1D20"
"chr20:463620-473617"	"chr20:463620-473617"	"chr20"	463620	473617	"TBC1D20"
"chr20:344012-352668"	"chr20:344012-352668"	"chr20"	344012	352668	"NRSN2"
"chr20:1756866-1763168"	"chr20:1756866-1763168"	"chr20"	1756866	1763168	""
"chr20:1491131-1500159"	"chr20:1491131-1500159"	"chr20"	1491131	1500159	"SIRPB2"
"chr20:1764128-1782399"	"chr20:1764128-1782399"	"chr20"	1764128	1782399	"LOC100289473"
"chr20:1816415-1821859"	"chr20:1816415-1821859"	"chr20"	1816415	1821859	""
"chr20:2189845-2194047"	"chr20:2189845-2194047"	"chr20"	2189845	2194047	""
"chr20:2658048-2666519"	"chr20:2658048-2666519"	"chr20"	2658048	2666519	"IDH3B"
"chr20:2688935-2691317"	"chr20:2688935-2691317"	"chr20"	2688935	2691317	"EBF4"
"chr20:2691318-2692509"	"chr20:2691318-2692509"	"chr20"	2691318	2692509	"EBF4"
"chr20:2692510-2694687"	"chr20:2692510-2694687"	"chr20"	2692510	2694687	"EBF4"
"chr20:3068740-3082759"	"chr20:3068740-3082759"	"chr20"	3068740	3082759	"OXT"
"chr20:3356203-3360986"	"chr20:3356203-3360986"	"chr20"	3356203	3360986	""
"chr20:3724243-3733840"	"chr20:3724243-3733840"	"chr20"	3724243	3733840	"HSPA12B"
"chr20:3805003-3807120"	"chr20:3805003-3807120"	"chr20"	3805003	3807120	"LINC01730"
"chr20:4020594-4021976"	"chr20:4020594-4021976"	"chr20"	4020594	4021976	""
"chr20:3807121-3814190"	"chr20:3807121-3814190"	"chr20"	3807121	3814190	"LINC01730"
"chr20:4073472-4085575"	"chr20:4073472-4085575"	"chr20"	4073472	4085575	""
"chr20:3910987-3915549"	"chr20:3910987-3915549"	"chr20"	3910987	3915549	"MIR103A2"
"chr20:3915550-3932105"	"chr20:3915550-3932105"	"chr20"	3915550	3932105	"MIR103A2;MIR103B2"
"chr20:4687134-4694697"	"chr20:4687134-4694697"	"chr20"	4687134	4694697	""
"chr20:4116916-4122279"	"chr20:4116916-4122279"	"chr20"	4116916	4122279	"SMOX"
"chr20:5097171-5101159"	"chr20:5097171-5101159"	"chr20"	5097171	5101159	""
"chr20:4191437-4201659"	"chr20:4191437-4201659"	"chr20"	4191437	4201659	"LINC01433"
"chr20:4586021-4602005"	"chr20:4586021-4602005"	"chr20"	4586021	4602005	""
"chr20:5044278-5047568"	"chr20:5044278-5047568"	"chr20"	5044278	5047568	""
"chr20:4741165-4742682"	"chr20:4741165-4742682"	"chr20"	4741165	4742682	"PRNT"
"chr20:4730057-4741164"	"chr20:4730057-4741164"	"chr20"	4730057	4741164	"PRNT"
"chr20:4758485-4763590"	"chr20:4758485-4763590"	"chr20"	4758485	4763590	""
"chr20:5532262-5533459"	"chr20:5532262-5533459"	"chr20"	5532262	5533459	""
"chr20:5746878-5753832"	"chr20:5746878-5753832"	"chr20"	5746878	5753832	"SHLD1"
"chr20:5908569-5916586"	"chr20:5908569-5916586"	"chr20"	5908569	5916586	"CHGB"
"chr20:5928191-5929471"	"chr20:5928191-5929471"	"chr20"	5928191	5929471	""
"chr20:5947673-5951970"	"chr20:5947673-5951970"	"chr20"	5947673	5951970	"MCM8;TRMT6"
"chr20:5951971-5958994"	"chr20:5951971-5958994"	"chr20"	5951971	5958994	"TRMT6"
"chr20:5960954-5962618"	"chr20:5960954-5962618"	"chr20"	5960954	5962618	""
"chr20:5962619-5967861"	"chr20:5962619-5967861"	"chr20"	5962619	5967861	""
"chr20:6005279-6005799"	"chr20:6005279-6005799"	"chr20"	6005279	6005799	"CRLS1;MCM8-AS1"
"chr20:6005800-6013135"	"chr20:6005800-6013135"	"chr20"	6005800	6013135	"CRLS1;MCM8-AS1"
"chr20:6044453-6054346"	"chr20:6044453-6054346"	"chr20"	6044453	6054346	"LRRN4"
"chr20:6054347-6054926"	"chr20:6054347-6054926"	"chr20"	6054347	6054926	"LRRN4"
"chr20:6054927-6058015"	"chr20:6054927-6058015"	"chr20"	6054927	6058015	"LRRN4"
"chr20:6059567-6067730"	"chr20:6059567-6067730"	"chr20"	6059567	6067730	""
"chr20:6067731-6069711"	"chr20:6067731-6069711"	"chr20"	6067731	6069711	""
"chr20:6069712-6070227"	"chr20:6069712-6070227"	"chr20"	6069712	6070227	""
"chr20:5531216-5532261"	"chr20:5531216-5532261"	"chr20"	5531216	5532261	""
"chr20:5533460-5533749"	"chr20:5533460-5533749"	"chr20"	5533460	5533749	""
"chr20:5538412-5547021"	"chr20:5538412-5547021"	"chr20"	5538412	5547021	""
"chr20:5547022-5550439"	"chr20:5547022-5550439"	"chr20"	5547022	5550439	""
"chr20:5444949-5447963"	"chr20:5444949-5447963"	"chr20"	5444949	5447963	""
"chr20:5525524-5531215"	"chr20:5525524-5531215"	"chr20"	5525524	5531215	"LINC00654"
"chr20:5114542-5125721"	"chr20:5114542-5125721"	"chr20"	5114542	5125721	"TMEM230;CDS2"
"chr20:5533750-5535025"	"chr20:5533750-5535025"	"chr20"	5533750	5535025	""
"chr20:7259431-7259971"	"chr20:7259431-7259971"	"chr20"	7259431	7259971	""
"chr20:8016452-8019397"	"chr20:8016452-8019397"	"chr20"	8016452	8019397	""
"chr20:8019398-8024348"	"chr20:8019398-8024348"	"chr20"	8019398	8024348	"TMX4"
"chr20:8075898-8076428"	"chr20:8075898-8076428"	"chr20"	8075898	8076428	"PLCB1"
"chr20:8828952-8834501"	"chr20:8828952-8834501"	"chr20"	8828952	8834501	"RNU105B"
"chr20:9981666-9984432"	"chr20:9981666-9984432"	"chr20"	9981666	9984432	"ANKEF1"
"chr20:9984700-9986112"	"chr20:9984700-9986112"	"chr20"	9984700	9986112	"ANKEF1"
"chr20:9986113-9987715"	"chr20:9986113-9987715"	"chr20"	9986113	9987715	"ANKEF1"
"chr20:10650397-10652125"	"chr20:10650397-10652125"	"chr20"	10650397	10652125	"MIR6870"
"chr20:12949988-12951124"	"chr20:12949988-12951124"	"chr20"	12949988	12951124	"LINC01723"
"chr20:12951125-12955865"	"chr20:12951125-12955865"	"chr20"	12951125	12955865	"LINC01722"
"chr20:13780959-13783691"	"chr20:13780959-13783691"	"chr20"	13780959	13783691	"NDUFAF5"
"chr20:13786632-13790538"	"chr20:13786632-13790538"	"chr20"	13786632	13790538	"ESF1"
"chr20:18112781-18114587"	"chr20:18112781-18114587"	"chr20"	18112781	18114587	""
"chr20:16745851-16746679"	"chr20:16745851-16746679"	"chr20"	16745851	16746679	"OTOR"
"chr20:14123764-14127629"	"chr20:14123764-14127629"	"chr20"	14123764	14127629	""
"chr20:17211531-17232525"	"chr20:17211531-17232525"	"chr20"	17211531	17232525	"PCSK2"
"chr20:17886605-17897491"	"chr20:17886605-17897491"	"chr20"	17886605	17897491	""
"chr20:17897492-17918504"	"chr20:17897492-17918504"	"chr20"	17897492	17918504	""
"chr20:17958644-17964571"	"chr20:17958644-17964571"	"chr20"	17958644	17964571	"SNORD17"
"chr20:17964572-17968966"	"chr20:17964572-17968966"	"chr20"	17964572	17968966	"SNORD17;MGME1;SNX5"
"chr20:18115339-18118166"	"chr20:18115339-18118166"	"chr20"	18115339	18118166	""
"chr20:17514162-17521629"	"chr20:17514162-17521629"	"chr20"	17514162	17521629	""
"chr20:17968967-17971280"	"chr20:17968967-17971280"	"chr20"	17968967	17971280	"MGME1;SNX5"
"chr20:18010043-18012514"	"chr20:18010043-18012514"	"chr20"	18010043	18012514	""
"chr20:18114588-18115338"	"chr20:18114588-18115338"	"chr20"	18114588	18115338	""
"chr20:18262748-18267045"	"chr20:18262748-18267045"	"chr20"	18262748	18267045	""
"chr20:17683570-17687711"	"chr20:17683570-17687711"	"chr20"	17683570	17687711	"RRBP1"
"chr20:17689566-17692987"	"chr20:17689566-17692987"	"chr20"	17689566	17692987	"BANF2"
"chr20:17477755-17481433"	"chr20:17477755-17481433"	"chr20"	17477755	17481433	""
"chr20:17560300-17566673"	"chr20:17560300-17566673"	"chr20"	17560300	17566673	""
"chr20:17566674-17570939"	"chr20:17566674-17570939"	"chr20"	17566674	17570939	"DSTN;BFSP1"
"chr20:17570940-17572253"	"chr20:17570940-17572253"	"chr20"	17570940	17572253	"BFSP1"
"chr20:17587815-17609504"	"chr20:17587815-17609504"	"chr20"	17587815	17609504	""
"chr20:18256991-18259881"	"chr20:18256991-18259881"	"chr20"	18256991	18259881	""
"chr20:18259882-18261379"	"chr20:18259882-18261379"	"chr20"	18259882	18261379	""
"chr20:18267359-18268773"	"chr20:18267359-18268773"	"chr20"	18267359	18268773	""
"chr20:18484969-18487873"	"chr20:18484969-18487873"	"chr20"	18484969	18487873	""
"chr20:18565905-18566870"	"chr20:18565905-18566870"	"chr20"	18565905	18566870	"SMIM26"
"chr20:18610805-18613232"	"chr20:18610805-18613232"	"chr20"	18610805	18613232	""
"chr20:19209991-19217010"	"chr20:19209991-19217010"	"chr20"	19209991	19217010	"SLC24A3"
"chr20:19753474-19756971"	"chr20:19753474-19756971"	"chr20"	19753474	19756971	"RIN2"
"chr20:20056291-20056558"	"chr20:20056291-20056558"	"chr20"	20056291	20056558	"CRNKL1"
"chr20:20312065-20320003"	"chr20:20312065-20320003"	"chr20"	20312065	20320003	""
"chr20:20055308-20056290"	"chr20:20055308-20056290"	"chr20"	20055308	20056290	"CRNKL1"
"chr20:20056908-20068247"	"chr20:20056908-20068247"	"chr20"	20056908	20068247	"CRNKL1"
"chr20:21113903-21117176"	"chr20:21113903-21117176"	"chr20"	21113903	21117176	""
"chr20:20848629-20856022"	"chr20:20848629-20856022"	"chr20"	20848629	20856022	""
"chr20:21085655-21088790"	"chr20:21085655-21088790"	"chr20"	21085655	21088790	""
"chr20:21167240-21168681"	"chr20:21167240-21168681"	"chr20"	21167240	21168681	""
"chr20:21210531-21230678"	"chr20:21210531-21230678"	"chr20"	21210531	21230678	"KIZ-AS1"
"chr20:22681643-22691261"	"chr20:22681643-22691261"	"chr20"	22681643	22691261	""
"chr20:23131804-23135012"	"chr20:23131804-23135012"	"chr20"	23131804	23135012	"LINC00656"
"chr20:23145806-23151448"	"chr20:23145806-23151448"	"chr20"	23145806	23151448	""
"chr20:23160058-23165326"	"chr20:23160058-23165326"	"chr20"	23160058	23165326	""
"chr20:23173082-23178675"	"chr20:23173082-23178675"	"chr20"	23173082	23178675	""
"chr20:23178676-23188466"	"chr20:23178676-23188466"	"chr20"	23178676	23188466	""
"chr20:23318872-23325252"	"chr20:23318872-23325252"	"chr20"	23318872	23325252	""
"chr20:23349659-23350839"	"chr20:23349659-23350839"	"chr20"	23349659	23350839	"NXT1"
"chr20:23351249-23354227"	"chr20:23351249-23354227"	"chr20"	23351249	23354227	""
"chr20:23357093-23360093"	"chr20:23357093-23360093"	"chr20"	23357093	23360093	"LINC01431"
"chr20:23360094-23360620"	"chr20:23360094-23360620"	"chr20"	23360094	23360620	"LINC01431;GZF1"
"chr20:23631175-23632997"	"chr20:23631175-23632997"	"chr20"	23631175	23632997	""
"chr20:23632998-23636076"	"chr20:23632998-23636076"	"chr20"	23632998	23636076	""
"chr20:23636077-23641163"	"chr20:23636077-23641163"	"chr20"	23636077	23641163	"CST3"
"chr20:22343946-22358788"	"chr20:22343946-22358788"	"chr20"	22343946	22358788	""
"chr20:22735867-22739698"	"chr20:22735867-22739698"	"chr20"	22735867	22739698	""
"chr20:23035343-23040506"	"chr20:23035343-23040506"	"chr20"	23035343	23040506	"SSTR4"
"chr20:23070091-23076484"	"chr20:23070091-23076484"	"chr20"	23070091	23076484	""
"chr20:23082595-23087769"	"chr20:23082595-23087769"	"chr20"	23082595	23087769	"CD93"
"chr20:23087770-23088028"	"chr20:23087770-23088028"	"chr20"	23087770	23088028	"CD93"
"chr20:23088029-23088904"	"chr20:23088029-23088904"	"chr20"	23088029	23088904	"CD93"
"chr20:23348754-23349623"	"chr20:23348754-23349623"	"chr20"	23348754	23349623	"NXT1"
"chr20:23350840-23351248"	"chr20:23350840-23351248"	"chr20"	23350840	23351248	"NXT1"
"chr20:23360621-23378019"	"chr20:23360621-23378019"	"chr20"	23360621	23378019	"GZF1"
"chr20:23578866-23583043"	"chr20:23578866-23583043"	"chr20"	23578866	23583043	""
"chr20:23583044-23585057"	"chr20:23583044-23585057"	"chr20"	23583044	23585057	""
"chr20:23601338-23610547"	"chr20:23601338-23610547"	"chr20"	23601338	23610547	"CST9"
"chr20:23034120-23035342"	"chr20:23034120-23035342"	"chr20"	23034120	23035342	"SSTR4"
"chr20:23046550-23060330"	"chr20:23046550-23060330"	"chr20"	23046550	23060330	"THBD"
"chr20:25195835-25197738"	"chr20:25195835-25197738"	"chr20"	25195835	25197738	"ENTPD6"
"chr20:25388922-25394460"	"chr20:25388922-25394460"	"chr20"	25388922	25394460	"ABHD12"
"chr20:24970788-24972344"	"chr20:24970788-24972344"	"chr20"	24970788	24972344	""
"chr20:24986885-24990802"	"chr20:24986885-24990802"	"chr20"	24986885	24990802	""
"chr20:24990803-24992969"	"chr20:24990803-24992969"	"chr20"	24990803	24992969	"APMAP"
"chr20:25223221-25227276"	"chr20:25223221-25227276"	"chr20"	25223221	25227276	""
"chr20:25058159-25062797"	"chr20:25058159-25062797"	"chr20"	25058159	25062797	"ACSS1"
"chr20:25063157-25070174"	"chr20:25063157-25070174"	"chr20"	25063157	25070174	""
"chr20:25205518-25223220"	"chr20:25205518-25223220"	"chr20"	25205518	25223220	""
"chr20:25401801-25410540"	"chr20:25401801-25410540"	"chr20"	25401801	25410540	"GINS1"
"chr20:25585166-25589006"	"chr20:25585166-25589006"	"chr20"	25585166	25589006	"NINL"
"chr20:25606505-25613304"	"chr20:25606505-25613304"	"chr20"	25606505	25613304	""
"chr20:25655605-25656686"	"chr20:25655605-25656686"	"chr20"	25655605	25656686	""
"chr20:25667085-25671460"	"chr20:25667085-25671460"	"chr20"	25667085	25671460	""
"chr20:25671461-25671647"	"chr20:25671461-25671647"	"chr20"	25671461	25671647	""
"chr20:24992970-24997886"	"chr20:24992970-24997886"	"chr20"	24992970	24997886	"APMAP"
"chr20:25189135-25191698"	"chr20:25189135-25191698"	"chr20"	25189135	25191698	""
"chr20:29870438-29872348"	"chr20:29870438-29872348"	"chr20"	29870438	29872348	""
"chr20:29872349-29878205"	"chr20:29872349-29878205"	"chr20"	29872349	29878205	""
"chr20:29878206-29886654"	"chr20:29878206-29886654"	"chr20"	29878206	29886654	""
"chr20:30308341-30309971"	"chr20:30308341-30309971"	"chr20"	30308341	30309971	""
"chr20:30211241-30215657"	"chr20:30211241-30215657"	"chr20"	30211241	30215657	""
"chr20:30215658-30221704"	"chr20:30215658-30221704"	"chr20"	30215658	30221704	""
"chr20:30276651-30285079"	"chr20:30276651-30285079"	"chr20"	30276651	30285079	""
"chr20:30711183-30716983"	"chr20:30711183-30716983"	"chr20"	30711183	30716983	""
"chr20:31257627-31265450"	"chr20:31257627-31265450"	"chr20"	31257627	31265450	"DEFB115"
"chr20:31267569-31276139"	"chr20:31267569-31276139"	"chr20"	31267569	31276139	""
"chr20:31364594-31366901"	"chr20:31364594-31366901"	"chr20"	31364594	31366901	"DEFB118"
"chr20:31967667-31967869"	"chr20:31967667-31967869"	"chr20"	31967667	31967869	"XKR7"
"chr20:31371180-31374585"	"chr20:31371180-31374585"	"chr20"	31371180	31374585	""
"chr20:31374652-31376564"	"chr20:31374652-31376564"	"chr20"	31374652	31376564	""
"chr20:31482763-31488080"	"chr20:31482763-31488080"	"chr20"	31482763	31488080	"LINC00028"
"chr20:31533743-31534429"	"chr20:31533743-31534429"	"chr20"	31533743	31534429	""
"chr20:31867055-31872908"	"chr20:31867055-31872908"	"chr20"	31867055	31872908	"TTLL9;DUSP15"
"chr20:31888917-31903036"	"chr20:31888917-31903036"	"chr20"	31888917	31903036	""
"chr20:31440194-31440593"	"chr20:31440194-31440593"	"chr20"	31440194	31440593	"DEFB123"
"chr20:31472970-31482762"	"chr20:31472970-31482762"	"chr20"	31472970	31482762	"REM1;DEFB124"
"chr20:31533214-31533742"	"chr20:31533214-31533742"	"chr20"	31533214	31533742	""
"chr20:31511768-31516607"	"chr20:31511768-31516607"	"chr20"	31511768	31516607	"HM13"
"chr20:31534430-31540751"	"chr20:31534430-31540751"	"chr20"	31534430	31540751	""
"chr20:32275867-32277038"	"chr20:32275867-32277038"	"chr20"	32275867	32277038	"KIF3B"
"chr20:32004115-32024305"	"chr20:32004115-32024305"	"chr20"	32004115	32024305	"CCM2L"
"chr20:32041602-32060758"	"chr20:32041602-32060758"	"chr20"	32041602	32060758	"HCK"
"chr20:32674887-32676699"	"chr20:32674887-32676699"	"chr20"	32674887	32676699	"C20orf203"
"chr20:32669404-32674886"	"chr20:32669404-32674886"	"chr20"	32669404	32674886	"C20orf203"
"chr20:32690286-32692166"	"chr20:32690286-32692166"	"chr20"	32690286	32692166	""
"chr20:32692167-32695478"	"chr20:32692167-32695478"	"chr20"	32692167	32695478	""
"chr20:32439049-32456301"	"chr20:32439049-32456301"	"chr20"	32439049	32456301	""
"chr20:32482665-32493337"	"chr20:32482665-32493337"	"chr20"	32482665	32493337	""
"chr20:32505279-32510965"	"chr20:32505279-32510965"	"chr20"	32505279	32510965	"LOC101929698"
"chr20:33261878-33277243"	"chr20:33261878-33277243"	"chr20"	33261878	33277243	"BPIFB1"
"chr20:33341958-33354086"	"chr20:33341958-33354086"	"chr20"	33341958	33354086	""
"chr20:33184525-33187638"	"chr20:33184525-33187638"	"chr20"	33184525	33187638	""
"chr20:33190537-33196677"	"chr20:33190537-33196677"	"chr20"	33190537	33196677	"BPIFA4P"
"chr20:33441495-33444105"	"chr20:33441495-33444105"	"chr20"	33441495	33444105	"SNTA1"
"chr20:33444242-33448263"	"chr20:33444242-33448263"	"chr20"	33444242	33448263	"SNTA1"
"chr20:33682658-33686947"	"chr20:33682658-33686947"	"chr20"	33682658	33686947	"E2F1"
"chr20:33731001-33736180"	"chr20:33731001-33736180"	"chr20"	33731001	33736180	"ZNF341"
"chr20:34524561-34529386"	"chr20:34524561-34529386"	"chr20"	34524561	34529386	""
"chr20:34047409-34054317"	"chr20:34047409-34054317"	"chr20"	34047409	34054317	"MIR4755"
"chr20:34191548-34194343"	"chr20:34191548-34194343"	"chr20"	34191548	34194343	"ASIP"
"chr20:34450192-34454931"	"chr20:34450192-34454931"	"chr20"	34450192	34454931	""
"chr20:34463648-34467137"	"chr20:34463648-34467137"	"chr20"	34463648	34467137	"MIR644A"
"chr20:34473387-34475276"	"chr20:34473387-34475276"	"chr20"	34473387	34475276	""
"chr20:34545599-34545999"	"chr20:34545599-34545999"	"chr20"	34545599	34545999	"MAP1LC3A"
"chr20:34448569-34450191"	"chr20:34448569-34450191"	"chr20"	34448569	34450191	""
"chr20:35674199-35685131"	"chr20:35674199-35685131"	"chr20"	35674199	35685131	""
"chr20:34736523-34740990"	"chr20:34736523-34740990"	"chr20"	34736523	34740990	""
"chr20:34740991-34747265"	"chr20:34740991-34747265"	"chr20"	34740991	34747265	""
"chr20:34954022-34957957"	"chr20:34954022-34957957"	"chr20"	34954022	34957957	"GSS"
"chr20:35401729-35420209"	"chr20:35401729-35420209"	"chr20"	35401729	35420209	"UQCC1"
"chr20:35226084-35230596"	"chr20:35226084-35230596"	"chr20"	35226084	35230596	"MMP24"
